https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ADA
1685577600000,2023-06-01 00:00:00,ADA/USD,0.37469,0.37586,0.36131,0.36478,217358.37416631225,595861.54440022
1685491200000,2023-05-31 00:00:00,ADA/USD,0.37824,0.38112,0.37031,0.37521,393069.1746356834,1047597.81092104
1685404800000,2023-05-30 00:00:00,ADA/USD,0.37924,0.38372,0.37513,0.37807,283117.67400822445,748849.87967367
1685318400000,2023-05-29 00:00:00,ADA/USD,0.38399,0.38634,0.37585,0.3793,421231.2549831986,1110549.05083891
1685232000000,2023-05-28 00:00:00,ADA/USD,0.36729,0.38566,0.36692,0.38336,709821.3281080398,1851579.00695962
1685145600000,2023-05-27 00:00:00,ADA/USD,0.36221,0.36792,0.36122,0.36706,208222.53746681972,567271.12043486
1685059200000,2023-05-26 00:00:00,ADA/USD,0.35888,0.36675,0.35364,0.36287,413199.65306959196,1138698.85377571
1684972800000,2023-05-25 00:00:00,ADA/USD,0.36419,0.36453,0.35523,0.35847,329159.3584889308,918234.04605387
1684886400000,2023-05-24 00:00:00,ADA/USD,0.37078,0.37078,0.36051,0.36467,295133.9194630994,809317.79269778
1684800000000,2023-05-23 00:00:00,ADA/USD,0.36879,0.37575,0.36642,0.37069,194798.5685705892,525502.62637403
1684713600000,2023-05-22 00:00:00,ADA/USD,0.36053,0.3742,0.35665,0.36802,442834.5280243472,1203289.29956075
1684627200000,2023-05-21 00:00:00,ADA/USD,0.3665,0.36775,0.357,0.36073,274572.87776265864,761158.97697075
1684540800000,2023-05-20 00:00:00,ADA/USD,0.36824,0.36845,0.36352,0.36654,128413.34273435951,350339.23373809
1684454400000,2023-05-19 00:00:00,ADA/USD,0.37293,0.37312,0.36667,0.3688,304861.906256172,826632.06685513
1684368000000,2023-05-18 00:00:00,ADA/USD,0.37574,0.38054,0.36621,0.37167,399587.13861511677,1075112.70378324
1684281600000,2023-05-17 00:00:00,ADA/USD,0.36906,0.3811,0.36505,0.37561,511083.39703209716,1360675.69295838
1684195200000,2023-05-16 00:00:00,ADA/USD,0.36698,0.37076,0.36205,0.36855,370397.40055292187,1005012.6185128799
1684108800000,2023-05-15 00:00:00,ADA/USD,0.37148,0.37588,0.3661,0.36733,229829.9624111598,625677.08167359
1684022400000,2023-05-14 00:00:00,ADA/USD,0.36482,0.37327,0.3629,0.37132,218776.85959771724,589186.8458411
1683936000000,2023-05-13 00:00:00,ADA/USD,0.3709,0.37122,0.36254,0.36479,320189.0994070794,877735.40778826
1683849600000,2023-05-12 00:00:00,ADA/USD,0.3603,0.37104,0.35323,0.37079,958865.8337299449,2586007.80422866
1683763200000,2023-05-11 00:00:00,ADA/USD,0.3697,0.36975,0.34867,0.36024,1187718.1054533352,3297018.94696129
1683676800000,2023-05-10 00:00:00,ADA/USD,0.36365,0.37312,0.355,0.36973,934951.273577961,2528740.63121186
1683590400000,2023-05-09 00:00:00,ADA/USD,0.36552,0.37111,0.36045,0.36356,480100.2962986271,1320553.13097873
1683504000000,2023-05-08 00:00:00,ADA/USD,0.376,0.37993,0.35421,0.36584,1363581.4855048214,3727261.87815663
1683417600000,2023-05-07 00:00:00,ADA/USD,0.3797,0.38381,0.37462,0.37667,453547.83281157986,1204098.63491008
1683331200000,2023-05-06 00:00:00,ADA/USD,0.39446,0.39705,0.37407,0.37999,669111.8878547414,1760867.09612027
1683244800000,2023-05-05 00:00:00,ADA/USD,0.38799,0.39735,0.38126,0.39461,518423.11949333496,1313760.72449592
1683158400000,2023-05-04 00:00:00,ADA/USD,0.39397,0.39647,0.3851,0.38756,558095.7931190426,1440024.23655445
1683072000000,2023-05-03 00:00:00,ADA/USD,0.39192,0.3968,0.37872,0.39402,918665.6981305649,2331520.47644933
1682985600000,2023-05-02 00:00:00,ADA/USD,0.38677,0.39484,0.38191,0.39194,625853.9069407355,1596810.49890477
1682899200000,2023-05-01 00:00:00,ADA/USD,0.39581,0.398,0.38065,0.38721,1209806.589621016,3124419.79706365
1682812800000,2023-04-30 00:00:00,ADA/USD,0.40269,0.41507,0.39528,0.39584,674745.4651710499,1704591.41362937
1682726400000,2023-04-29 00:00:00,ADA/USD,0.40444,0.40803,0.39918,0.40244,285408.10578992777,709194.17997696
1682640000000,2023-04-28 00:00:00,ADA/USD,0.41019,0.41098,0.39764,0.40481,647657.6887874292,1599905.3600144
1682553600000,2023-04-27 00:00:00,ADA/USD,0.40158,0.41859,0.40117,0.40997,1606055.5677157843,3917495.34774687
1682467200000,2023-04-26 00:00:00,ADA/USD,0.39455,0.41727,0.378,0.40142,1758873.000185921,4381627.72205152
1682380800000,2023-04-25 00:00:00,ADA/USD,0.38371,0.39539,0.37625,0.3947,792513.5628937649,2007888.42891757
1682294400000,2023-04-24 00:00:00,ADA/USD,0.389,0.39791,0.38,0.38377,817461.2293494012,2130081.11459833
1682208000000,2023-04-23 00:00:00,ADA/USD,0.39557,0.39564,0.38003,0.38872,587779.4295203895,1512089.49763426
1682121600000,2023-04-22 00:00:00,ADA/USD,0.38268,0.399,0.3814,0.39617,763389.5678798051,1926924.21909737
1682035200000,2023-04-21 00:00:00,ADA/USD,0.40232,0.40725,0.37936,0.38289,1648892.3755320697,4306438.86111434
1681948800000,2023-04-20 00:00:00,ADA/USD,0.41664,0.42191,0.39582,0.40055,1562523.35477423,3900944.5881269
1681862400000,2023-04-19 00:00:00,ADA/USD,0.44265,0.44306,0.40659,0.41664,2153014.3231746187,5167565.09978547
1681776000000,2023-04-18 00:00:00,ADA/USD,0.43379,0.44802,0.4283,0.44357,783786.4697134829,1766996.12172483
1681689600000,2023-04-17 00:00:00,ADA/USD,0.45056,0.45056,0.43144,0.43409,775835.4844450338,1787268.73331575
1681603200000,2023-04-16 00:00:00,ADA/USD,0.452,0.45732,0.44218,0.45034,565528.0474174795,1255780.18256757
1681516800000,2023-04-15 00:00:00,ADA/USD,0.43782,0.46147,0.43097,0.45213,1573397.5976178222,3479967.26078301
1681430400000,2023-04-14 00:00:00,ADA/USD,0.42556,0.44396,0.42379,0.43782,1555419.2320088258,3552645.45248921
1681344000000,2023-04-13 00:00:00,ADA/USD,0.40496,0.42889,0.39897,0.42528,1394085.5817072666,3278041.71770896
1681257600000,2023-04-12 00:00:00,ADA/USD,0.40166,0.40675,0.38873,0.40537,702615.7473466393,1733270.21572055
1681171200000,2023-04-11 00:00:00,ADA/USD,0.39683,0.41274,0.39558,0.40118,769732.4549731023,1918671.05781221
1681084800000,2023-04-10 00:00:00,ADA/USD,0.38892,0.39742,0.38487,0.39696,377866.21363104356,951899.97387909
1680998400000,2023-04-09 00:00:00,ADA/USD,0.38547,0.39281,0.38409,0.3894,227982.418356505,585471.02813689
1680912000000,2023-04-08 00:00:00,ADA/USD,0.38344,0.39,0.3804,0.38481,76604.09963977984,199069.92967901
1680825600000,2023-04-07 00:00:00,ADA/USD,0.38263,0.38487,0.37572,0.38285,121468.14614255505,317273.4651758
1680739200000,2023-04-06 00:00:00,ADA/USD,0.39199,0.39199,0.37648,0.38257,314592.63029696187,822313.90411418
1680652800000,2023-04-05 00:00:00,ADA/USD,0.38918,0.40007,0.38689,0.39153,622729.5793385407,1590502.84611279
1680566400000,2023-04-04 00:00:00,ADA/USD,0.38652,0.40041,0.38425,0.38943,827804.0708445241,2125681.30561211
1680480000000,2023-04-03 00:00:00,ADA/USD,0.38187,0.40456,0.371,0.38699,1406481.8762273456,3634414.00611733
1680393600000,2023-04-02 00:00:00,ADA/USD,0.39185,0.3926,0.37503,0.38156,373293.84425035026,978335.895404
1680307200000,2023-04-01 00:00:00,ADA/USD,0.39836,0.4025,0.38799,0.39199,435172.00467180274,1110160.98541239
1680220800000,2023-03-31 00:00:00,ADA/USD,0.37652,0.40844,0.37416,0.39864,1191524.8391382622,2988974.61152484
1680134400000,2023-03-30 00:00:00,ADA/USD,0.38126,0.38736,0.36973,0.37601,487385.578046685,1296203.76598145
1680048000000,2023-03-29 00:00:00,ADA/USD,0.36834,0.38979,0.36674,0.38101,1074621.4308480492,2820454.66220847
1679961600000,2023-03-28 00:00:00,ADA/USD,0.34544,0.37001,0.34252,0.36793,882048.3788176667,2397326.60782667
1679875200000,2023-03-27 00:00:00,ADA/USD,0.35632,0.35702,0.33672,0.34568,680658.1681039813,1969041.21761161
1679788800000,2023-03-26 00:00:00,ADA/USD,0.35152,0.36136,0.34895,0.35584,479487.29469079594,1347480.03229203
1679702400000,2023-03-25 00:00:00,ADA/USD,0.35956,0.36288,0.34863,0.35153,381410.7517428276,1085001.99625303
1679616000000,2023-03-24 00:00:00,ADA/USD,0.37168,0.37273,0.35549,0.35958,678054.0207701128,1885683.35494219
1679529600000,2023-03-23 00:00:00,ADA/USD,0.35997,0.38489,0.35344,0.37207,971555.0535813814,2611215.77547607
1679443200000,2023-03-22 00:00:00,ADA/USD,0.37029,0.38686,0.34902,0.35978,1631439.3164048004,4534546.99095225
1679356800000,2023-03-21 00:00:00,ADA/USD,0.3321,0.38625,0.32938,0.36955,1754040.3213914388,4746422.19291419
1679270400000,2023-03-20 00:00:00,ADA/USD,0.34509,0.34586,0.3307,0.33213,1367381.4126935299,4117006.63202219
1679184000000,2023-03-19 00:00:00,ADA/USD,0.33697,0.35231,0.33697,0.34461,893464.6727970069,2592683.53442154
1679097600000,2023-03-18 00:00:00,ADA/USD,0.34956,0.35688,0.33507,0.33736,1643551.158682748,4871802.10660051
1679011200000,2023-03-17 00:00:00,ADA/USD,0.32531,0.35015,0.32214,0.34934,2438012.615949517,6978910.56263101
1678924800000,2023-03-16 00:00:00,ADA/USD,0.32478,0.32972,0.31778,0.32546,1182675.9141267964,3633859.5038616
1678838400000,2023-03-15 00:00:00,ADA/USD,0.34381,0.34724,0.31649,0.32475,2689193.38827399,8280811.04934254
1678752000000,2023-03-14 00:00:00,ADA/USD,0.34431,0.36865,0.33741,0.34394,2907238.233644071,8452748.25156734
1678665600000,2023-03-13 00:00:00,ADA/USD,0.33129,0.35295,0.3281,0.34424,3459979.427983067,10051067.35993222
1678579200000,2023-03-12 00:00:00,ADA/USD,0.30621,0.33235,0.30263,0.33111,3093098.6807960575,9341604.54470133
1678492800000,2023-03-11 00:00:00,ADA/USD,0.31528,0.32439,0.30265,0.30595,4152609.4615361975,13572836.93916064
1678406400000,2023-03-10 00:00:00,ADA/USD,0.31034,0.31815,0.29789,0.3154,2241424.5642315447,7106609.27150141
1678320000000,2023-03-09 00:00:00,ADA/USD,0.31738,0.32218,0.30184,0.31027,1775566.047260644,5722648.16856494
1678233600000,2023-03-08 00:00:00,ADA/USD,0.33072,0.33278,0.31369,0.3175,1179122.7853262655,3713772.55220871
1678147200000,2023-03-07 00:00:00,ADA/USD,0.33054,0.33467,0.32099,0.33042,670970.6593479062,2030659.94597151
1678060800000,2023-03-06 00:00:00,ADA/USD,0.33676,0.33863,0.3293,0.33064,376653.58140269323,1139165.19901613
1677974400000,2023-03-05 00:00:00,ADA/USD,0.33665,0.34285,0.33477,0.33691,558474.7912335914,1657637.91883171
1677888000000,2023-03-04 00:00:00,ADA/USD,0.34271,0.34464,0.33039,0.33674,1790215.242351426,5316313.00811138
1677801600000,2023-03-03 00:00:00,ADA/USD,0.35062,0.35062,0.31799,0.34282,1124242.612612021,3279396.22137571
1677715200000,2023-03-02 00:00:00,ADA/USD,0.36,0.36157,0.34455,0.35063,595189.5898525313,1697486.21011474
1677628800000,2023-03-01 00:00:00,ADA/USD,0.35208,0.36448,0.3493,0.36037,507597.66667831433,1408545.84643093
1677542400000,2023-02-28 00:00:00,ADA/USD,0.36487,0.36795,0.3488,0.35165,430896.84987899376,1225357.17298164
1677456000000,2023-02-27 00:00:00,ADA/USD,0.36847,0.37014,0.35747,0.36464,489832.47839957534,1343331.72005149
1677369600000,2023-02-26 00:00:00,ADA/USD,0.36201,0.37032,0.358,0.3688,332778.2809314,902327.22595282
1677283200000,2023-02-25 00:00:00,ADA/USD,0.36558,0.36764,0.35131,0.36225,748615.2627226679,2066570.77356154
1677196800000,2023-02-24 00:00:00,ADA/USD,0.382,0.38536,0.35801,0.36591,1063887.8623775158,2907512.40025557
1677110400000,2023-02-23 00:00:00,ADA/USD,0.38902,0.39498,0.37966,0.38245,714430.1848323129,1868035.52054468
1677024000000,2023-02-22 00:00:00,ADA/USD,0.39279,0.393,0.377,0.38908,1140050.3935463112,2930118.21102681
1676937600000,2023-02-21 00:00:00,ADA/USD,0.40396,0.40599,0.38502,0.3926,1502673.3924026138,3827492.0845711
1676851200000,2023-02-20 00:00:00,ADA/USD,0.3998,0.40959,0.38962,0.40358,695730.4372242553,1723897.21300425
1676764800000,2023-02-19 00:00:00,ADA/USD,0.4059,0.4128,0.39722,0.3997,847510.8798023424,2120367.47511219
1676678400000,2023-02-18 00:00:00,ADA/USD,0.4035,0.41819,0.39765,0.40593,636979.8577532308,1569186.45518496
1676592000000,2023-02-17 00:00:00,ADA/USD,0.3878,0.40957,0.38568,0.4036,1101750.2854385457,2729807.44657717
1676505600000,2023-02-16 00:00:00,ADA/USD,0.41973,0.42154,0.38655,0.38751,1259974.1643150332,3251462.32178533
1676419200000,2023-02-15 00:00:00,ADA/USD,0.38654,0.42004,0.38192,0.41915,1623105.826626705,3872374.63110272
1676332800000,2023-02-14 00:00:00,ADA/USD,0.35941,0.39319,0.35457,0.3868,1416838.7285406382,3662974.99622709
1676246400000,2023-02-13 00:00:00,ADA/USD,0.36428,0.36571,0.34501,0.35939,974276.2770982925,2710916.48932439
1676160000000,2023-02-12 00:00:00,ADA/USD,0.36871,0.3737,0.35977,0.36416,615213.1852592039,1689403.51839632
1676073600000,2023-02-11 00:00:00,ADA/USD,0.35813,0.37024,0.35717,0.36841,552429.9447652947,1499497.69215085
1675987200000,2023-02-10 00:00:00,ADA/USD,0.36197,0.36547,0.35376,0.3584,921121.3643067627,2570093.09237378
1675900800000,2023-02-09 00:00:00,ADA/USD,0.3947,0.39536,0.35443,0.3622,1144621.3752810722,3160191.53860042
1675814400000,2023-02-08 00:00:00,ADA/USD,0.39936,0.40373,0.3856,0.39433,600753.2717347107,1523478.48688842
1675728000000,2023-02-07 00:00:00,ADA/USD,0.38202,0.39979,0.3815,0.39906,661160.2094378065,1656793.98946977
1675641600000,2023-02-06 00:00:00,ADA/USD,0.39293,0.40307,0.3796,0.38213,647211.5284807602,1693694.6287409
1675555200000,2023-02-05 00:00:00,ADA/USD,0.39905,0.40176,0.38219,0.39247,716481.143640511,1825569.19927768
1675468800000,2023-02-04 00:00:00,ADA/USD,0.40369,0.40559,0.39753,0.39927,496968.0473615296,1244691.68072114
1675382400000,2023-02-03 00:00:00,ADA/USD,0.39833,0.40706,0.39441,0.40365,967246.9109878305,2396251.48269003
1675296000000,2023-02-02 00:00:00,ADA/USD,0.39669,0.41381,0.39209,0.39839,1108195.396728852,2781684.77303359
1675209600000,2023-02-01 00:00:00,ADA/USD,0.39014,0.40163,0.37104,0.39656,1211202.1908133486,3054272.21810911
1675123200000,2023-01-31 00:00:00,ADA/USD,0.37255,0.39999,0.36841,0.39056,2514743.5243987762,6438814.84125045
1675036800000,2023-01-30 00:00:00,ADA/USD,0.39799,0.39803,0.36546,0.37255,1252571.4451854865,3362156.61034891
1674950400000,2023-01-29 00:00:00,ADA/USD,0.3819,0.39898,0.37711,0.39747,1342496.7088911496,3377605.12464123
1674864000000,2023-01-28 00:00:00,ADA/USD,0.38989,0.39805,0.37832,0.38192,1573952.9633363064,4121158.78544278
1674777600000,2023-01-27 00:00:00,ADA/USD,0.37992,0.391,0.36791,0.3895,1364712.568662463,3503754.99014753
1674691200000,2023-01-26 00:00:00,ADA/USD,0.37348,0.38889,0.37124,0.37967,2037018.816673821,5365235.11647963
1674604800000,2023-01-25 00:00:00,ADA/USD,0.35864,0.37956,0.34688,0.37319,1738374.7236840634,4658149.26360316
1674518400000,2023-01-24 00:00:00,ADA/USD,0.37441,0.38308,0.35543,0.35856,1108684.734937594,3092048.01131636
1674432000000,2023-01-23 00:00:00,ADA/USD,0.37592,0.38367,0.36895,0.37486,2345252.057115761,6256341.1863516
1674345600000,2023-01-22 00:00:00,ADA/USD,0.36887,0.38751,0.36251,0.37647,2706722.269651119,7189742.26273307
1674259200000,2023-01-21 00:00:00,ADA/USD,0.36493,0.38069,0.35712,0.36848,2477906.2939754776,6724669.70792303
1674172800000,2023-01-20 00:00:00,ADA/USD,0.3381,0.36575,0.3337,0.36493,1365548.0597429292,3741945.19426446
1674086400000,2023-01-19 00:00:00,ADA/USD,0.32652,0.34293,0.32652,0.33842,985514.2059082721,2912103.91202728
1674000000000,2023-01-18 00:00:00,ADA/USD,0.34548,0.35563,0.3241,0.32671,5588726.958703028,17106078.6590647
1673913600000,2023-01-17 00:00:00,ADA/USD,0.35041,0.35788,0.34288,0.34535,1728137.2498746295,5004016.93897388
1673827200000,2023-01-16 00:00:00,ADA/USD,0.35094,0.36431,0.33853,0.35043,3811308.182994978,10876089.89811083
1673740800000,2023-01-15 00:00:00,ADA/USD,0.35231,0.3538,0.33883,0.35077,4023625.342988428,11470836.56808857
1673654400000,2023-01-14 00:00:00,ADA/USD,0.34572,0.37002,0.3316,0.35248,7526675.981754962,21353483.83384862
1673568000000,2023-01-13 00:00:00,ADA/USD,0.32955,0.35094,0.32376,0.34563,2190809.2919419333,6338597.03133968
1673481600000,2023-01-12 00:00:00,ADA/USD,0.32374,0.33502,0.31489,0.32959,3831906.9945737356,11626284.15477938
1673395200000,2023-01-11 00:00:00,ADA/USD,0.32228,0.32347,0.30753,0.32327,2645171.4718064466,8182545.46294567
1673308800000,2023-01-10 00:00:00,ADA/USD,0.31697,0.32557,0.30573,0.32259,4377119.188094659,13568675.99148969
1673222400000,2023-01-09 00:00:00,ADA/USD,0.29726,0.34636,0.29577,0.31691,10663697.807150966,33648978.59692331
1673136000000,2023-01-08 00:00:00,ADA/USD,0.27741,0.29935,0.27482,0.29742,5997324.711863539,20164497.04748685
1673049600000,2023-01-07 00:00:00,ADA/USD,0.27899,0.28111,0.27243,0.27692,1710261.9992028195,6176014.7306183
1672963200000,2023-01-06 00:00:00,ADA/USD,0.2694,0.28014,0.26738,0.27877,3543395.708564706,12710821.49644763
1672876800000,2023-01-05 00:00:00,ADA/USD,0.2679,0.2715,0.26338,0.26913,1068994.4413700104,3972037.45910902
1672790400000,2023-01-04 00:00:00,ADA/USD,0.25308,0.27079,0.25218,0.26821,2870424.747404156,10702154.0859929
1672704000000,2023-01-03 00:00:00,ADA/USD,0.25386,0.25552,0.25042,0.25311,1616662.0512780023,6387191.54232548
1672617600000,2023-01-02 00:00:00,ADA/USD,0.25039,0.25688,0.24701,0.25395,1393072.0887956468,5485615.62825614
1672531200000,2023-01-01 00:00:00,ADA/USD,0.24605,0.25029,0.24362,0.25029,1399887.728769267,5593062.9620411
1672444800000,2022-12-31 00:00:00,ADA/USD,0.24585,0.25222,0.24425,0.24597,2222886.348097225,9037225.46691558
1672358400000,2022-12-30 00:00:00,ADA/USD,0.24424,0.24655,0.2395,0.24581,1362388.5304494512,5542445.50852061
1672272000000,2022-12-29 00:00:00,ADA/USD,0.24844,0.24845,0.24011,0.24425,2571949.2113009356,10529986.53552072
1672185600000,2022-12-28 00:00:00,ADA/USD,0.26058,0.26112,0.247,0.2485,3728555.71606833,15004248.35439972
1672099200000,2022-12-27 00:00:00,ADA/USD,0.26567,0.26662,0.25663,0.2605,2994358.9094521273,11494659.92112141
1672012800000,2022-12-26 00:00:00,ADA/USD,0.25944,0.26599,0.25782,0.2656,3470721.90949579,13067477.06888475
1671926400000,2022-12-25 00:00:00,ADA/USD,0.25944,0.26032,0.25487,0.2595,1641865.5620001305,6327034.92100243
1671840000000,2022-12-24 00:00:00,ADA/USD,0.25975,0.26088,0.25692,0.25946,1573270.508878333,6063634.12039749
1671753600000,2022-12-23 00:00:00,ADA/USD,0.25698,0.26448,0.25572,0.25979,2582884.933310491,9942203.06135914
1671667200000,2022-12-22 00:00:00,ADA/USD,0.25347,0.25721,0.2467,0.25668,1776338.7702319955,6920440.9000779
1671580800000,2022-12-21 00:00:00,ADA/USD,0.25888,0.25979,0.24805,0.25362,2577085.3974822043,10161207.30810742
1671494400000,2022-12-20 00:00:00,ADA/USD,0.25309,0.26235,0.25142,0.25904,1405283.8269585606,5424968.44872823
1671408000000,2022-12-19 00:00:00,ADA/USD,0.26674,0.26962,0.24911,0.25289,1870901.9577224737,7398085.95722438
1671321600000,2022-12-18 00:00:00,ADA/USD,0.26796,0.27222,0.26287,0.26628,1936084.581249941,7270859.92658082
1671235200000,2022-12-17 00:00:00,ADA/USD,0.26384,0.26835,0.259,0.26769,2078477.4494011165,7764494.18880465
1671148800000,2022-12-16 00:00:00,ADA/USD,0.30048,0.3015,0.25471,0.26383,3294666.410664207,12487838.42119625
1671062400000,2022-12-15 00:00:00,ADA/USD,0.30822,0.30876,0.29635,0.30047,1676677.6722031727,5580183.28686116
1670976000000,2022-12-14 00:00:00,ADA/USD,0.31422,0.31577,0.30596,0.30835,2036377.9535367945,6604112.05946747
1670889600000,2022-12-13 00:00:00,ADA/USD,0.30735,0.31899,0.29954,0.31406,2197049.8966362383,6995637.44710004
1670803200000,2022-12-12 00:00:00,ADA/USD,0.30753,0.3081,0.30081,0.30703,909025.0923000295,2960704.46633889
1670716800000,2022-12-11 00:00:00,ADA/USD,0.31259,0.31525,0.30528,0.30771,724659.2268975213,2355007.07451016
1670630400000,2022-12-10 00:00:00,ADA/USD,0.3119,0.3149,0.31088,0.31269,338660.748672313,1083055.89776556
1670544000000,2022-12-09 00:00:00,ADA/USD,0.31496,0.31688,0.30882,0.31198,596732.5061560228,1912726.79708963
1670457600000,2022-12-08 00:00:00,ADA/USD,0.31041,0.31599,0.30733,0.31481,1078218.5307818854,3424981.83279402
1670371200000,2022-12-07 00:00:00,ADA/USD,0.3183,0.3202,0.30689,0.31032,2164309.7030231445,6974444.77643447
1670284800000,2022-12-06 00:00:00,ADA/USD,0.31962,0.32144,0.31402,0.31848,875370.6507591859,2748589.08176082
1670198400000,2022-12-05 00:00:00,ADA/USD,0.32261,0.32928,0.31636,0.31967,1400086.9757825246,4379788.45616581
1670112000000,2022-12-04 00:00:00,ADA/USD,0.3197,0.32448,0.31825,0.32274,1698147.609070174,5261658.32890306
1670025600000,2022-12-03 00:00:00,ADA/USD,0.31916,0.32669,0.31627,0.31963,2444368.2118211635,7647493.07581004
1669939200000,2022-12-02 00:00:00,ADA/USD,0.31479,0.32025,0.31053,0.31899,1371175.6223283173,4298490.93177942
1669852800000,2022-12-01 00:00:00,ADA/USD,0.3192,0.32028,0.31249,0.3146,1275689.0230609009,4054955.5723487
1669766400000,2022-11-30 00:00:00,ADA/USD,0.30933,0.32145,0.30829,0.31884,2097318.685062386,6577966.01763388
1669680000000,2022-11-29 00:00:00,ADA/USD,0.30675,0.3128,0.30418,0.30898,1283120.603379679,4152762.64929665
1669593600000,2022-11-28 00:00:00,ADA/USD,0.31274,0.31383,0.30003,0.30674,1494110.6963213112,4870935.30782197
1669507200000,2022-11-27 00:00:00,ADA/USD,0.31369,0.31985,0.31159,0.31233,711421.727087583,2277788.64370244
1669420800000,2022-11-26 00:00:00,ADA/USD,0.31484,0.32305,0.31083,0.31361,1868749.2576528252,5958831.85374454
1669334400000,2022-11-25 00:00:00,ADA/USD,0.31605,0.31758,0.30737,0.31478,1270400.1881894746,4035835.14895951
1669248000000,2022-11-24 00:00:00,ADA/USD,0.31882,0.32127,0.31164,0.31641,1361405.5951140104,4302662.98509532
1669161600000,2022-11-23 00:00:00,ADA/USD,0.31244,0.32055,0.30906,0.31861,1629757.8306787503,5115212.4248415
1669075200000,2022-11-22 00:00:00,ADA/USD,0.30447,0.31715,0.29818,0.31266,2269455.916421867,7258542.55875989
1668988800000,2022-11-21 00:00:00,ADA/USD,0.31151,0.31313,0.29527,0.30446,4132797.867232591,13574189.93376007
1668902400000,2022-11-20 00:00:00,ADA/USD,0.32757,0.3311,0.30954,0.31208,2038789.7039287498,6532907.27995626
1668816000000,2022-11-19 00:00:00,ADA/USD,0.32558,0.33218,0.3213,0.32782,1237732.8550420688,3775647.77939744
1668729600000,2022-11-18 00:00:00,ADA/USD,0.32453,0.33267,0.32049,0.3259,2164050.1989415563,6640227.67395384
1668643200000,2022-11-17 00:00:00,ADA/USD,0.33191,0.33411,0.3185,0.32485,1550313.7233143821,4772398.71729839
1668556800000,2022-11-16 00:00:00,ADA/USD,0.33636,0.34414,0.32357,0.33198,2037983.1763739672,6138873.35494297
1668470400000,2022-11-15 00:00:00,ADA/USD,0.33146,0.34494,0.32959,0.3368,2043982.1709527744,6068830.67385028
1668384000000,2022-11-14 00:00:00,ADA/USD,0.32936,0.34198,0.31436,0.33189,2990985.9744108007,9011979.79574799
1668297600000,2022-11-13 00:00:00,ADA/USD,0.34021,0.34585,0.32539,0.32973,4004051.782305444,12143425.77959374
1668211200000,2022-11-12 00:00:00,ADA/USD,0.35547,0.35656,0.336,0.33983,5530301.654203857,16273729.96558237
1668124800000,2022-11-11 00:00:00,ADA/USD,0.36817,0.37381,0.34212,0.35546,7139918.927541391,20086420.20914137
1668038400000,2022-11-10 00:00:00,ADA/USD,0.31688,0.3795,0.31184,0.36825,9246899.08420879,25110384.47850316
1667952000000,2022-11-09 00:00:00,ADA/USD,0.37161,0.3766,0.31021,0.31686,5656700.219504496,17852364.51273274
1667865600000,2022-11-08 00:00:00,ADA/USD,0.40435,0.41551,0.344,0.37197,7167785.006969775,19269793.28163501
1667779200000,2022-11-07 00:00:00,ADA/USD,0.40245,0.41657,0.39808,0.40452,2111202.486867285,5219031.16500367
1667692800000,2022-11-06 00:00:00,ADA/USD,0.42697,0.43137,0.40198,0.40235,2991858.667037272,7435960.40024176
1667606400000,2022-11-05 00:00:00,ADA/USD,0.42168,0.438,0.42042,0.42655,4322033.920980652,10132537.61805334
1667520000000,2022-11-04 00:00:00,ADA/USD,0.39007,0.4266,0.38838,0.42168,6757782.316405361,16025854.47829008
1667433600000,2022-11-03 00:00:00,ADA/USD,0.38572,0.39946,0.38445,0.38951,1750525.9605013814,4494174.63095012
1667347200000,2022-11-02 00:00:00,ADA/USD,0.40122,0.40971,0.38011,0.38598,5375274.697135737,13926303.68707119
1667260800000,2022-11-01 00:00:00,ADA/USD,0.40573,0.4152,0.39883,0.40158,1440159.2650613124,3586232.54410407
1667174400000,2022-10-31 00:00:00,ADA/USD,0.40599,0.4167,0.39782,0.40572,2160024.3869935893,5323928.78584637
1667088000000,2022-10-30 00:00:00,ADA/USD,0.42038,0.42225,0.39849,0.40599,2025798.332411807,4989773.96589031
1667001600000,2022-10-29 00:00:00,ADA/USD,0.40469,0.44075,0.40118,0.42051,3192236.025753208,7591343.90562224
1666915200000,2022-10-28 00:00:00,ADA/USD,0.3884,0.41156,0.37794,0.40452,2903944.6016353588,7178741.72262276
1666828800000,2022-10-27 00:00:00,ADA/USD,0.40304,0.41999,0.38636,0.38836,4095034.021323606,10544427.90535484
1666742400000,2022-10-26 00:00:00,ADA/USD,0.40056,0.412,0.39503,0.4035,2765343.98166526,6853392.76744798
1666656000000,2022-10-25 00:00:00,ADA/USD,0.35745,0.41759,0.3569,0.40032,4137864.6640638676,10336392.54612277
1666569600000,2022-10-24 00:00:00,ADA/USD,0.36217,0.36527,0.35345,0.35766,889410.8462454199,2486749.5561299
1666483200000,2022-10-23 00:00:00,ADA/USD,0.35211,0.3641,0.34571,0.36239,1325672.6970755542,3658138.18558888
1666396800000,2022-10-22 00:00:00,ADA/USD,0.34926,0.35469,0.34311,0.35165,1015079.7132765695,2886619.40360179
1666310400000,2022-10-21 00:00:00,ADA/USD,0.33996,0.35014,0.33013,0.34923,1075257.7507544628,3078938.6672235
