https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MATIC,Volume USD
1689638400,2023-07-18,MATIC/USD,0.77886,0.78305,0.73135,0.73764,61512.64476,45374.1872807664
1689552000,2023-07-17,MATIC/USD,0.76661,0.78838,0.75237,0.77938,85275.362608,66461.91210942304
1689465600,2023-07-16,MATIC/USD,0.79942,0.8014,0.76575,0.76712,41192.099849,31599.28363616488
1689379200,2023-07-15,MATIC/USD,0.80889,0.82451,0.79463,0.79889,45134.755894,36057.70513615766
1689292800,2023-07-14,MATIC/USD,0.85031,0.87945,0.77941,0.80852,224690.72384,181666.9440391168
1689206400,2023-07-13,MATIC/USD,0.7248,0.88827,0.7134,0.84992,639031.920197,543126.0096138343
1689120000,2023-07-12,MATIC/USD,0.74045,0.74818,0.71523,0.72447,102655.856159,74371.08811151073
1689033600,2023-07-11,MATIC/USD,0.73645,0.7487,0.73279,0.74079,78491.087593,58145.41277801847
1688947200,2023-07-10,MATIC/USD,0.68821,0.75,0.67204,0.73595,164463.700773,121037.06058388934
1688860800,2023-07-09,MATIC/USD,0.67944,0.69931,0.67867,0.68789,75370.640948,51846.71020171972
1688774400,2023-07-08,MATIC/USD,0.67555,0.68524,0.67086,0.67913,21043.394562,14291.200548891062
1688688000,2023-07-07,MATIC/USD,0.66054,0.67915,0.65555,0.67545,75204.162753,50796.65173151385
1688601600,2023-07-06,MATIC/USD,0.67094,0.699,0.64831,0.66054,116847.526453,77182.46512326461
1688515200,2023-07-05,MATIC/USD,0.69558,0.7045,0.66125,0.67139,77108.383653,51769.79770078767
1688428800,2023-07-04,MATIC/USD,0.71383,0.71791,0.69186,0.6959,55542.552212,38652.0620843308
1688342400,2023-07-03,MATIC/USD,0.68113,0.71884,0.67908,0.71384,111141.279116,79337.09068416545
1688256000,2023-07-02,MATIC/USD,0.67615,0.68723,0.66066,0.68068,92301.206874,62827.58549499431
1688169600,2023-07-01,MATIC/USD,0.66078,0.67584,0.64878,0.67584,71636.007971,48414.479627120636
1688083200,2023-06-30,MATIC/USD,0.62398,0.6689,0.60812,0.66065,405488.600988,267886.04424272216
1687996800,2023-06-29,MATIC/USD,0.61594,0.64261,0.61589,0.6244,73319.864416,45780.9233413504
1687910400,2023-06-28,MATIC/USD,0.66267,0.66267,0.6141,0.61593,174847.270992,107693.67962210256
1687824000,2023-06-27,MATIC/USD,0.64484,0.67199,0.64361,0.66312,62696.072736,41575.019752696324
1687737600,2023-06-26,MATIC/USD,0.66745,0.66946,0.63771,0.64454,92350.749141,59523.75185134014
1687651200,2023-06-25,MATIC/USD,0.65509,0.67907,0.64946,0.66714,51953.26426,34660.1007184164
1687564800,2023-06-24,MATIC/USD,0.67501,0.68843,0.64502,0.65523,51973.439977,34054.55707612971
1687478400,2023-06-23,MATIC/USD,0.65638,0.69283,0.65638,0.67456,103942.61577,70115.53089381121
1687392000,2023-06-22,MATIC/USD,0.66946,0.7068,0.65383,0.65668,214872.854789,141102.70628284052
1687305600,2023-06-21,MATIC/USD,0.63124,0.67297,0.62858,0.66991,106573.939743,71394.94797323312
1687219200,2023-06-20,MATIC/USD,0.61402,0.63262,0.59215,0.63082,98742.065564,62288.469799082486
1687132800,2023-06-19,MATIC/USD,0.5989,0.62085,0.59691,0.61374,42006.554092,25781.102508424075
1687046400,2023-06-18,MATIC/USD,0.61344,0.61817,0.5992,0.5992,20626.105876,12359.1626408992
1686960000,2023-06-17,MATIC/USD,0.59178,0.63422,0.58914,0.61345,234756.148382,144011.15922493793
1686873600,2023-06-16,MATIC/USD,0.58995,0.59818,0.56411,0.5919,94567.242945,55974.351099145504
1686787200,2023-06-15,MATIC/USD,0.61971,0.62558,0.56753,0.58996,89471.663777,52784.70276187892
1686700800,2023-06-14,MATIC/USD,0.64518,0.66028,0.61636,0.61943,88649.62448,54912.236891646404
1686614400,2023-06-13,MATIC/USD,0.64251,0.67641,0.63289,0.64505,180278.420035,116288.59484357675
1686528000,2023-06-12,MATIC/USD,0.63656,0.65515,0.62543,0.64207,244330.651652,156877.38150619966
1686441600,2023-06-11,MATIC/USD,0.61348,0.65926,0.59873,0.63685,537387.952847,342235.517770612
1686355200,2023-06-10,MATIC/USD,0.73,0.73,0.56111,0.6136,471443.888953,289277.9702615608
1686268800,2023-06-09,MATIC/USD,0.78187,0.78772,0.73,0.73,23910.919398,17454.971160539997
1686182400,2023-06-08,MATIC/USD,0.76916,0.78397,0.76495,0.78239,18870.297539,14763.93209153821
1686096000,2023-06-07,MATIC/USD,0.82348,0.82348,0.76914,0.76914,19762.005941,15199.749249460741
1686009600,2023-06-06,MATIC/USD,0.8377,0.8377,0.8,0.82364,29076.595294,23948.64694795016
1685923200,2023-06-05,MATIC/USD,0.89403,0.89403,0.83732,0.83732,20959.46162,17549.776403658398
1685836800,2023-06-04,MATIC/USD,0.89858,0.90637,0.89421,0.89421,7301.918629,6529.448657238089
1685750400,2023-06-03,MATIC/USD,0.90029,0.90486,0.89406,0.89893,5537.336291,4977.677712068629
1685664000,2023-06-02,MATIC/USD,0.88825,0.90801,0.88282,0.90006,20430.724471,18388.87786736826
1685577600,2023-06-01,MATIC/USD,0.89382,0.89839,0.88499,0.88765,12135.094859,10771.716951591352
1685491200,2023-05-31,MATIC/USD,0.90188,0.90345,0.88914,0.894,7750.381861,6928.841383734
1685404800,2023-05-30,MATIC/USD,0.90969,0.91464,0.89251,0.90249,28087.125344,25348.34975170656
1685318400,2023-05-29,MATIC/USD,0.94214,0.94849,0.90987,0.90987,10085.197454,9176.218607470979
1685232000,2023-05-28,MATIC/USD,0.92027,0.95388,0.91923,0.94195,50125.710722,47215.9132145879
1685145600,2023-05-27,MATIC/USD,0.9161,0.92341,0.91229,0.91985,29960.381963,27559.05734866555
1685059200,2023-05-26,MATIC/USD,0.88983,0.96351,0.88983,0.91728,158563.3086,145446.951712608
1684972800,2023-05-25,MATIC/USD,0.87385,0.89818,0.86281,0.88989,52340.666732,46577.435918139476
1684886400,2023-05-24,MATIC/USD,0.89035,0.89035,0.86088,0.87425,40905.087564,35761.272802827
1684800000,2023-05-23,MATIC/USD,0.8721,0.89181,0.87094,0.88994,34263.449538,30492.41428184772
1684713600,2023-05-22,MATIC/USD,0.86014,0.87543,0.84917,0.8725,23230.46539,20268.581052775004
1684627200,2023-05-21,MATIC/USD,0.87593,0.87901,0.86007,0.86025,3680.955147,3166.54166520675
1684540800,2023-05-20,MATIC/USD,0.87116,0.87774,0.86941,0.87591,19259.446204,16869.54152454564
1684454400,2023-05-19,MATIC/USD,0.87772,0.87966,0.86741,0.87121,28130.15015,24507.268112181504
1684368000,2023-05-18,MATIC/USD,0.88499,0.88992,0.85007,0.87831,70715.152274,62109.82539377693
1684281600,2023-05-17,MATIC/USD,0.8458,0.90019,0.84373,0.88799,55918.102642,49654.715965069576
1684195200,2023-05-16,MATIC/USD,0.86554,0.86554,0.84276,0.84542,9539.585485,8064.956360728699
1684108800,2023-05-15,MATIC/USD,0.85987,0.87635,0.85591,0.86509,25161.029078,21766.55464508702
1684022400,2023-05-14,MATIC/USD,0.85459,0.86857,0.84504,0.86027,10476.649005,9012.74683953135
1683936000,2023-05-13,MATIC/USD,0.86498,0.8651,0.85239,0.85516,9289.178378,7943.733781730481
1683849600,2023-05-12,MATIC/USD,0.84226,0.87075,0.82785,0.86556,90467.009308,78304.62457663247
1683763200,2023-05-11,MATIC/USD,0.87773,0.87773,0.83651,0.84283,38053.889682,32072.959840680058
1683676800,2023-05-10,MATIC/USD,0.8761,0.90361,0.85,0.87832,74342.299666,65296.32864264112
1683590400,2023-05-09,MATIC/USD,0.89965,0.90622,0.87543,0.87594,21755.119033,19056.17896576602
1683504000,2023-05-08,MATIC/USD,0.97431,0.97431,0.88641,0.89924,45786.765981,41173.29144075444
1683417600,2023-05-07,MATIC/USD,0.98353,0.98532,0.97442,0.9745,7913.824341,7712.0218203045
1683331200,2023-05-06,MATIC/USD,1.00229,1.00342,0.96249,0.98346,16962.110064,16681.55676354144
1683244800,2023-05-05,MATIC/USD,0.98184,1.00924,0.98184,1.00162,22428.905985,22465.2408126957
1683158400,2023-05-04,MATIC/USD,1.00871,1.00871,0.9807,0.98166,8322.872377,8170.230897605819
1683072000,2023-05-03,MATIC/USD,0.97689,1.0157,0.97144,1.00825,92973.026886,93740.05435780951
1682985600,2023-05-02,MATIC/USD,0.95967,0.97971,0.95785,0.97755,10182.325149,9953.73194940495
1682899200,2023-05-01,MATIC/USD,0.99266,0.99266,0.94683,0.96031,22344.5071,21457.653613201
1682812800,2023-04-30,MATIC/USD,1.00815,1.01434,0.98605,0.99285,11782.810872,11698.5637742652
1682726400,2023-04-29,MATIC/USD,0.99736,1.0231,0.99469,1.00835,15111.562004,15237.7435467334
1682640000,2023-04-28,MATIC/USD,1.01257,1.01665,0.99132,0.99717,21686.515596,21625.142756863323
1682553600,2023-04-27,MATIC/USD,0.98407,1.02944,0.98296,1.01211,50666.813902,51280.38901835323
1682467200,2023-04-26,MATIC/USD,1.00715,1.05666,0.95626,0.98368,95796.057831,94232.66616719808
1682380800,2023-04-25,MATIC/USD,0.9902,1.01529,0.95877,1.00751,40359.898842,40663.00168230342
1682294400,2023-04-24,MATIC/USD,1.00505,1.02124,0.97527,0.99067,32683.925996,32378.984966457323
1682208000,2023-04-23,MATIC/USD,1.02849,1.03901,0.99221,1.00544,16220.312582,16308.551082446078
