Created on 11-22-2020,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
1605830400.0,2020-11-20,ETHUSD,471.69,488.18,471.25,483.77,2841.29,1369019.89
1605744000.0,2020-11-19,ETHUSD,479.01,481.3,465.18,471.69,2948.03,1396880.37
1605657600.0,2020-11-18,ETHUSD,482.57,495.44,457.31,479.01,12150.11,5802460.71
1605571200.0,2020-11-17,ETHUSD,461.49,485.04,460.62,482.57,6840.74,3249306.18
1605484800.0,2020-11-16,ETHUSD,448.65,466.1,446.38,461.49,2924.13,1334684.41
1605398400.0,2020-11-15,ETHUSD,460.97,463.03,440.88,448.65,2429.11,1095151.55
1605312000.0,2020-11-14,ETHUSD,477.2,477.91,452.31,460.97,3368.71,1559946.24
1605225600.0,2020-11-13,ETHUSD,462.91,478.52,458.1,477.2,5363.31,2506303.71
1605139200.0,2020-11-12,ETHUSD,463.5,470.31,452.61,462.91,5189.44,2389645.81
1605052800.0,2020-11-11,ETHUSD,451.1,476.87,450.25,463.5,6656.98,3095711.67
1604966400.0,2020-11-10,ETHUSD,445.29,454.97,439.81,451.1,2631.37,1178580.83
1604880000.0,2020-11-09,ETHUSD,454.65,459.48,434.75,445.29,3700.43,1659717.47
1604793600.0,2020-11-08,ETHUSD,435.54,460.5,432.9,454.65,1571.5,700858.48
1604707200.0,2020-11-07,ETHUSD,456.12,468.85,423.9,435.54,6103.97,2709782.09
1604620800.0,2020-11-06,ETHUSD,416.91,458.54,415.57,456.12,7064.67,3092718.03
1604534400.0,2020-11-05,ETHUSD,401.75,420.94,396.9,416.91,6162.88,2506001.38
1604448000.0,2020-11-04,ETHUSD,387.84,408.38,376.84,401.75,5837.12,2292505.4
1604361600.0,2020-11-03,ETHUSD,383.59,390.51,370.48,387.84,4792.1,1821213.55
1604275200.0,2020-11-02,ETHUSD,396.8,404.42,377.94,383.59,5408.0,2096055.79
1604188800.0,2020-11-01,ETHUSD,386.79,397.28,384.68,396.8,2382.51,929129.92
1604102400.0,2020-10-31,ETHUSD,382.62,392.84,381.19,386.79,3308.96,1279345.25
1604016000.0,2020-10-30,ETHUSD,386.78,391.9,373.55,382.62,6832.03,2598740.02
1603929600.0,2020-10-29,ETHUSD,388.75,393.99,380.97,386.78,4532.58,1760917.55
1603843200.0,2020-10-28,ETHUSD,403.58,409.4,380.51,388.75,5954.67,2339170.07
1603756800.0,2020-10-27,ETHUSD,393.33,410.55,390.54,403.58,5632.18,2259848.79
1603670400.0,2020-10-26,ETHUSD,406.43,411.18,382.94,393.33,10147.04,4042675.45
1603584000.0,2020-10-25,ETHUSD,412.5,417.66,403.26,406.43,3693.84,1510446.71
1603497600.0,2020-10-24,ETHUSD,409.4,416.88,407.79,412.5,2325.39,959504.84
1603411200.0,2020-10-23,ETHUSD,414.38,419.18,401.73,409.4,4466.96,1839212.01
1603324800.0,2020-10-22,ETHUSD,391.84,421.21,391.78,414.38,11130.49,4533556.77
1603238400.0,2020-10-21,ETHUSD,368.86,402.19,368.21,391.84,12454.63,4847039.95
1603152000.0,2020-10-20,ETHUSD,379.3,380.88,364.93,368.86,6114.59,2269519.59
1603065600.0,2020-10-19,ETHUSD,378.64,384.64,372.94,379.3,2865.75,1085997.19
1602979200.0,2020-10-18,ETHUSD,368.54,378.64,367.41,378.64,1842.68,689601.08
1602892800.0,2020-10-17,ETHUSD,365.68,370.94,363.57,368.54,1984.82,729301.66
1602806400.0,2020-10-16,ETHUSD,377.22,379.87,360.94,365.68,11390.87,4187391.85
1602720000.0,2020-10-15,ETHUSD,378.95,381.76,370.3,377.22,4083.03,1538077.67
1602633600.0,2020-10-14,ETHUSD,380.87,387.65,373.44,378.95,4433.69,1680793.74
1602547200.0,2020-10-13,ETHUSD,386.92,387.54,374.32,380.87,4207.67,1610647.0
1602460800.0,2020-10-12,ETHUSD,374.76,395.12,365.64,386.92,7526.06,2856969.38
