https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOT,Volume USD
1700524800,2023-11-21,DOT/USD,5.2,5.2,4.982,5.018,3215.702394,16136.394613092
1700438400,2023-11-20,DOT/USD,5.54,5.541,5.54,5.541,89.996728,498.6718698480001
1700352000,2023-11-19,DOT/USD,5.35,5.45,5.35,5.419,320.624681,1737.4651463389998
1700179200,2023-11-17,DOT/USD,5.321,5.357,5.1,5.195,1581.870818,8217.81889951
1700092800,2023-11-16,DOT/USD,5.67,5.75,5.42,5.42,731.051675,3962.3000785000004
1700006400,2023-11-15,DOT/USD,5.43,5.43,5.43,5.43,8.45299,45.899735699999994
1699920000,2023-11-14,DOT/USD,5.402,5.402,5.042,5.042,490.664432,2473.9300661439997
1699833600,2023-11-13,DOT/USD,5.859,5.86,5.35,5.35,854.162329,4569.76846015
1699747200,2023-11-12,DOT/USD,5.595,5.71,5.595,5.7,567.526198,3234.8993286000004
1699660800,2023-11-11,DOT/USD,5.25,5.5,5.25,5.5,283.960628,1561.783454
1699574400,2023-11-10,DOT/USD,5.012,5.012,5.012,5.012,150.0,751.8
1699488000,2023-11-09,DOT/USD,5.2,5.2,4.81,4.915,244.11,1199.8006500000001
1699401600,2023-11-08,DOT/USD,5.026,5.026,5.026,5.026,208.492721,1047.8844157459998
1699315200,2023-11-07,DOT/USD,4.921,4.959,4.92,4.927,1458.441256,7185.7400683119995
1699228800,2023-11-06,DOT/USD,4.917,4.917,4.917,4.917,66.208388,325.546643796
1699142400,2023-11-05,DOT/USD,4.804,4.881,4.804,4.881,593.89598,2898.80627838
1699056000,2023-11-04,DOT/USD,4.702,4.702,4.687,4.687,641.680598,3007.5569628260005
1698969600,2023-11-03,DOT/USD,4.5,4.5,4.5,4.5,3.5,15.75
1698883200,2023-11-02,DOT/USD,4.719,4.72,4.65,4.65,1041.162649,4841.406317850001
1698796800,2023-11-01,DOT/USD,4.644,4.768,4.644,4.768,92.074906,439.013151808
1698710400,2023-10-31,DOT/USD,4.343,4.343,4.343,4.343,10.0,43.43
1698624000,2023-10-30,DOT/USD,4.5,4.5,4.5,4.5,10.427888,46.925495999999995
1698278400,2023-10-26,DOT/USD,4.27,4.27,4.27,4.27,95.300095,406.93140564999993
1698192000,2023-10-25,DOT/USD,4.21,4.21,4.21,4.21,3.99,16.797900000000002
1698105600,2023-10-24,DOT/USD,4.38,4.38,4.212,4.212,47.126583,198.49716759599997
1698019200,2023-10-23,DOT/USD,3.929,4.208,3.929,4.208,77.477827,326.026696016
1697932800,2023-10-22,DOT/USD,3.868,3.868,3.868,3.868,3.0,11.604
1697673600,2023-10-19,DOT/USD,3.6,3.6,3.6,3.6,50.0,180.0
1697328000,2023-10-15,DOT/USD,3.768,3.768,3.768,3.768,75.256123,283.56507146399997
1697155200,2023-10-13,DOT/USD,3.75,3.75,3.75,3.75,4.38,16.425
1697068800,2023-10-12,DOT/USD,3.681,3.681,3.68,3.68,371.078961,1365.57057648
1696982400,2023-10-11,DOT/USD,3.751,3.751,3.75,3.75,37.803252,141.762195
1696809600,2023-10-09,DOT/USD,3.99,3.99,3.8,3.8,700.77,2662.926
1696377600,2023-10-04,DOT/USD,4.001,4.001,3.988,3.988,262.130943,1045.378200684
1696204800,2023-10-02,DOT/USD,4.1,4.1,4.1,4.1,24.15,99.01499999999999
1696118400,2023-10-01,DOT/USD,4.199,4.24,4.199,4.24,123.138637,522.1078208800001
1695945600,2023-09-29,DOT/USD,4.157,4.158,4.1,4.1,820.0,3361.9999999999995
1695859200,2023-09-28,DOT/USD,4.071,4.071,4.07,4.07,20.378,82.93846
1695772800,2023-09-27,DOT/USD,3.993,3.993,3.993,3.993,29.9,119.3907
1695513600,2023-09-24,DOT/USD,4.0,4.0,4.0,4.0,3.0,12.0
1694476800,2023-09-12,DOT/USD,3.97,3.97,3.97,3.97,10.0,39.7
1694390400,2023-09-11,DOT/USD,4.1,4.1,3.95,3.95,55.0745,217.544275
1694304000,2023-09-10,DOT/USD,4.162,4.162,4.14,4.14,7.138637,29.553957179999998
1693785600,2023-09-04,DOT/USD,4.28,4.28,4.28,4.28,2.6,11.128000000000002
1693526400,2023-09-01,DOT/USD,4.25,4.25,4.191,4.191,1408.0565,5901.164791499999
1693440000,2023-08-31,DOT/USD,4.351,4.351,4.351,4.351,25.0,108.775
1692662400,2023-08-22,DOT/USD,4.432,4.432,4.306,4.306,79.8,343.61879999999996
1692316800,2023-08-18,DOT/USD,4.38,4.511,4.38,4.511,88.0,396.968
1692230400,2023-08-17,DOT/USD,4.69,4.69,4.38,4.38,338.331347,1481.89129986
1692144000,2023-08-16,DOT/USD,4.75,4.75,4.6,4.6,120.400572,553.8426311999999
1692057600,2023-08-15,DOT/USD,4.919,4.919,4.701,4.712,794.684538,3744.553543056
1691712000,2023-08-11,DOT/USD,4.97,4.97,4.97,4.97,2.12,10.5364
1691625600,2023-08-10,DOT/USD,5.019,5.019,5.019,5.019,15.0,75.285
1691366400,2023-08-07,DOT/USD,4.988,4.988,4.9,4.9,93.08893,456.13575700000007
1690848000,2023-08-01,DOT/USD,4.903,4.903,4.741,4.741,243.05,1152.30005
1690761600,2023-07-31,DOT/USD,5.145,5.145,5.145,5.145,92.374585,475.26723982499993
1690675200,2023-07-30,DOT/USD,5.172,5.172,5.16,5.16,13.043,67.30188
1690243200,2023-07-25,DOT/USD,5.172,5.172,5.172,5.172,51.0,263.772
1690070400,2023-07-23,DOT/USD,5.37,5.37,5.37,5.37,10.0,53.7
1689897600,2023-07-21,DOT/USD,5.6,5.67,5.6,5.67,62.099264,352.10282688
1689811200,2023-07-20,DOT/USD,5.274,5.274,5.274,5.274,53.49,282.10626
1689638400,2023-07-18,DOT/USD,5.215,5.215,5.214,5.214,166.098707,866.038658298
1689552000,2023-07-17,DOT/USD,5.27,5.3,5.27,5.3,8.951245,47.4415985
1689465600,2023-07-16,DOT/USD,5.33,5.33,5.33,5.33,51.75,275.8275
1688947200,2023-07-10,DOT/USD,5.21,5.21,5.21,5.21,21.0,109.41
1688688000,2023-07-07,DOT/USD,5.0,5.0,5.0,5.0,65.0,325.0
1688601600,2023-07-06,DOT/USD,5.19,5.19,5.111,5.111,22.5,114.99749999999999
1688515200,2023-07-05,DOT/USD,5.215,5.215,5.215,5.215,2.0,10.43
1688342400,2023-07-03,DOT/USD,5.547,5.6,5.471,5.471,158.809807,868.8484540970001
1688256000,2023-07-02,DOT/USD,5.3,5.4,5.3,5.4,1001.089441,5405.8829814
1688169600,2023-07-01,DOT/USD,5.294,5.389,5.294,5.389,41.602222,224.194374358
1688083200,2023-06-30,DOT/USD,4.921,4.921,4.908,4.908,90.956057,446.412327756
1687996800,2023-06-29,DOT/USD,5.192,5.192,5.192,5.192,38.4359,199.55919279999998
1687910400,2023-06-28,DOT/USD,4.78,4.833,4.78,4.829,357.866707,1728.138328103
1687737600,2023-06-26,DOT/USD,5.211,5.212,5.02,5.02,869.835004,4366.57172008
1687651200,2023-06-25,DOT/USD,5.163,5.163,5.163,5.163,38.2482,197.4754566
1687564800,2023-06-24,DOT/USD,5.101,5.101,5.101,5.101,97.833758,499.049999558
1687478400,2023-06-23,DOT/USD,4.949,5.049,4.949,5.049,481.218766,2429.6735495340004
1687392000,2023-06-22,DOT/USD,4.913,4.913,4.862,4.862,108.523025,527.63894755
1687305600,2023-06-21,DOT/USD,4.678,4.777,4.678,4.777,341.895698,1633.235749346
1687219200,2023-06-20,DOT/USD,4.5,4.622,4.39,4.622,209.564462,968.6069433639999
1687046400,2023-06-18,DOT/USD,4.651,4.651,4.529,4.529,190.881453,864.5021006369999
1686960000,2023-06-17,DOT/USD,4.536,4.545,4.536,4.545,219.052815,995.595044175
1686873600,2023-06-16,DOT/USD,4.373,4.373,4.3,4.3,83.647638,359.6848434
1686787200,2023-06-15,DOT/USD,4.53,4.53,4.37,4.37,164.130172,717.24885164
1686700800,2023-06-14,DOT/USD,4.68,4.68,4.68,4.68,299.948845,1403.7605945999999
1686528000,2023-06-12,DOT/USD,4.48,4.48,4.45,4.45,191.44,851.908
1686441600,2023-06-11,DOT/USD,4.475,4.475,4.475,4.475,6.3,28.192499999999995
1686355200,2023-06-10,DOT/USD,4.95,4.95,4.257,4.51,1370.487371,6180.89804321
1686268800,2023-06-09,DOT/USD,5.01,5.01,4.963,4.963,75.231325,373.373065975
1686182400,2023-06-08,DOT/USD,5.0,5.0,5.0,5.0,1.5,7.5
1685923200,2023-06-05,DOT/USD,5.282,5.282,5.0,5.0,168.588925,842.944625
1685664000,2023-06-02,DOT/USD,5.2,5.2,5.2,5.2,19.5,101.4
1685318400,2023-05-29,DOT/USD,5.473,5.476,5.473,5.476,85.2,466.5552
1685232000,2023-05-28,DOT/USD,5.348,5.545,5.348,5.545,214.094745,1187.1553610249998
1685145600,2023-05-27,DOT/USD,5.28,5.28,5.28,5.28,12.0,63.36
1685059200,2023-05-26,DOT/USD,5.232,5.255,5.216,5.255,792.219534,4163.11365117
1684886400,2023-05-24,DOT/USD,5.381,5.381,5.229,5.24,2292.550784,12012.96610816
1684800000,2023-05-23,DOT/USD,5.319,5.426,5.319,5.397,1945.185042,10498.163671674001
1684713600,2023-05-22,DOT/USD,5.267,5.29,5.267,5.29,321.646126,1701.50800654
1684627200,2023-05-21,DOT/USD,5.388,5.388,5.284,5.289,814.233301,4306.479928989
1684540800,2023-05-20,DOT/USD,5.365,5.422,5.358,5.41,817.125119,4420.64689379
1684454400,2023-05-19,DOT/USD,5.341,5.379,5.335,5.372,697.747294,3748.298463368
1684368000,2023-05-18,DOT/USD,5.429,5.429,5.286,5.342,841.413029,4494.828400918
1684281600,2023-05-17,DOT/USD,5.34,5.422,5.34,5.422,26.043284,141.20668584799998
1684195200,2023-05-16,DOT/USD,5.279,5.279,5.276,5.276,64.024564,337.793599664
1684108800,2023-05-15,DOT/USD,5.34,5.419,5.34,5.419,108.8,589.5871999999999
1684022400,2023-05-14,DOT/USD,5.373,5.396,5.346,5.346,98.77,528.02442
1683936000,2023-05-13,DOT/USD,5.36,5.377,5.354,5.354,364.493287,1951.4970585980002
1683849600,2023-05-12,DOT/USD,5.2,5.357,5.2,5.357,737.579958,3951.2158350060004
1683763200,2023-05-11,DOT/USD,5.337,5.337,5.242,5.242,533.036884,2794.1793459279997
1683676800,2023-05-10,DOT/USD,5.323,5.323,5.306,5.306,4.93,26.158579999999997
1683590400,2023-05-09,DOT/USD,5.394,5.394,5.35,5.35,218.2,1167.37
1683504000,2023-05-08,DOT/USD,5.51,5.53,5.387,5.387,131.90409,710.5673328299999
1683417600,2023-05-07,DOT/USD,5.64,5.738,5.63,5.738,210.147614,1205.827009132
1683331200,2023-05-06,DOT/USD,5.85,5.85,5.632,5.718,262.481514,1500.869297052
1683244800,2023-05-05,DOT/USD,5.755,5.9,5.735,5.861,106.61954,624.89712394
1683158400,2023-05-04,DOT/USD,5.81,5.84,5.651,5.664,183.009171,1036.563944544
1683072000,2023-05-03,DOT/USD,5.686,5.83,5.681,5.83,149.315178,870.50748774
1682985600,2023-05-02,DOT/USD,5.688,5.778,5.674,5.778,167.198261,966.071552058
1682899200,2023-05-01,DOT/USD,5.846,6.35,4.58,6.35,3670.461637,23307.43139495
1682812800,2023-04-30,DOT/USD,6.047,6.098,5.92,5.92,40.323986,238.71799711999998
1682726400,2023-04-29,DOT/USD,5.978,6.098,5.952,6.036,55.458412,334.746974832
1682640000,2023-04-28,DOT/USD,5.95,6.005,5.821,5.918,143.64881,850.11365758
1682553600,2023-04-27,DOT/USD,5.968,5.98,5.94,5.95,48.289899,287.32489905
1682467200,2023-04-26,DOT/USD,6.04,6.399,5.651,5.868,702.964469,4124.995504092
1682380800,2023-04-25,DOT/USD,5.838,6.399,5.838,6.05,519.622769,3143.71775245
1682294400,2023-04-24,DOT/USD,5.91,5.952,5.838,5.906,55.864418,329.935252708
1682208000,2023-04-23,DOT/USD,5.949,6.0,5.841,5.86,500.26751,2931.5676086000003
1682121600,2023-04-22,DOT/USD,5.92,6.02,5.92,5.978,310.418792,1855.6835385759998
1682035200,2023-04-21,DOT/USD,6.15,6.413,5.849,5.858,3981.3466,23322.728382799996
1681948800,2023-04-20,DOT/USD,6.48,6.699,6.13,6.16,484.846081,2986.65185896
1681862400,2023-04-19,DOT/USD,6.889,6.99,6.3,6.3,2861.185173,18025.4665899
1681776000,2023-04-18,DOT/USD,6.7,7.0,6.687,6.687,221.323819,1479.992377653
1681689600,2023-04-17,DOT/USD,6.818,6.818,6.567,6.807,1562.19374,10633.85278818
1681603200,2023-04-16,DOT/USD,6.929,6.929,6.661,6.826,573.824041,3916.9229038659996
1681516800,2023-04-15,DOT/USD,6.929,6.929,6.639,6.639,97.318926,646.100349714
1681430400,2023-04-14,DOT/USD,6.715,6.869,6.544,6.633,3221.628922,21369.064639625998
1681344000,2023-04-13,DOT/USD,6.44,6.713,6.44,6.66,321.540992,2141.46300672
1681257600,2023-04-12,DOT/USD,6.432,6.48,6.281,6.458,593.288481,3831.4570102980006
1681171200,2023-04-11,DOT/USD,6.39,6.49,6.39,6.48,595.301679,3857.5548799200005
1681084800,2023-04-10,DOT/USD,6.19,6.45,6.188,6.298,458.858064,2889.888087072
1680998400,2023-04-09,DOT/USD,6.188,6.259,6.16,6.259,581.683971,3640.7599744890003
1680912000,2023-04-08,DOT/USD,6.258,6.258,6.144,6.144,22.909499,140.755961856
1680825600,2023-04-07,DOT/USD,6.298,6.298,6.127,6.19,430.547224,2665.0873165600005
1680739200,2023-04-06,DOT/USD,6.4,6.438,6.231,6.231,335.443043,2090.145600933
1680652800,2023-04-05,DOT/USD,6.56,6.59,6.301,6.301,201.847631,1271.841922931
1680566400,2023-04-04,DOT/USD,6.385,6.548,6.385,6.476,389.842201,2524.6180936759997
1680480000,2023-04-03,DOT/USD,6.248,6.5,6.164,6.468,535.74709,3465.21217812
1680393600,2023-04-02,DOT/USD,6.405,6.429,6.268,6.269,627.560507,3934.1768183830004
1680307200,2023-04-01,DOT/USD,6.295,6.5,6.206,6.355,139.47419,886.35847745
1680220800,2023-03-31,DOT/USD,6.188,6.39,6.161,6.31,593.763526,3746.6478490599993
1680134400,2023-03-30,DOT/USD,6.24,6.298,6.074,6.15,1090.628874,6707.3675751
1680048000,2023-03-29,DOT/USD,6.1,6.272,6.1,6.2,752.624686,4666.2730532000005
1679961600,2023-03-28,DOT/USD,5.868,6.094,5.868,6.094,62.718378,382.205795532
1679875200,2023-03-27,DOT/USD,6.025,6.13,5.8,5.91,544.921581,3220.4865437099998
1679788800,2023-03-26,DOT/USD,6.058,6.06,6.025,6.025,27.8686,167.90831500000002
1679702400,2023-03-25,DOT/USD,6.055,6.078,5.88,5.948,203.025893,1207.598011564
1679616000,2023-03-24,DOT/USD,6.44,6.44,6.001,6.015,945.894313,5689.554292695
1679529600,2023-03-23,DOT/USD,6.534,6.534,6.09,6.336,861.029654,5455.483887744001
1679443200,2023-03-22,DOT/USD,6.4,6.428,5.98,6.017,660.063815,3971.603974855
1679356800,2023-03-21,DOT/USD,6.109,6.299,6.098,6.299,251.854006,1586.4283837940002
1679270400,2023-03-20,DOT/USD,6.45,6.524,6.198,6.198,1559.426625,9665.326221750001
1679184000,2023-03-19,DOT/USD,6.4,6.62,6.4,6.49,675.686158,4385.20316542
1679097600,2023-03-18,DOT/USD,6.512,6.7,6.411,6.529,1618.411229,10566.606914141
1679011200,2023-03-17,DOT/USD,6.17,6.668,6.17,6.668,2255.497131,15039.654869508
1678924800,2023-03-16,DOT/USD,5.828,6.3,5.828,6.062,213.45159,1293.9435385800002
1678838400,2023-03-15,DOT/USD,6.288,6.314,5.84,5.89,873.757833,5146.4336363699995
1678752000,2023-03-14,DOT/USD,6.16,6.769,6.144,6.191,1923.24775,11906.82682025
1678665600,2023-03-13,DOT/USD,5.94,6.17,5.762,6.13,1171.143573,7179.11010249
1678579200,2023-03-12,DOT/USD,5.6,5.93,5.271,5.93,828.137924,4910.85788932
1678492800,2023-03-11,DOT/USD,5.592,5.6,5.333,5.419,596.7262,3233.6592777999995
1678406400,2023-03-10,DOT/USD,5.327,6.122,5.202,5.78,1024.501897,5921.620964660001
1678320000,2023-03-09,DOT/USD,5.621,5.839,5.35,5.35,1791.459595,9584.30883325
1678233600,2023-03-08,DOT/USD,5.9,5.9,5.561,5.561,533.239798,2965.3465166779997
1678147200,2023-03-07,DOT/USD,5.88,6.0,5.775,6.0,61.988945,371.93367
1678060800,2023-03-06,DOT/USD,5.94,6.3,5.908,6.0,467.642838,2805.857028
1677974400,2023-03-05,DOT/USD,5.998,6.088,5.998,6.018,107.339827,645.971078886
1677888000,2023-03-04,DOT/USD,6.088,6.088,5.8,5.948,759.287459,4516.241806132
1677801600,2023-03-03,DOT/USD,6.25,6.25,5.87,6.035,2404.819489,14513.085616115
1677715200,2023-03-02,DOT/USD,6.41,6.41,6.28,6.37,51.49724,328.0374188
1677628800,2023-03-01,DOT/USD,6.41,6.6,6.41,6.593,718.931592,4739.915986056
1677542400,2023-02-28,DOT/USD,6.778,6.778,6.34,6.4,437.727832,2801.4581248
1677456000,2023-02-27,DOT/USD,6.738,6.78,6.573,6.593,246.829945,1627.349827385
1677369600,2023-02-26,DOT/USD,6.495,6.74,6.418,6.74,101.97824,687.3333376
1677283200,2023-02-25,DOT/USD,6.631,7.192,6.35,6.7,647.148936,4335.897871200001
1677196800,2023-02-24,DOT/USD,7.13,7.645,6.567,6.7,944.182776,6326.0245992
1677110400,2023-02-23,DOT/USD,7.166,7.645,7.1,7.11,144.085299,1024.44647589
1677024000,2023-02-22,DOT/USD,7.204,7.278,6.901,7.027,1569.046813,11025.691954951
1676937600,2023-02-21,DOT/USD,7.517,7.529,7.156,7.156,651.492096,4662.077438975999
1676851200,2023-02-20,DOT/USD,7.45,7.573,7.392,7.503,966.724845,7253.336512035
1676764800,2023-02-19,DOT/USD,7.264,7.998,7.249,7.45,4311.620311,32121.571316949998
1676678400,2023-02-18,DOT/USD,7.269,7.353,7.125,7.319,3313.921703,24254.592944257
1676592000,2023-02-17,DOT/USD,6.35,7.399,6.35,7.269,3411.219215,24796.152473835
1676505600,2023-02-16,DOT/USD,6.61,7.119,6.429,6.429,1114.09543,7162.519519470001
1676419200,2023-02-15,DOT/USD,6.186,6.609,6.15,6.604,911.292695,6018.17695778
1676332800,2023-02-14,DOT/USD,6.097,6.337,6.097,6.295,439.778968,2768.4086035600003
1676246400,2023-02-13,DOT/USD,6.129,6.441,5.852,6.06,438.222172,2655.6263623199998
1676160000,2023-02-12,DOT/USD,6.32,6.42,6.15,6.23,681.841704,4247.87381592
1676073600,2023-02-11,DOT/USD,6.26,6.26,6.206,6.26,175.560425,1099.0082605
1675987200,2023-02-10,DOT/USD,6.254,6.698,6.2,6.2,863.797694,5355.5457028
1675900800,2023-02-09,DOT/USD,6.75,6.968,6.2,6.27,2406.046759,15085.913178929997
1675814400,2023-02-08,DOT/USD,6.929,6.929,6.75,6.77,156.39227,1058.7756679
1675728000,2023-02-07,DOT/USD,6.627,6.944,6.627,6.944,779.76615,5414.6961456
1675641600,2023-02-06,DOT/USD,6.79,6.79,6.65,6.65,439.033975,2919.5759337500003
1675555200,2023-02-05,DOT/USD,6.852,7.222,6.519,6.585,1580.490204,10407.52799334
1675468800,2023-02-04,DOT/USD,6.934,6.978,6.877,6.976,360.228738,2512.955676288
1675382400,2023-02-03,DOT/USD,6.584,7.108,6.538,7.048,5445.718606,38381.424735088
1675296000,2023-02-02,DOT/USD,6.55,6.89,6.45,6.628,2535.58648,16805.86718944
1675209600,2023-02-01,DOT/USD,6.277,6.6,6.064,6.458,712.452815,4601.02027927
1675123200,2023-01-31,DOT/USD,6.28,6.645,6.21,6.292,328.147379,2064.703308668
1675036800,2023-01-30,DOT/USD,6.55,6.65,6.096,6.22,1994.246553,12404.213559659998
1674950400,2023-01-29,DOT/USD,6.445,6.728,6.445,6.654,2832.2911,18846.0649794
1674864000,2023-01-28,DOT/USD,6.584,6.614,6.342,6.342,2711.36532,17195.478859439998
1674777600,2023-01-27,DOT/USD,6.488,6.588,6.364,6.588,485.800172,3200.451533136
1674691200,2023-01-26,DOT/USD,6.483,7.0,6.34,6.498,1429.156311,9286.657708878
1674604800,2023-01-25,DOT/USD,6.158,6.799,6.05,6.325,3231.387292,20438.5246219
1674518400,2023-01-24,DOT/USD,6.606,6.638,6.14,6.18,2720.380976,16811.95443168
1674432000,2023-01-23,DOT/USD,6.25,6.8,6.25,6.589,2829.679145,18644.755886405
1674345600,2023-01-22,DOT/USD,6.333,6.489,6.117,6.17,1253.813043,7736.026475310001
1674259200,2023-01-21,DOT/USD,6.224,6.45,6.099,6.32,5014.427796,31691.183670720002
1674172800,2023-01-20,DOT/USD,5.783,6.259,5.775,6.259,1374.608508,8603.674651572
1674086400,2023-01-19,DOT/USD,5.799,5.839,4.764,5.813,1471.863501,8555.942531313
1674000000,2023-01-18,DOT/USD,6.035,6.45,5.645,5.66,6593.489591,37319.151085059995
1673913600,2023-01-17,DOT/USD,5.8,6.11,5.774,6.11,767.44482,4689.0878502000005
1673827200,2023-01-16,DOT/USD,6.014,6.069,5.7,5.811,2604.601663,15135.340263692999
1673740800,2023-01-15,DOT/USD,5.82,6.028,5.76,5.925,935.325494,5541.80355195
1673654400,2023-01-14,DOT/USD,5.416,6.469,5.416,6.046,7181.403586,43418.766080956004
1673568000,2023-01-13,DOT/USD,5.239,5.4,5.143,5.4,905.794696,4891.291358400001
1673481600,2023-01-12,DOT/USD,5.149,5.249,5.038,5.249,2429.200471,12750.873272279
1673395200,2023-01-11,DOT/USD,4.902,5.149,4.841,5.149,1637.452014,8431.240420086
1673308800,2023-01-10,DOT/USD,4.932,4.989,4.873,4.989,1534.867788,7657.455394332
1673222400,2023-01-09,DOT/USD,4.859,5.099,4.859,4.905,1933.784093,9485.210976165
1673136000,2023-01-08,DOT/USD,4.667,5.01,4.605,5.01,530.830732,2659.46196732
1673049600,2023-01-07,DOT/USD,4.647,4.7,4.647,4.7,6993.989983,32871.7529201
1672963200,2023-01-06,DOT/USD,4.653,4.7,4.59,4.7,797.314268,3747.3770596
1672876800,2023-01-05,DOT/USD,4.66,4.66,4.549,4.631,1000.222472,4632.030267832
1672790400,2023-01-04,DOT/USD,4.549,4.686,4.549,4.657,379.452896,1767.1121366720001
1672704000,2023-01-03,DOT/USD,4.5,4.56,4.5,4.548,3528.771672,16048.853564256
1672617600,2023-01-02,DOT/USD,4.379,4.558,4.377,4.528,373.02908,1689.07567424
1672531200,2023-01-01,DOT/USD,4.286,4.7,4.281,4.376,614.268382,2688.038439632
1672444800,2022-12-31,DOT/USD,4.303,4.4,4.303,4.325,90.658389,392.097532425
1672358400,2022-12-30,DOT/USD,4.295,4.519,4.277,4.348,708.279289,3079.598348572
1672272000,2022-12-29,DOT/USD,4.32,4.698,4.254,4.291,484.111802,2077.323742382
1672185600,2022-12-28,DOT/USD,4.44,4.451,4.32,4.42,2720.348007,12023.93819094
1672099200,2022-12-27,DOT/USD,4.549,4.59,4.484,4.487,201.205065,902.8071266549999
1672012800,2022-12-26,DOT/USD,4.53,4.561,4.497,4.561,179.564438,818.993401718
1671926400,2022-12-25,DOT/USD,4.48,4.48,4.447,4.468,72.215188,322.657459984
1671840000,2022-12-24,DOT/USD,4.519,4.519,4.415,4.46,581.878221,2595.17686566
1671753600,2022-12-23,DOT/USD,4.859,4.859,4.429,4.43,326.160189,1444.8896372699999
1671667200,2022-12-22,DOT/USD,4.6,4.695,4.1,4.673,833.308912,3894.052545776
1671580800,2022-12-21,DOT/USD,4.601,4.9,4.463,4.6,1271.308856,5848.0207376
1671494400,2022-12-20,DOT/USD,4.623,4.748,4.601,4.601,362.111933,1666.077003733
1671408000,2022-12-19,DOT/USD,4.669,5.132,4.49,4.49,2586.943114,11615.374581860002
1671321600,2022-12-18,DOT/USD,4.715,4.898,4.656,4.688,2781.87063,13041.40951344
1671235200,2022-12-17,DOT/USD,4.72,5.25,4.612,5.004,785.138044,3928.8307721759998
1671148800,2022-12-16,DOT/USD,5.217,5.278,4.639,4.639,3835.342968,17792.156028552
1671062400,2022-12-15,DOT/USD,5.198,5.258,5.145,5.25,290.091328,1522.979472
1670976000,2022-12-14,DOT/USD,5.317,5.35,5.202,5.258,262.349158,1379.431872764
1670889600,2022-12-13,DOT/USD,5.137,5.357,5.083,5.309,1353.813357,7187.395112313
1670803200,2022-12-12,DOT/USD,5.165,5.191,5.1,5.191,915.371246,4751.6921379860005
1670716800,2022-12-11,DOT/USD,5.304,5.323,5.169,5.198,616.552288,3204.838793024
1670630400,2022-12-10,DOT/USD,5.295,5.305,5.293,5.3,175.252326,928.8373278
1670544000,2022-12-09,DOT/USD,5.442,5.442,5.281,5.297,451.194434,2389.9769168979997
1670457600,2022-12-08,DOT/USD,5.287,5.428,5.241,5.408,658.665042,3562.060547136
1670371200,2022-12-07,DOT/USD,5.51,5.51,5.251,5.293,747.182745,3954.838269285
1670284800,2022-12-06,DOT/USD,5.507,5.507,5.438,5.473,160.561026,878.7504952979999
1670198400,2022-12-05,DOT/USD,5.631,5.715,5.44,5.508,207.294722,1141.779328776
1670112000,2022-12-04,DOT/USD,5.537,5.607,5.535,5.605,282.362433,1582.6414369650001
1670025600,2022-12-03,DOT/USD,5.581,5.65,5.53,5.53,424.30497,2346.4064841000004
1669939200,2022-12-02,DOT/USD,5.42,5.672,5.409,5.672,1501.977299,8519.215239927998
1669852800,2022-12-01,DOT/USD,5.437,5.467,5.369,5.389,352.224115,1898.135755735
1669766400,2022-11-30,DOT/USD,5.335,5.518,5.335,5.497,610.360387,3355.1510473389994
1669680000,2022-11-29,DOT/USD,5.17,5.357,5.17,5.333,1049.153575,5595.136015475
1669593600,2022-11-28,DOT/USD,5.332,5.332,5.09,5.22,404.419474,2111.0696542799997
1669507200,2022-11-27,DOT/USD,5.415,6.03,5.321,5.321,356.843555,1898.7645561549998
1669420800,2022-11-26,DOT/USD,5.295,5.839,5.256,5.262,690.966523,3635.865844026
1669334400,2022-11-25,DOT/USD,5.382,5.382,5.265,5.299,696.648304,3691.5393628960005
1669248000,2022-11-24,DOT/USD,5.43,5.503,5.37,5.373,133.567551,717.658451523
1669161600,2022-11-23,DOT/USD,5.378,5.52,5.339,5.423,400.324031,2170.957220113
1669075200,2022-11-22,DOT/USD,5.223,5.338,5.012,5.261,380.106578,1999.740706858
1668988800,2022-11-21,DOT/USD,5.28,5.29,5.1,5.21,1353.175628,7050.04502188
1668902400,2022-11-20,DOT/USD,5.57,5.765,5.29,5.294,700.664865,3709.3197953099993
1668816000,2022-11-19,DOT/USD,5.631,5.631,5.55,5.62,728.088739,4091.8587131800004
1668729600,2022-11-18,DOT/USD,5.722,5.767,5.612,5.634,717.624961,4043.099030274
1668643200,2022-11-17,DOT/USD,5.696,5.968,5.601,5.718,1910.91206,10926.595159080001
1668556800,2022-11-16,DOT/USD,5.906,6.029,5.654,5.73,1264.458447,7245.34690131
1668470400,2022-11-15,DOT/USD,5.866,6.068,5.842,5.909,1623.450266,9592.967621794
1668384000,2022-11-14,DOT/USD,5.61,5.918,5.467,5.901,1602.594186,9456.908291586
1668297600,2022-11-13,DOT/USD,5.818,6.02,5.624,5.672,926.507423,5255.150103256
1668211200,2022-11-12,DOT/USD,5.736,5.995,5.579,5.815,1044.780344,6075.39770036
1668124800,2022-11-11,DOT/USD,5.994,5.994,5.494,5.686,4147.672556,23583.666153416
1668038400,2022-11-10,DOT/USD,5.51,6.19,5.3,5.901,8752.675645,51649.53898114499
1667952000,2022-11-09,DOT/USD,6.285,6.345,5.351,5.476,15431.393852,84502.312733552
1667865600,2022-11-08,DOT/USD,7.194,7.194,5.911,6.348,9154.918108,58115.420149583995
