https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOT,Volume USD
1701820800,2023-12-06,DOT/USD,5.899,6.13,5.8,6.015,7179.334429,43183.69659043499
1701734400,2023-12-05,DOT/USD,5.635,5.92,5.635,5.92,1264.849943,7487.91166256
1701648000,2023-12-04,DOT/USD,5.675,5.675,5.48,5.48,700.65835,3839.6077580000006
1701561600,2023-12-03,DOT/USD,5.451,5.583,5.45,5.582,1705.837188,9521.983183416
1701475200,2023-12-02,DOT/USD,5.515,5.515,5.515,5.515,129.0,711.435
1701388800,2023-12-01,DOT/USD,5.449,5.449,5.449,5.449,2.56,13.94944
1701302400,2023-11-30,DOT/USD,5.17,5.5,5.17,5.5,620.344188,3411.893034
1701216000,2023-11-29,DOT/USD,5.26,5.26,5.255,5.255,6000.0,31530.0
1701129600,2023-11-28,DOT/USD,5.211,5.211,5.211,5.211,25.9316,135.1295676
1701043200,2023-11-27,DOT/USD,5.322,5.322,5.08,5.105,165.197371,843.3325789550001
1700611200,2023-11-22,DOT/USD,5.12,5.262,5.12,5.262,1170.398913,6158.639080206
