https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume ETH
1651795200000,2022-05-06 00:00:00,ETH/USDT,2747.3902,2757.4634,2634.0002,2693.66,3142029.7688436904,1166.45373538
1651708800000,2022-05-05 00:00:00,ETH/USDT,2939.5062,2952.0651,2689.5733,2747.5717,3545252.4346023574,1290.32208135
1651622400000,2022-05-04 00:00:00,ETH/USDT,2781.4761,2962.98,2772.8494,2939.9938,3920845.6935070613,1333.62379659
1651536000000,2022-05-03 00:00:00,ETH/USDT,2856.8173,2861.4893,2756.6484,2781.4288,2661849.0389991244,957.00779362
1651449600000,2022-05-02 00:00:00,ETH/USDT,2826.9905,2881.2765,2781.0001,2856.309,3167711.4368954753,1109.02267118
1651363200000,2022-05-01 00:00:00,ETH/USDT,2728.6465,2846.7,2719.0799,2825.4699,3155990.432871463,1116.97896087
1651276800000,2022-04-30 00:00:00,ETH/USDT,2817.1255,2839.9737,2715.4002,2729.31,2858296.0361837493,1047.25957703
1651190400000,2022-04-29 00:00:00,ETH/USDT,2936.5306,2945.445,2778.2178,2816.0807,2792641.085410659,991.67651176
1651104000000,2022-04-28 00:00:00,ETH/USDT,2888.7924,2978.14,2852.9635,2935.7496,3431927.055037311,1169.01218518
1651017600000,2022-04-27 00:00:00,ETH/USDT,2808.4935,2919.0,2796.0394,2889.3889,3019238.321308505,1044.94009834
1650931200000,2022-04-26 00:00:00,ETH/USDT,3007.5772,3035.0,2772.0001,2810.374,3056747.4726573406,1087.66572444
1650844800000,2022-04-25 00:00:00,ETH/USDT,2921.9322,3024.2683,2800.0,3008.8138,3612310.365904736,1200.57624234
1650758400000,2022-04-24 00:00:00,ETH/USDT,2931.6495,2944.0015,2931.4082,2937.5517,179828.2131645991,61.2170377
1650672000000,2022-04-23 00:00:00,ETH/USDT,2961.6175,2975.7318,2919.099,2932.1,2743400.047504212,935.64341172
1650585600000,2022-04-22 00:00:00,ETH/USDT,2983.1113,3031.6679,2932.9013,2962.7844,3015044.224475569,1017.63875376
1650499200000,2022-04-21 00:00:00,ETH/USDT,3076.5392,3088.5501,3071.9342,3085.5273,131659.95999037326,42.67016532
1650412800000,2022-04-20 00:00:00,ETH/USDT,3101.6877,3164.0315,3037.0014,3076.4099,3517447.0307623185,1143.3609776
1650326400000,2022-04-19 00:00:00,ETH/USDT,3055.3217,3128.6,3031.9999,3102.4279,3427627.146006859,1104.82088754
1650240000000,2022-04-18 00:00:00,ETH/USDT,2989.1297,3065.9342,2887.1856,3054.6397,3537921.778914841,1158.21246575
1650153600000,2022-04-17 00:00:00,ETH/USDT,3059.39,3081.4,2984.8852,2989.8256,3060291.5397734856,1023.56857864
1650067200000,2022-04-16 00:00:00,ETH/USDT,3042.4504,3084.8349,3012.7245,3058.9595,2720547.7248991737,889.37029892
1649980800000,2022-04-15 00:00:00,ETH/USDT,3020.1378,3057.6989,2996.1278,3041.1861,1935357.5271568596,636.38247168
1649894400000,2022-04-14 00:00:00,ETH/USDT,3119.2293,3143.0009,2977.6116,3021.3321,1749915.62979723,579.18678645
1649808000000,2022-04-13 00:00:00,ETH/USDT,3030.5673,3126.4154,2998.6459,3116.8054,1617007.122752678,518.80272113
1649721600000,2022-04-12 00:00:00,ETH/USDT,2979.2899,3082.1195,2951.6,3027.8807,2116218.8565590316,698.91091038
1649635200000,2022-04-11 00:00:00,ETH/USDT,3198.9084,3211.4285,2950.0,2977.8707,2384887.855437209,800.870184
1649548800000,2022-04-10 00:00:00,ETH/USDT,3258.9028,3261.93,3247.3331,3251.9617,45463.76977247682,13.98041366
1649462400000,2022-04-09 00:00:00,ETH/USDT,3194.6083,3265.0,3182.9299,3258.1723,955410.362359638,293.23506383
1649376000000,2022-04-08 00:00:00,ETH/USDT,3227.086,3312.9324,3176.2665,3192.9224,1400096.335295912,438.49995706
1649289600000,2022-04-07 00:00:00,ETH/USDT,3166.3,3267.2899,3144.0402,3229.8397,1416573.2554169411,438.58933786
1649203200000,2022-04-06 00:00:00,ETH/USDT,3405.1569,3405.1569,3163.05,3168.1907,2245487.1057729255,708.76008372
1649116800000,2022-04-05 00:00:00,ETH/USDT,3519.3199,3553.673,3400.3521,3406.312,1505085.4051442372,441.85189294
