https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume SHIB,Volume USDT,tradecount
1692057600000,2023-08-15,SHIBUSDT,1.018e-05,1.066e-05,9.43e-06,9.93e-06,9304291266181.0,94605454.10688008,187953
1691971200000,2023-08-14,SHIBUSDT,1.023e-05,1.067e-05,9.96e-06,1.019e-05,8421644177016.0,86896290.29857013,147013
1691884800000,2023-08-13,SHIBUSDT,1.067e-05,1.084e-05,1.013e-05,1.023e-05,7421707864499.0,77906631.90343527,134703
1691798400000,2023-08-12,SHIBUSDT,1.052e-05,1.136e-05,1.044e-05,1.067e-05,14896630896565.0,162335235.2968354,266630
1691712000000,2023-08-11,SHIBUSDT,9.92e-06,1.063e-05,9.78e-06,1.052e-05,8300370821779.0,84892196.34466404,143840
1691625600000,2023-08-10,SHIBUSDT,9.63e-06,1.018e-05,9.57e-06,9.92e-06,6653731550887.0,65810364.49653449,118872
1691539200000,2023-08-09,SHIBUSDT,9.53e-06,1.006e-05,9.41e-06,9.62e-06,8302282746896.0,80677438.119353,150407
1691452800000,2023-08-08,SHIBUSDT,8.97e-06,9.69e-06,8.87e-06,9.53e-06,7660022431340.0,71168648.66356638,130148
1691366400000,2023-08-07,SHIBUSDT,9.38e-06,9.48e-06,8.76e-06,8.98e-06,6282667047055.0,57076276.02114408,110986
1691280000000,2023-08-06,SHIBUSDT,9.97e-06,1.029e-05,9.2e-06,9.37e-06,9608180610980.0,92429096.50925224,197233
1691193600000,2023-08-05,SHIBUSDT,8.69e-06,1.052e-05,8.65e-06,9.97e-06,24023783838865.0,233992135.66941053,399742
1691107200000,2023-08-04,SHIBUSDT,8.29e-06,8.85e-06,8.28e-06,8.69e-06,5559703898680.0,47922045.55588984,94174
1691020800000,2023-08-03,SHIBUSDT,8.16e-06,8.39e-06,8.12e-06,8.28e-06,2039858582449.0,16844326.78561351,38945
1690934400000,2023-08-02,SHIBUSDT,8.43e-06,8.47e-06,8.08e-06,8.15e-06,2045971032036.0,16866514.12935213,42519
1690848000000,2023-08-01,SHIBUSDT,8.46e-06,8.46e-06,8.11e-06,8.43e-06,2998791392055.0,24865332.96770446,56657
1690761600000,2023-07-31,SHIBUSDT,8.28e-06,8.73e-06,8.22e-06,8.46e-06,3737504366228.0,31714743.59738295,73780
1690675200000,2023-07-30,SHIBUSDT,8.52e-06,8.78e-06,8.08e-06,8.28e-06,5232440648171.0,44274739.2030747,92203
1690588800000,2023-07-29,SHIBUSDT,8.17e-06,8.65e-06,8.13e-06,8.52e-06,4595943233029.0,38388254.18418814,82170
1690502400000,2023-07-28,SHIBUSDT,7.8e-06,8.45e-06,7.77e-06,8.17e-06,5626621719634.0,46133914.26219003,102777
1690416000000,2023-07-27,SHIBUSDT,7.86e-06,7.94e-06,7.73e-06,7.8e-06,1182639822386.0,9275340.99312976,26819
1690329600000,2023-07-26,SHIBUSDT,7.92e-06,7.98e-06,7.71e-06,7.86e-06,2237214754774.0,17549166.7251686,45511
1690243200000,2023-07-25,SHIBUSDT,7.67e-06,7.95e-06,7.65e-06,7.92e-06,3425283964672.0,26733138.43815863,61410
1690156800000,2023-07-24,SHIBUSDT,7.86e-06,8.02e-06,7.58e-06,7.66e-06,3751476397828.0,29117512.66276559,68912
1690070400000,2023-07-23,SHIBUSDT,7.77e-06,7.92e-06,7.72e-06,7.85e-06,1189684504616.0,9323681.24130294,25189
1689984000000,2023-07-22,SHIBUSDT,7.84e-06,7.91e-06,7.68e-06,7.78e-06,1676115978842.0,13071796.08236396,32967
1689897600000,2023-07-21,SHIBUSDT,7.7e-06,8.02e-06,7.64e-06,7.84e-06,2484817783322.0,19451978.66396879,46058
1689811200000,2023-07-20,SHIBUSDT,7.75e-06,7.93e-06,7.6e-06,7.69e-06,2540696316847.0,19701071.0835375,50897
1689724800000,2023-07-19,SHIBUSDT,7.72e-06,7.85e-06,7.64e-06,7.74e-06,2228128678979.0,17273327.66536893,43844
1689638400000,2023-07-18,SHIBUSDT,7.85e-06,7.9e-06,7.56e-06,7.72e-06,2052593819340.0,15845804.5477329,45051
1689552000000,2023-07-17,SHIBUSDT,7.86e-06,8.08e-06,7.6e-06,7.85e-06,3140796103960.0,24615600.26145097,65538
1689465600000,2023-07-16,SHIBUSDT,8.09e-06,8.17e-06,7.81e-06,7.86e-06,2741848326245.0,21933858.47690572,52919
1689379200000,2023-07-15,SHIBUSDT,7.99e-06,8.53e-06,7.9e-06,8.09e-06,5763932265849.0,47593437.38749361,122711
1689292800000,2023-07-14,SHIBUSDT,7.98e-06,8.44e-06,7.58e-06,7.98e-06,7679566104281.0,61699035.55122571,143615
1689206400000,2023-07-13,SHIBUSDT,7.5e-06,8.13e-06,7.43e-06,7.97e-06,5499806008056.0,42923694.49264458,100930
1689120000000,2023-07-12,SHIBUSDT,7.53e-06,7.6e-06,7.33e-06,7.51e-06,1855428868306.0,13909841.08808532,36350
1689033600000,2023-07-11,SHIBUSDT,7.54e-06,7.62e-06,7.43e-06,7.53e-06,1758846629909.0,13233111.19325587,33429
1688947200000,2023-07-10,SHIBUSDT,7.74e-06,7.74e-06,7.4e-06,7.54e-06,3074107278456.0,23229560.16123172,54899
1688860800000,2023-07-09,SHIBUSDT,7.64e-06,7.8e-06,7.57e-06,7.74e-06,3451776603442.0,26549924.17812644,58496
1688774400000,2023-07-08,SHIBUSDT,7.32e-06,7.73e-06,7.26e-06,7.64e-06,2660259605628.0,19919831.77928555,45014
1688688000000,2023-07-07,SHIBUSDT,7.15e-06,7.32e-06,7.06e-06,7.32e-06,2490785090808.0,18018590.73330367,37550
1688601600000,2023-07-06,SHIBUSDT,7.47e-06,7.67e-06,7.12e-06,7.14e-06,3865458902571.0,28477392.3578342,62595
1688515200000,2023-07-05,SHIBUSDT,7.68e-06,7.74e-06,7.35e-06,7.46e-06,3361646209021.0,25320955.95278727,54758
1688428800000,2023-07-04,SHIBUSDT,7.77e-06,7.86e-06,7.59e-06,7.67e-06,3904753499556.0,30222404.2392549,62238
1688342400000,2023-07-03,SHIBUSDT,7.65e-06,7.8e-06,7.62e-06,7.77e-06,2773900333396.0,21363219.16981416,50482
1688256000000,2023-07-02,SHIBUSDT,7.65e-06,7.72e-06,7.42e-06,7.66e-06,2610338964881.0,19777337.26257421,46913
1688169600000,2023-07-01,SHIBUSDT,7.56e-06,7.78e-06,7.49e-06,7.64e-06,2978679966632.0,22723892.29719898,55178
1688083200000,2023-06-30,SHIBUSDT,7.33e-06,7.66e-06,7.02e-06,7.55e-06,5111718731239.0,38033453.45379986,97666
1687996800000,2023-06-29,SHIBUSDT,7.23e-06,7.44e-06,7.19e-06,7.32e-06,2137923421361.0,15655530.036111,37117
1687910400000,2023-06-28,SHIBUSDT,7.6e-06,7.6e-06,7.02e-06,7.23e-06,3427771582600.0,25085154.16552406,64270
1687824000000,2023-06-27,SHIBUSDT,7.56e-06,7.68e-06,7.46e-06,7.6e-06,2134524749000.0,16189022.01229904,41448
