https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume SHIB,Volume USDT,tradecount
1687737600000,2023-06-26,SHIBUSDT,7.86e-06,7.97e-06,7.43e-06,7.55e-06,3390314195690.0,26060791.44184836,63922
1687651200000,2023-06-25,SHIBUSDT,7.81e-06,8.04e-06,7.76e-06,7.86e-06,2468016828827.0,19457388.34301526,51154
1687564800000,2023-06-24,SHIBUSDT,7.93e-06,8.08e-06,7.66e-06,7.81e-06,3193379611883.0,25196928.19443814,64403
1687478400000,2023-06-23,SHIBUSDT,7.8e-06,8.15e-06,7.7e-06,7.94e-06,4459410116198.0,35337184.60002305,85621
1687392000000,2023-06-22,SHIBUSDT,7.54e-06,8.46e-06,7.53e-06,7.8e-06,10240424949174.0,82357257.3982789,200953
1687305600000,2023-06-21,SHIBUSDT,7.27e-06,7.62e-06,7.25e-06,7.55e-06,4446073153306.0,33067384.19022545,77028
1687219200000,2023-06-20,SHIBUSDT,7.23e-06,7.29e-06,6.98e-06,7.27e-06,2866770890062.0,20503020.1111628,49308
1687132800000,2023-06-19,SHIBUSDT,7.21e-06,7.33e-06,7.04e-06,7.23e-06,2774882845917.0,19947582.79523929,55671
1687046400000,2023-06-18,SHIBUSDT,6.98e-06,7.55e-06,6.91e-06,7.21e-06,5301731408246.0,38432454.50625323,101760
1686960000000,2023-06-17,SHIBUSDT,6.83e-06,7e-06,6.78e-06,6.98e-06,1354894460672.0,9357603.16656505,28056
1686873600000,2023-06-16,SHIBUSDT,6.75e-06,6.87e-06,6.6e-06,6.83e-06,1493042477928.0,10086493.10856874,34412
1686787200000,2023-06-15,SHIBUSDT,6.55e-06,6.84e-06,6.5e-06,6.75e-06,1639582394358.0,10881568.37689318,35809
1686700800000,2023-06-14,SHIBUSDT,6.8e-06,6.94e-06,6.43e-06,6.56e-06,2458558326474.0,16517648.30824862,47596
1686614400000,2023-06-13,SHIBUSDT,6.66e-06,6.94e-06,6.6e-06,6.79e-06,1703564639892.0,11499467.57599465,40341
1686528000000,2023-06-12,SHIBUSDT,6.67e-06,6.7e-06,6.39e-06,6.66e-06,2017927256546.0,13298089.63808816,45365
1686441600000,2023-06-11,SHIBUSDT,6.86e-06,6.87e-06,6.54e-06,6.67e-06,2330156275065.0,15670873.89823812,50881
1686355200000,2023-06-10,SHIBUSDT,7.88e-06,7.93e-06,5.43e-06,6.85e-06,12003560719162.0,76523758.08399539,281047
1686268800000,2023-06-09,SHIBUSDT,7.94e-06,8.05e-06,7.81e-06,7.88e-06,1322737745993.0,10487851.9222797,30658
1686182400000,2023-06-08,SHIBUSDT,7.88e-06,8.01e-06,7.81e-06,7.94e-06,1080518137129.0,8574967.78381153,27194
1686096000000,2023-06-07,SHIBUSDT,8.17e-06,8.2e-06,7.76e-06,7.88e-06,1788220513334.0,14242101.62246326,44567
1686009600000,2023-06-06,SHIBUSDT,7.97e-06,8.24e-06,7.85e-06,8.18e-06,1806817463507.0,14579001.57240968,43821
1685923200000,2023-06-05,SHIBUSDT,8.6e-06,8.66e-06,7.73e-06,7.97e-06,3565652713165.0,28914020.52695146,84544
1685836800000,2023-06-04,SHIBUSDT,8.59e-06,8.69e-06,8.54e-06,8.6e-06,951138694722.0,8220410.74975141,23473
1685750400000,2023-06-03,SHIBUSDT,8.6e-06,8.7e-06,8.52e-06,8.59e-06,870629409238.0,7498630.22302359,22336
1685664000000,2023-06-02,SHIBUSDT,8.46e-06,8.74e-06,8.24e-06,8.6e-06,2163646344711.0,18360018.85947133,50949
1685577600000,2023-06-01,SHIBUSDT,8.58e-06,8.78e-06,8.43e-06,8.45e-06,1564590690358.0,13360515.97783567,38758
1685491200000,2023-05-31,SHIBUSDT,8.67e-06,8.71e-06,8.3e-06,8.59e-06,1749906585943.0,14845881.80986632,44192
1685404800000,2023-05-30,SHIBUSDT,8.7e-06,8.83e-06,8.62e-06,8.68e-06,1321028216203.0,11507919.3765578,37910
1685318400000,2023-05-29,SHIBUSDT,8.81e-06,8.87e-06,8.68e-06,8.7e-06,1197899190383.0,10522639.20105335,31974
1685232000000,2023-05-28,SHIBUSDT,8.63e-06,8.9e-06,8.59e-06,8.81e-06,2373421302586.0,20833811.30440171,57845
1685145600000,2023-05-27,SHIBUSDT,8.54e-06,8.66e-06,8.5e-06,8.63e-06,789888515493.0,6763177.39676195,22660
1685059200000,2023-05-26,SHIBUSDT,8.5e-06,8.64e-06,8.43e-06,8.54e-06,1688174763504.0,14349336.49893893,33819
1684972800000,2023-05-25,SHIBUSDT,8.51e-06,8.68e-06,8.28e-06,8.5e-06,2258494837277.0,19130589.68733594,45255
1684886400000,2023-05-24,SHIBUSDT,8.9e-06,8.9e-06,8.39e-06,8.5e-06,2118807700326.0,18185501.13149364,51176
1684800000000,2023-05-23,SHIBUSDT,8.78e-06,9.18e-06,8.78e-06,8.9e-06,2439852866035.0,21823065.74536977,55783
1684713600000,2023-05-22,SHIBUSDT,8.52e-06,9.02e-06,8.41e-06,8.79e-06,3420325497779.0,29944470.66111907,72235
1684627200000,2023-05-21,SHIBUSDT,8.72e-06,8.76e-06,8.47e-06,8.52e-06,1185236826488.0,10185063.021603,28883
1684540800000,2023-05-20,SHIBUSDT,8.68e-06,8.77e-06,8.63e-06,8.72e-06,757363955289.0,6582940.31464018,21181
1684454400000,2023-05-19,SHIBUSDT,8.7e-06,8.74e-06,8.64e-06,8.67e-06,1055448508648.0,9168001.08800103,24490
1684368000000,2023-05-18,SHIBUSDT,8.77e-06,8.83e-06,8.48e-06,8.7e-06,1990074700429.0,17312644.7999908,45631
1684281600000,2023-05-17,SHIBUSDT,8.78e-06,8.85e-06,8.58e-06,8.77e-06,2223384388589.0,19396109.72248804,50698
1684195200000,2023-05-16,SHIBUSDT,8.79e-06,8.83e-06,8.67e-06,8.77e-06,1691962001915.0,14815235.2461828,39330
1684108800000,2023-05-15,SHIBUSDT,8.78e-06,8.92e-06,8.65e-06,8.79e-06,1752076011057.0,15476381.08306001,43080
1684022400000,2023-05-14,SHIBUSDT,8.72e-06,8.88e-06,8.64e-06,8.79e-06,1378289685706.0,12093995.11607029,36525
1683936000000,2023-05-13,SHIBUSDT,8.84e-06,8.85e-06,8.66e-06,8.72e-06,1426741210569.0,12492581.86997452,39470
1683849600000,2023-05-12,SHIBUSDT,8.68e-06,8.85e-06,8.45e-06,8.84e-06,2603385190993.0,22468867.70102432,65342
1683763200000,2023-05-11,SHIBUSDT,8.99e-06,9.01e-06,8.51e-06,8.68e-06,1767114263611.0,15467604.77018922,55701
1683676800000,2023-05-10,SHIBUSDT,8.99e-06,9.14e-06,8.61e-06,8.99e-06,3263282853120.0,29160495.81678446,76242
1683590400000,2023-05-09,SHIBUSDT,8.91e-06,9.03e-06,8.7e-06,9e-06,2018003403801.0,17860757.66708186,59163
1683504000000,2023-05-08,SHIBUSDT,9.34e-06,9.36e-06,8.32e-06,8.92e-06,3889321105824.0,34593518.1610982,128446
1683417600000,2023-05-07,SHIBUSDT,9.45e-06,9.54e-06,9.3e-06,9.34e-06,1556190141044.0,14675397.95585773,46376
1683331200000,2023-05-06,SHIBUSDT,9.99e-06,1.005e-05,9.18e-06,9.45e-06,3625632012261.0,34830376.64089519,101113
1683244800000,2023-05-05,SHIBUSDT,9.89e-06,1.004e-05,9.76e-06,9.99e-06,2112846133765.0,20970973.35314039,70379
1683158400000,2023-05-04,SHIBUSDT,1.012e-05,1.013e-05,9.87e-06,9.89e-06,1274110970422.0,12721769.746999,40532
1683072000000,2023-05-03,SHIBUSDT,1.001e-05,1.02e-05,9.81e-06,1.011e-05,1648549293278.0,16407397.06580476,57205
1682985600000,2023-05-02,SHIBUSDT,9.96e-06,1.012e-05,9.85e-06,1.001e-05,1357156389385.0,13505464.47177223,44575
1682899200000,2023-05-01,SHIBUSDT,1.008e-05,1.012e-05,9.74e-06,9.96e-06,2356359497533.0,23458524.50126924,71731
1682812800000,2023-04-30,SHIBUSDT,1.029e-05,1.031e-05,1.002e-05,1.007e-05,1216958085323.0,12409922.72509151,37867
1682726400000,2023-04-29,SHIBUSDT,1.024e-05,1.037e-05,1.018e-05,1.03e-05,900959748756.0,9267499.14278368,31752
1682640000000,2023-04-28,SHIBUSDT,1.027e-05,1.031e-05,1.009e-05,1.024e-05,1096112696872.0,11209717.0699991,36115
1682553600000,2023-04-27,SHIBUSDT,1.016e-05,1.039e-05,1.014e-05,1.027e-05,1812275518866.0,18631007.45257682,59388
1682467200000,2023-04-26,SHIBUSDT,1.036e-05,1.075e-05,9.72e-06,1.017e-05,3550674516171.0,36582702.18082761,102577
1682380800000,2023-04-25,SHIBUSDT,1.027e-05,1.044e-05,1.008e-05,1.036e-05,1616232122285.0,16544030.64661848,42508
1682294400000,2023-04-24,SHIBUSDT,1.032e-05,1.042e-05,1.011e-05,1.027e-05,1764517783418.0,18146983.10978556,45420
1682208000000,2023-04-23,SHIBUSDT,1.046e-05,1.047e-05,1.006e-05,1.032e-05,1469516512001.0,15151845.31899886,46270
1682121600000,2023-04-22,SHIBUSDT,1.029e-05,1.05e-05,1.016e-05,1.046e-05,1314285267025.0,13555992.01430599,37586
1682035200000,2023-04-21,SHIBUSDT,1.059e-05,1.069e-05,1.003e-05,1.029e-05,3263313680091.0,34000912.10965884,80649
1681948800000,2023-04-20,SHIBUSDT,1.082e-05,1.102e-05,1.035e-05,1.059e-05,3318052892475.0,35701831.46820455,101043
1681862400000,2023-04-19,SHIBUSDT,1.157e-05,1.16e-05,1.06e-05,1.083e-05,4682387214969.0,51804350.36587795,153522
1681776000000,2023-04-18,SHIBUSDT,1.136e-05,1.172e-05,1.124e-05,1.157e-05,3285349981096.0,37903512.72661525,81544
1681689600000,2023-04-17,SHIBUSDT,1.157e-05,1.171e-05,1.118e-05,1.137e-05,5098091891116.0,58425044.27124131,123639
1681603200000,2023-04-16,SHIBUSDT,1.155e-05,1.188e-05,1.14e-05,1.157e-05,5049204811906.0,58632725.06924733,131219
1681516800000,2023-04-15,SHIBUSDT,1.125e-05,1.16e-05,1.105e-05,1.156e-05,3144476864544.0,35535509.71685385,81268
1681430400000,2023-04-14,SHIBUSDT,1.109e-05,1.149e-05,1.096e-05,1.124e-05,4762564752598.0,53602973.65101142,117462
1681344000000,2023-04-13,SHIBUSDT,1.096e-05,1.123e-05,1.089e-05,1.11e-05,2253740621263.0,24965011.02601521,63246
1681257600000,2023-04-12,SHIBUSDT,1.103e-05,1.108e-05,1.058e-05,1.096e-05,3243310262100.0,35244914.43327014,88810
1681171200000,2023-04-11,SHIBUSDT,1.112e-05,1.119e-05,1.101e-05,1.104e-05,2117146883828.0,23518914.00628302,59050
1681084800000,2023-04-10,SHIBUSDT,1.096e-05,1.116e-05,1.085e-05,1.113e-05,1996132132487.0,21928329.82265186,56149
1680998400000,2023-04-09,SHIBUSDT,1.085e-05,1.101e-05,1.08e-05,1.096e-05,1656884899158.0,18067744.99705363,45279
1680912000000,2023-04-08,SHIBUSDT,1.092e-05,1.107e-05,1.077e-05,1.086e-05,1583903238088.0,17285159.7194336,48833
1680825600000,2023-04-07,SHIBUSDT,1.096e-05,1.101e-05,1.08e-05,1.093e-05,1765411125672.0,19259357.85482944,52815
1680739200000,2023-04-06,SHIBUSDT,1.123e-05,1.125e-05,1.084e-05,1.095e-05,3350486918951.0,36907979.07722861,90683
1680652800000,2023-04-05,SHIBUSDT,1.122e-05,1.148e-05,1.102e-05,1.123e-05,3540183475233.0,39914090.8707797,98371
1680566400000,2023-04-04,SHIBUSDT,1.123e-05,1.159e-05,1.106e-05,1.123e-05,6466305106698.0,73219504.55965737,163272
1680480000000,2023-04-03,SHIBUSDT,1.078e-05,1.165e-05,1.049e-05,1.123e-05,9363076791716.0,104188768.06811126,255826
1680393600000,2023-04-02,SHIBUSDT,1.117e-05,1.149e-05,1.069e-05,1.078e-05,4236671693089.0,46923090.81342651,118246
1680307200000,2023-04-01,SHIBUSDT,1.083e-05,1.153e-05,1.068e-05,1.118e-05,5770210398374.0,64206524.88220318,155008
1680220800000,2023-03-31,SHIBUSDT,1.057e-05,1.096e-05,1.047e-05,1.083e-05,2670659221921.0,28582319.73110856,66288
1680134400000,2023-03-30,SHIBUSDT,1.068e-05,1.08e-05,1.038e-05,1.057e-05,3070212789311.0,32535013.98998473,75426
1680048000000,2023-03-29,SHIBUSDT,1.045e-05,1.087e-05,1.043e-05,1.068e-05,3796626665099.0,40630418.11103593,93122
1679961600000,2023-03-28,SHIBUSDT,1.041e-05,1.051e-05,1.026e-05,1.045e-05,2369845460252.0,24557844.41278376,55854
1679875200000,2023-03-27,SHIBUSDT,1.062e-05,1.099e-05,1.017e-05,1.041e-05,5094344560813.0,53826682.2372416,121077
1679788800000,2023-03-26,SHIBUSDT,1.05e-05,1.069e-05,1.047e-05,1.061e-05,1733846095932.0,18326383.27316799,43562
1679702400000,2023-03-25,SHIBUSDT,1.061e-05,1.071e-05,1.036e-05,1.051e-05,1975974162633.0,20874850.57853479,50426
1679616000000,2023-03-24,SHIBUSDT,1.084e-05,1.088e-05,1.035e-05,1.061e-05,2707661962000.0,28795806.11574619,70054
1679529600000,2023-03-23,SHIBUSDT,1.057e-05,1.095e-05,1.053e-05,1.084e-05,3480006425574.0,37420118.02812594,88130
1679443200000,2023-03-22,SHIBUSDT,1.093e-05,1.105e-05,1.022e-05,1.058e-05,6102127290765.0,65725883.6996641,148142
1679356800000,2023-03-21,SHIBUSDT,1.044e-05,1.11e-05,1.028e-05,1.093e-05,5891785837880.0,63295349.61972996,134140
1679270400000,2023-03-20,SHIBUSDT,1.091e-05,1.102e-05,1.034e-05,1.044e-05,5274883671731.0,56246954.87955937,131919
1679184000000,2023-03-19,SHIBUSDT,1.071e-05,1.115e-05,1.068e-05,1.091e-05,4464019345364.0,48850040.65377083,100696
1679097600000,2023-03-18,SHIBUSDT,1.113e-05,1.137e-05,1.061e-05,1.071e-05,6917471190090.0,76554905.32524766,148385
1679011200000,2023-03-17,SHIBUSDT,1.05e-05,1.12e-05,1.041e-05,1.113e-05,5724349723305.0,61878810.99152796,130031
1678924800000,2023-03-16,SHIBUSDT,1.039e-05,1.06e-05,1.019e-05,1.05e-05,4570556659781.0,47608459.83812522,103402
1678838400000,2023-03-15,SHIBUSDT,1.125e-05,1.142e-05,1.015e-05,1.038e-05,7396361225996.0,79873284.01945388,167586
1678752000000,2023-03-14,SHIBUSDT,1.103e-05,1.186e-05,1.082e-05,1.126e-05,9319020537701.0,105144616.66540805,201779
1678665600000,2023-03-13,SHIBUSDT,1.073e-05,1.12e-05,1.038e-05,1.103e-05,7433981568030.0,80632923.57714294,169981
1678579200000,2023-03-12,SHIBUSDT,1.029e-05,1.082e-05,1.001e-05,1.073e-05,4525545113616.0,46841057.7613179,106558
1678492800000,2023-03-11,SHIBUSDT,1.027e-05,1.052e-05,9.87e-06,1.029e-05,4547992782915.0,46175175.50604463,109838
1678406400000,2023-03-10,SHIBUSDT,1.007e-05,1.036e-05,9.65e-06,1.028e-05,7261715154595.0,72921863.84149909,149762
1678320000000,2023-03-09,SHIBUSDT,1.094e-05,1.115e-05,9.82e-06,1.008e-05,7443608757808.0,78667958.86878376,153329
1678233600000,2023-03-08,SHIBUSDT,1.112e-05,1.169e-05,1.072e-05,1.093e-05,7422023960448.0,83035751.83318195,169968
1678147200000,2023-03-07,SHIBUSDT,1.115e-05,1.13e-05,1.06e-05,1.112e-05,4031444669198.0,43914598.04565002,89870
1678060800000,2023-03-06,SHIBUSDT,1.11e-05,1.123e-05,1.086e-05,1.115e-05,2211018814640.0,24409498.37200121,55871
1677974400000,2023-03-05,SHIBUSDT,1.112e-05,1.131e-05,1.1e-05,1.109e-05,2013042568935.0,22493703.56582052,50637
1677888000000,2023-03-04,SHIBUSDT,1.139e-05,1.146e-05,1.077e-05,1.113e-05,2647610346497.0,29469924.31196151,62338
1677801600000,2023-03-03,SHIBUSDT,1.206e-05,1.207e-05,1.089e-05,1.139e-05,4644031581229.0,52517325.4540308,121456
1677715200000,2023-03-02,SHIBUSDT,1.225e-05,1.23e-05,1.173e-05,1.206e-05,3228350743223.0,38676371.04144562,82240
1677628800000,2023-03-01,SHIBUSDT,1.201e-05,1.243e-05,1.191e-05,1.226e-05,2251698380187.0,27598859.58500941,63842
1677542400000,2023-02-28,SHIBUSDT,1.252e-05,1.255e-05,1.195e-05,1.202e-05,2072559894012.0,25487943.97891423,66432
1677456000000,2023-02-27,SHIBUSDT,1.284e-05,1.288e-05,1.233e-05,1.251e-05,2695366446148.0,34006156.87350159,75957
1677369600000,2023-02-26,SHIBUSDT,1.24e-05,1.318e-05,1.232e-05,1.284e-05,2954433209528.0,37465360.00367014,81525
1677283200000,2023-02-25,SHIBUSDT,1.254e-05,1.264e-05,1.198e-05,1.24e-05,3029961762074.0,37401140.98874012,83978
1677196800000,2023-02-24,SHIBUSDT,1.314e-05,1.323e-05,1.22e-05,1.255e-05,4159633847625.0,53211735.87994068,110514
1677110400000,2023-02-23,SHIBUSDT,1.315e-05,1.367e-05,1.293e-05,1.313e-05,5938818385848.0,78956877.95232701,156799
1677024000000,2023-02-22,SHIBUSDT,1.306e-05,1.317e-05,1.253e-05,1.315e-05,4225485969371.0,54003332.93214021,113097
1676937600000,2023-02-21,SHIBUSDT,1.35e-05,1.362e-05,1.283e-05,1.306e-05,5162486302802.0,68335412.25946274,124686
1676851200000,2023-02-20,SHIBUSDT,1.333e-05,1.378e-05,1.302e-05,1.349e-05,4585094772086.0,61791189.36930815,120486
1676764800000,2023-02-19,SHIBUSDT,1.319e-05,1.4e-05,1.309e-05,1.332e-05,7592815706888.0,102675096.47713491,180166
1676678400000,2023-02-18,SHIBUSDT,1.316e-05,1.341e-05,1.303e-05,1.319e-05,3424535007822.0,45237819.00344795,81192
1676592000000,2023-02-17,SHIBUSDT,1.27e-05,1.336e-05,1.262e-05,1.317e-05,5633158730707.0,73741920.36100361,129081
1676505600000,2023-02-16,SHIBUSDT,1.376e-05,1.399e-05,1.256e-05,1.269e-05,9995174670814.0,134522421.51445836,235286
1676419200000,2023-02-15,SHIBUSDT,1.276e-05,1.388e-05,1.254e-05,1.375e-05,6871185737375.0,90818590.6736971,179417
1676332800000,2023-02-14,SHIBUSDT,1.247e-05,1.284e-05,1.205e-05,1.275e-05,5073571949258.0,63458996.77646597,130974
1676246400000,2023-02-13,SHIBUSDT,1.283e-05,1.307e-05,1.198e-05,1.247e-05,6009240295067.0,75051752.63067503,150325
1676160000000,2023-02-12,SHIBUSDT,1.29e-05,1.353e-05,1.256e-05,1.283e-05,5772074649818.0,75137934.95970431,133907
1676073600000,2023-02-11,SHIBUSDT,1.287e-05,1.31e-05,1.238e-05,1.291e-05,5125614549958.0,65195920.26973389,120412
1675987200000,2023-02-10,SHIBUSDT,1.215e-05,1.332e-05,1.209e-05,1.287e-05,8268457571988.0,104034284.01425892,190154
1675900800000,2023-02-09,SHIBUSDT,1.375e-05,1.384e-05,1.17e-05,1.216e-05,8714983651395.0,112301436.10187042,200101
1675814400000,2023-02-08,SHIBUSDT,1.438e-05,1.455e-05,1.35e-05,1.375e-05,5469195927793.0,76607390.73373216,128015
1675728000000,2023-02-07,SHIBUSDT,1.408e-05,1.449e-05,1.375e-05,1.439e-05,7914133180711.0,111394401.0619274,175357
1675641600000,2023-02-06,SHIBUSDT,1.43e-05,1.484e-05,1.392e-05,1.407e-05,8897786131595.0,128203985.82736544,230303
1675555200000,2023-02-05,SHIBUSDT,1.469e-05,1.535e-05,1.393e-05,1.43e-05,14397063826582.0,210825548.2446645,338370
1675468800000,2023-02-04,SHIBUSDT,1.272e-05,1.575e-05,1.27e-05,1.47e-05,26841973406474.0,387410377.79830617,610577
1675382400000,2023-02-03,SHIBUSDT,1.213e-05,1.292e-05,1.205e-05,1.272e-05,7741777788731.0,96555686.22238386,167517
1675296000000,2023-02-02,SHIBUSDT,1.197e-05,1.3e-05,1.191e-05,1.214e-05,10259662694850.0,127284034.87429002,235833
1675209600000,2023-02-01,SHIBUSDT,1.182e-05,1.206e-05,1.13e-05,1.197e-05,5992313769482.0,70043370.77134284,131982
1675123200000,2023-01-31,SHIBUSDT,1.151e-05,1.199e-05,1.144e-05,1.181e-05,5739290681343.0,67593535.08656074,117845
1675036800000,2023-01-30,SHIBUSDT,1.207e-05,1.214e-05,1.112e-05,1.152e-05,5776776793687.0,67346408.78532839,128346
1674950400000,2023-01-29,SHIBUSDT,1.182e-05,1.216e-05,1.174e-05,1.207e-05,3588312469873.0,43034961.16906138,78893
1674864000000,2023-01-28,SHIBUSDT,1.172e-05,1.233e-05,1.164e-05,1.182e-05,5505268916030.0,65808923.47130855,112363
1674777600000,2023-01-27,SHIBUSDT,1.161e-05,1.188e-05,1.129e-05,1.173e-05,3346059970612.0,38757204.12271649,81444
1674691200000,2023-01-26,SHIBUSDT,1.163e-05,1.188e-05,1.137e-05,1.162e-05,3865437893738.0,44989493.6103934,87000
1674604800000,2023-01-25,SHIBUSDT,1.119e-05,1.195e-05,1.086e-05,1.163e-05,5045479119632.0,57250235.0232563,120223
1674518400000,2023-01-24,SHIBUSDT,1.2e-05,1.22e-05,1.086e-05,1.119e-05,4793419300825.0,56254898.45249167,125557
1674432000000,2023-01-23,SHIBUSDT,1.2e-05,1.22e-05,1.179e-05,1.199e-05,4367299904189.0,52628753.1034881,101240
1674345600000,2023-01-22,SHIBUSDT,1.186e-05,1.25e-05,1.154e-05,1.2e-05,6678837841496.0,80723915.42658672,161654
1674259200000,2023-01-21,SHIBUSDT,1.222e-05,1.25e-05,1.175e-05,1.186e-05,9381367606181.0,113956353.9134136,200228
1674172800000,2023-01-20,SHIBUSDT,1.155e-05,1.242e-05,1.133e-05,1.223e-05,6899670807824.0,81411975.88999844,142278
1674086400000,2023-01-19,SHIBUSDT,1.116e-05,1.179e-05,1.08e-05,1.154e-05,6554730277087.0,73733225.60789825,148747
1674000000000,2023-01-18,SHIBUSDT,1.055e-05,1.294e-05,1.052e-05,1.117e-05,27823878865954.0,332647481.49249274,591531
1673913600000,2023-01-17,SHIBUSDT,1.053e-05,1.082e-05,1.025e-05,1.055e-05,5203544145807.0,55014854.97137465,99211
1673827200000,2023-01-16,SHIBUSDT,1.066e-05,1.104e-05,1.007e-05,1.052e-05,8809341795813.0,93297421.4367546,182090
1673740800000,2023-01-15,SHIBUSDT,1.039e-05,1.1e-05,9.8e-06,1.067e-05,8817892292444.0,90661540.96843334,173585
1673654400000,2023-01-14,SHIBUSDT,1.021e-05,1.111e-05,9.57e-06,1.039e-05,13564738663392.0,141520341.48177463,283307
1673568000000,2023-01-13,SHIBUSDT,9.46e-06,1.028e-05,9.28e-06,1.02e-05,8242207917576.0,80009082.05354749,151065
1673481600000,2023-01-12,SHIBUSDT,9.12e-06,9.68e-06,8.82e-06,9.47e-06,10506468240759.0,97636494.09919876,173552
1673395200000,2023-01-11,SHIBUSDT,9.26e-06,9.27e-06,8.65e-06,9.13e-06,6710235345405.0,59918362.55547096,101043
1673308800000,2023-01-10,SHIBUSDT,8.68e-06,9.67e-06,8.54e-06,9.27e-06,10594723479885.0,96902727.1321186,173139
1673222400000,2023-01-09,SHIBUSDT,8.65e-06,9.2e-06,8.57e-06,8.68e-06,8368683735766.0,74156778.82980184,132142
1673136000000,2023-01-08,SHIBUSDT,8.42e-06,8.69e-06,8.32e-06,8.65e-06,2403138475164.0,20415571.14231978,36891
1673049600000,2023-01-07,SHIBUSDT,8.44e-06,8.71e-06,8.37e-06,8.42e-06,2662676202485.0,22638949.42734219,40759
1672963200000,2023-01-06,SHIBUSDT,8.37e-06,8.48e-06,8.17e-06,8.44e-06,3022274285237.0,25202899.38438911,45408
1672876800000,2023-01-05,SHIBUSDT,8.37e-06,8.81e-06,8.28e-06,8.36e-06,5495063230679.0,46930683.58025537,78335
1672790400000,2023-01-04,SHIBUSDT,8.15e-06,8.52e-06,8.12e-06,8.37e-06,3191154803700.0,26362240.42731827,52331
1672704000000,2023-01-03,SHIBUSDT,8.19e-06,8.22e-06,8.05e-06,8.15e-06,1593513507866.0,12979734.6334522,29234
1672617600000,2023-01-02,SHIBUSDT,8.13e-06,8.26e-06,8.02e-06,8.19e-06,1842195745663.0,15053721.27459785,33967
1672531200000,2023-01-01,SHIBUSDT,8.08e-06,8.14e-06,8e-06,8.12e-06,850264215933.0,6861389.6842374,18402
1672444800000,2022-12-31,SHIBUSDT,8.06e-06,8.19e-06,8.01e-06,8.08e-06,923768275029.0,7483921.70465073,21142
1672358400000,2022-12-30,SHIBUSDT,8.2e-06,8.23e-06,7.91e-06,8.05e-06,1959703585977.0,15773089.66433765,39177
1672272000000,2022-12-29,SHIBUSDT,7.93e-06,8.3e-06,7.88e-06,8.2e-06,3460510007718.0,27972637.63311423,54131
1672185600000,2022-12-28,SHIBUSDT,8.2e-06,8.2e-06,7.78e-06,7.92e-06,2639562188882.0,21068807.55858767,48252
1672099200000,2022-12-27,SHIBUSDT,8.32e-06,8.36e-06,8.03e-06,8.19e-06,1581832960993.0,12996995.08373923,33831
1672012800000,2022-12-26,SHIBUSDT,8.28e-06,8.35e-06,8.25e-06,8.32e-06,838297538161.0,6958425.94290315,20765
1671926400000,2022-12-25,SHIBUSDT,8.33e-06,8.39e-06,8.19e-06,8.29e-06,1138810259133.0,9421786.36152984,23981
1671840000000,2022-12-24,SHIBUSDT,8.26e-06,8.35e-06,8.23e-06,8.32e-06,644716773065.0,5349911.22799965,17686
1671753600000,2022-12-23,SHIBUSDT,8.35e-06,8.42e-06,8.2e-06,8.27e-06,1500051663366.0,12475395.29162944,30006
1671667200000,2022-12-22,SHIBUSDT,8.25e-06,8.44e-06,8.17e-06,8.35e-06,1767389949908.0,14640527.82974593,35691
1671580800000,2022-12-21,SHIBUSDT,8.46e-06,8.49e-06,8.17e-06,8.25e-06,1730307928215.0,14344921.26529691,35458
1671494400000,2022-12-20,SHIBUSDT,8.15e-06,8.5e-06,8.14e-06,8.46e-06,2261737379441.0,18931816.06432896,44995
1671408000000,2022-12-19,SHIBUSDT,8.55e-06,8.78e-06,7.93e-06,8.14e-06,5615048040850.0,47618444.85839228,111239
1671321600000,2022-12-18,SHIBUSDT,8.3e-06,9.1e-06,8.2e-06,8.55e-06,7575661712113.0,65583811.89297979,159308
1671235200000,2022-12-17,SHIBUSDT,8.19e-06,8.37e-06,8e-06,8.29e-06,3047336502817.0,24907751.45867613,77521
1671148800000,2022-12-16,SHIBUSDT,8.87e-06,9.01e-06,8.01e-06,8.18e-06,3924033097030.0,33406656.38232032,107931
1671062400000,2022-12-15,SHIBUSDT,8.94e-06,9e-06,8.74e-06,8.86e-06,1790970744844.0,15874682.76078988,43297
1670976000000,2022-12-14,SHIBUSDT,9.18e-06,9.27e-06,8.86e-06,8.95e-06,2376158101846.0,21609674.20232699,60814
1670889600000,2022-12-13,SHIBUSDT,8.97e-06,9.35e-06,8.61e-06,9.17e-06,3725140541261.0,33650378.9528957,88201
1670803200000,2022-12-12,SHIBUSDT,9.11e-06,9.11e-06,8.4e-06,8.97e-06,3378531664744.0,29837856.66110918,78165
1670716800000,2022-12-11,SHIBUSDT,9.18e-06,9.29e-06,9.06e-06,9.1e-06,1208493401276.0,11117715.27395464,29685
1670630400000,2022-12-10,SHIBUSDT,9.22e-06,9.3e-06,9.15e-06,9.18e-06,714368430941.0,6591926.21530691,23375
1670544000000,2022-12-09,SHIBUSDT,9.27e-06,9.36e-06,9.15e-06,9.21e-06,1359319289109.0,12580869.77720039,35871
1670457600000,2022-12-08,SHIBUSDT,9.1e-06,9.33e-06,9.05e-06,9.27e-06,1634709882242.0,15037050.54713581,40320
1670371200000,2022-12-07,SHIBUSDT,9.31e-06,9.36e-06,8.94e-06,9.1e-06,2240336832471.0,20403701.93041732,56232
