https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume DOT
1650067200000,2022-04-16 00:00:00,DOT/USDT,18.4615,18.5835,18.2415,18.5835,4014.92414597703,216.04779218
1649980800000,2022-04-15 00:00:00,DOT/USDT,18.0579,18.3143,17.8145,18.3143,2833.458188107213,154.71288491
1649894400000,2022-04-14 00:00:00,DOT/USDT,18.3999,18.4615,17.4935,17.7621,2026.825719763152,114.10957712
1649808000000,2022-04-13 00:00:00,DOT/USDT,17.7428,18.2628,17.4017,18.2018,3568.160773611312,196.03340184
1649721600000,2022-04-12 00:00:00,DOT/USDT,17.2466,17.9628,17.2466,17.5,2185.5074919999997,124.8861424
1649635200000,2022-04-11 00:00:00,DOT/USDT,19.2709,19.2758,17.0035,17.3717,13643.687401227575,785.39736475
1649548800000,2022-04-10 00:00:00,DOT/USDT,19.7478,19.7478,19.7298,19.7298,762.7855948393141,38.66159793
1649462400000,2022-04-09 00:00:00,DOT/USDT,19.3978,19.7173,19.3978,19.5815,696.02634079493,35.54509822
1649376000000,2022-04-08 00:00:00,DOT/USDT,20.4688,20.5484,19.349,19.4068,6653.037074631696,342.81989172
1649289600000,2022-04-07 00:00:00,DOT/USDT,20.0024,20.4843,19.5858,20.4843,7808.749191847546,381.20654315
1649203200000,2022-04-06 00:00:00,DOT/USDT,21.3983,21.7648,19.7002,20.2324,14481.129682739238,715.7395901
1649116800000,2022-04-05 00:00:00,DOT/USDT,22.9557,23.037,20.0003,21.9064,5239.394606307368,239.17186787
