https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1636934400000,2021-11-15 00:00:00,LTC/USDT,279.25069922,281.40033542,259.2,262.78411356,4508631.57763117,16584.93958551,0,0,0,271.85094973
1636848000000,2021-11-14 00:00:00,LTC/USDT,257.83805664,279.27994374,248.55,279.24169862,5181461.30977377,19775.49801647,0,0,0,262.01420087
1636761600000,2021-11-13 00:00:00,LTC/USDT,251.30214939,263.9323,245.29411765,257.76245172,4511163.28269454,17784.13756825,0,0,0,253.66218999
1636675200000,2021-11-12 00:00:00,LTC/USDT,262.03370001,282.49175257,243.94920001,251.05510005,7116552.11013575,27253.59809407,0,0,0,261.12339682
1636588800000,2021-11-11 00:00:00,LTC/USDT,260.35095184,274.0898855,250.76701233,262.39615224,3436631.07492263,13134.4435245,0,0,0,261.65029896
1636502400000,2021-11-10 00:00:00,LTC/USDT,262.47965473,295.1978,252.00000001,260.35095184,12960228.16763424,47006.3459396,0,0,0,275.7123088
1636416000000,2021-11-09 00:00:00,LTC/USDT,228.70330005,274.39754105,226.74866806,262.17432907,9665905.58196185,37996.83015632,0,0,0,254.38715656
1636329600000,2021-11-08 00:00:00,LTC/USDT,201.97412814,229.51959999,201.97412814,228.72939832,6367068.0531989,29355.97306866,0,0,0,216.89173914
1636243200000,2021-11-07 00:00:00,LTC/USDT,197.49617436,201.97412814,197.1319999,201.83691592,915781.61329742,4591.27128928,0,0,0,199.46144664
1636156800000,2021-11-06 00:00:00,LTC/USDT,198.8767028,201,191.16060329,197.773,1091573.43966239,5600.82847134,0,0,0,194.89499549
1636070400000,2021-11-05 00:00:00,LTC/USDT,202.79010005,203.15901977,196.81412621,198.95914363,866699.66126083,4334.02103924,0,0,0,199.97587769
1635984000000,2021-11-04 00:00:00,LTC/USDT,207.07521606,207.11119999,196.45542127,202.93725642,1700330.57415946,8462.58409502,0,0,0,200.92332969
1635897600000,2021-11-03 00:00:00,LTC/USDT,200.92821432,209.10803956,197.62761306,207.14184064,2117474.45647175,10397.76969842,0,0,0,203.64698564
1635811200000,2021-11-02 00:00:00,LTC/USDT,197.63032615,204.6353,195.25411829,200.44597464,994104.3091245,4959.14589012,0,0,0,200.45877478
1635724800000,2021-11-01 00:00:00,LTC/USDT,191.95216607,201.0681,188.019,197.6628169,1539064.53315315,7941.74943214,0,0,0,193.79414401
1635638400000,2021-10-31 00:00:00,LTC/USDT,190.23114462,195.00003702,186.45470211,191.86258491,2561713.90146656,13412.48388555,0,0,0,190.99474216
1635552000000,2021-10-30 00:00:00,LTC/USDT,196.96213776,197.07653552,186.8380386,190.4115672,1109946.10457366,5791.87956797,0,0,0,191.63832596
1635465600000,2021-10-29 00:00:00,LTC/USDT,189.79601733,198.35714391,188.38959484,196.38721276,2058504.64135079,10673.0253394,0,0,0,192.86983548
1635379200000,2021-10-28 00:00:00,LTC/USDT,179.13544528,194.42882161,177.8614,189.8481838,2042973.67146756,10982.02061786,0,0,0,186.02894153
1635292800000,2021-10-27 00:00:00,LTC/USDT,197.76299995,204.77281793,171,179.08152766,3781533.18777686,20274.36389735,0,0,0,186.51796953
1635206400000,2021-10-26 00:00:00,LTC/USDT,195.5,199.15636509,190.51238043,197.51281019,1163474.9253898,6006.88284073,0,0,0,193.69029765
1635120000000,2021-10-25 00:00:00,LTC/USDT,190.493,197.29753392,189.66110986,195.42582036,1131246.42214157,5800.20689589,0,0,0,195.03552932
1635033600000,2021-10-24 00:00:00,LTC/USDT,196.36783892,199.79592672,185.353,190.43731111,1412733.37751768,7373.60193172,0,0,0,191.59338822
1634947200000,2021-10-23 00:00:00,LTC/USDT,190.91790077,197.75479961,189.04477278,196.16761798,613750.22573792,3162.89927976,0,0,0,194.04671835
1634860800000,2021-10-22 00:00:00,LTC/USDT,196.90722744,201.3033,188.0993,190.93497382,1827374.25682237,9314.71769346,0,0,0,196.18138916
1634774400000,2021-10-21 00:00:00,LTC/USDT,207.3762607,214.6085,195.48365391,196.5836703,4067244.83112862,19724.60713312,0,0,0,206.20156354
1634688000000,2021-10-20 00:00:00,LTC/USDT,188.6915071,209.14124793,185.7343192,207.441,3312791.45283056,16735.93599032,0,0,0,197.94479703
1634601600000,2021-10-19 00:00:00,LTC/USDT,185.69933251,191.60004013,183.27956323,188.71396368,2077484.35855684,11050.20171044,0,0,0,188.00420236
1634515200000,2021-10-18 00:00:00,LTC/USDT,183.79154993,187.49608146,178.64693351,185.56677645,1255296.22399267,6843.10772967,0,0,0,183.43949468
1634428800000,2021-10-17 00:00:00,LTC/USDT,186.09749959,188,176.74071501,183.6862934,821809.67741315,4491.19927249,0,0,0,182.98223426
1634342400000,2021-10-16 00:00:00,LTC/USDT,189.66,192.46,185.1975,186,971617.73763652,5143.38815828,0,0,0,188.90616607
1634256000000,2021-10-15 00:00:00,LTC/USDT,180.16504084,193,176.39836971,189.0849163,3715326.69392876,20216.19688535,0,0,0,183.7797047
1634169600000,2021-10-14 00:00:00,LTC/USDT,177.7776,186.30311262,177.04702563,181.33115002,1758880.18816309,9711.2880421,0,0,0,181.11708565
1634083200000,2021-10-13 00:00:00,LTC/USDT,172.51635005,179.63413428,167.70168197,177.5459117,1401823.19950219,8081.88245233,0,0,0,173.45255981
1633996800000,2021-10-12 00:00:00,LTC/USDT,179.10032796,179.22795403,166.64929131,172.60019966,1415802.19505772,8280.92839816,0,0,0,170.97143303
1633910400000,2021-10-11 00:00:00,LTC/USDT,174.69834655,185.22717437,172.89520308,179.26890808,1625168.75675014,9031.64816428,0,0,0,179.94154856
1633824000000,2021-10-10 00:00:00,LTC/USDT,179.92712352,183.90497979,174.00000001,174.87259219,829515.67980828,4627.63123186,0,0,0,179.25276199
1633737600000,2021-10-09 00:00:00,LTC/USDT,176,182.79536961,174.5,179.79279372,862898.54286405,4809.42053978,0,0,0,179.41840097
1633651200000,2021-10-08 00:00:00,LTC/USDT,178.5578219,183.25284331,174.55693878,175.74305053,1813384.11147058,10092.46322342,0,0,0,179.67705914
1633564800000,2021-10-07 00:00:00,LTC/USDT,178.5,186.9259749,173.58756238,178.35030797,1388023.74606105,7699.02347206,0,0,0,180.28568832
1633478400000,2021-10-06 00:00:00,LTC/USDT,173.72785946,182.85532342,163.96,178.41856293,1646457.88534997,9360.84843576,0,0,0,175.88767691
1633392000000,2021-10-05 00:00:00,LTC/USDT,167.6675,175.50271838,166.64874455,173.76915339,889855.55009651,5202.69443221,0,0,0,171.03744255
1633305600000,2021-10-04 00:00:00,LTC/USDT,170.22960001,170.70089159,161.53561234,167.75909995,958940.02452434,5770.34278568,0,0,0,166.18423898
1633219200000,2021-10-03 00:00:00,LTC/USDT,168.94479114,174.96224786,165.9339,170.44864648,1175415.30317808,6874.14414111,0,0,0,170.99078504
1633132800000,2021-10-02 00:00:00,LTC/USDT,166.22408492,172.71677077,164.69420032,169.14,1278706.67627201,7587.11296335,0,0,0,168.53665978
1633046400000,2021-10-01 00:00:00,LTC/USDT,153.1961932,167.99110769,151.22633219,166.15250805,1375278.08082249,8500.04598348,0,0,0,161.79654598
1632960000000,2021-09-30 00:00:00,LTC/USDT,144.65468821,154.35537867,144.0558,153.30814035,627852.84399645,4161.80946219,0,0,0,150.86054508
1632873600000,2021-09-29 00:00:00,LTC/USDT,140.3821271,150.13071976,139.89802389,144.95059325,974888.1735012,6677.3720352,0,0,0,145.99878041
1632787200000,2021-09-28 00:00:00,LTC/USDT,145.07262558,148.77863,140.16182917,140.59882892,1130077.11111685,7796.36913427,0,0,0,144.9491541
1632700800000,2021-09-27 00:00:00,LTC/USDT,150.6492,154.87411735,144.94663064,144.94663064,826042.20747836,5485.91664728,0,0,0,150.5750562
1632614400000,2021-09-26 00:00:00,LTC/USDT,150.97376905,153.34461292,142.14216969,150.82897444,1232482.77848693,8359.30705594,0,0,0,147.43839055
1632528000000,2021-09-25 00:00:00,LTC/USDT,152.29249063,155.8173221,148.61311937,150.9372986,1102524.44678621,7243.93212126,0,0,0,152.19972086
1632441600000,2021-09-24 00:00:00,LTC/USDT,163.98268758,166.40976988,141.9625,152.0966657,2886905.18709968,19218.88798676,0,0,0,150.21187433
1632355200000,2021-09-23 00:00:00,LTC/USDT,161.32464572,164.81,157.26774742,163.85923929,735808.10720103,4573.10526208,0,0,0,160.89900954
1632268800000,2021-09-22 00:00:00,LTC/USDT,148.4916419,161.85573596,145.5,161.32084217,1727713.62387207,11170.04081781,0,0,0,154.67388634
1632182400000,2021-09-21 00:00:00,LTC/USDT,156.9429,162.21190387,144.9,148.43718314,2143906.11517281,13875.92834184,0,0,0,154.50541847
1632096000000,2021-09-20 00:00:00,LTC/USDT,175.90972911,175.90972911,153.67675516,157.01028366,5042499.1287328,31089.08784925,0,0,0,162.19514555
1632009600000,2021-09-19 00:00:00,LTC/USDT,181.27991656,181.65735289,172.71080001,175.68830424,1234132.95852871,6977.68483012,0,0,0,176.8685443
1631923200000,2021-09-18 00:00:00,LTC/USDT,180.02043425,185.7,178.04721501,181.34617379,1334986.67492271,7318.14459913,0,0,0,182.42146719
1631836800000,2021-09-17 00:00:00,LTC/USDT,185.51974786,190.276,177.77,179.77493768,1384788.2064771,7575.07321114,0,0,0,182.80855747
1631750400000,2021-09-16 00:00:00,LTC/USDT,189.08229821,195.13314995,181.69499466,185.36968326,1420862.37729293,7537.95355885,0,0,0,188.49444563
1631664000000,2021-09-15 00:00:00,LTC/USDT,182.817,191.6226868,179.78170415,189.04236582,1348709.76144764,7280.80167318,0,0,0,185.24193103
1631577600000,2021-09-14 00:00:00,LTC/USDT,179.40312314,188.82352941,176.17381483,183.0826,1544357.47688456,8528.45409274,0,0,0,181.0829325
1631491200000,2021-09-13 00:00:00,LTC/USDT,183.06279784,235.41388293,170.84797213,179.16,11448996.02114814,59634.68793558,0,0,0,191.98551074
1631404800000,2021-09-12 00:00:00,LTC/USDT,178.26557966,186.01183698,175.18406044,183.17622091,1279066.69472061,7052.82859669,0,0,0,181.35513676
1631318400000,2021-09-11 00:00:00,LTC/USDT,174.09390887,185.93785977,173.26867222,178.59959149,1064751.04021055,5899.10227521,0,0,0,180.49374134
1631232000000,2021-09-10 00:00:00,LTC/USDT,180.401491,187.33943489,170.83206525,174.02711471,1980626.50191288,11128.94348092,0,0,0,177.97075753
1631145600000,2021-09-09 00:00:00,LTC/USDT,179.73338097,188.6267,176.7453279,180.31763559,3273575.07608873,17885.50621531,0,0,0,183.02948972
1631059200000,2021-09-08 00:00:00,LTC/USDT,178.56017204,189.1963,169.4,179.60458031,4943482.6776283,27531.77523365,0,0,0,179.55553667
1630972800000,2021-09-07 00:00:00,LTC/USDT,219.60165687,221.76470588,163.22710822,178.15914672,8930267.94794247,46951.17386254,0,0,0,190.20329447
1630886400000,2021-09-06 00:00:00,LTC/USDT,232.31336362,232.31336362,215.2299946,219.31445881,2252387.63791666,10075.36103974,0,0,0,223.55403732
1630800000000,2021-09-05 00:00:00,LTC/USDT,212.18285288,232.4322,210.6891,232.4322,2475577.00134856,11128.55158836,0,0,0,222.45275871
1630713600000,2021-09-04 00:00:00,LTC/USDT,213.01346044,225.1062522,208.57050323,211.6794328,3566690.31399885,16498.1061407,0,0,0,216.18786323
1630627200000,2021-09-03 00:00:00,LTC/USDT,183.36348232,217.57460935,179.95632455,212.88862751,2892559.45027556,14353.9900406,0,0,0,201.51605526
1630540800000,2021-09-02 00:00:00,LTC/USDT,180.83602423,187.9279,179.48742695,183.47585926,975783.26114439,5305.64405959,0,0,0,183.91419593
1630454400000,2021-09-01 00:00:00,LTC/USDT,171.2180297,182.57032997,168.8256,180.79717788,938512.89041339,5314.95181279,0,0,0,176.57975527
1630368000000,2021-08-31 00:00:00,LTC/USDT,167.31183818,175.212,165.70645745,171.56837093,906152.50895688,5288.10054593,0,0,0,171.35689858
1630281600000,2021-08-30 00:00:00,LTC/USDT,174.29513116,176.37214547,166.5941415,167.23888531,1720737.06673623,9947.61981228,0,0,0,172.97977799
1630195200000,2021-08-29 00:00:00,LTC/USDT,175.57537335,182.5328279,173.04894512,174.2355928,1586515.85254987,8890.01530969,0,0,0,178.46041849
1630108800000,2021-08-28 00:00:00,LTC/USDT,176.23097374,176.97125,171.45231826,175.56259874,246144.06631704,1415.94483067,0,0,0,173.83732825
1630022400000,2021-08-27 00:00:00,LTC/USDT,167.8677,176.17381483,165.16418815,176.15689097,573020.60334651,3331.3837277,0,0,0,172.00678462
1629936000000,2021-08-26 00:00:00,LTC/USDT,177.73,180.08855326,165.16501133,167.52650004,691004.41449648,4051.48078772,0,0,0,170.55601413
1629849600000,2021-08-25 00:00:00,LTC/USDT,173.44499998,178.9,169.28405117,177.87527502,686820.36559905,3927.35057206,0,0,0,174.88134888
1629763200000,2021-08-24 00:00:00,LTC/USDT,186.87713777,188.50481984,172.49840843,173.5560532,2104990.87370979,11760.51395782,0,0,0,178.98800012
1629676800000,2021-08-23 00:00:00,LTC/USDT,185.97594209,191.65,183.5897802,187.18626824,2152195.87407407,11509.01600725,0,0,0,187.00085851
1629590400000,2021-08-22 00:00:00,LTC/USDT,179.58791676,189.50931999,178.42116463,185.95170614,1479925.91639034,8090.02467625,0,0,0,182.93218817
1629504000000,2021-08-21 00:00:00,LTC/USDT,183.63205084,184.35567151,176.65672491,179.68999999,769040.40790928,4269.48585502,0,0,0,180.12482861
1629417600000,2021-08-20 00:00:00,LTC/USDT,175.5748217,184.02773938,174.2899,183.56237234,774571.1172467,4305.38463657,0,0,0,179.90753036
1629331200000,2021-08-19 00:00:00,LTC/USDT,166.66051872,175.77107307,162.64402826,175.65129595,1157194.37125263,6850.44446581,0,0,0,168.92252422
1629244800000,2021-08-18 00:00:00,LTC/USDT,168.57605818,174.48931515,163.04940153,166.59283735,1038798.40591409,6173.73464532,0,0,0,168.26094181
1629158400000,2021-08-17 00:00:00,LTC/USDT,178.05059006,184.2479,168.1220295,168.76567791,3496771.78072166,19584.64619468,0,0,0,178.5465893
1629072000000,2021-08-16 00:00:00,LTC/USDT,184.76316486,188.89415692,176.46340001,178.2249198,2354186.92949959,12902.53361134,0,0,0,182.45927508
1628985600000,2021-08-15 00:00:00,LTC/USDT,182.78428062,186.41938775,175.8084,184.6847,1150057.72233838,6345.51936462,0,0,0,181.23933696
1628899200000,2021-08-14 00:00:00,LTC/USDT,183.35962988,184.98896057,174.86382396,182.85937662,3915604.90902023,21811.5180472,0,0,0,179.52005452
1628812800000,2021-08-13 00:00:00,LTC/USDT,165.38123904,184.46306838,164.08184168,183.29913424,1379206.52918677,7799.48463658,0,0,0,176.83303364
1628726400000,2021-08-12 00:00:00,LTC/USDT,170.5,179.63119249,160.75860001,165.28660245,1167795.3568945,6944.57589857,0,0,0,168.15934823
1628640000000,2021-08-11 00:00:00,LTC/USDT,165.53299239,175.96698161,164.31606795,170.88426402,2026505.90260869,11828.33865952,0,0,0,171.32633423
1628553600000,2021-08-10 00:00:00,LTC/USDT,166.19588224,168.29819999,158.8797904,165.37555877,742640.47281782,4530.02399222,0,0,0,163.93742595
1628467200000,2021-08-09 00:00:00,LTC/USDT,149.87835308,170.64831092,145.28730845,166.33617,1025666.5796711,6355.04991816,0,0,0,161.39394542
1628380800000,2021-08-08 00:00:00,LTC/USDT,156.01191369,157.426392,147.25208678,149.72895849,1139116.63011317,7476.63254177,0,0,0,152.35690984
1628294400000,2021-08-07 00:00:00,LTC/USDT,147.92050494,156.34286825,147.15473211,156.04357368,875996.34675674,5740.60585264,0,0,0,152.59649752
1628208000000,2021-08-06 00:00:00,LTC/USDT,143.47636015,150.72896803,141.81957103,147.67780635,285608.7338877,1940.652975,0,0,0,147.17146113
1628121600000,2021-08-05 00:00:00,LTC/USDT,142.64633261,145.1381651,136.16710623,143.48594844,356165.93726966,2522.03714776,0,0,0,141.22152704
1628035200000,2021-08-04 00:00:00,LTC/USDT,138.46677385,144.40305881,135.62961463,142.48972283,420741.02111256,3015.73762144,0,0,0,139.51512827
1627948800000,2021-08-03 00:00:00,LTC/USDT,141.34862768,143.16096615,135.70574016,138.46677385,359272.01944683,2599.8194642,0,0,0,138.19114149
1627862400000,2021-08-02 00:00:00,LTC/USDT,140.13155838,145.76549698,138.98088,141.25900431,385114.31740871,2714.46073412,0,0,0,141.87507395
1627776000000,2021-08-01 00:00:00,LTC/USDT,144.35387584,149.60905261,138.16479825,140.30248309,926608.60303299,6448.96224654,0,0,0,143.68336603
1627689600000,2021-07-31 00:00:00,LTC/USDT,145.56122381,146.5018771,141.77330001,144.12285072,278897.24303825,1933.1761906,0,0,0,144.26892095
1627603200000,2021-07-30 00:00:00,LTC/USDT,141.63380523,145.78908,135.92049943,145.56355118,806391.43999211,5696.95176115,0,0,0,141.54787925
1627516800000,2021-07-29 00:00:00,LTC/USDT,140.36839184,142.99868867,136.91122632,141.4037,684033.92552317,4913.726694,0,0,0,139.20878553
1627430400000,2021-07-28 00:00:00,LTC/USDT,134.76105729,141.96177578,132.55363259,140.33697781,903876.61473657,6593.92484486,0,0,0,137.07717876
1627344000000,2021-07-27 00:00:00,LTC/USDT,131.1557523,135.05267844,127.49530612,134.76078489,587918.72539453,4488.97963818,0,0,0,130.96934554
1627257600000,2021-07-26 00:00:00,LTC/USDT,127.6412637,140.38921647,127.00917452,131.11704372,1585975.44810446,11690.53815406,0,0,0,135.66316855
1627171200000,2021-07-25 00:00:00,LTC/USDT,126.00273477,127.95006624,123.64597279,127.57850391,176459.60549272,1406.13169554,0,0,0,125.49294355
1627084800000,2021-07-24 00:00:00,LTC/USDT,124.49855263,127.65969808,123.36682886,126.00351775,440512.78838628,3515.62058629,0,0,0,125.30157267
1626998400000,2021-07-23 00:00:00,LTC/USDT,120.77382434,125,117.11732442,124.28132589,503644.31895733,4120.81182771,0,0,0,122.21968389
1626912000000,2021-07-22 00:00:00,LTC/USDT,117.67221,121.93184345,115.6356,120.69480804,395337.46462301,3330.344154,0,0,0,118.70769095
1626825600000,2021-07-21 00:00:00,LTC/USDT,107.28588568,119.25367433,105.12000306,117.66820148,963230.7176795,8420.7837699,0,0,0,114.3872998
1626739200000,2021-07-20 00:00:00,LTC/USDT,113.12512469,115.01732856,103.80763357,107.26747237,1067730.77232078,9944.64349772,0,0,0,107.36742574
1626652800000,2021-07-19 00:00:00,LTC/USDT,119.12670124,120.63453296,111.91118142,113.07123361,646583.94179243,5614.49744296,0,0,0,115.16328012
1626566400000,2021-07-18 00:00:00,LTC/USDT,119.93485531,123.99644301,116.4,119.23699999,669509.48293829,5598.59017978,0,0,0,119.58537085
1626480000000,2021-07-17 00:00:00,LTC/USDT,120.66108806,122.78826,117.69924593,119.95176176,517079.69316588,4297.72623534,0,0,0,120.31471174
1626393600000,2021-07-16 00:00:00,LTC/USDT,125.93504178,127.80960426,120.3925,120.70249723,308714.7736738,2498.40087951,0,0,0,123.56494756
1626307200000,2021-07-15 00:00:00,LTC/USDT,131.01580428,133,122.0621,125.68629192,483158.96523864,3825.21495187,0,0,0,126.30897121
1626220800000,2021-07-14 00:00:00,LTC/USDT,131.45893035,132.28906794,123.8773,130.98646988,571275.34625664,4488.13736367,0,0,0,127.28561983
1626134400000,2021-07-13 00:00:00,LTC/USDT,133.34232329,134.49327393,129.54364795,131.4344891,283249.3704763,2146.79982967,0,0,0,131.94027992
1626048000000,2021-07-12 00:00:00,LTC/USDT,134.2296234,139.72294965,132.00000001,133.41524949,861836.36822313,6308.09977814,0,0,0,136.6237692
1625961600000,2021-07-11 00:00:00,LTC/USDT,134.20109409,136.39157847,132.16134816,134.18191802,160526.43539732,1192.83278785,0,0,0,134.57580729
1625875200000,2021-07-10 00:00:00,LTC/USDT,134.56653602,136.69785404,130.45941,134.0378234,227323.74880329,1713.90941227,0,0,0,132.63463469
1625788800000,2021-07-09 00:00:00,LTC/USDT,131.95791,135.7101,126.08409773,134.51186414,239455.56236854,1820.55711171,0,0,0,131.52872866
1625702400000,2021-07-08 00:00:00,LTC/USDT,137.2,137.6453951,127.97005038,132.15062264,539077.24013256,4067.99361021,0,0,0,132.51673718
1625616000000,2021-07-07 00:00:00,LTC/USDT,138.68133394,142.806497,136.91122632,137.35604386,306764.13463286,2191.80960705,0,0,0,139.95929831
1625529600000,2021-07-06 00:00:00,LTC/USDT,137.68210945,142.75739419,135.68977975,138.89400773,587512.48548441,4218.87059119,0,0,0,139.25823814
1625443200000,2021-07-05 00:00:00,LTC/USDT,144.77402184,144.81932185,134,137.80904627,547334.7041827,3960.46948282,0,0,0,138.19944997
1625356800000,2021-07-04 00:00:00,LTC/USDT,140.17842632,148,136.91122633,144.89883194,328072.06048081,2274.30273989,0,0,0,144.25171052
1625270400000,2021-07-03 00:00:00,LTC/USDT,136.87356792,141.3108313,134.5602,140.06530774,633834.48281284,4569.92205876,0,0,0,138.69700066
1625184000000,2021-07-02 00:00:00,LTC/USDT,137.17335836,138.95,130.70969966,136.85425954,707339.46265914,5308.07913074,0,0,0,133.25714354
1625097600000,2021-07-01 00:00:00,LTC/USDT,143.71775103,143.80276153,134.24917305,137.26858007,615182.73331132,4500.33848693,0,0,0,136.69699181
1625011200000,2021-06-30 00:00:00,LTC/USDT,144.18567,146.55897959,136.16061224,144.21746104,604899.88625295,4310.94225991,0,0,0,140.31732502
1624924800000,2021-06-29 00:00:00,LTC/USDT,137.66061224,149.12542407,137.30915905,144.132705,1314368.01140491,9171.53276539,0,0,0,143.30952579
1624838400000,2021-06-28 00:00:00,LTC/USDT,132.4728,139.44504531,129.7907016,137.34523911,880825.00224694,6586.96755731,0,0,0,133.72238356
1624752000000,2021-06-27 00:00:00,LTC/USDT,126.75963327,132.56921162,124.76511,132.56921162,627725.12957616,4892.87657194,0,0,0,128.29367762
1624665600000,2021-06-26 00:00:00,LTC/USDT,124.89571428,129.30083847,118.7902,126.6703,1196419.81691627,9727.37109858,0,0,0,122.99518593
1624579200000,2021-06-25 00:00:00,LTC/USDT,134.63,138.38678231,124.37453,125.29547,1358347.72541115,10456.24000881,0,0,0,129.90785638
1624492800000,2021-06-24 00:00:00,LTC/USDT,129.16230436,137.25657678,123.7198116,134.56201912,1008062.62525277,7686.55663994,0,0,0,131.146191
1624406400000,2021-06-23 00:00:00,LTC/USDT,119.53035,133.79999997,115.52436,129.1039581,1386616.01999407,10970.63361224,0,0,0,126.39343077
1624320000000,2021-06-22 00:00:00,LTC/USDT,124.79342042,132.89817442,105.1195,119.51070069,5205893.60631193,44894.47270765,0,0,0,115.95845306
1624233600000,2021-06-21 00:00:00,LTC/USDT,154.88666774,155.22428571,124.1054,124.43473258,3798852.44613378,27796.77347287,0,0,0,136.66523022
1624147200000,2021-06-20 00:00:00,LTC/USDT,152.5,156,143.65339279,154.90521223,2062840.89265188,13773.56722614,0,0,0,149.76809266
1624060800000,2021-06-19 00:00:00,LTC/USDT,156.1437,160.66179464,152.52463259,152.91895027,828809.23354325,5249.13600095,0,0,0,157.89441031
1623974400000,2021-06-18 00:00:00,LTC/USDT,166.96084705,167.30196699,151.5,156.16224324,1086828.3524815,6846.48470675,0,0,0,158.74253708
1623888000000,2021-06-17 00:00:00,LTC/USDT,166.38345,173.34459,163.07701125,166.9691941,493149.72086561,2928.21338992,0,0,0,168.41317731
1623801600000,2021-06-16 00:00:00,LTC/USDT,175.16889896,177.42885463,164.38069726,166.48918367,870232.31611615,5144.85735661,0,0,0,169.14605319
1623715200000,2021-06-15 00:00:00,LTC/USDT,179.93429565,181,172.30722835,175.16889896,551567.48696475,3119.29660486,0,0,0,176.82431549
1623628800000,2021-06-14 00:00:00,LTC/USDT,171,180,166.40343,179.85748509,1454227.03693343,8425.668436,0,0,0,172.59485677
1623542400000,2021-06-13 00:00:00,LTC/USDT,162.17237057,171.54202781,156.56505191,170.78609542,894241.1932292,5437.97936583,0,0,0,164.44365325
1623456000000,2021-06-12 00:00:00,LTC/USDT,163.01525814,164.26258498,154.21563,161.38526596,1434310.89355857,8997.1215394,0,0,0,159.41886383
1623369600000,2021-06-11 00:00:00,LTC/USDT,168.25809,173.68571445,160.67630762,162.59834274,1038899.90621714,6148.93996393,0,0,0,168.95593587
1623283200000,2021-06-10 00:00:00,LTC/USDT,172.46989118,174.51737414,162.15165406,167.99595805,1833891.22759345,10902.29727152,0,0,0,168.21144956
1623196800000,2021-06-09 00:00:00,LTC/USDT,160.53928571,173.25,152.52463259,172.46989118,2548982.84342905,15479.93169012,0,0,0,164.663701
1623110400000,2021-06-08 00:00:00,LTC/USDT,161.75808,164.36591311,145.00000001,160.57120188,3102957.64305533,19955.62285636,0,0,0,155.49289868
1623024000000,2021-06-07 00:00:00,LTC/USDT,176.55646595,182.06444574,160.29793033,161.7560644,1831924.06378869,10627.0143805,0,0,0,172.38370046
1622937600000,2021-06-06 00:00:00,LTC/USDT,172.8342,180,172.2949,176.33208552,600370.42140464,3409.82303162,0,0,0,176.07084468
1622851200000,2021-06-05 00:00:00,LTC/USDT,178.61844,185.42185233,166.65600622,173.22315757,1420310.9092308,8102.50780887,0,0,0,175.29275413
1622764800000,2021-06-04 00:00:00,LTC/USDT,193.61021308,193.61021308,169.00000001,178.43432995,3234522.12831001,18232.71116704,0,0,0,177.40214818
1622678400000,2021-06-03 00:00:00,LTC/USDT,187.06185478,197.65758019,182,193.35321053,1726758.47275723,9004.22807115,0,0,0,191.7719608
1622592000000,2021-06-02 00:00:00,LTC/USDT,183.07585561,191.19519629,178.46765523,187.24910388,972303.55314733,5249.58778451,0,0,0,185.21521937
1622505600000,2021-06-01 00:00:00,LTC/USDT,187.85138134,193.03589412,176.00583998,182.83757594,2435069.92496611,13454.31443455,0,0,0,180.98803449
1622419200000,2021-05-31 00:00:00,LTC/USDT,170.4228,188.35138134,163.85875173,187.88588116,1968363.59372211,11088.86024778,0,0,0,177.50819739
1622332800000,2021-05-30 00:00:00,LTC/USDT,163.95524441,180.9,155.3,170.82838191,1457327.20475141,8522.27259147,0,0,0,171.00218153
1622246400000,2021-05-29 00:00:00,LTC/USDT,177.32190072,188.44751262,157.89359376,163.46385673,2811433.41868905,16271.7944254,0,0,0,172.77955615
1622160000000,2021-05-28 00:00:00,LTC/USDT,194.39016306,198.68936138,165.27793643,177.35497038,3873213.76458477,21710.94801362,0,0,0,178.39910823
1622073600000,2021-05-27 00:00:00,LTC/USDT,198.90218613,208.613173,180.724,194.10079807,3960666.45545292,20415.62719823,0,0,0,194.00170354
1621987200000,2021-05-26 00:00:00,LTC/USDT,184,204,179.6462,198.75391625,6194944.67694205,31966.92879019,0,0,0,193.79230071
1621900800000,2021-05-25 00:00:00,LTC/USDT,185.16631724,194.32903205,167.02911208,183.86752421,12666175.31658626,71174.54048147,0,0,0,177.959355
1621814400000,2021-05-24 00:00:00,LTC/USDT,142.4080897,185.16631724,139.74683259,185.16631724,12836715.38108917,79855.09491549,0,0,0,160.75011111
1621728000000,2021-05-23 00:00:00,LTC/USDT,169.11699198,176.19442651,118.20592766,142.39473872,19242739.84759405,134918.24885454,0,0,0,142.62518236
1621641600000,2021-05-22 00:00:00,LTC/USDT,179.45156974,184.36474552,161.77906138,169.4407837,12184462.21126081,70266.98540642,0,0,0,173.40237582
1621555200000,2021-05-21 00:00:00,LTC/USDT,210.45665567,218.79802387,156.80496691,179.9565226,15712756.72288453,84388.03755577,0,0,0,186.19649393
1621468800000,2021-05-20 00:00:00,LTC/USDT,186.24792076,224.57142857,166.82104654,210.20701219,15305043.86004287,76117.3282826,0,0,0,201.07174286
1621382400000,2021-05-19 00:00:00,LTC/USDT,295.00228636,300.22902694,150,186.1836043,21955345.14002655,95462.37701034,0,0,0,229.98950819
1621296000000,2021-05-18 00:00:00,LTC/USDT,281.53125,317.79340001,278.631675,294.79344576,9603798.60634216,32081.67183737,0,0,0,299.35467998
