https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USD
1695427200,2023-09-23 00:00:00,ADA/USD,0.24560,0.24640,0.24464,0.24586,23740.12288577,5836.746612695412
1695340800,2023-09-22 00:00:00,ADA/USD,0.24499,0.24606,0.24291,0.24495,466019.42097207,114151.45716710856
1695254400,2023-09-21 00:00:00,ADA/USD,0.25190,0.25299,0.24581,0.24594,301567.62198826,74167.54095179266
1695168000,2023-09-20 00:00:00,ADA/USD,0.25482,0.25604,0.25087,0.25157,212557.50049095,53473.0903985083
1695081600,2023-09-19 00:00:00,ADA/USD,0.25179,0.25789,0.25142,0.25496,51539.75409573,13140.575704247321
1694995200,2023-09-18 00:00:00,ADA/USD,0.24505,0.25587,0.24505,0.25133,240210.37247467,60372.07291405881
1694908800,2023-09-17 00:00:00,ADA/USD,0.24858,0.25087,0.24464,0.24702,252434.29936173,62356.32062833454
1694822400,2023-09-16 00:00:00,ADA/USD,0.25105,0.25324,0.24909,0.25046,112786.29721042,28248.455999321795
1694736000,2023-09-15 00:00:00,ADA/USD,0.25155,0.25430,0.24539,0.25072,398110.22202467,99814.19486602525
1694649600,2023-09-14 00:00:00,ADA/USD,0.24889,0.25263,0.24660,0.25148,2093414.47913967,526451.8732140441
1694563200,2023-09-13 00:00:00,ADA/USD,0.24511,0.25010,0.24373,0.24872,726980.93105014,180814.6971707908
1694476800,2023-09-12 00:00:00,ADA/USD,0.24205,0.25206,0.24104,0.24666,618086.23851320,152457.1515916659
1694390400,2023-09-11 00:00:00,ADA/USD,0.24864,0.24899,0.23740,0.24121,1149538.03650722,277280.0697859065
1694304000,2023-09-10 00:00:00,ADA/USD,0.25311,0.25311,0.24278,0.24914,617210.43282931,153771.80723509428
1694217600,2023-09-09 00:00:00,ADA/USD,0.25418,0.25569,0.25333,0.25347,268668.95888874,68099.52100952892
1694131200,2023-09-08 00:00:00,ADA/USD,0.25804,0.25963,0.25272,0.25436,342197.64055592,87041.39185180381
