https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE,Volume USD
1703203200,2023-12-22 00:00:00,AAVE/USD,101.63,101.63,95.67,100.02,638.84837227,63897.6141944454
1703116800,2023-12-21 00:00:00,AAVE/USD,99.83,100.86,98.93,100.05,308.24755946,30840.168323972997
1703030400,2023-12-20 00:00:00,AAVE/USD,100.75,105.08,99.60,99.96,492.86137709,49266.4232539164
1702944000,2023-12-19 00:00:00,AAVE/USD,99.50,111.66,99.06,100.41,219.25118216,22015.0112006856
1702857600,2023-12-18 00:00:00,AAVE/USD,100.58,100.58,94.43,99.00,116.02182309,11486.16048591
1702771200,2023-12-17 00:00:00,AAVE/USD,104.66,104.71,100.04,100.04,265.28300979,26538.912299391603
1702684800,2023-12-16 00:00:00,AAVE/USD,107.00,108.32,104.12,104.48,364.05755021,38036.7328459408
1702598400,2023-12-15 00:00:00,AAVE/USD,107.35,118.23,104.18,110.90,1788.70343628,198367.211083452
1702512000,2023-12-14 00:00:00,AAVE/USD,94.68,107.57,92.81,107.52,1589.51158181,170904.2852762112
1702425600,2023-12-13 00:00:00,AAVE/USD,90.39,98.00,89.81,94.23,183.25318523,17267.947644222902
1702339200,2023-12-12 00:00:00,AAVE/USD,92.13,93.34,91.11,91.11,1312.50534688,119582.36215423679
1702252800,2023-12-11 00:00:00,AAVE/USD,98.29,98.29,88.26,91.00,578.72556079,52664.026031890004
1702166400,2023-12-10 00:00:00,AAVE/USD,98.57,102.74,96.67,97.87,383.06819083,37490.8838365321
1702080000,2023-12-09 00:00:00,AAVE/USD,99.54,103.40,97.78,97.79,285.47599748,27916.6977935692
1701993600,2023-12-08 00:00:00,AAVE/USD,99.64,100.23,96.43,99.11,341.19456781,33815.793615649105
1701907200,2023-12-07 00:00:00,AAVE/USD,97.98,99.50,95.00,98.15,75.46111328,7406.508268432001
1701820800,2023-12-06 00:00:00,AAVE/USD,98.97,102.52,96.39,96.39,407.70504017,39298.6888219863
1701734400,2023-12-05 00:00:00,AAVE/USD,98.22,98.77,96.00,98.08,387.63013442,38018.7635839136
1701648000,2023-12-04 00:00:00,AAVE/USD,102.91,104.61,97.46,99.72,783.48137870,78128.763083964
1701561600,2023-12-03 00:00:00,AAVE/USD,104.93,105.83,101.50,102.94,144.27202265,14851.362011591
1701475200,2023-12-02 00:00:00,AAVE/USD,100.00,104.68,100.00,104.68,371.80817295,38920.87954440601
1701388800,2023-12-01 00:00:00,AAVE/USD,100.27,101.43,99.58,100.63,521.80084619,52508.8191520997
1701302400,2023-11-30 00:00:00,AAVE/USD,96.08,97.52,95.41,97.52,268.48329129,26182.4905666008
1701216000,2023-11-29 00:00:00,AAVE/USD,96.31,98.23,95.74,95.74,75.75218960,7252.514632303999
1701129600,2023-11-28 00:00:00,AAVE/USD,96.42,98.71,93.02,97.86,130.07942763,12729.572787871799
1701043200,2023-11-27 00:00:00,AAVE/USD,98.19,98.67,94.47,94.53,91.96770037,8693.7067159761
1700956800,2023-11-26 00:00:00,AAVE/USD,99.73,101.82,96.90,98.04,141.76795023,13898.9298405492
1700870400,2023-11-25 00:00:00,AAVE/USD,99.32,102.01,98.07,99.33,41.95500731,4167.390876102299
1700784000,2023-11-24 00:00:00,AAVE/USD,95.97,99.35,95.97,98.96,510.27263085,50496.579548915994
1700697600,2023-11-23 00:00:00,AAVE/USD,95.45,100.00,95.17,95.74,84.06829730,8048.698783501999
1700611200,2023-11-22 00:00:00,AAVE/USD,87.72,95.28,87.72,95.28,237.37931280,22617.500923584
1700524800,2023-11-21 00:00:00,AAVE/USD,91.77,91.77,85.17,85.17,148.42008949,12640.939021863302
1700438400,2023-11-20 00:00:00,AAVE/USD,91.81,92.64,90.00,90.00,73.44034080,6609.630672
1700352000,2023-11-19 00:00:00,AAVE/USD,86.59,91.94,86.59,91.94,20.16937588,1854.3724184072
1700265600,2023-11-18 00:00:00,AAVE/USD,86.90,87.39,84.09,87.29,13.15208198,1148.0452360342001
1700179200,2023-11-17 00:00:00,AAVE/USD,93.00,93.00,85.36,88.63,88.72014786,7863.266704831799
1700092800,2023-11-16 00:00:00,AAVE/USD,96.69,96.69,90.57,90.57,148.34879311,13435.950191972699
1700006400,2023-11-15 00:00:00,AAVE/USD,91.19,95.55,91.11,95.55,115.97818059,11081.715155374499
1699920000,2023-11-14 00:00:00,AAVE/USD,92.21,95.23,85.81,90.13,156.19971233,14078.2800723029
1699833600,2023-11-13 00:00:00,AAVE/USD,99.37,103.09,92.90,93.08,483.82635465,45034.557090821996
1699747200,2023-11-12 00:00:00,AAVE/USD,93.50,99.74,93.50,99.74,357.18860781,35625.991742969396
1699660800,2023-11-11 00:00:00,AAVE/USD,95.70,101.41,95.70,96.39,608.96189900,58697.83744461
1699574400,2023-11-10 00:00:00,AAVE/USD,98.63,100.44,95.74,100.44,391.60585088,39332.8916623872
1699488000,2023-11-09 00:00:00,AAVE/USD,101.61,109.10,61.44,98.93,2025.18365872,200351.41935716962
1699401600,2023-11-08 00:00:00,AAVE/USD,97.69,100.40,95.25,100.31,348.38994434,34946.9953167454
1699315200,2023-11-07 00:00:00,AAVE/USD,101.38,104.55,95.89,97.03,664.39275531,64466.0290477293
1699228800,2023-11-06 00:00:00,AAVE/USD,89.96,100.00,88.57,98.97,1094.30132984,108303.00261426481
1699142400,2023-11-05 00:00:00,AAVE/USD,90.28,91.16,87.46,89.46,251.16860042,22469.5429935732
1699056000,2023-11-04 00:00:00,AAVE/USD,89.53,92.36,88.28,90.18,202.37985653,18250.6154618754
1698969600,2023-11-03 00:00:00,AAVE/USD,89.28,91.86,88.65,89.60,391.36012318,35065.867036928
1698883200,2023-11-02 00:00:00,AAVE/USD,89.18,102.04,3.50,91.51,1604.83104322,146858.08876506222
1698796800,2023-11-01 00:00:00,AAVE/USD,82.10,91.46,81.39,88.50,222.85477692,19722.64775742
1698710400,2023-10-31 00:00:00,AAVE/USD,82.78,83.56,80.74,80.74,63.86915810,5156.795824993999
1698624000,2023-10-30 00:00:00,AAVE/USD,84.19,86.64,81.52,83.66,181.54499890,15188.054607974
1698537600,2023-10-29 00:00:00,AAVE/USD,80.14,85.72,80.14,85.57,68.89935664,5895.717947684799
1698451200,2023-10-28 00:00:00,AAVE/USD,78.70,81.39,78.70,80.64,102.35010171,8253.5122018944
1698364800,2023-10-27 00:00:00,AAVE/USD,79.24,79.42,77.21,78.35,49.03087309,3841.5689066014997
1698278400,2023-10-26 00:00:00,AAVE/USD,86.35,86.35,78.01,80.73,224.54325467,18127.3769495091
1698192000,2023-10-25 00:00:00,AAVE/USD,85.26,85.26,82.35,84.98,133.34115191,11331.331089311801
1698105600,2023-10-24 00:00:00,AAVE/USD,84.82,90.76,81.52,82.47,720.31840861,59404.6591580667
1698019200,2023-10-23 00:00:00,AAVE/USD,79.65,87.01,78.66,84.36,1012.99248443,85456.0459865148
1697932800,2023-10-22 00:00:00,AAVE/USD,70.98,80.05,69.05,79.36,675.85146985,53635.572647295994
1697846400,2023-10-21 00:00:00,AAVE/USD,65.60,70.24,65.60,69.60,192.78416330,13417.777765679999
1697760000,2023-10-20 00:00:00,AAVE/USD,63.91,69.95,63.91,66.20,648.20711195,42911.31081109
1697673600,2023-10-19 00:00:00,AAVE/USD,62.23,65.15,61.29,63.86,537.46123989,34322.2747793754
1697587200,2023-10-18 00:00:00,AAVE/USD,63.23,63.39,61.88,62.11,66.31585942,4118.8780285761995
1697500800,2023-10-17 00:00:00,AAVE/USD,64.69,64.97,62.24,62.66,30.56162114,1914.9911806323998
1697414400,2023-10-16 00:00:00,AAVE/USD,65.76,67.02,63.61,65.08,63.46957148,4130.599711918399
1697328000,2023-10-15 00:00:00,AAVE/USD,64.51,64.56,64.01,64.36,30.34277511,1952.8610060796
1697241600,2023-10-14 00:00:00,AAVE/USD,64.04,64.73,64.04,64.51,17.66063478,1139.2875496578
1697155200,2023-10-13 00:00:00,AAVE/USD,63.35,63.92,63.31,63.66,30.58875508,1947.2801483928
1697068800,2023-10-12 00:00:00,AAVE/USD,63.31,64.07,61.94,62.89,34.10331510,2144.757486639
1696982400,2023-10-11 00:00:00,AAVE/USD,64.13,64.38,62.70,63.11,57.89213940,3653.5729175339998
1696896000,2023-10-10 00:00:00,AAVE/USD,63.35,64.57,63.01,63.69,35.90318611,2286.6739233458998
1696809600,2023-10-09 00:00:00,AAVE/USD,66.03,66.03,62.82,63.44,50.18440439,3183.6986145016
1696723200,2023-10-08 00:00:00,AAVE/USD,66.53,66.53,65.81,66.12,7.11596640,470.507698368
1696636800,2023-10-07 00:00:00,AAVE/USD,69.09,69.09,66.06,66.79,48.83635711,3261.7802913769005
1696550400,2023-10-06 00:00:00,AAVE/USD,66.97,69.48,66.97,69.45,558.52689002,38789.692511889
1696464000,2023-10-05 00:00:00,AAVE/USD,66.81,72.52,66.61,66.69,789.70410588,52665.3668211372
1696377600,2023-10-04 00:00:00,AAVE/USD,64.34,65.69,64.34,65.69,47.91388779,3147.4632889250997
1696291200,2023-10-03 00:00:00,AAVE/USD,69.67,69.90,64.95,65.35,71.94570415,4701.6517662025
1696204800,2023-10-02 00:00:00,AAVE/USD,72.01,72.02,68.57,69.22,378.77129920,26218.549330624
1696118400,2023-10-01 00:00:00,AAVE/USD,67.54,72.38,67.26,72.38,171.09447912,12383.818398705598
1696032000,2023-09-30 00:00:00,AAVE/USD,66.24,68.34,66.14,67.81,138.15743724,9368.4558192444
1695945600,2023-09-29 00:00:00,AAVE/USD,65.37,67.53,65.37,66.06,186.35140807,12310.374017104199
1695859200,2023-09-28 00:00:00,AAVE/USD,60.89,66.62,60.76,65.73,138.69249286,9116.2575556878
1695772800,2023-09-27 00:00:00,AAVE/USD,60.79,62.52,60.26,60.45,48.69313120,2943.4997810400005
1695686400,2023-09-26 00:00:00,AAVE/USD,61.83,62.06,60.84,60.96,17.72941826,1080.7853371296
1695600000,2023-09-25 00:00:00,AAVE/USD,61.80,62.57,61.24,62.36,85.35635137,5322.8220714332
1695513600,2023-09-24 00:00:00,AAVE/USD,63.18,63.18,62.02,62.57,36.94171997,2311.4434185229
1695427200,2023-09-23 00:00:00,AAVE/USD,64.65,64.68,62.91,63.01,9.76422528,615.2438348928
1695340800,2023-09-22 00:00:00,AAVE/USD,62.74,64.25,62.74,64.25,58.51291973,3759.4550926525
1695254400,2023-09-21 00:00:00,AAVE/USD,65.37,65.37,62.40,62.40,98.83661348,6167.404681151999
1695168000,2023-09-20 00:00:00,AAVE/USD,61.98,64.84,61.61,64.84,206.08404156,13362.4892547504
1695081600,2023-09-19 00:00:00,AAVE/USD,61.61,63.85,61.61,62.12,68.19421333,4236.224532059599
1694995200,2023-09-18 00:00:00,AAVE/USD,58.75,62.39,58.53,60.49,44.89409793,2715.6439837857
1694908800,2023-09-17 00:00:00,AAVE/USD,58.64,61.50,57.93,59.06,325.40395693,19218.3576962858
1694822400,2023-09-16 00:00:00,AAVE/USD,56.42,62.40,56.42,59.47,936.90680840,55717.847895548
1694736000,2023-09-15 00:00:00,AAVE/USD,54.55,55.82,54.55,55.82,2.66098449,148.5361542318
1694649600,2023-09-14 00:00:00,AAVE/USD,54.41,54.87,54.05,54.87,25.51482053,1399.9982024811
1694563200,2023-09-13 00:00:00,AAVE/USD,53.84,54.24,53.24,53.82,59.11777358,3181.7185740756
1694476800,2023-09-12 00:00:00,AAVE/USD,53.01,53.89,52.85,53.42,244.30851136,13050.9606768512
1694390400,2023-09-11 00:00:00,AAVE/USD,52.53,52.55,51.91,51.94,14.44835164,750.4473841816
1694304000,2023-09-10 00:00:00,AAVE/USD,55.41,55.66,54.16,54.16,53.59212474,2902.5494759184
1694217600,2023-09-09 00:00:00,AAVE/USD,56.65,56.65,55.98,56.00,3.20635949,179.55613144
1694131200,2023-09-08 00:00:00,AAVE/USD,56.47,56.60,55.85,55.85,9.10371331,508.4423883635
1694044800,2023-09-07 00:00:00,AAVE/USD,55.13,56.11,55.05,56.11,235.04386595,13188.3113184545
1693958400,2023-09-06 00:00:00,AAVE/USD,55.77,55.77,54.58,55.08,18.88308073,1040.0800866084
1693872000,2023-09-05 00:00:00,AAVE/USD,54.26,55.53,54.10,55.24,239.24865669,13216.0957955556
1693785600,2023-09-04 00:00:00,AAVE/USD,54.81,54.81,54.28,54.28,3.69380768,200.4998808704
1693699200,2023-09-03 00:00:00,AAVE/USD,55.00,55.00,54.48,54.67,19.01432033,1039.5128924411001
1693612800,2023-09-02 00:00:00,AAVE/USD,54.57,55.11,54.41,55.11,54.94614198,3028.0818845178
1693526400,2023-09-01 00:00:00,AAVE/USD,55.47,55.47,53.94,54.44,432.28307797,23533.4907646868
1693440000,2023-08-31 00:00:00,AAVE/USD,57.76,57.76,55.29,55.56,14.79944324,822.2570664144
1693353600,2023-08-30 00:00:00,AAVE/USD,59.61,59.61,57.68,57.72,6.91926435,399.37993828199996
1693267200,2023-08-29 00:00:00,AAVE/USD,56.86,60.17,56.86,59.33,350.17959605,20776.155433646498
1693180800,2023-08-28 00:00:00,AAVE/USD,58.11,58.37,56.04,58.37,16.51848694,964.1840826877999
1693094400,2023-08-27 00:00:00,AAVE/USD,57.03,58.13,57.02,58.13,10.90951715,634.1702319295
1693008000,2023-08-26 00:00:00,AAVE/USD,56.94,57.05,56.38,56.71,23.89765371,1355.2359418941
1692921600,2023-08-25 00:00:00,AAVE/USD,57.69,58.90,55.73,56.87,298.37917614,16968.823747081802
1692835200,2023-08-24 00:00:00,AAVE/USD,57.18,58.76,56.19,57.42,86.72902761,4979.9807653662
1692748800,2023-08-23 00:00:00,AAVE/USD,55.80,57.45,55.41,57.03,16.46388670,938.935458501
1692662400,2023-08-22 00:00:00,AAVE/USD,55.28,55.51,53.62,54.70,70.62180799,3863.012897053
1692576000,2023-08-21 00:00:00,AAVE/USD,57.00,57.00,55.46,55.47,64.40227301,3572.3940838647
1692489600,2023-08-20 00:00:00,AAVE/USD,56.38,56.38,56.38,56.38,0.35429584,19.9751994592
1692403200,2023-08-19 00:00:00,AAVE/USD,55.96,56.51,55.80,56.22,3.51793249,197.7781645878
1692316800,2023-08-18 00:00:00,AAVE/USD,56.29,56.68,55.08,55.66,136.41810650,7593.031807789999
1692230400,2023-08-17 00:00:00,AAVE/USD,60.02,60.31,50.01,54.66,477.43479911,26096.586119352596
1692144000,2023-08-16 00:00:00,AAVE/USD,63.53,64.12,59.29,59.29,149.46202306,8861.603347227401
1692057600,2023-08-15 00:00:00,AAVE/USD,65.72,65.72,62.11,63.23,22.31604202,1411.0433369246
1691971200,2023-08-14 00:00:00,AAVE/USD,66.17,66.17,65.58,65.59,3.49933269,229.52123113710002
1691884800,2023-08-13 00:00:00,AAVE/USD,65.98,66.20,65.69,66.02,3.33887450,220.43249449
1691798400,2023-08-12 00:00:00,AAVE/USD,66.37,66.38,65.87,66.06,3.31187663,218.7825701778
1691712000,2023-08-11 00:00:00,AAVE/USD,66.28,66.70,65.44,65.73,182.57082838,12000.380549417401
1691625600,2023-08-10 00:00:00,AAVE/USD,67.13,69.23,67.13,67.49,68.57662936,4628.236715506399
1691539200,2023-08-09 00:00:00,AAVE/USD,66.49,67.68,66.23,66.69,53.61013013,3575.2595783697
1691452800,2023-08-08 00:00:00,AAVE/USD,64.81,66.91,64.66,66.76,48.07809066,3209.6933324616
1691366400,2023-08-07 00:00:00,AAVE/USD,66.25,66.31,64.06,64.71,21.16427689,1369.5403575519
1691280000,2023-08-06 00:00:00,AAVE/USD,65.13,65.80,64.93,65.80,3.76850614,247.96770401199998
1691193600,2023-08-05 00:00:00,AAVE/USD,64.62,65.36,63.44,64.23,128.25642699,8237.9103055677
1691107200,2023-08-04 00:00:00,AAVE/USD,63.32,66.80,63.22,64.56,19.49098165,1258.337775324
1691020800,2023-08-03 00:00:00,AAVE/USD,64.81,64.81,62.97,62.97,43.28547814,2725.6865584758
1690934400,2023-08-02 00:00:00,AAVE/USD,66.06,66.38,61.01,64.77,3785.29281638,245173.4157169326
1690848000,2023-08-01 00:00:00,AAVE/USD,65.00,67.09,61.71,64.70,713.65716972,46173.618880884
1690761600,2023-07-31 00:00:00,AAVE/USD,70.76,71.71,63.99,65.43,166.59565314,10900.3535849502
1690675200,2023-07-30 00:00:00,AAVE/USD,74.51,74.54,69.56,70.80,143.83137742,10183.261521335999
1690588800,2023-07-29 00:00:00,AAVE/USD,72.44,74.33,72.15,74.33,56.29996606,4184.7764772398
1690502400,2023-07-28 00:00:00,AAVE/USD,72.50,73.70,72.31,72.64,388.92684174,28251.645783993597
1690416000,2023-07-27 00:00:00,AAVE/USD,72.54,74.24,72.06,72.06,31.91622814,2299.8833997684
1690329600,2023-07-26 00:00:00,AAVE/USD,70.01,72.47,69.32,72.47,105.03252270,7611.706920069
1690243200,2023-07-25 00:00:00,AAVE/USD,70.31,70.75,69.88,70.29,9.15021125,643.1683487625
1690156800,2023-07-24 00:00:00,AAVE/USD,72.16,72.16,68.51,70.32,307.74585499,21640.6885228968
1690070400,2023-07-23 00:00:00,AAVE/USD,71.60,72.86,71.53,72.45,31.20711865,2260.9557461925
1689984000,2023-07-22 00:00:00,AAVE/USD,74.37,74.37,71.21,71.57,8.30938233,594.7024933580999
1689897600,2023-07-21 00:00:00,AAVE/USD,75.08,75.08,73.72,74.16,125.20602215,9285.278602643999
1689811200,2023-07-20 00:00:00,AAVE/USD,72.53,74.04,71.80,72.64,11.57589931,840.8733258784
1689724800,2023-07-19 00:00:00,AAVE/USD,71.77,73.00,71.77,71.98,89.05438442,6410.134590551601
1689638400,2023-07-18 00:00:00,AAVE/USD,74.27,74.27,70.78,71.87,49.51224175,3558.4448145725005
1689552000,2023-07-17 00:00:00,AAVE/USD,78.06,78.06,74.38,75.12,33.55845899,2520.9114393288
1689465600,2023-07-16 00:00:00,AAVE/USD,78.47,79.12,77.29,77.49,119.03983470,9224.396790903
1689379200,2023-07-15 00:00:00,AAVE/USD,79.00,81.09,78.69,78.70,124.79274521,9821.189048027001
1689292800,2023-07-14 00:00:00,AAVE/USD,79.76,87.70,76.80,79.35,906.76364501,71951.69523154349
1689206400,2023-07-13 00:00:00,AAVE/USD,75.00,78.86,75.00,77.99,490.10573202,38223.3460402398
1689120000,2023-07-12 00:00:00,AAVE/USD,74.47,77.00,74.10,75.93,403.75445731,30657.075943548305
1689033600,2023-07-11 00:00:00,AAVE/USD,69.24,74.14,69.24,73.49,77.84421474,5720.771341242599
1688947200,2023-07-10 00:00:00,AAVE/USD,70.53,70.53,69.18,69.42,23.95916266,1663.2450718572002
1688860800,2023-07-09 00:00:00,AAVE/USD,71.95,73.20,71.80,72.42,31.52025727,2282.6970314934
1688774400,2023-07-08 00:00:00,AAVE/USD,74.47,76.30,73.04,73.28,100.11571001,7336.4792295328
1688688000,2023-07-07 00:00:00,AAVE/USD,70.57,73.57,70.57,73.57,73.15185543,5381.782003985099
1688601600,2023-07-06 00:00:00,AAVE/USD,74.37,76.54,71.38,71.38,64.29397927,4589.304240292599
1688515200,2023-07-05 00:00:00,AAVE/USD,78.57,80.39,72.37,75.02,123.20413089,9242.7738993678
1688428800,2023-07-04 00:00:00,AAVE/USD,72.69,79.58,72.60,77.99,349.57539517,27263.385069308297
1688342400,2023-07-03 00:00:00,AAVE/USD,71.01,73.07,65.31,72.73,52.63258187,3827.9676794051006
1688256000,2023-07-02 00:00:00,AAVE/USD,67.72,73.20,67.72,69.68,121.95701482,8497.9647926576
1688169600,2023-07-01 00:00:00,AAVE/USD,68.75,68.75,67.24,67.76,14.95463786,1013.3262613936001
1688083200,2023-06-30 00:00:00,AAVE/USD,62.03,70.62,62.02,70.54,656.38237940,46301.21304287601
1687996800,2023-06-29 00:00:00,AAVE/USD,59.75,64.61,59.75,63.19,141.80069490,8960.385910731
1687910400,2023-06-28 00:00:00,AAVE/USD,64.11,64.11,58.41,59.51,102.77178587,6115.9489771236995
1687824000,2023-06-27 00:00:00,AAVE/USD,63.23,65.98,63.22,64.25,43.08528380,2768.2294841499997
1687737600,2023-06-26 00:00:00,AAVE/USD,68.38,69.16,63.63,63.96,257.26541905,16454.696202438
1687651200,2023-06-25 00:00:00,AAVE/USD,57.13,76.37,57.13,69.12,3230.60360492,223299.32117207043
1687564800,2023-06-24 00:00:00,AAVE/USD,57.10,58.11,57.10,57.69,70.78170923,4083.3968054787
1687478400,2023-06-23 00:00:00,AAVE/USD,55.83,57.39,55.83,56.86,1155.66691677,65711.2208875422
1687392000,2023-06-22 00:00:00,AAVE/USD,55.00,57.21,54.98,55.48,504.34809990,27981.232582452
1687305600,2023-06-21 00:00:00,AAVE/USD,53.99,54.93,53.73,54.93,31.69890738,1741.2209823834
1687219200,2023-06-20 00:00:00,AAVE/USD,52.30,52.92,50.99,52.87,470.74937096,24888.5192426552
1687132800,2023-06-19 00:00:00,AAVE/USD,50.73,52.13,50.73,51.79,101.45299505,5254.2506136394995
1687046400,2023-06-18 00:00:00,AAVE/USD,51.25,51.89,51.20,51.67,32.30560120,1669.230414004
1686960000,2023-06-17 00:00:00,AAVE/USD,50.72,51.79,50.69,50.92,115.00395330,5856.001302036
1686873600,2023-06-16 00:00:00,AAVE/USD,49.80,51.04,49.40,50.61,217.30576973,10997.8450060353
1686787200,2023-06-15 00:00:00,AAVE/USD,52.17,52.17,49.32,50.43,774.31916121,39048.9152998203
1686700800,2023-06-14 00:00:00,AAVE/USD,55.18,55.65,51.50,52.36,415.06734422,21732.9261433592
1686614400,2023-06-13 00:00:00,AAVE/USD,54.40,55.65,54.40,55.65,93.13200932,5182.796318658
1686528000,2023-06-12 00:00:00,AAVE/USD,51.57,53.20,51.57,53.09,34.03305871,1806.8150869139001
1686441600,2023-06-11 00:00:00,AAVE/USD,52.20,52.50,51.72,52.44,54.00558300,2832.05277252
1686355200,2023-06-10 00:00:00,AAVE/USD,59.65,59.65,47.20,52.94,887.13880534,46965.1283546996
1686268800,2023-06-09 00:00:00,AAVE/USD,60.10,60.39,59.91,59.91,16.09295261,964.1287908651
1686182400,2023-06-08 00:00:00,AAVE/USD,59.20,60.37,59.11,59.79,54.46210185,3256.2890696115
1686096000,2023-06-07 00:00:00,AAVE/USD,61.44,61.44,59.00,59.00,102.80274350,6065.3618665
1686009600,2023-06-06 00:00:00,AAVE/USD,60.29,62.03,59.85,61.84,578.14667192,35752.5901915328
1685923200,2023-06-05 00:00:00,AAVE/USD,62.70,62.76,57.29,60.19,184.90978048,11129.7196870912
1685836800,2023-06-04 00:00:00,AAVE/USD,64.50,64.61,63.25,63.59,46.76252258,2973.6288108622
1685750400,2023-06-03 00:00:00,AAVE/USD,63.44,63.96,63.17,63.17,33.45203906,2113.1653074202
1685664000,2023-06-02 00:00:00,AAVE/USD,62.72,64.50,62.72,63.82,131.62029680,8400.007341776
1685577600,2023-06-01 00:00:00,AAVE/USD,63.61,63.61,62.50,62.90,36.35591748,2286.787209492
1685491200,2023-05-31 00:00:00,AAVE/USD,66.00,66.00,63.50,63.50,793.76206312,50403.89100812
1685404800,2023-05-30 00:00:00,AAVE/USD,67.58,67.86,67.58,67.86,46.58547200,3161.2901299200003
1685318400,2023-05-29 00:00:00,AAVE/USD,69.35,69.35,66.94,67.46,94.37876531,6366.7915078126
1685232000,2023-05-28 00:00:00,AAVE/USD,65.68,67.51,65.68,67.40,175.08583299,11800.785143526002
1685145600,2023-05-27 00:00:00,AAVE/USD,65.03,65.68,64.91,65.68,245.24222672,16107.509450969601
1685059200,2023-05-26 00:00:00,AAVE/USD,63.08,63.20,63.08,63.20,8.34758786,527.5675527520001
1684972800,2023-05-25 00:00:00,AAVE/USD,64.02,64.15,62.69,63.41,350.40293093,22219.0498502713
1684886400,2023-05-24 00:00:00,AAVE/USD,65.16,65.16,62.88,62.88,326.83084983,20551.1238373104
1684800000,2023-05-23 00:00:00,AAVE/USD,64.91,65.78,64.91,65.47,19.09658354,1250.2533243638
1684713600,2023-05-22 00:00:00,AAVE/USD,64.38,64.38,64.38,64.38,3.52055420,226.653279396
1684627200,2023-05-21 00:00:00,AAVE/USD,65.08,65.08,65.06,65.07,82.10428262,5342.5256700834
1684540800,2023-05-20 00:00:00,AAVE/USD,65.28,65.28,65.28,65.28,0.54302458,35.4486445824
1684454400,2023-05-19 00:00:00,AAVE/USD,65.35,65.35,65.17,65.17,0.40354537,26.299051762900003
1684368000,2023-05-18 00:00:00,AAVE/USD,65.04,66.34,64.93,65.25,146.89558370,9584.936836425
1684281600,2023-05-17 00:00:00,AAVE/USD,63.48,64.20,62.70,64.06,332.17239661,21278.963726836602
1684195200,2023-05-16 00:00:00,AAVE/USD,62.55,62.55,62.23,62.23,22.66629535,1410.5235596305
1684108800,2023-05-15 00:00:00,AAVE/USD,63.17,63.83,63.17,63.79,10.65830792,679.8934622168
1684022400,2023-05-14 00:00:00,AAVE/USD,62.49,62.49,62.25,62.26,15.14840515,943.139704639
1683936000,2023-05-13 00:00:00,AAVE/USD,62.79,62.96,62.40,62.58,14.55008877,910.5445552266
1683849600,2023-05-12 00:00:00,AAVE/USD,61.48,62.36,61.07,61.51,169.76538325,10442.2687237075
1683763200,2023-05-11 00:00:00,AAVE/USD,63.74,63.74,61.56,62.40,90.53241523,5649.222710352
