https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT
1685664000,2023-06-02 00:00:00,XRP/USDT,0.50639,0.52503,0.50339,0.52472,430002.51399023,225630.91914095345
1685577600,2023-06-01 00:00:00,XRP/USDT,0.51559,0.51559,0.50278,0.50601,326518.63243317,165221.69319750834
1685491200,2023-05-31 00:00:00,XRP/USDT,0.52095,0.52691,0.50081,0.51698,552032.77995926,285389.9065833382
1685404800,2023-05-30 00:00:00,XRP/USDT,0.49425,0.52736,0.48925,0.52214,2087024.64897181,1089719.050214141
1685318400,2023-05-29 00:00:00,XRP/USDT,0.48215,0.49501,0.47735,0.49305,2528139.02176164,1246498.9446795767
1685232000,2023-05-28 00:00:00,XRP/USDT,0.46978,0.48589,0.46978,0.48222,560925.56857948,270489.52768039686
1685145600,2023-05-27 00:00:00,XRP/USDT,0.46839,0.47905,0.46701,0.47178,754609.25240649,356009.55310033384
1685059200,2023-05-26 00:00:00,XRP/USDT,0.45267,0.46971,0.45267,0.46889,2330197.79100414,1092606.4422239312
1684972800,2023-05-25 00:00:00,XRP/USDT,0.45334,0.45472,0.44610,0.45344,1259709.42638811,571202.6423014246
1684886400,2023-05-24 00:00:00,XRP/USDT,0.46456,0.46456,0.44577,0.45383,1631638.67436880,740486.5795887925
1684800000,2023-05-23 00:00:00,XRP/USDT,0.46157,0.46722,0.45876,0.46538,1264626.93775580,588532.0842927942
1684713600,2023-05-22 00:00:00,XRP/USDT,0.45806,0.46642,0.44986,0.46089,1469614.55719868,677330.6532672996
1684627200,2023-05-21 00:00:00,XRP/USDT,0.46878,0.47057,0.45604,0.45911,403891.57327167,185430.6602047564
1684540800,2023-05-20 00:00:00,XRP/USDT,0.46751,0.46951,0.46266,0.46942,207692.77228884,97495.14116782727
1684454400,2023-05-19 00:00:00,XRP/USDT,0.46127,0.47394,0.45800,0.46765,437988.59370058,204825.36584407624
1684368000,2023-05-18 00:00:00,XRP/USDT,0.44559,0.47072,0.44312,0.46009,1782761.81077151,820230.8815178641
1684281600,2023-05-17 00:00:00,XRP/USDT,0.44297,0.46065,0.43833,0.44851,2353211.16242136,1055438.7384576043
1684195200,2023-05-16 00:00:00,XRP/USDT,0.42735,0.44270,0.41918,0.44201,1725127.40899103,762523.5660481252
1684108800,2023-05-15 00:00:00,XRP/USDT,0.42540,0.43014,0.42185,0.42807,2927121.85044660,1253013.0505206762
1684022400,2023-05-14 00:00:00,XRP/USDT,0.42368,0.43149,0.42209,0.42575,797194.75638873,339405.6675325018
1683936000,2023-05-13 00:00:00,XRP/USDT,0.42735,0.42844,0.42306,0.42405,455683.89287361,193232.75477305433
1683849600,2023-05-12 00:00:00,XRP/USDT,0.42061,0.44291,0.41708,0.43099,1488250.92715542,641421.2670947145
1683763200,2023-05-11 00:00:00,XRP/USDT,0.42922,0.42930,0.41169,0.41920,1267533.21481914,531349.9236521835
1683676800,2023-05-10 00:00:00,XRP/USDT,0.42882,0.43364,0.41379,0.43055,1127648.29475594,485508.97330717
1683590400,2023-05-09 00:00:00,XRP/USDT,0.42778,0.43047,0.42085,0.42917,1231117.54606591,528358.7172451066
1683504000,2023-05-08 00:00:00,XRP/USDT,0.44995,0.45094,0.41000,0.42736,965010.66349880,412406.9571528472
1683417600,2023-05-07 00:00:00,XRP/USDT,0.45754,0.45933,0.44806,0.44806,120533.60056984,54006.28507132251
1683331200,2023-05-06 00:00:00,XRP/USDT,0.46566,0.46793,0.45386,0.45703,264518.31992502,120892.80775533189
1683244800,2023-05-05 00:00:00,XRP/USDT,0.46129,0.47030,0.45757,0.46714,492909.25956417,230257.63151280637
1683158400,2023-05-04 00:00:00,XRP/USDT,0.46156,0.46483,0.45511,0.46000,847679.96326433,389932.78310159186
1683072000,2023-05-03 00:00:00,XRP/USDT,0.46389,0.46503,0.45082,0.46422,577944.13187805,268293.2249004284
1682985600,2023-05-02 00:00:00,XRP/USDT,0.46458,0.46611,0.45873,0.46398,1017812.17492048,472244.4929196043
1682899200,2023-05-01 00:00:00,XRP/USDT,0.46176,0.46637,0.45528,0.46491,392701.11646019,182570.67605350693
1682812800,2023-04-30 00:00:00,XRP/USDT,0.47603,0.48073,0.47285,0.47285,27800.79532615,13145.606069970028
1682726400,2023-04-29 00:00:00,XRP/USDT,0.48087,0.48235,0.47705,0.47841,28720.76957652,13740.303373102934
1682640000,2023-04-28 00:00:00,XRP/USDT,0.46404,0.48035,0.46404,0.47840,110193.94663490,52716.78407013616
1682553600,2023-04-27 00:00:00,XRP/USDT,0.46270,0.46858,0.45731,0.46621,206349.69149750,96202.28967304948
1682467200,2023-04-26 00:00:00,XRP/USDT,0.46754,0.48116,0.44168,0.46173,161736.50445571,74678.59620233497
1682380800,2023-04-25 00:00:00,XRP/USDT,0.46157,0.47155,0.45202,0.46824,308348.78362660,144381.2344453192
1682294400,2023-04-24 00:00:00,XRP/USDT,0.46566,0.47833,0.44815,0.46271,722615.86971456,334361.58907562407
1682208000,2023-04-23 00:00:00,XRP/USDT,0.47001,0.47093,0.45501,0.46500,176768.71202531,82197.45109176915
1682121600,2023-04-22 00:00:00,XRP/USDT,0.45058,0.47424,0.44877,0.47289,251683.13365239,119018.4370728787
1682035200,2023-04-21 00:00:00,XRP/USDT,0.47575,0.47847,0.44100,0.44308,726681.55972746,321978.065484043
1681948800,2023-04-20 00:00:00,XRP/USDT,0.49303,0.49830,0.46822,0.47500,227186.03177248,107913.36509192799
1681862400,2023-04-19 00:00:00,XRP/USDT,0.53583,0.56077,0.47745,0.48835,270345.75605433,132023.34996913205
1681776000,2023-04-18 00:00:00,XRP/USDT,0.51178,0.53542,0.51178,0.53542,135571.92256029,72587.91877723047
1681689600,2023-04-17 00:00:00,XRP/USDT,0.52099,0.52099,0.50794,0.51088,207308.06881086,105909.54619409215
1681603200,2023-04-16 00:00:00,XRP/USDT,0.52134,0.52225,0.51822,0.52184,8856.42202191,4621.635267913514
1681516800,2023-04-15 00:00:00,XRP/USDT,0.52186,0.52315,0.51717,0.52172,17363.06386906,9058.657681765982
1681430400,2023-04-14 00:00:00,XRP/USDT,0.51263,0.54000,0.51263,0.52215,221342.40251556,115573.93547349966
1681344000,2023-04-13 00:00:00,XRP/USDT,0.50191,0.51454,0.50191,0.51240,83072.34709577,42566.270651872546
1681257600,2023-04-12 00:00:00,XRP/USDT,0.51596,0.51684,0.50061,0.50497,74490.80614708,37615.622380090994
1681171200,2023-04-11 00:00:00,XRP/USDT,0.51587,0.52404,0.51203,0.51731,43564.15297106,22536.17197345905
1681084800,2023-04-10 00:00:00,XRP/USDT,0.50414,0.51452,0.50414,0.51356,23480.08125862,12058.430531176888
1680998400,2023-04-09 00:00:00,XRP/USDT,0.50302,0.50823,0.50000,0.50823,1766.70362391,897.8917827797792
1680912000,2023-04-08 00:00:00,XRP/USDT,0.51086,0.51086,0.50938,0.50938,2030.56920298,1034.3313406139525
1680825600,2023-04-07 00:00:00,XRP/USDT,0.50089,0.51335,0.50089,0.51335,15951.80408123,8188.85862509942
1680739200,2023-04-06 00:00:00,XRP/USDT,0.50000,0.50816,0.49875,0.50816,26202.04312930,13314.830236585087
1680652800,2023-04-05 00:00:00,XRP/USDT,0.49915,0.52597,0.49902,0.50671,119356.75204810,60479.25983029275
1680566400,2023-04-04 00:00:00,XRP/USDT,0.49567,0.50662,0.48996,0.50114,79650.23674017,39915.9196399688
1680480000,2023-04-03 00:00:00,XRP/USDT,0.51725,0.52281,0.48500,0.49551,164987.51396615,81752.96304536698
1680393600,2023-04-02 00:00:00,XRP/USDT,0.50891,0.52605,0.50237,0.51993,232485.54542095,120876.20963071453
1680307200,2023-04-01 00:00:00,XRP/USDT,0.53448,0.53631,0.50100,0.50969,164556.06430437,83872.58041529435
1680220800,2023-03-31 00:00:00,XRP/USDT,0.53464,0.54705,0.52674,0.53831,152041.94838100,81845.7012329761
1680134400,2023-03-30 00:00:00,XRP/USDT,0.53942,0.55068,0.52467,0.53286,181772.66747627,96859.38359140523
1680048000,2023-03-29 00:00:00,XRP/USDT,0.52174,0.58055,0.51624,0.54562,633646.43451790,345730.1676016566
1679961600,2023-03-28 00:00:00,XRP/USDT,0.47800,0.53176,0.46951,0.51275,451156.38323153,231330.43550196703
1679875200,2023-03-27 00:00:00,XRP/USDT,0.44971,0.48660,0.44971,0.47763,580709.79199824,277364.4179521194
1679788800,2023-03-26 00:00:00,XRP/USDT,0.44453,0.46331,0.44453,0.44570,25545.33230699,11385.554609225443
1679702400,2023-03-25 00:00:00,XRP/USDT,0.42468,0.46119,0.42468,0.44609,161017.89381927,71828.47225383815
1679616000,2023-03-24 00:00:00,XRP/USDT,0.44059,0.44138,0.41683,0.42205,121922.48887012,51457.38642763414
1679529600,2023-03-23 00:00:00,XRP/USDT,0.42069,0.45499,0.42025,0.44599,115842.00515000,51664.3758768485
1679443200,2023-03-22 00:00:00,XRP/USDT,0.47395,0.47484,0.41057,0.42265,492141.82554544,208003.74256678025
1679356800,2023-03-21 00:00:00,XRP/USDT,0.37556,0.49147,0.37556,0.45979,417952.49657645,192170.37840088594
1679270400,2023-03-20 00:00:00,XRP/USDT,0.38748,0.39744,0.37255,0.37660,66791.99895173,25153.866805221518
1679184000,2023-03-19 00:00:00,XRP/USDT,0.37543,0.39955,0.37543,0.38955,116609.91516477,45425.39245243616
1679097600,2023-03-18 00:00:00,XRP/USDT,0.37680,0.38778,0.37441,0.37441,20652.19928982,7732.3899361015065
1679011200,2023-03-17 00:00:00,XRP/USDT,0.36366,0.38231,0.36301,0.37535,552670.10829429,207444.72514826176
1678924800,2023-03-16 00:00:00,XRP/USDT,0.36447,0.36581,0.36139,0.36521,345185.03066296,126065.02504841963
1678838400,2023-03-15 00:00:00,XRP/USDT,0.37392,0.37491,0.35620,0.36002,350775.28154005,126286.1168600488
1678752000,2023-03-14 00:00:00,XRP/USDT,0.37117,0.38575,0.36450,0.37344,1965362.65014150,733945.0280688417
1678665600,2023-03-13 00:00:00,XRP/USDT,0.37201,0.37851,0.34381,0.37278,260771.61688163,97210.44334113403
1678579200,2023-03-12 00:00:00,XRP/USDT,0.36271,0.36952,0.34870,0.36952,343936.03809757,127091.24479781407
1678492800,2023-03-11 00:00:00,XRP/USDT,0.37185,0.37185,0.35914,0.36288,115091.49356424,41764.40118459141
1678406400,2023-03-10 00:00:00,XRP/USDT,0.36888,0.37439,0.35893,0.36456,314355.61867842,114601.48434540481
1678320000,2023-03-09 00:00:00,XRP/USDT,0.38726,0.39540,0.36500,0.37365,245641.29802315,91783.87100635
1678233600,2023-03-08 00:00:00,XRP/USDT,0.38555,0.39955,0.37322,0.38850,172912.24060762,67176.40547606038
1678147200,2023-03-07 00:00:00,XRP/USDT,0.36854,0.38213,0.36843,0.37926,125521.21484004,47605.17594023357
1678060800,2023-03-06 00:00:00,XRP/USDT,0.36608,0.37259,0.36000,0.37259,348729.44180176,129933.10272091776
1677974400,2023-03-05 00:00:00,XRP/USDT,0.37318,0.37373,0.36904,0.36904,43023.88069400,15877.532931313759
1677888000,2023-03-04 00:00:00,XRP/USDT,0.37842,0.37843,0.37016,0.37016,45194.71578433,16729.27599472759
1677801600,2023-03-03 00:00:00,XRP/USDT,0.37734,0.37820,0.36024,0.37637,137599.66557558,51788.386132681044
1677715200,2023-03-02 00:00:00,XRP/USDT,0.38336,0.38404,0.37479,0.38058,256311.31994428,97546.96214439407
1677628800,2023-03-01 00:00:00,XRP/USDT,0.37563,0.38332,0.37563,0.38299,107764.96409967,41272.90360053261
1677542400,2023-02-28 00:00:00,XRP/USDT,0.37620,0.38208,0.37245,0.37734,227341.93037522,85785.20400778552
1677456000,2023-02-27 00:00:00,XRP/USDT,0.37699,0.37930,0.37072,0.37905,455215.93793722,172549.60127510322
1677369600,2023-02-26 00:00:00,XRP/USDT,0.37688,0.37968,0.37633,0.37699,68858.60295210,25959.00472691218
1677283200,2023-02-25 00:00:00,XRP/USDT,0.37810,0.37872,0.37411,0.37817,32650.11120009,12347.292552538036
1677196800,2023-02-24 00:00:00,XRP/USDT,0.38940,0.39002,0.37335,0.37609,190345.67187843,71587.10373675874
1677110400,2023-02-23 00:00:00,XRP/USDT,0.39235,0.39609,0.38760,0.38801,53477.13254632,20749.66219929762
1677024000,2023-02-22 00:00:00,XRP/USDT,0.39017,0.39483,0.38656,0.39483,132061.02567367,52141.654766735126
1676937600,2023-02-21 00:00:00,XRP/USDT,0.39811,0.40180,0.38726,0.38892,92182.36266404,35851.564487298434
1676851200,2023-02-20 00:00:00,XRP/USDT,0.37811,0.40505,0.37811,0.39839,567217.73645817,225973.87402757036
1676764800,2023-02-19 00:00:00,XRP/USDT,0.38980,0.39381,0.38661,0.38731,66839.37536205,25887.558471475586
1676678400,2023-02-18 00:00:00,XRP/USDT,0.39380,0.39519,0.39218,0.39471,28897.51909666,11406.139762642668
1676592000,2023-02-17 00:00:00,XRP/USDT,0.38203,0.39877,0.38203,0.39531,148134.54164258,58559.0656567283
1676505600,2023-02-16 00:00:00,XRP/USDT,0.40210,0.40325,0.38956,0.38956,110264.57957205,42954.6696180878
1676419200,2023-02-15 00:00:00,XRP/USDT,0.37956,0.40171,0.37956,0.39825,147397.12797731,58700.90621696371
1676332800,2023-02-14 00:00:00,XRP/USDT,0.36998,0.37979,0.36500,0.37905,291898.07793212,110643.96644017009
1676246400,2023-02-13 00:00:00,XRP/USDT,0.37440,0.37619,0.35001,0.37250,744620.15022078,277371.0059572406
1676160000,2023-02-12 00:00:00,XRP/USDT,0.38211,0.38389,0.37287,0.37352,135632.56160305,50661.47440997124
1676073600,2023-02-11 00:00:00,XRP/USDT,0.38155,0.38390,0.38007,0.38390,35802.43545386,13744.554970736855
1675987200,2023-02-10 00:00:00,XRP/USDT,0.38633,0.38704,0.37874,0.38359,89891.14398310,34481.34392047733
1675900800,2023-02-09 00:00:00,XRP/USDT,0.39684,0.40650,0.35019,0.38263,178502.16982549,68300.28524032724
1675814400,2023-02-08 00:00:00,XRP/USDT,0.40080,0.40207,0.39632,0.39844,89627.82833575,35711.31192209623
1675728000,2023-02-07 00:00:00,XRP/USDT,0.39180,0.40483,0.39180,0.40379,59419.87355375,23993.150742268714
1675641600,2023-02-06 00:00:00,XRP/USDT,0.39888,0.40236,0.39322,0.39322,88591.27319396,34835.86044532895
1675555200,2023-02-05 00:00:00,XRP/USDT,0.40933,0.41106,0.39480,0.39840,185343.25302225,73840.75200406439
1675468800,2023-02-04 00:00:00,XRP/USDT,0.40992,0.41667,0.40804,0.40804,41361.88985247,16877.305535401858
1675382400,2023-02-03 00:00:00,XRP/USDT,0.40720,0.41273,0.40720,0.40972,47518.83420282,19469.41674957941
1675296000,2023-02-02 00:00:00,XRP/USDT,0.41328,0.41769,0.40914,0.40953,164535.32735384,67382.15261121809
1675209600,2023-02-01 00:00:00,XRP/USDT,0.40137,0.41454,0.39695,0.41328,145912.19350098,60302.591330085015
1675123200,2023-01-31 00:00:00,XRP/USDT,0.39218,0.41044,0.39047,0.40851,163765.51945445,66899.85235233736
1675036800,2023-01-30 00:00:00,XRP/USDT,0.42036,0.42210,0.39360,0.39385,223223.53872335,87916.5907261914
1674950400,2023-01-29 00:00:00,XRP/USDT,0.41101,0.41576,0.40920,0.41241,93180.58098515,38428.60340408571
1674864000,2023-01-28 00:00:00,XRP/USDT,0.41400,0.41400,0.40672,0.40672,34774.24601092,14143.381337561383
1674777600,2023-01-27 00:00:00,XRP/USDT,0.40746,0.41106,0.40031,0.41044,92454.44178218,37947.001085077965
1674691200,2023-01-26 00:00:00,XRP/USDT,0.41580,0.41581,0.40612,0.41028,117925.46567691,48382.46005792263
1674604800,2023-01-25 00:00:00,XRP/USDT,0.40687,0.42399,0.40021,0.41604,157636.34018111,65583.02296894901
1674518400,2023-01-24 00:00:00,XRP/USDT,0.42120,0.43008,0.40504,0.40687,997139.38726742,405706.1024974952
1674432000,2023-01-23 00:00:00,XRP/USDT,0.40907,0.43162,0.40383,0.42542,1107316.78933315,471074.7085181087
1674345600,2023-01-22 00:00:00,XRP/USDT,0.40392,0.41297,0.39812,0.40086,782481.94372305,313665.7119608218
1674259200,2023-01-21 00:00:00,XRP/USDT,0.41205,0.41342,0.40199,0.40547,172910.28275577,70109.93234898205
1674172800,2023-01-20 00:00:00,XRP/USDT,0.38964,0.41127,0.38645,0.41127,1908639.28849858,784966.080180811
1674086400,2023-01-19 00:00:00,XRP/USDT,0.37984,0.39471,0.37712,0.39353,816996.43470038,321512.60694764054
1674000000,2023-01-18 00:00:00,XRP/USDT,0.38833,0.39448,0.36970,0.38032,766590.25336743,291549.605160701
1673913600,2023-01-17 00:00:00,XRP/USDT,0.38752,0.39607,0.37987,0.38728,336186.93674778,130198.47686368025
1673827200,2023-01-16 00:00:00,XRP/USDT,0.38455,0.40450,0.37852,0.38595,4464869.45094948,1723216.3645939517
1673740800,2023-01-15 00:00:00,XRP/USDT,0.39435,0.39638,0.38010,0.38522,179563.27631697,69171.3653028232
1673654400,2023-01-14 00:00:00,XRP/USDT,0.38650,0.40780,0.37658,0.39614,514511.69369194,203818.6623391251
1673568000,2023-01-13 00:00:00,XRP/USDT,0.37504,0.38604,0.36928,0.38548,342793.81091703,132140.1582322967
1673481600,2023-01-12 00:00:00,XRP/USDT,0.37405,0.38087,0.36446,0.37522,236428.38415876,88712.65830404992
1673395200,2023-01-11 00:00:00,XRP/USDT,0.35375,0.37438,0.35375,0.37144,226073.21588995,83972.63531016302
1673308800,2023-01-10 00:00:00,XRP/USDT,0.34984,0.35403,0.34353,0.35096,240577.53774481,84433.0926469185
1673222400,2023-01-09 00:00:00,XRP/USDT,0.34520,0.35687,0.34392,0.34783,334304.28788442,116281.0604548378
1673136000,2023-01-08 00:00:00,XRP/USDT,0.34403,0.34658,0.33836,0.34520,101225.83672312,34943.15883682102
1673049600,2023-01-07 00:00:00,XRP/USDT,0.34333,0.34484,0.34259,0.34484,19679.25802049,6786.195335785771
1672963200,2023-01-06 00:00:00,XRP/USDT,0.34014,0.34508,0.33200,0.34444,1484705.28394565,511391.88800223975
1672876800,2023-01-05 00:00:00,XRP/USDT,0.34731,0.34780,0.33571,0.33571,362971.36270876,121853.11617495783
1672790400,2023-01-04 00:00:00,XRP/USDT,0.34388,0.34948,0.34368,0.34546,192955.85164349,66658.52850876005
1672704000,2023-01-03 00:00:00,XRP/USDT,0.34736,0.34832,0.34228,0.34344,316170.24888666,108585.51027763452
1672617600,2023-01-02 00:00:00,XRP/USDT,0.33848,0.35336,0.31019,0.35336,188846.20099370,66730.69358313383
1672531200,2023-01-01 00:00:00,XRP/USDT,0.33873,0.33978,0.33736,0.33864,25436.10504156,8613.682611273878
1672444800,2022-12-31 00:00:00,XRP/USDT,0.34368,0.34480,0.33880,0.33964,42110.69708174,14302.477156842173
1672358400,2022-12-30 00:00:00,XRP/USDT,0.34314,0.34468,0.33493,0.34384,194998.19820802,67048.1804718456
1672272000,2022-12-29 00:00:00,XRP/USDT,0.35658,0.35660,0.33742,0.34300,675825.85206537,231808.26725842193
1672185600,2022-12-28 00:00:00,XRP/USDT,0.36836,0.36840,0.35476,0.35620,816191.55372906,290727.43143829115
1672099200,2022-12-27 00:00:00,XRP/USDT,0.36482,0.37300,0.35884,0.36928,354215.34577466,130804.64288766644
1672012800,2022-12-26 00:00:00,XRP/USDT,0.34607,0.36967,0.34575,0.36528,310637.01219930,113469.4878161603
1671926400,2022-12-25 00:00:00,XRP/USDT,0.35152,0.35152,0.34438,0.34618,72662.03076206,25154.141809209934
1671840000,2022-12-24 00:00:00,XRP/USDT,0.35405,0.35463,0.35136,0.35256,39702.68487559,13997.57857973801
1671753600,2022-12-23 00:00:00,XRP/USDT,0.34909,0.35416,0.34734,0.35350,153848.80858474,54385.55383470559
1671667200,2022-12-22 00:00:00,XRP/USDT,0.34512,0.34992,0.34213,0.34935,199274.98754455,69616.71689868854
1671580800,2022-12-21 00:00:00,XRP/USDT,0.34889,0.34990,0.33766,0.34464,274975.91337831,94767.69878670076
1671494400,2022-12-20 00:00:00,XRP/USDT,0.33903,0.35260,0.33682,0.34983,460272.56739426,161017.15225153396
1671408000,2022-12-19 00:00:00,XRP/USDT,0.34980,0.35260,0.33310,0.33891,642256.23960527,217667.06216462204
1671321600,2022-12-18 00:00:00,XRP/USDT,0.35392,0.35473,0.34832,0.34976,188204.92122957,65826.5532492544
1671235200,2022-12-17 00:00:00,XRP/USDT,0.35120,0.35612,0.34732,0.35424,216099.36259617,76551.03820606726
1671148800,2022-12-16 00:00:00,XRP/USDT,0.37796,0.38036,0.31372,0.35120,857177.23350255,301040.6444060956
1671062400,2022-12-15 00:00:00,XRP/USDT,0.38509,0.38638,0.37416,0.37796,885765.70549941,334784.006050557
1670976000,2022-12-14 00:00:00,XRP/USDT,0.39548,0.39548,0.37814,0.38523,470670.89750363,181316.5498453234
1670889600,2022-12-13 00:00:00,XRP/USDT,0.38775,0.39539,0.37826,0.39409,1060381.66842164,417885.81170828413
1670803200,2022-12-12 00:00:00,XRP/USDT,0.38064,0.38846,0.37188,0.38684,1070441.89532567,414089.7427877822
1670716800,2022-12-11 00:00:00,XRP/USDT,0.38826,0.38890,0.37840,0.38089,282368.89618528,107551.4888680113
1670630400,2022-12-10 00:00:00,XRP/USDT,0.38788,0.38880,0.38596,0.38640,202459.18051165,78230.22734970156
1670544000,2022-12-09 00:00:00,XRP/USDT,0.39424,0.39438,0.38481,0.38868,643573.20025845,250144.03147645437
1670457600,2022-12-08 00:00:00,XRP/USDT,0.38364,0.39604,0.38332,0.39463,955313.84531595,376995.5027770333
1670371200,2022-12-07 00:00:00,XRP/USDT,0.39041,0.39195,0.37541,0.38298,689464.73561730,264051.20444671356
1670284800,2022-12-06 00:00:00,XRP/USDT,0.38956,0.39182,0.38080,0.39182,966105.12520568,378539.31015808956
1670198400,2022-12-05 00:00:00,XRP/USDT,0.38951,0.40419,0.38192,0.38960,863704.59231431,336499.30916565517
1670112000,2022-12-04 00:00:00,XRP/USDT,0.39000,0.39230,0.38676,0.38976,342090.28856969,133333.11087292238
1670025600,2022-12-03 00:00:00,XRP/USDT,0.39544,0.39603,0.38664,0.38800,264741.11960301,102719.5544059679
1669939200,2022-12-02 00:00:00,XRP/USDT,0.39624,0.39624,0.38400,0.39612,1080542.20501869,428024.3782520036
1669852800,2022-12-01 00:00:00,XRP/USDT,0.40855,0.40916,0.39441,0.39628,610985.13616169,242121.18975815453
1669766400,2022-11-30 00:00:00,XRP/USDT,0.39800,0.41188,0.39440,0.40865,724161.71123255,295928.68329518154
1669680000,2022-11-29 00:00:00,XRP/USDT,0.38725,0.40235,0.38396,0.39752,661132.04916561,262813.2121843133
1669593600,2022-11-28 00:00:00,XRP/USDT,0.39728,0.39904,0.37524,0.38932,810650.98557703,315602.6417048493
1669507200,2022-11-27 00:00:00,XRP/USDT,0.39600,0.40775,0.39490,0.39490,396455.63452110,156560.33007238238
1669420800,2022-11-26 00:00:00,XRP/USDT,0.40608,0.41035,0.39496,0.39668,294631.30702733,116874.34687160126
1669334400,2022-11-25 00:00:00,XRP/USDT,0.40081,0.41663,0.39071,0.40940,682768.69148841,279525.502295355
1669248000,2022-11-24 00:00:00,XRP/USDT,0.38114,0.40591,0.37435,0.40151,528314.38999292,212123.51072605728
1669161600,2022-11-23 00:00:00,XRP/USDT,0.37310,0.38175,0.36885,0.38175,676336.73172710,258191.5473368204
1669075200,2022-11-22 00:00:00,XRP/USDT,0.35743,0.39605,0.35591,0.37584,258027.35000009,96976.99922403383
1668988800,2022-11-21 00:00:00,XRP/USDT,0.36265,0.37435,0.34800,0.36467,155049.21370475,56541.79676171118
1668902400,2022-11-20 00:00:00,XRP/USDT,0.38512,0.39269,0.36212,0.36212,386397.07624774,139922.10925083162
1668816000,2022-11-19 00:00:00,XRP/USDT,0.37955,0.38746,0.37685,0.38443,181536.64101778,69788.13090646516
1668729600,2022-11-18 00:00:00,XRP/USDT,0.38282,0.42104,0.36967,0.38201,421157.86486758,160886.51595806424
1668643200,2022-11-17 00:00:00,XRP/USDT,0.37464,0.38490,0.36432,0.38195,720003.22403715,275005.23142098944
1668556800,2022-11-16 00:00:00,XRP/USDT,0.38830,0.39004,0.36567,0.37457,866358.21058740,324511.79493972246
1668470400,2022-11-15 00:00:00,XRP/USDT,0.37659,0.43400,0.36786,0.38912,1351630.07799152,525946.2959480603
1668384000,2022-11-14 00:00:00,XRP/USDT,0.34124,0.37789,0.32138,0.37644,1468697.23123211,552876.3857250154
1668297600,2022-11-13 00:00:00,XRP/USDT,0.36318,0.36823,0.33347,0.33772,740129.02765988,249956.3752212947
1668211200,2022-11-12 00:00:00,XRP/USDT,0.38183,0.38183,0.35952,0.36251,326489.68077377,118355.77417729935
1668124800,2022-11-11 00:00:00,XRP/USDT,0.39103,0.40014,0.36412,0.38387,755826.21508369,290139.0091841761
1668038400,2022-11-10 00:00:00,XRP/USDT,0.33917,0.44673,0.33917,0.40012,224350.34161963,89767.05868884634
1667952000,2022-11-09 00:00:00,XRP/USDT,0.40633,0.40959,0.30001,0.33342,754720.14317217,251638.79013646493
1667865600,2022-11-08 00:00:00,XRP/USDT,0.46658,0.46658,0.34791,0.40260,360633.58718516,145191.08220074544
1667779200,2022-11-07 00:00:00,XRP/USDT,0.46984,0.47841,0.45935,0.46451,41301.24483721,19184.841239332414
1667692800,2022-11-06 00:00:00,XRP/USDT,0.49207,0.49484,0.46918,0.47179,98111.63242215,46288.087060446145
1667606400,2022-11-05 00:00:00,XRP/USDT,0.50648,0.50882,0.49045,0.49335,51232.63886063,25275.62238189181
1667520000,2022-11-04 00:00:00,XRP/USDT,0.45420,0.50611,0.45420,0.50611,167909.18716553,84980.51871634637
1667433600,2022-11-03 00:00:00,XRP/USDT,0.44934,0.45915,0.44891,0.45413,43837.65847754,19907.99584440524
1667347200,2022-11-02 00:00:00,XRP/USDT,0.46329,0.46480,0.44481,0.45050,94070.55138901,42378.783400749
1667260800,2022-11-01 00:00:00,XRP/USDT,0.46236,0.46591,0.45481,0.46398,111997.48791577,51964.59444315897
1667174400,2022-10-31 00:00:00,XRP/USDT,0.45813,0.46540,0.44892,0.46530,85264.04878820,39673.36190114946
1667088000,2022-10-30 00:00:00,XRP/USDT,0.47159,0.47284,0.45400,0.45696,38431.64003833,17561.722231915275
1667001600,2022-10-29 00:00:00,XRP/USDT,0.47046,0.48165,0.46700,0.46953,120292.88982252,56481.12055836782
1666915200,2022-10-28 00:00:00,XRP/USDT,0.46132,0.47308,0.45829,0.47308,74335.90956869,35166.83209875586
1666828800,2022-10-27 00:00:00,XRP/USDT,0.48000,0.48000,0.46302,0.46302,23200.64630236,10742.363250918726
1666742400,2022-10-26 00:00:00,XRP/USDT,0.45955,0.47013,0.45895,0.46409,330608.02320722,153431.87749023875
1666656000,2022-10-25 00:00:00,XRP/USDT,0.44804,0.47134,0.44317,0.45962,334987.05797446,153966.7515862213
1666569600,2022-10-24 00:00:00,XRP/USDT,0.47144,0.47204,0.44760,0.45485,68583.44208060,31195.178630360908
1666483200,2022-10-23 00:00:00,XRP/USDT,0.45963,0.47281,0.45458,0.46789,25827.15132619,12084.26583401104
1666396800,2022-10-22 00:00:00,XRP/USDT,0.45782,0.47118,0.45643,0.46465,9353.29556241,4346.008783073807
1666310400,2022-10-21 00:00:00,XRP/USDT,0.44196,0.45224,0.43709,0.45224,389530.30464443,176161.18497239702
1666224000,2022-10-20 00:00:00,XRP/USDT,0.45811,0.46315,0.42320,0.44797,153370.69647460,68705.47089972656
1666137600,2022-10-19 00:00:00,XRP/USDT,0.45558,0.46100,0.45303,0.46100,8084.91643354,3727.1464758619404
1666051200,2022-10-18 00:00:00,XRP/USDT,0.47723,0.47725,0.45895,0.46395,31512.55439056,14620.24960950031
