https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume FLOW,Volume USDT,tradecount
1696377600000,2023-10-04,FLOWUSDT,0.443,0.443,0.423,0.436,7984752.82,3443937.42311,11958
1696291200000,2023-10-03,FLOWUSDT,0.451,0.455,0.441,0.442,6328657.48,2827761.62365,7808
1696204800000,2023-10-02,FLOWUSDT,0.47,0.474,0.444,0.451,9236816.43,4271915.49105,11153
1696118400000,2023-10-01,FLOWUSDT,0.457,0.472,0.455,0.47,7032515.61,3250273.49418,8507
1696032000000,2023-09-30,FLOWUSDT,0.456,0.46,0.451,0.458,5561764.28,2531351.41009,7318
1695945600000,2023-09-29,FLOWUSDT,0.448,0.459,0.444,0.457,4634621.58,2084723.76195,8266
1695859200000,2023-09-28,FLOWUSDT,0.441,0.451,0.439,0.448,4110610.34,1827554.67314,6774
1695772800000,2023-09-27,FLOWUSDT,0.444,0.447,0.435,0.442,5175309.31,2280536.18352,8464
1695686400000,2023-09-26,FLOWUSDT,0.447,0.449,0.436,0.443,4140867.23,1836155.87815,7550
1695600000000,2023-09-25,FLOWUSDT,0.441,0.462,0.437,0.446,13290226.31,5939499.68401,19372
1695513600000,2023-09-24,FLOWUSDT,0.45,0.454,0.44,0.441,3572420.75,1594560.15377,6646
1695427200000,2023-09-23,FLOWUSDT,0.443,0.454,0.44,0.45,3683191.42,1647466.1888,7244
1695340800000,2023-09-22,FLOWUSDT,0.442,0.447,0.435,0.443,4221260.38,1856932.25789,7451
1695254400000,2023-09-21,FLOWUSDT,0.449,0.473,0.435,0.442,12969873.35,5870300.57708,21359
1695168000000,2023-09-20,FLOWUSDT,0.451,0.453,0.436,0.449,7003114.17,3108522.04603,11345
1695081600000,2023-09-19,FLOWUSDT,0.447,0.454,0.44,0.451,4172835.06,1869839.03511,7887
1694995200000,2023-09-18,FLOWUSDT,0.436,0.457,0.436,0.447,10641348.94,4775526.60948,17888
1694908800000,2023-09-17,FLOWUSDT,0.47,0.477,0.432,0.435,9979085.95,4486121.82383,13338
1694822400000,2023-09-16,FLOWUSDT,0.433,0.484,0.432,0.471,27587561.64,12773176.04217,43172
1694736000000,2023-09-15,FLOWUSDT,0.425,0.434,0.419,0.433,4018212.33,1708680.66701,6270
1694649600000,2023-09-14,FLOWUSDT,0.418,0.431,0.415,0.426,5200364.77,2203392.01438,7372
1694563200000,2023-09-13,FLOWUSDT,0.408,0.421,0.406,0.419,6476584.26,2675825.46912,7994
1694476800000,2023-09-12,FLOWUSDT,0.4,0.42,0.398,0.407,6262613.3,2566866.12409,7690
1694390400000,2023-09-11,FLOWUSDT,0.417,0.42,0.39,0.399,10667156.9,4297875.58375,12206
1694304000000,2023-09-10,FLOWUSDT,0.432,0.432,0.41,0.417,7413594.93,3114256.67835,9709
1694217600000,2023-09-09,FLOWUSDT,0.434,0.437,0.429,0.433,3600017.83,1558080.12487,5722
1694131200000,2023-09-08,FLOWUSDT,0.44,0.442,0.427,0.434,5505292.98,2393079.35016,7514
1694044800000,2023-09-07,FLOWUSDT,0.436,0.441,0.43,0.439,5244487.5,2281909.03219,7425
1693958400000,2023-09-06,FLOWUSDT,0.438,0.443,0.424,0.437,7868402.51,3417877.96555,8479
1693872000000,2023-09-05,FLOWUSDT,0.437,0.441,0.426,0.438,6710279.12,2909750.11739,7389
1693785600000,2023-09-04,FLOWUSDT,0.43,0.445,0.427,0.438,10107770.09,4406304.6683,13622
1693699200000,2023-09-03,FLOWUSDT,0.429,0.432,0.421,0.43,5489032.04,2344511.23737,6930
1693612800000,2023-09-02,FLOWUSDT,0.43,0.43,0.422,0.43,7046862.11,3005415.26466,9927
1693526400000,2023-09-01,FLOWUSDT,0.437,0.441,0.425,0.43,7113357.61,3080521.76558,10077
1693440000000,2023-08-31,FLOWUSDT,0.462,0.462,0.432,0.438,9038556.44,4051302.20878,12464
1693353600000,2023-08-30,FLOWUSDT,0.477,0.491,0.458,0.462,9859652.69,4648489.06505,14090
1693267200000,2023-08-29,FLOWUSDT,0.456,0.481,0.441,0.477,11665732.82,5415714.49004,14889
1693180800000,2023-08-28,FLOWUSDT,0.454,0.457,0.439,0.455,8173598.55,3654079.27266,10706
1693094400000,2023-08-27,FLOWUSDT,0.45,0.456,0.446,0.453,5182642.77,2337058.66331,7343
1693008000000,2023-08-26,FLOWUSDT,0.451,0.454,0.446,0.45,3881933.26,1749281.0909,5826
1692921600000,2023-08-25,FLOWUSDT,0.456,0.456,0.443,0.451,6209158.67,2789724.31248,9113
1692835200000,2023-08-24,FLOWUSDT,0.465,0.467,0.448,0.455,7703466.21,3524411.53677,10590
1692748800000,2023-08-23,FLOWUSDT,0.457,0.473,0.452,0.466,7135097.21,3296364.13224,10648
1692662400000,2023-08-22,FLOWUSDT,0.459,0.463,0.436,0.457,5907069.03,2664061.31305,8727
1692576000000,2023-08-21,FLOWUSDT,0.467,0.468,0.445,0.46,5172351.61,2361140.67297,7309
1692489600000,2023-08-20,FLOWUSDT,0.464,0.481,0.46,0.467,5394432.19,2528210.54264,8749
1692403200000,2023-08-19,FLOWUSDT,0.455,0.466,0.449,0.464,5339760.66,2431314.29664,8527
1692316800000,2023-08-18,FLOWUSDT,0.446,0.46,0.442,0.455,9968076.62,4496502.40791,16701
1692230400000,2023-08-17,FLOWUSDT,0.487,0.497,0.394,0.446,14320028.48,6592024.42301,26088
1692144000000,2023-08-16,FLOWUSDT,0.521,0.523,0.473,0.486,7936308.83,3966678.04141,12212
1692057600000,2023-08-15,FLOWUSDT,0.553,0.555,0.499,0.521,6554481.09,3486497.91925,11161
1691971200000,2023-08-14,FLOWUSDT,0.557,0.56,0.546,0.553,4747927.14,2630199.73419,7236
1691884800000,2023-08-13,FLOWUSDT,0.559,0.567,0.555,0.557,3844274.15,2154989.87868,6763
1691798400000,2023-08-12,FLOWUSDT,0.557,0.563,0.553,0.558,1983356.64,1107192.12623,3570
1691712000000,2023-08-11,FLOWUSDT,0.557,0.563,0.553,0.558,3712335.41,2068579.87528,6513
1691625600000,2023-08-10,FLOWUSDT,0.555,0.561,0.55,0.558,2826980.2,1566577.3259,4964
1691539200000,2023-08-09,FLOWUSDT,0.561,0.567,0.55,0.555,4720372.38,2630868.15915,8933
1691452800000,2023-08-08,FLOWUSDT,0.547,0.573,0.54,0.561,7340353.22,4078167.21013,12513
1691366400000,2023-08-07,FLOWUSDT,0.554,0.562,0.529,0.547,7880610.34,4309647.7668,11904
1691280000000,2023-08-06,FLOWUSDT,0.557,0.564,0.551,0.553,6601586.42,3682897.21075,13045
1691193600000,2023-08-05,FLOWUSDT,0.557,0.574,0.546,0.556,4648029.65,2565786.17305,11379
1691107200000,2023-08-04,FLOWUSDT,0.564,0.565,0.55,0.557,5175675.09,2891949.88076,8935
1691020800000,2023-08-03,FLOWUSDT,0.575,0.582,0.562,0.564,5661279.72,3225154.0237,11508
