https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume DAI
1690329600000,2023-07-26 00:00:00,DAI/USD,1.0012,1.0132,1.0012,1.0012,3744.5198114479845,3740.03177332
1690243200000,2023-07-25 00:00:00,DAI/USD,1.0016,1.0388,1.0012,1.0016,39180.494898237186,39117.90624824
1690156800000,2023-07-24 00:00:00,DAI/USD,1.0012,1.0132,1.0012,1.0012,21231.68108346377,21206.23360314
1690070400000,2023-07-23 00:00:00,DAI/USD,1.0012,1.0012,1.0012,1.0012,1934.1724202342402,1931.8541952
1689984000000,2023-07-22 00:00:00,DAI/USD,1.0014,1.0062,1.0012,1.0012,10040.455333143205,10028.42122767
1689897600000,2023-07-21 00:00:00,DAI/USD,1.0012,1.0052,1.0012,1.0012,2544.9036755917405,2541.85345145
1689811200000,2023-07-20 00:00:00,DAI/USD,1.0012,1.0062,1.0012,1.0012,3818.1997384384445,3813.62339037
1689724800000,2023-07-19 00:00:00,DAI/USD,1.0012,1.0053,1.0012,1.0012,2598.597409335928,2595.48282994
1689638400000,2023-07-18 00:00:00,DAI/USD,1.0009,1.0062,1.0002,1.0012,6842.7422418915285,6834.54079294
1689552000000,2023-07-17 00:00:00,DAI/USD,1.0003,1.0013,1.0002,1.0002,152.820959610306,152.79040153
1689465600000,2023-07-16 00:00:00,DAI/USD,1.0012,1.0012,1.0002,1.0002,2582.0818051484102,2581.56549205
1689379200000,2023-07-15 00:00:00,DAI/USD,1.0003,1.0092,1.0003,1.0012,12124.536647099838,12110.00464153
1689292800000,2023-07-14 00:00:00,DAI/USD,1.0011,1.0023,1.0002,1.0023,538.938550854249,537.70183663
1689206400000,2023-07-13 00:00:00,DAI/USD,1.0012,1.0042,0.9998,1.0002,22055.20037228285,22050.79021424
1689120000000,2023-07-12 00:00:00,DAI/USD,1.0002,1.0012,1.0002,1.0003,677.475178639112,677.27199704
1689033600000,2023-07-11 00:00:00,DAI/USD,1.0012,1.0017,1.0002,1.0003,2743.835538350368,2743.01263456
1688947200000,2023-07-10 00:00:00,DAI/USD,1.0012,1.0052,1.0012,1.0012,8423.8364144118,8413.7399265
1688860800000,2023-07-09 00:00:00,DAI/USD,1.0012,1.0101,1.0012,1.0012,1454.226289151016,1452.4833091799999
1688774400000,2023-07-08 00:00:00,DAI/USD,1.0012,1.0126,1.0012,1.0012,1328.570587216032,1326.97821336
1688688000000,2023-07-07 00:00:00,DAI/USD,1.0012,1.019,1.0012,1.0012,11604.183947339921,11590.2756166
1688601600000,2023-07-06 00:00:00,DAI/USD,1.0012,1.0013,1.0012,1.0012,100.55527091906401,100.43474922
1688515200000,2023-07-05 00:00:00,DAI/USD,1.0012,1.002,1.0012,1.0013,1099.862340368384,1098.43437568
1688428800000,2023-07-04 00:00:00,DAI/USD,1.0012,1.0019,1.0012,1.0012,837.420636052876,836.41693573
1688342400000,2023-07-03 00:00:00,DAI/USD,1.0014,1.0042,1.0012,1.0012,2609.310494309544,2606.18307462
1688256000000,2023-07-02 00:00:00,DAI/USD,0.9998,1.0256,0.9998,1.0012,34966.67577021114,34924.76605095
1688169600000,2023-07-01 00:00:00,DAI/USD,1.0005,1.0013,0.9998,0.99982,667.7245944048354,667.84480647
1688083200000,2023-06-30 00:00:00,DAI/USD,0.99981,1.0015,0.9998,1.0013,941.9564917996601,940.7335382
1687996800000,2023-06-29 00:00:00,DAI/USD,0.9999,0.99992,0.9998,0.9998,338.96169699942004,339.0295029
1687910400000,2023-06-28 00:00:00,DAI/USD,0.9998,1.0015,0.9998,1.0007,34996.55079986543,34972.07035062
1687824000000,2023-06-27 00:00:00,DAI/USD,0.9998,0.99981,0.9998,0.9998,601.137156128478,601.25740761
1687737600000,2023-06-26 00:00:00,DAI/USD,0.9998,1.0042,0.9998,0.99981,2930.9839343038548,2931.54092708
1687651200000,2023-06-25 00:00:00,DAI/USD,0.9998,0.99994,0.9998,0.9998,7242.886583709839,7244.335450799999
1687564800000,2023-06-24 00:00:00,DAI/USD,1.001,1.0028,0.9998,0.9998,5046.960904350311,5047.97049845
