https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHIB,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1700006400000,2023-11-15 00:00:00,SHIB/USDT,0.000008339,0.000008837,0.000008331,0.000008785,16178724.44723583,1893427870977,8604481.72349526,1006959183660,402029,0.000008546
1699920000000,2023-11-14 00:00:00,SHIB/USDT,0.000008535,0.000008686,0.000008025,0.000008338,15472731.57194812,1820048598796,8202425.15493991,964496576228,373827,0.000008503
1699833600000,2023-11-13 00:00:00,SHIB/USDT,0.000008865,0.000009019,0.000008447,0.000008534,8230464.11093677,930616169199,4244850.94841412,479961835103,191316,0.000008844
1699747200000,2023-11-12 00:00:00,SHIB/USDT,0.000008363,0.00000903,0.00000818,0.000008864,8488586.58299586,952287064868,4559532.50668393,511578476475,204552,0.000008915
1699660800000,2023-11-11 00:00:00,SHIB/USDT,0.000008339,0.000008339,0.000008339,0.000008339,0,0,0,0,0,0.000008346
1699574400000,2023-11-10 00:00:00,SHIB/USDT,0.000008217,0.000008497,0.000008169,0.000008339,7037247.85344112,843192560637,3649443.91342974,437252450577,178069,0.000008346
1699488000000,2023-11-09 00:00:00,SHIB/USDT,0.000008275,0.000008701,0.000007819,0.00000822,13049358.04027194,1551953435998,6771910.40519842,805207757728,333998,0.000008414
1699401600000,2023-11-08 00:00:00,SHIB/USDT,0.000008189,0.000008333,0.000008142,0.000008275,10434260.24967376,1265842260195,5415840.08097769,656992265829,268046,0.000008243
1699315200000,2023-11-07 00:00:00,SHIB/USDT,0.000008462,0.000008465,0.000007962,0.000008196,11432838.67392919,1388836217998,5913952.46458718,718230679533,297274,0.000008233
1699228800000,2023-11-06 00:00:00,SHIB/USDT,0.000008115,0.000008497,0.000008011,0.000008458,10463477.80755156,1269327934341,5606063.79541997,680044567855,264833,0.000008245
1699142400000,2023-11-05 00:00:00,SHIB/USDT,0.000007947,0.000008293,0.000007888,0.000008116,9023599.46166562,1116526988388,4844978.55026543,599483790709,230409,0.000008082
1699056000000,2023-11-04 00:00:00,SHIB/USDT,0.000007815,0.000007954,0.000007781,0.000007939,9216735.00940411,1172440361625,4969882.69798332,632203345673,235092,0.000007861
1698969600000,2023-11-03 00:00:00,SHIB/USDT,0.000007854,0.000007859,0.000007616,0.000007815,12819360.46556585,1650945388744,7316929.06021525,942344802668,320723,0.000007765
1698883200000,2023-11-02 00:00:00,SHIB/USDT,0.000007969,0.000008086,0.000007672,0.000007852,12941909.75048643,1638434013368,7476933.88873013,946817997234,354449,0.000007899
1698796800000,2023-11-01 00:00:00,SHIB/USDT,0.000007784,0.000007972,0.000007573,0.000007969,10166527.05489451,1313120508590,5465263.89135146,705770976461,257960,0.000007743
1698710400000,2023-10-31 00:00:00,SHIB/USDT,0.000007971,0.000008038,0.000007526,0.000007789,15529016.60209983,1985185933746,8815999.39054481,1126958433409,385196,0.000007823
1698624000000,2023-10-30 00:00:00,SHIB/USDT,0.000008023,0.000008058,0.000007828,0.000007965,2063720.45037459,258730813800,1098332.17626976,137708772994,45761,0.000007976
1698537600000,2023-10-29 00:00:00,SHIB/USDT,0.00000796,0.000008102,0.000007753,0.000008014,2086340.70229857,261893589439,1131658.39132027,142036057899,48155,0.000007967
1698451200000,2023-10-28 00:00:00,SHIB/USDT,0.000007697,0.000008115,0.000007663,0.000007961,2954925.56312658,379647121561,1589828.34112261,204254488446,67884,0.000007784
1698364800000,2023-10-27 00:00:00,SHIB/USDT,0.000007921,0.000007966,0.000007585,0.000007705,3865026.28904983,495202188966,2134791.88296793,273513855200,88270,0.000007805
1698278400000,2023-10-26 00:00:00,SHIB/USDT,0.000007801,0.00000823,0.000007604,0.000007921,4549374.37087107,574561975984,2504728.89440792,316324407371,107038,0.000007919
1698192000000,2023-10-25 00:00:00,SHIB/USDT,0.000007389,0.000007951,0.000007276,0.000007799,4588332.57887747,608630244704,2529021.48837566,335437017519,106791,0.000007542
1698105600000,2023-10-24 00:00:00,SHIB/USDT,0.000007494,0.000007743,0.000007257,0.000007392,4477720.95071051,598878635690,2273873.83536948,304085422875,104982,0.000007478
1698019200000,2023-10-23 00:00:00,SHIB/USDT,0.00000713,0.00000749,0.000007092,0.00000749,4005152.11332164,554276947569,2006889.75154425,277768615689,91349,0.000007226
1697932800000,2023-10-22 00:00:00,SHIB/USDT,0.000007062,0.000007125,0.00000695,0.000007124,2637647.0146981,375088399859,1326059.66115585,188576010936,60699,0.000007032
1697846400000,2023-10-21 00:00:00,SHIB/USDT,0.000006913,0.000007171,0.000006881,0.000007061,2462081.53177203,351827707693,1283868.22340872,183497552550,55960,0.000006998
1697760000000,2023-10-20 00:00:00,SHIB/USDT,0.000006838,0.000007027,0.000006819,0.000006905,3615890.82760758,522511168374,1839307.80761921,265772845087,83133,0.00000692
1697673600000,2023-10-19 00:00:00,SHIB/USDT,0.000006764,0.000006855,0.000006657,0.00000684,2293762.27973336,339760311461,1143034.15711089,169315729893,53862,0.000006751
1697587200000,2023-10-18 00:00:00,SHIB/USDT,0.000006885,0.000006958,0.000006715,0.000006764,2317604.75768006,338038713451,1170291.2210043,170696005397,54429,0.000006856
1697500800000,2023-10-17 00:00:00,SHIB/USDT,0.000007094,0.000007125,0.000006846,0.000006885,3698092.80266235,526903919391,1876343.56625439,267365186520,89500,0.000007019
1697414400000,2023-10-16 00:00:00,SHIB/USDT,0.000006984,0.000007265,0.000006963,0.000007095,3155929.24296461,445526335310,1576764.82235492,222598690153,77489,0.000007083
1697328000000,2023-10-15 00:00:00,SHIB/USDT,0.000007025,0.000007065,0.00000694,0.000006982,1145953.11133187,163767838890,571763.59537386,81713803903,28744,0.000006997
1697241600000,2023-10-14 00:00:00,SHIB/USDT,0.000006914,0.000007136,0.000006904,0.000007022,1521918.36592236,217611961490,757661.40737841,108339724048,38229,0.000006994
1697155200000,2023-10-13 00:00:00,SHIB/USDT,0.000006793,0.000006989,0.000006773,0.000006909,1888476.85594918,276114100278,947660.82704791,138558969498,46177,0.000006839
1697068800000,2023-10-12 00:00:00,SHIB/USDT,0.000006776,0.00000689,0.000006744,0.000006794,2123936.11744552,311906756284,1051394.20232394,154406219171,52002,0.000006809
1696982400000,2023-10-11 00:00:00,SHIB/USDT,0.000006899,0.000006945,0.000006719,0.000006777,2420435.92390149,355086999637,1198423.58998616,175823720130,57829,0.000006816
1696896000000,2023-10-10 00:00:00,SHIB/USDT,0.000006912,0.000006975,0.000006821,0.000006907,2993787.00816223,433399525121,1509926.58986443,218588938399,69645,0.000006907
1696809600000,2023-10-09 00:00:00,SHIB/USDT,0.000007192,0.000007209,0.00000673,0.000006914,3891813.39867258,554645196000,1917627.07242578,273379842636,92472,0.000007019
1696723200000,2023-10-08 00:00:00,SHIB/USDT,0.000007233,0.000007279,0.000007168,0.000007195,3470851.58441857,481446847174,1708352.41793719,236972108465,78919,0.000007209
1696636800000,2023-10-07 00:00:00,SHIB/USDT,0.000007235,0.000007254,0.000007179,0.000007234,4033973.62151406,558507000728,1970588.25526404,272828809014,90436,0.000007222
1696550400000,2023-10-06 00:00:00,SHIB/USDT,0.000007133,0.000007254,0.000007129,0.000007235,6935106.19962775,964267128732,3447742.87056441,479363812144,158963,0.000007192
1696464000000,2023-10-05 00:00:00,SHIB/USDT,0.000007233,0.000007274,0.000007122,0.000007138,5248784.31724166,728861669337,2616738.1277241,363385711016,117471,0.000007201
1696377600000,2023-10-04 00:00:00,SHIB/USDT,0.00000727,0.000007277,0.000007079,0.000007235,7205301.61908448,998707137120,3604259.45896933,499548017882,165280,0.000007214
1696291200000,2023-10-03 00:00:00,SHIB/USDT,0.000007314,0.000007341,0.000007216,0.000007276,9312124.74057242,1278179899600,4621333.69142648,634366654445,209105,0.000007285
1696204800000,2023-10-02 00:00:00,SHIB/USDT,0.000007523,0.000007596,0.000007231,0.000007314,4085918.43459576,549356346666,1979916.53405801,266155421149,95482,0.000007439
1696118400000,2023-10-01 00:00:00,SHIB/USDT,0.000007334,0.00000757,0.000007329,0.000007515,1959481.20787268,264019095584,1016592.67397521,136990328419,45304,0.000007422
1696032000000,2023-09-30 00:00:00,SHIB/USDT,0.000007315,0.000007394,0.000007303,0.000007331,2111447.71983784,287984509868,1087356.50344641,148300895400,48061,0.000007331
1695945600000,2023-09-29 00:00:00,SHIB/USDT,0.000007306,0.000007425,0.000007267,0.000007315,3511692.09887101,478794447913,1757644.68398814,239643329405,80342,0.000007334
1695859200000,2023-09-28 00:00:00,SHIB/USDT,0.000007215,0.000007334,0.000007209,0.000007304,3660768.55192133,503940358355,1843726.41549825,253813973270,84192,0.000007264
1695772800000,2023-09-27 00:00:00,SHIB/USDT,0.000007257,0.000007309,0.000007155,0.000007223,2670056.25404935,369320248647,1334023.75400802,184536346080,62680,0.000007229
1695686400000,2023-09-26 00:00:00,SHIB/USDT,0.000007295,0.000007331,0.000007188,0.000007251,1964157.52327353,270277568542,975258.92747185,134202756686,46992,0.000007267
1695600000000,2023-09-25 00:00:00,SHIB/USDT,0.000007306,0.000007389,0.000007175,0.000007287,2290608.62200591,314213804990,1117641.0712105,153309719809,53542,0.00000729
1695513600000,2023-09-24 00:00:00,SHIB/USDT,0.000007498,0.000007498,0.000007274,0.000007302,831449.70343157,112869443197,407970.46242854,55391161274,20990,0.000007366
1695427200000,2023-09-23 00:00:00,SHIB/USDT,0.000007294,0.000007694,0.000007294,0.000007496,1159163.3024947,156590869919,571261.06529124,77158120377,28400,0.000007403
1695340800000,2023-09-22 00:00:00,SHIB/USDT,0.000007236,0.000007313,0.000007161,0.000007291,1702883.88801631,234136845587,822524.54852373,113093789238,41599,0.000007273
1695254400000,2023-09-21 00:00:00,SHIB/USDT,0.000007449,0.00000753,0.000007223,0.00000724,2257072.54005311,308283170515,1087281.85896522,148491976685,53242,0.000007322
1695168000000,2023-09-20 00:00:00,SHIB/USDT,0.000007408,0.000007482,0.000007272,0.00000744,2154922.54602438,292545779297,1057720.83331426,143594738416,50653,0.000007366
1695081600000,2023-09-19 00:00:00,SHIB/USDT,0.000007258,0.000007423,0.000007224,0.000007406,2407386.30130926,328015162459,1174048.0778334,159962616801,56430,0.000007339
1694995200000,2023-09-18 00:00:00,SHIB/USDT,0.000007212,0.000007406,0.000007139,0.00000726,2005992.14944176,275034041576,972900.7025046,133402824711,48275,0.000007293
1694908800000,2023-09-17 00:00:00,SHIB/USDT,0.000007397,0.000007397,0.000007105,0.000007212,1120716.13176401,154272962060,539661.2360471,74289052467,28404,0.000007265
1694822400000,2023-09-16 00:00:00,SHIB/USDT,0.000007447,0.000007568,0.000007332,0.000007396,1525142.40021558,205125086027,743125.12381827,99933462220,38484,0.000007435
1694736000000,2023-09-15 00:00:00,SHIB/USDT,0.000007354,0.000007473,0.000007315,0.000007446,1780955.74524019,241069670615,900005.95192386,121828353014,41689,0.000007387
1694649600000,2023-09-14 00:00:00,SHIB/USDT,0.000007247,0.00000744,0.000007214,0.000007355,2504398.89783274,342921233771,1231096.68696343,168548847703,60385,0.000007303
1694563200000,2023-09-13 00:00:00,SHIB/USDT,0.000007171,0.000007349,0.000007138,0.000007251,2954058.59441932,408342826170,1427906.12535492,197377546013,71323,0.000007234
1694476800000,2023-09-12 00:00:00,SHIB/USDT,0.000007053,0.000007357,0.000007045,0.000007169,4017830.10718203,557324859028,1956542.68828844,271388727360,95492,0.000007209
1694390400000,2023-09-11 00:00:00,SHIB/USDT,0.000007364,0.00000739,0.000006965,0.000007051,3300952.39332705,461681108762,1588891.8295003,222236312296,79306,0.000007152
1694304000000,2023-09-10 00:00:00,SHIB/USDT,0.000007561,0.000007566,0.00000722,0.000007366,2056826.57796687,278249258397,978562.17014522,132391809709,50378,0.000007392
1694217600000,2023-09-09 00:00:00,SHIB/USDT,0.000007603,0.00000765,0.000007553,0.000007561,2810745.2758292,369450845870,1370897.92122205,180194543041,64794,0.000007607
1694131200000,2023-09-08 00:00:00,SHIB/USDT,0.000007681,0.00000771,0.000007496,0.000007595,5433276.0575662,715882568834,2664636.56917166,351072439644,122158,0.00000759
1694044800000,2023-09-07 00:00:00,SHIB/USDT,0.000007683,0.000007707,0.000007553,0.000007681,4914103.11656903,643900215398,2460828.55401861,322438656910,115015,0.000007631
1693958400000,2023-09-06 00:00:00,SHIB/USDT,0.000007657,0.000007782,0.000007518,0.000007682,4877953.1031269,636546886213,2399130.13317969,313069675781,113746,0.000007663
1693872000000,2023-09-05 00:00:00,SHIB/USDT,0.000007492,0.000007719,0.000007436,0.000007649,5062982.3671446,668919088019,2481504.69732298,327859273587,116641,0.000007569
1693785600000,2023-09-04 00:00:00,SHIB/USDT,0.000007692,0.000007778,0.000007401,0.000007497,10006178.03571611,1304035145090,4975179.66537699,648316142256,232832,0.000007674
1693699200000,2023-09-03 00:00:00,SHIB/USDT,0.000007831,0.000007867,0.000007632,0.000007686,13485259.97915769,1734086669593,6689955.29190907,860344113294,296744,0.000007777
1693612800000,2023-09-02 00:00:00,SHIB/USDT,0.000007897,0.000007933,0.000007765,0.000007827,13168804.68147956,1673910561069,6493181.86912208,825381852197,298284,0.000007867
1693526400000,2023-09-01 00:00:00,SHIB/USDT,0.000007982,0.00000805,0.000007734,0.000007897,13728419.81560139,1725954019003,6780843.91084812,852441759194,306402,0.000007954
1693440000000,2023-08-31 00:00:00,SHIB/USDT,0.000008156,0.000008239,0.000007808,0.000007984,19355254.7545922,2392279396002,9670896.58261372,1195388067723,432135,0.000008091
1693353600000,2023-08-30 00:00:00,SHIB/USDT,0.000008375,0.000008384,0.000008084,0.000008155,23883371.13396868,2909161536421,12073419.85318203,1470641650552,542277,0.00000821
1693267200000,2023-08-29 00:00:00,SHIB/USDT,0.000008235,0.000008433,0.000008045,0.000008364,10575994.13937725,1287950645798,5143320.6854737,626440677919,280175,0.000008212
1693180800000,2023-08-28 00:00:00,SHIB/USDT,0.000008043,0.000008324,0.000007872,0.00000823,11567814.89993922,1432749429234,5741145.31815169,711056055555,298226,0.000008075
1693094400000,2023-08-27 00:00:00,SHIB/USDT,0.000008087,0.000008165,0.000008023,0.000008045,16898793.36651603,2087542149127,8555896.50811942,1056904192122,401910,0.000008095
1693008000000,2023-08-26 00:00:00,SHIB/USDT,0.000008134,0.00000823,0.000008072,0.000008087,19860635.79485291,2436070542758,10119758.50269121,1241348947820,438947,0.000008152
1692921600000,2023-08-25 00:00:00,SHIB/USDT,0.000008208,0.000008256,0.000007985,0.000008145,20471841.40836298,2526657991649,10412794.59680847,1285153591554,472714,0.000008102
1692835200000,2023-08-24 00:00:00,SHIB/USDT,0.000008315,0.00000836,0.000008047,0.000008206,20650477.95180746,2505631782417,10620048.36449108,1288553035191,455901,0.000008242
1692748800000,2023-08-23 00:00:00,SHIB/USDT,0.000008009,0.000008528,0.000007973,0.000008322,19187756.87814686,2323558615124,9973410.68716168,1207795535401,452119,0.000008259
1692662400000,2023-08-22 00:00:00,SHIB/USDT,0.000007974,0.000008068,0.0000076,0.000007996,21017660.81857076,2654591674388,11102210.09542978,1402228793597,475318,0.000007917
1692576000000,2023-08-21 00:00:00,SHIB/USDT,0.000008312,0.000008383,0.000007781,0.000007975,23520958.4899952,2893171845965,12561056.03777657,1544414809162,665454,0.000008132
1692489600000,2023-08-20 00:00:00,SHIB/USDT,0.00000845,0.00000848,0.000008166,0.000008313,38245287.57174569,4569438178220,20995123.77166245,2508586491095,1273964,0.00000837
1692403200000,2023-08-19 00:00:00,SHIB/USDT,0.000008582,0.000008684,0.000008314,0.000008445,25585175.23134753,3018577558229,14272539.78616679,1683962367551,923743,0.000008476
1692316800000,2023-08-18 00:00:00,SHIB/USDT,0.000008116,0.00000871,0.000008035,0.000008581,20220099.69351811,2403957902627,11261771.41176092,1338651702856,854721,0.000008414
1692230400000,2023-08-17 00:00:00,SHIB/USDT,0.00000921,0.000009341,0.000007297,0.000008128,12055929.70637816,1367900512575,6607443.71383723,749855829347,744001,0.000008829
1692144000000,2023-08-16 00:00:00,SHIB/USDT,0.000009927,0.000010146,0.000009055,0.000009215,8690095.88828269,888233160941,4638153.74871922,474099248830,541364,0.000009789
1692057600000,2023-08-15 00:00:00,SHIB/USDT,0.000010192,0.000010644,0.000009487,0.000009933,11889711.39236808,1161301750978,6401771.02508149,625189410457,581762,0.00001024
1691971200000,2023-08-14 00:00:00,SHIB/USDT,0.000010235,0.000010648,0.000009978,0.000010192,21476178.34736067,2084451059960,11871439.0437279,1152184141491,791709,0.000010305
1691884800000,2023-08-13 00:00:00,SHIB/USDT,0.000010679,0.000010824,0.000010135,0.000010236,37007273.54611572,3520519457707,20675936.02302114,1966899248431,1492758,0.000010513
1691798400000,2023-08-12 00:00:00,SHIB/USDT,0.000010505,0.000011324,0.000010442,0.000010685,36156050.10678464,3333031372810,20339615.34640158,1875020790576,1492403,0.000010849
1691712000000,2023-08-11 00:00:00,SHIB/USDT,0.000009929,0.000010588,0.000009801,0.000010506,35536149.05246459,3505496557510,20180797.98830786,1991149986991,1427132,0.000010141
1691625600000,2023-08-10 00:00:00,SHIB/USDT,0.00000963,0.000010162,0.000009577,0.000009925,32456258.96904081,3298940114090,18965739.32759992,1927593524694,1317762,0.000009839
1691539200000,2023-08-09 00:00:00,SHIB/USDT,0.000009528,0.000010056,0.000009412,0.000009634,31250252.3420245,3237278019183,18303422.74215722,1896103266461,1263035,0.000009655
1691452800000,2023-08-08 00:00:00,SHIB/USDT,0.00000897,0.000009683,0.000008874,0.000009528,37618602.94571718,4103372440695,21114487.83757102,2302060508806,1481465,0.000009173
1691366400000,2023-08-07 00:00:00,SHIB/USDT,0.000009361,0.000009481,0.000008778,0.000008974,33422360.41817716,3680895402692,19346352.65483592,2130989112303,1307959,0.000009082
1691280000000,2023-08-06 00:00:00,SHIB/USDT,0.000009982,0.000010287,0.000009214,0.000009376,11918168.96625822,1232229066224,6324247.48665322,653856892868,487650,0.000009678
1691193600000,2023-08-05 00:00:00,SHIB/USDT,0.000008685,0.000010481,0.000008651,0.000009982,17887980.22781256,1859041140019,9493504.40958205,986560900195,551445,0.000009646
1691107200000,2023-08-04 00:00:00,SHIB/USDT,0.000008288,0.000008828,0.000008278,0.000008686,17037217.63259352,2002191110640,9086854.51345383,1067995661638,498212,0.000008511
1691020800000,2023-08-03 00:00:00,SHIB/USDT,0.000008153,0.000008382,0.000008129,0.000008285,44686382.5068053,5411201583540,23610780.58851073,2859058827645,466846,0.000008258
1690934400000,2023-08-02 00:00:00,SHIB/USDT,0.000008415,0.000008467,0.000008095,0.000008154,15075692.35587109,1824015819654,7975239.38292058,965003442839,350746,0.000008265
1690848000000,2023-08-01 00:00:00,SHIB/USDT,0.000008463,0.000008463,0.000008126,0.000008414,5131354.69319763,618018623028,2632596.16010481,317067713992,137664,0.000008303
1690761600000,2023-07-31 00:00:00,SHIB/USDT,0.000008275,0.0000087,0.000008227,0.000008464,1817715.21397225,214426086741,911402.29263617,107515351648,73059,0.000008477
1690675200000,2023-07-30 00:00:00,SHIB/USDT,0.000008524,0.000008782,0.0000081,0.000008286,95148.39872282,11263044248,45476.16979527,5384241928,25551,0.00000845
1690588800000,2023-07-29 00:00:00,SHIB/USDT,0.000008179,0.000008631,0.00000814,0.000008529,106983.34365035,12868458594,51214.84991066,6162670701,33087,0.000008315
1690502400000,2023-07-28 00:00:00,SHIB/USDT,0.000007788,0.000008426,0.000007773,0.000008177,107042.71279974,13219412482,57669.71337246,7114210188,32504,0.000008103
1690416000000,2023-07-27 00:00:00,SHIB/USDT,0.000007854,0.000007926,0.000007742,0.000007795,83177.16828241,10604369128,41760.77602075,5321323776,21628,0.000007843
1690329600000,2023-07-26 00:00:00,SHIB/USDT,0.000007915,0.000007965,0.000007708,0.000007854,71917.48725393,9180289646,32241.65539559,4111627611,19572,0.000007834
1690243200000,2023-07-25 00:00:00,SHIB/USDT,0.000007654,0.000007945,0.000007646,0.000007915,83560.78466994,10727055621,34815.9515322,4468966092,21326,0.00000779
1690156800000,2023-07-24 00:00:00,SHIB/USDT,0.000007854,0.000008002,0.000007597,0.000007663,67343.32459364,8703641377,32862.83043037,4244792743,20061,0.000007738
1690070400000,2023-07-23 00:00:00,SHIB/USDT,0.000007771,0.000007905,0.00000773,0.000007855,50786.11679638,6482335622,25664.70246588,3274262610,14743,0.000007834
1689984000000,2023-07-22 00:00:00,SHIB/USDT,0.000007836,0.000007893,0.000007706,0.00000777,46900.78330715,5998665986,24329.6141991,3111806560,12539,0.000007818
1689897600000,2023-07-21 00:00:00,SHIB/USDT,0.000007687,0.00000801,0.000007654,0.000007832,53162.83052482,6807712621,27110.87093069,3471255671,17162,0.000007809
1689811200000,2023-07-20 00:00:00,SHIB/USDT,0.000007744,0.000007919,0.00000762,0.000007686,63147.76195589,8141733558,32554.57086799,4194136171,16514,0.000007756
1689724800000,2023-07-19 00:00:00,SHIB/USDT,0.000007715,0.000007839,0.000007648,0.000007744,58092.38307989,7491498293,29724.55124775,3832466374,17230,0.000007754
1689638400000,2023-07-18 00:00:00,SHIB/USDT,0.000007845,0.000007895,0.000007583,0.000007715,98871.07337472,12843851748,31278.37613168,4051128834,20635,0.000007698
1689552000000,2023-07-17 00:00:00,SHIB/USDT,0.000007849,0.000008063,0.000007621,0.000007844,76604.31333986,9769759873,35229.93738727,4497609354,23685,0.000007841
1689465600000,2023-07-16 00:00:00,SHIB/USDT,0.000008095,0.000008168,0.000007817,0.000007854,64312.99419927,8043786277,31746.59910059,3971643101,20402,0.000007996
1689379200000,2023-07-15 00:00:00,SHIB/USDT,0.000007978,0.000008526,0.000007905,0.00000809,113647.91462377,13820980859,58900.52107752,7154511273,30069,0.000008224
1689292800000,2023-07-14 00:00:00,SHIB/USDT,0.000007978,0.000008428,0.0000076,0.000007979,104605.34681847,13083281336,55309.84772142,6912094374,28311,0.000007998
1689206400000,2023-07-13 00:00:00,SHIB/USDT,0.000007504,0.00000811,0.000007439,0.00000798,114580.50685447,14876737832,59355.05376531,7675942699,31002,0.000007706
1689120000000,2023-07-12 00:00:00,SHIB/USDT,0.000007528,0.000007597,0.000007355,0.000007505,59670.7984289,7960360160,30468.46887725,4064153454,21373,0.000007496
1689033600000,2023-07-11 00:00:00,SHIB/USDT,0.000007545,0.000007614,0.000007438,0.000007524,60047.22340636,7979355680,29535.69490437,3924857623,19760,0.000007525
1688947200000,2023-07-10 00:00:00,SHIB/USDT,0.000007719,0.000007719,0.000007429,0.000007544,109031.99795359,14438224692,64196.66910659,8500131946,39340,0.000007551
1688860800000,2023-07-09 00:00:00,SHIB/USDT,0.000007635,0.000007789,0.000007579,0.00000772,79060.09176121,10304093790,39549.52555049,5154937771,24140,0.000007672
1688774400000,2023-07-08 00:00:00,SHIB/USDT,0.000007312,0.000007695,0.000007271,0.000007627,34638.29862206,4635852691,24135.59442951,3212835388,3828,0.000007474
1688688000000,2023-07-07 00:00:00,SHIB/USDT,0.000007143,0.000007314,0.000007077,0.000007313,62601.67077201,8658404775,29883.51974996,4129882503,17608,0.00000723
1688601600000,2023-07-06 00:00:00,SHIB/USDT,0.000007451,0.000007671,0.000007117,0.000007144,97525.88397091,13176324978,42787.1514113,5767783040,30164,0.000007404
1688515200000,2023-07-05 00:00:00,SHIB/USDT,0.000007684,0.000007734,0.000007357,0.000007467,81405.8209,10795207452,38495.67129062,5100555606,26478,0.000007542
1688428800000,2023-07-04 00:00:00,SHIB/USDT,0.000007759,0.000007849,0.000007624,0.000007675,77731.31717798,10046410362,38431.97190645,4965475877,26683,0.000007737
1688342400000,2023-07-03 00:00:00,SHIB/USDT,0.000007662,0.000007788,0.00000761,0.000007766,95312.96499225,12383977972,47256.99941777,6135158025,27758,0.000007696
1688256000000,2023-07-02 00:00:00,SHIB/USDT,0.000007632,0.000007715,0.00000747,0.000007649,112115.66783733,14810443217,51034.51021234,6735478653,33892,0.00000757
1688169600000,2023-07-01 00:00:00,SHIB/USDT,0.000007556,0.000007765,0.000007519,0.000007642,100647.30292172,13228144666,53951.91951675,7090036127,27548,0.000007608
1688083200000,2023-06-30 00:00:00,SHIB/USDT,0.000007324,0.00000765,0.000007023,0.000007556,134702.74979691,18090811059,65238.74567654,8739637658,46579,0.000007448
1687996800000,2023-06-29 00:00:00,SHIB/USDT,0.000007233,0.000007438,0.000007203,0.000007324,92585.5669099,12663037594,46365.11150681,6342718141,35319,0.000007311
1687910400000,2023-06-28 00:00:00,SHIB/USDT,0.000007594,0.000007594,0.000007027,0.000007232,92746.29664407,12616394025,45980.04876005,6252084129,36104,0.000007352
1687824000000,2023-06-27 00:00:00,SHIB/USDT,0.000007544,0.000007664,0.000007485,0.000007595,106354.81706103,14035567165,51509.28266447,6797575090,40396,0.000007577
1687737600000,2023-06-26 00:00:00,SHIB/USDT,0.000007859,0.000007914,0.000007441,0.000007544,101837.88447708,13278390864,56134.37321638,7329515220,32148,0.00000767
1687651200000,2023-06-25 00:00:00,SHIB/USDT,0.000007824,0.000008022,0.000007773,0.000007857,64435.38975847,8187904373,31900.05086968,4053914572,25398,0.000007869
1687564800000,2023-06-24 00:00:00,SHIB/USDT,0.000007928,0.00000807,0.000007673,0.000007813,71676.96867549,9055908354,35459.52679112,4482936404,25053,0.000007915
1687478400000,2023-06-23 00:00:00,SHIB/USDT,0.000007805,0.00000813,0.000007716,0.000007926,98021.47556237,12372115000,57221.0180368,7220933581,32637,0.000007923
1687392000000,2023-06-22 00:00:00,SHIB/USDT,0.000007546,0.00000915,0.000007533,0.000007795,208891.76095631,25951363968,108774.47585776,13493022882,42558,0.000008055
1687305600000,2023-06-21 00:00:00,SHIB/USDT,0.000007268,0.000007612,0.000007264,0.000007546,105026.43758222,14108787207,53004.49575929,7126486440,29466,0.000007445
1687219200000,2023-06-20 00:00:00,SHIB/USDT,0.00000722,0.00000728,0.000006983,0.000007273,74685.75443679,10418840286,37308.59840488,5203661109,27977,0.000007168
1687132800000,2023-06-19 00:00:00,SHIB/USDT,0.000007193,0.000007319,0.00000705,0.000007224,57881.49431354,8058303050,29854.43025381,4154279447,18745,0.000007183
1687046400000,2023-06-18 00:00:00,SHIB/USDT,0.000006974,0.000007525,0.000006913,0.000007204,101384.8374642,14095315815,52009.0950378,7213110998,31279,0.000007196
1686960000000,2023-06-17 00:00:00,SHIB/USDT,0.000006826,0.000006989,0.000006782,0.000006972,65617.77885822,9526540120,34005.79795344,4935804572,22201,0.000006888
1686873600000,2023-06-16 00:00:00,SHIB/USDT,0.000006756,0.000006855,0.000006619,0.000006827,87704.43062346,12978065503,43768.44663623,6475374143,32763,0.000006758
1686787200000,2023-06-15 00:00:00,SHIB/USDT,0.000006556,0.000006833,0.000006517,0.000006758,71165.47399742,10743395103,34715.41401952,5240487199,24489,0.000006624
1686700800000,2023-06-14 00:00:00,SHIB/USDT,0.000006795,0.000006929,0.000006443,0.00000656,73216.0164728,10869148589,37850.31751586,5620529823,20598,0.000006738
1686614400000,2023-06-13 00:00:00,SHIB/USDT,0.000006662,0.000006908,0.000006598,0.000006793,62142.15777531,9194761350,41134.45401179,6076840652,18031,0.000006758
1686528000000,2023-06-12 00:00:00,SHIB/USDT,0.000006659,0.000006689,0.000006427,0.000006661,120742.27384058,18275376941,75422.72252499,11418322766,27192,0.000006607
1686441600000,2023-06-11 00:00:00,SHIB/USDT,0.000006854,0.00000719,0.000006545,0.000006669,94014.84905069,13935450789,49560.8475701,7334983695,28693,0.000006748
1686355200000,2023-06-10 00:00:00,SHIB/USDT,0.000007878,0.000007923,0.000005479,0.000006855,144250.00987452,21936072255,67839.30841291,10274507297,34694,0.000006619
1686268800000,2023-06-09 00:00:00,SHIB/USDT,0.000007946,0.000008036,0.000007825,0.000007877,50864.82659026,6422968082,26607.41885606,3358476241,18184,0.000007919
