https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume ADA
1651708800000,2022-05-05 00:00:00,ADA/USDT,0.9,0.9,0.77676716,0.79331477,10331.331723767837,13022.99177383
1651622400000,2022-05-04 00:00:00,ADA/USDT,0.77341065,0.899999,0.77341065,0.899999,18387.641443700584,20430.73541604
1651536000000,2022-05-03 00:00:00,ADA/USDT,0.778,0.797475,0.76502406,0.77333649,4624.431048324098,5979.8433258
1651449600000,2022-05-02 00:00:00,ADA/USDT,0.79500605,0.79500605,0.7638087,0.78898629,3510.104746447338,4448.87926563
1651363200000,2022-05-01 00:00:00,ADA/USDT,0.76271582,0.799999,0.75292233,0.79028451,7477.816129055538,9462.18233362
1651276800000,2022-04-30 00:00:00,ADA/USDT,0.81004553,0.81447576,0.5837413,0.74928972,11311.9123329726,15096.84709537
1651190400000,2022-04-29 00:00:00,ADA/USDT,0.84511593,0.84650332,0.79504467,0.80795571,4794.64851553803,5934.2962197
1651104000000,2022-04-28 00:00:00,ADA/USDT,0.83777124,0.85112449,0.82734986,0.83690567,3506.5623380530283,4189.91346785
1651017600000,2022-04-27 00:00:00,ADA/USDT,0.82938352,0.85322914,0.8209528,0.84256977,5336.696253401696,6333.83304673
1650931200000,2022-04-26 00:00:00,ADA/USDT,0.88902609,0.89275839,0.82040495,0.83109647,5151.712737431511,6198.69404262
1650844800000,2022-04-25 00:00:00,ADA/USDT,0.87892387,0.90034702,0.82904383,0.90034702,18320.137671128647,20347.86283974
1650672000000,2022-04-23 00:00:00,ADA/USDT,0.8968,0.90742731,0.8865505,0.89388432,1131.9509535615734,1266.32823536
1650585600000,2022-04-22 00:00:00,ADA/USDT,0.91363849,0.92518725,0.89584593,0.91089671,2177.298766507519,2390.28063512
1650499200000,2022-04-21 00:00:00,ADA/USDT,0.94,0.94,0.9385146,0.9385146,29.71360522224945,31.66024825
1650412800000,2022-04-20 00:00:00,ADA/USDT,0.94437158,0.97,0.9352148,0.93926297,2580.266569667504,2747.1183812
1650326400000,2022-04-19 00:00:00,ADA/USDT,0.937,0.95425111,0.9242009,0.94580221,2523.763110320614,2668.38360456
1650240000000,2022-04-18 00:00:00,ADA/USDT,0.92791051,0.933,0.87551711,0.93232318,7454.783492378784,7995.92207112
1650153600000,2022-04-17 00:00:00,ADA/USDT,0.94545828,0.96,0.91770969,0.91770969,1783.1991623647298,1943.0972363
1650067200000,2022-04-16 00:00:00,ADA/USDT,0.95001663,0.96029957,0.93836931,0.94775578,468.21337818837407,494.02323686
1649980800000,2022-04-15 00:00:00,ADA/USDT,0.95235127,0.9564205,0.93836931,0.94862735,4907.556422971822,5173.32377458
1649894400000,2022-04-14 00:00:00,ADA/USDT,0.97803209,0.97803209,0.92247566,0.93465361,3220.856330111971,3446.04278596
1649808000000,2022-04-13 00:00:00,ADA/USDT,0.95346513,0.98413829,0.93259821,0.96545225,2925.2687208257485,3029.94655699
1649721600000,2022-04-12 00:00:00,ADA/USDT,0.91453128,0.98951188,0.91000404,0.94612936,3934.4243335883248,4158.44228065
1649635200000,2022-04-11 00:00:00,ADA/USDT,1.01563954,1.04185254,0.92,0.92,8748.7007538948,9509.45734119
1649548800000,2022-04-10 00:00:00,ADA/USDT,1.03797485,1.03797485,1.03797485,1.03797485,3.2019333476579073,3.08478895
1649462400000,2022-04-09 00:00:00,ADA/USDT,1.04029842,1.05064846,1.0245134,1.03876895,4111.260875245139,3957.82033651
1649376000000,2022-04-08 00:00:00,ADA/USDT,1.08643965,1.09700142,1.02132851,1.02132851,6706.009382318187,6565.96708763
1649289600000,2022-04-07 00:00:00,ADA/USDT,1.0577,1.0973803,1.04085319,1.09700142,10031.07851730754,9144.08890857
1649203200000,2022-04-06 00:00:00,ADA/USDT,1.1651,1.1651,1.046001,1.046001,8000.74165218368,7648.8852804
1649116800000,2022-04-05 00:00:00,ADA/USDT,1.20738367,1.21019144,1.16645535,1.16645535,3275.020597046293,2807.66906084
