https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FIL,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1701302400000,2023-11-30 00:00:00,FIL/USDT,4.562,4.604,4.297,4.373,16298402.44,3677476.49037,8879800.749,2003112.79843,117524,4.433
1701216000000,2023-11-29 00:00:00,FIL/USDT,4.753,4.915,4.33,4.563,18707652.007,4020290.27576,10352189.691,2224421.8847,132808,4.654
1701129600000,2023-11-28 00:00:00,FIL/USDT,4.731,4.792,4.73,4.752,18633867.759,3926990.19601,10128182.745,2134467.82612,130585,4.745
1701043200000,2023-11-27 00:00:00,FIL/USDT,4.732,4.735,4.73,4.732,18640621.368,3939491.08773,10467640.752,2212221.16974,130212,4.731
1700956800000,2023-11-26 00:00:00,FIL/USDT,4.701,4.776,4.656,4.732,10031600.812,2129021.97364,5608046.198,1190149.40573,71138,4.711
1700870400000,2023-11-25 00:00:00,FIL/USDT,4.663,4.737,4.598,4.702,16207420.84,3486391.94546,9089191.447,1955171.50986,114032,4.648
1700784000000,2023-11-24 00:00:00,FIL/USDT,4.698,4.78,4.597,4.664,15048054.912,3211212.46042,8451635.052,1803555.51346,106462,4.686
1700697600000,2023-11-23 00:00:00,FIL/USDT,4.804,4.899,4.562,4.697,18106309.5,3821192.7378,10183949.965,2149250.31906,127958,4.738
1700611200000,2023-11-22 00:00:00,FIL/USDT,4.742,4.9,4.681,4.806,19446633.687,4076849.19964,11076696.71,2322094.46003,136390,4.77
1700524800000,2023-11-21 00:00:00,FIL/USDT,4.881,4.913,4.679,4.741,18572299.024,3829613.19153,10596334.005,2184993.7804,130963,4.849
1700438400000,2023-11-20 00:00:00,FIL/USDT,4.897,4.915,4.741,4.885,15825121.481,3245430.97262,9044470.86,1854883.20305,110621,4.876
1700352000000,2023-11-19 00:00:00,FIL/USDT,5.125,5.207,4.73,4.896,10380881.22,2132915.89271,5802663.361,1192182.05568,74080,4.867
1700265600000,2023-11-18 00:00:00,FIL/USDT,5.118,5.469,4.982,5.002,19036843.34,3731764.06914,10617152.435,2081251.79328,133761,5.101
1700179200000,2023-11-17 00:00:00,FIL/USDT,5.231,5.417,5.02,5.116,20207263.33,3959969.62815,11199322.278,2194570.42794,143041,5.103
1700092800000,2023-11-16 00:00:00,FIL/USDT,5.387,5.471,5.189,5.234,16889314.692,3188247.93059,9527675.437,1798339.6754,128937,5.297
1700006400000,2023-11-15 00:00:00,FIL/USDT,5.229,5.412,5.093,5.389,1506657.763,284672.39973,853091.193,161170.22548,113846,5.293
1699920000000,2023-11-14 00:00:00,FIL/USDT,5.28,5.464,5,5.224,1654650.102,314868.05679,944292.882,179680.27324,124676,5.255
1699833600000,2023-11-13 00:00:00,FIL/USDT,5.009,5.9,4.877,5.277,406847.336,79253.60526,226697.241,44171.87477,30456,5.135
1699747200000,2023-11-12 00:00:00,FIL/USDT,4.736,5.047,4.6,5.009,1259596.418,265075.26019,668357.349,140576.30623,94717,4.752
1699660800000,2023-11-11 00:00:00,FIL/USDT,4.582,4.899,4.499,4.735,1377020.186,295027.19364,710027.633,152106.80108,102772,4.669
1699574400000,2023-11-10 00:00:00,FIL/USDT,4.497,4.75,4.37,4.583,1437389.051,318796.71622,774279.661,171733.59162,110573,4.509
1699488000000,2023-11-09 00:00:00,FIL/USDT,4.433,4.694,4.13,4.496,1253993.618,278597.26904,729095.194,161989.75266,93931,4.503
1699401600000,2023-11-08 00:00:00,FIL/USDT,4.239,4.477,4.214,4.434,1000703.917,232189.76662,579279.844,134371.91791,73564,4.31
1699315200000,2023-11-07 00:00:00,FIL/USDT,4.339,4.36,4.076,4.239,1032299.313,242592.47889,568387.483,133589.66939,77288,4.255
1699228800000,2023-11-06 00:00:00,FIL/USDT,4.111,4.569,3.76,4.338,936457.762,220938.39864,499617.977,117855.82971,70758,4.241
1699142400000,2023-11-05 00:00:00,FIL/USDT,4.006,4.156,3.984,4.111,805608.357,197617.0521,431331.228,105813.78362,59996,4.076
1699056000000,2023-11-04 00:00:00,FIL/USDT,3.923,4.035,3.892,4.007,841005.773,213085.74709,445307.047,112812.46697,62410,3.946
1698969600000,2023-11-03 00:00:00,FIL/USDT,4.089,4.136,3.806,3.924,1225410.146,309655.46777,679794.585,171775.59382,93702,3.957
1698883200000,2023-11-02 00:00:00,FIL/USDT,3.938,4.264,3.781,4.088,1321065.131,334836.19263,715160.449,181257.10571,102537,3.947
1698796800000,2023-11-01 00:00:00,FIL/USDT,3.826,4.045,3.692,3.94,1052733.661,276417.69918,533208.535,140003.31395,79762,3.809
1698710400000,2023-10-31 00:00:00,FIL/USDT,3.856,3.939,3.704,3.826,1871948.172,489412.39883,950071.237,248398.34669,143107,3.825
1698624000000,2023-10-30 00:00:00,FIL/USDT,3.791,3.871,3.717,3.856,193737.039,50587.50108,97583.173,25481.72248,14922,3.829
1698537600000,2023-10-29 00:00:00,FIL/USDT,3.734,3.836,3.649,3.792,186898.666,49695.89312,95292.845,25338.41225,14102,3.761
1698451200000,2023-10-28 00:00:00,FIL/USDT,3.65,3.822,3.586,3.728,257846.158,70421.87961,129656.179,35415.25394,19589,3.661
1698364800000,2023-10-27 00:00:00,FIL/USDT,3.734,3.739,3.48,3.649,346081.054,94991.34771,172909.612,47461.35328,25882,3.643
1698278400000,2023-10-26 00:00:00,FIL/USDT,3.766,3.869,3.622,3.734,394601.84,104905.38153,197270.877,52438.80819,29565,3.762
1698192000000,2023-10-25 00:00:00,FIL/USDT,3.839,3.963,3.704,3.766,404652.274,106571.03505,201157.724,52977.76049,30236,3.797
1698105600000,2023-10-24 00:00:00,FIL/USDT,3.86,4.299,3.734,3.842,391610.834,101671.29732,195818.766,50830.1069,29294,3.852
1698019200000,2023-10-23 00:00:00,FIL/USDT,3.415,4.282,3.406,3.861,348983.51,97894.02896,180054.137,50482.24189,26107,3.571
1697932800000,2023-10-22 00:00:00,FIL/USDT,3.344,3.445,3.322,3.415,241105.037,71333.05831,121454.813,35930.42076,18065,3.38
1697846400000,2023-10-21 00:00:00,FIL/USDT,3.21,3.378,3.203,3.344,262284.938,80298.9505,132631.889,40617.65427,19584,3.267
1697760000000,2023-10-20 00:00:00,FIL/USDT,3.184,3.286,3.173,3.211,332074.774,102886.43839,168181.435,52105.07777,24728,3.227
1697673600000,2023-10-19 00:00:00,FIL/USDT,3.176,3.187,3.139,3.185,228259.805,72161.6104,116635.16,36873.58674,17074,3.163
1697587200000,2023-10-18 00:00:00,FIL/USDT,3.208,3.239,3.159,3.177,241934.677,75779.31998,122350.491,38323.25884,18008,3.192
1697500800000,2023-10-17 00:00:00,FIL/USDT,3.252,3.537,3.178,3.209,336213.498,104171.22823,167808.389,51985.87992,25310,3.227
1697414400000,2023-10-16 00:00:00,FIL/USDT,3.221,3.412,3.217,3.252,293114.892,90110.0173,145736.406,44801.99315,21830,3.252
1697328000000,2023-10-15 00:00:00,FIL/USDT,3.214,3.237,3.202,3.224,114434.14,35593.75884,57586.923,17911.68934,8588,3.215
1697241600000,2023-10-14 00:00:00,FIL/USDT,3.208,3.232,3.203,3.214,148256.145,46084.88437,76147.357,23671.13207,11079,3.217
1697155200000,2023-10-13 00:00:00,FIL/USDT,3.208,3.242,3.177,3.208,170710.361,53238.98984,86278.305,26908.99206,12739,3.206
1697068800000,2023-10-12 00:00:00,FIL/USDT,3.17,3.238,3.138,3.209,207387.786,65233.55506,105105.036,33059.90088,15551,3.179
1696982400000,2023-10-11 00:00:00,FIL/USDT,3.192,3.203,3.101,3.171,235317.836,74490.16001,118054.357,37369.03136,17680,3.159
1696896000000,2023-10-10 00:00:00,FIL/USDT,3.226,3.234,3.17,3.193,298999.689,93161.75532,147962.883,46100.30279,22095,3.209
1696809600000,2023-10-09 00:00:00,FIL/USDT,3.39,3.423,3.163,3.227,388890.168,117663.78018,194715.802,58909.93129,29279,3.307
1696723200000,2023-10-08 00:00:00,FIL/USDT,3.442,3.443,3.15,3.391,368310.695,108075.88445,182806.408,53636.35051,27843,3.407
1696636800000,2023-10-07 00:00:00,FIL/USDT,3.332,3.444,3.319,3.443,552072.875,164601.35727,274941.367,81970.33574,41560,3.354
1696550400000,2023-10-06 00:00:00,FIL/USDT,3.257,3.369,3.247,3.332,653869.187,198763.80298,331750.117,100851.58263,48571,3.29
1696464000000,2023-10-05 00:00:00,FIL/USDT,3.535,3.539,3.244,3.253,590823.148,179569.79788,294725.387,89591.16026,44267,3.29
1696377600000,2023-10-04 00:00:00,FIL/USDT,3.307,3.648,3.227,3.535,666329.133,202202.89543,332786.744,100994.67363,49833,3.295
1696291200000,2023-10-03 00:00:00,FIL/USDT,3.332,3.367,3.284,3.307,826357.956,248430.11186,415442.857,124899.29294,61439,3.326
1696204800000,2023-10-02 00:00:00,FIL/USDT,3.465,3.468,3.313,3.333,345925.285,101833.95576,171667.536,50537.01739,26108,3.397
1696118400000,2023-10-01 00:00:00,FIL/USDT,3.355,3.486,3.338,3.464,174048.822,51536.8239,87172.741,25809.87968,13095,3.377
1696032000000,2023-09-30 00:00:00,FIL/USDT,3.334,3.375,3.311,3.356,197059.928,59107.07393,100202.197,30054.16272,14709,3.334
1695945600000,2023-09-29 00:00:00,FIL/USDT,3.308,3.365,3.286,3.334,309358.741,93137.08068,154704.768,46580.07068,22929,3.321
1695859200000,2023-09-28 00:00:00,FIL/USDT,3.208,3.31,3.143,3.308,312793.342,96004.71641,157606.716,48367.33119,23287,3.258
1695772800000,2023-09-27 00:00:00,FIL/USDT,3.169,3.27,3.168,3.208,239572.223,74771.6807,120337.966,37557.8136,18025,3.204
1695686400000,2023-09-26 00:00:00,FIL/USDT,3.208,3.226,3.076,3.169,178846.134,56018.46574,89351.582,27990.46826,13458,3.192
1695600000000,2023-09-25 00:00:00,FIL/USDT,3.205,3.242,3.17,3.208,204663.896,63792.47057,102141.965,31837.58787,15430,3.208
1695513600000,2023-09-24 00:00:00,FIL/USDT,3.239,3.262,3.153,3.207,78221.99,24158.04798,38336.628,11840.44615,6010,3.237
1695427200000,2023-09-23 00:00:00,FIL/USDT,3.221,3.245,3.196,3.239,104692.496,32483.71026,51749.893,16055.72294,7884,3.222
1695340800000,2023-09-22 00:00:00,FIL/USDT,3.211,3.237,3.193,3.225,162370.56,50442.48992,79497.092,24696.30996,12215,3.218
1695254400000,2023-09-21 00:00:00,FIL/USDT,3.363,3.385,3.197,3.211,202113.429,61738.48429,102005.507,31152.24501,15182,3.274
1695168000000,2023-09-20 00:00:00,FIL/USDT,3.365,3.423,3.258,3.364,186562.178,55434.64847,92741.522,27555.27044,13995,3.365
1695081600000,2023-09-19 00:00:00,FIL/USDT,3.327,3.407,3.303,3.365,204581.026,61028.95582,102836.797,30675.3811,15279,3.352
1694995200000,2023-09-18 00:00:00,FIL/USDT,3.326,3.429,3.152,3.325,173091.432,51529.86163,87473.637,26039.63926,13010,3.359
1694908800000,2023-09-17 00:00:00,FIL/USDT,3.319,3.41,3.191,3.327,109700.867,33129.22278,54909.803,16580.0736,8342,3.311
1694822400000,2023-09-16 00:00:00,FIL/USDT,3.362,3.458,3.309,3.32,156090.274,46418.03919,78681.337,23397.82621,11713,3.363
1694736000000,2023-09-15 00:00:00,FIL/USDT,3.229,3.38,3.218,3.362,160738.359,48759.49462,81354.51,24676.30362,12025,3.296
1694649600000,2023-09-14 00:00:00,FIL/USDT,3.176,3.252,3.139,3.235,221540.695,69240.08054,109974.521,34369.20648,16652,3.199
1694563200000,2023-09-13 00:00:00,FIL/USDT,3.088,3.252,3.054,3.177,261111.19,83028.58194,133684.041,42509.15848,19972,3.145
1694476800000,2023-09-12 00:00:00,FIL/USDT,3.021,3.219,3.013,3.088,337866.46,108756.59119,169893.487,54690.0463,26036,3.106
1694390400000,2023-09-11 00:00:00,FIL/USDT,3.113,3.126,2.957,3.022,290666.592,95274.625,145015.933,47531.62067,22230,3.051
1694304000000,2023-09-10 00:00:00,FIL/USDT,3.237,3.293,3.06,3.113,182295.482,58065.65935,91570.569,29170.78728,14142,3.14
1694217600000,2023-09-09 00:00:00,FIL/USDT,3.227,3.282,3.177,3.238,254662.154,78721.63198,127483.381,39408.31169,19079,3.234
1694131200000,2023-09-08 00:00:00,FIL/USDT,3.265,3.285,3.168,3.228,464032.45,143652.44409,233657.799,72332.71982,35096,3.23
1694044800000,2023-09-07 00:00:00,FIL/USDT,3.243,3.296,3.206,3.264,456240.155,141004.54103,230448.15,71221.46888,34155,3.235
1693958400000,2023-09-06 00:00:00,FIL/USDT,3.239,3.305,3.174,3.244,416486.05,128447.21855,209699.386,64675.48243,31428,3.242
1693872000000,2023-09-05 00:00:00,FIL/USDT,3.175,3.281,3.15,3.24,477763.256,149010.71873,242276.705,75567.27193,35976,3.206
1693785600000,2023-09-04 00:00:00,FIL/USDT,3.166,3.581,3.126,3.175,880526.281,275884.78421,443134.174,138840.84022,68201,3.191
1693699200000,2023-09-03 00:00:00,FIL/USDT,3.183,3.257,3.11,3.168,878892.318,277264.17691,442463.374,139578.20928,66250,3.169
1693612800000,2023-09-02 00:00:00,FIL/USDT,3.171,3.268,3.128,3.184,1246714.82,392642.69894,625563.339,197012.5201,94299,3.175
1693526400000,2023-09-01 00:00:00,FIL/USDT,3.21,3.368,3.112,3.171,1537611.695,481704.40033,775833.721,243045.68949,117922,3.192
1693440000000,2023-08-31 00:00:00,FIL/USDT,3.416,3.442,3.145,3.212,1756890.959,528009.3576,886975.905,266578.13439,135203,3.33
1693353600000,2023-08-30 00:00:00,FIL/USDT,3.5,3.522,3.36,3.416,2018850.915,589507.8996,1019849.97,297800.90713,152111,3.424
1693267200000,2023-08-29 00:00:00,FIL/USDT,3.39,3.581,3.29,3.5,1087777.255,319146.81339,549287.56,161162.49449,82435,3.41
1693180800000,2023-08-28 00:00:00,FIL/USDT,3.315,3.391,3.271,3.391,1309997.137,391532.91635,658457.305,196801.59475,98525,3.345
1693094400000,2023-08-27 00:00:00,FIL/USDT,3.261,3.487,3.235,3.315,1830190.912,559293.41219,921498.52,281593.61307,139886,3.272
1693008000000,2023-08-26 00:00:00,FIL/USDT,3.242,3.874,3.222,3.262,1718085.855,527405.09885,867331.445,266248.47369,135565,3.257
1692921600000,2023-08-25 00:00:00,FIL/USDT,3.301,3.946,3.203,3.242,1482169.675,456371.14692,749272.378,230707.15177,124493,3.247
1692835200000,2023-08-24 00:00:00,FIL/USDT,3.449,3.706,3.262,3.301,1636588.888,483155.76158,825325.437,243653.12936,128506,3.388
1692748800000,2023-08-23 00:00:00,FIL/USDT,3.387,3.721,3.361,3.45,1572471.06,459941.07281,795102.242,232554.60968,128637,3.419
1692662400000,2023-08-22 00:00:00,FIL/USDT,3.419,3.692,3.308,3.388,1707357.959,504716.06059,860982.854,254511.1203,133406,3.383
1692576000000,2023-08-21 00:00:00,FIL/USDT,3.56,3.767,3.34,3.415,1652928.282,473512.28814,833688.685,238826.37566,130372,3.491
1692489600000,2023-08-20 00:00:00,FIL/USDT,3.566,3.728,3.309,3.56,1797075.635,504800.89026,909233.091,255398.62393,136410,3.56
1692403200000,2023-08-19 00:00:00,FIL/USDT,3.497,3.785,3.448,3.567,1700728.297,481407.43927,862304.698,244088.03998,129888,3.533
1692316800000,2023-08-18 00:00:00,FIL/USDT,3.443,3.743,3.377,3.497,1640501.024,470737.30235,828499.217,237736.4691,129720,3.485
1692230400000,2023-08-17 00:00:00,FIL/USDT,3.72,4.103,3.309,3.442,1559099.435,419572.3156,786238.032,211621.71285,120431,3.718
1692144000000,2023-08-16 00:00:00,FIL/USDT,3.86,3.892,3.621,3.72,1221960.105,321292.73901,615641.062,161877.70068,92008,3.803
1692057600000,2023-08-15 00:00:00,FIL/USDT,4.082,4.087,3.726,3.86,1208601.583,302320.35327,606937.518,151808.45855,92584,3.999
1691971200000,2023-08-14 00:00:00,FIL/USDT,4.1,4.353,4.049,4.083,1374997.429,335924.51791,693983.728,169544.57433,105297,4.093
1691884800000,2023-08-13 00:00:00,FIL/USDT,4.127,4.231,4.04,4.099,1715866.851,416287.44408,871262.643,211376.81487,128605,4.121
1691798400000,2023-08-12 00:00:00,FIL/USDT,4.104,4.144,4.041,4.126,1647387.116,399968.43751,832866.539,202208.74645,123771,4.118
1691712000000,2023-08-11 00:00:00,FIL/USDT,4.136,4.154,4.042,4.104,3079393.586,746571.78656,1557157.75,377524.29106,149829,4.124
1691625600000,2023-08-10 00:00:00,FIL/USDT,4.148,4.238,4.089,4.137,4181147.43,1012962.55173,2118629.137,513284.31751,155925,4.127
1691539200000,2023-08-09 00:00:00,FIL/USDT,4.148,4.271,4.106,4.148,1782733.471,430552.58044,895043.499,216167.8273,62488,4.14
1691452800000,2023-08-08 00:00:00,FIL/USDT,4.086,4.264,4.027,4.158,3545006.843,860134.16731,1793735.26,435214.12664,137035,4.121
1691366400000,2023-08-07 00:00:00,FIL/USDT,4.159,4.281,3.991,4.107,2501796.189,603344.22678,1265036.336,305101.347,102775,4.147
1691280000000,2023-08-06 00:00:00,FIL/USDT,4.097,4.265,4.052,4.146,748958.493,180883.89229,379436.117,91643.3664,28231,4.14
1691193600000,2023-08-05 00:00:00,FIL/USDT,4.088,4.122,3.992,4.102,1504042.103,370297.29937,758863.846,186827.9808,58066,4.061
1691107200000,2023-08-04 00:00:00,FIL/USDT,4.103,4.248,4.015,4.089,1747779.914,424521.54732,880482.678,213859.56477,88465,4.117
1691020800000,2023-08-03 00:00:00,FIL/USDT,4.263,4.312,3.84,4.11,995290.44,236776.096,501580.625,119310.99034,78690,4.204
1690934400000,2023-08-02 00:00:00,FIL/USDT,4.286,4.315,3.991,4.264,372256.533,87294.36598,185499.693,43497.28506,27668,4.264
1690848000000,2023-08-01 00:00:00,FIL/USDT,4.268,4.279,4.109,4.279,1239.25,295.44704,692.392,163.81821,97,4.195
1690761600000,2023-07-31 00:00:00,FIL/USDT,4.302,4.353,4.2,4.259,2466.531,584.76776,1639.796,389.27864,50,4.218
1690675200000,2023-07-30 00:00:00,FIL/USDT,4.423,4.453,4.268,4.289,1523.5,351.877,649.33,149.70856,86,4.33
1690588800000,2023-07-29 00:00:00,FIL/USDT,4.389,4.429,4.382,4.429,221.852,50.35011,149.885,33.95254,10,4.406
1690502400000,2023-07-28 00:00:00,FIL/USDT,4.44,4.465,4.364,4.411,1052.131,239.86496,556.794,126.76808,56,4.386
1690416000000,2023-07-27 00:00:00,FIL/USDT,4.382,4.422,4.319,4.422,1719.71,391.17401,195.346,44.38882,80,4.396
1690329600000,2023-07-26 00:00:00,FIL/USDT,4.404,4.46,4.255,4.318,50995.469,11547.49264,2896.813,668.62109,295,4.416
1690243200000,2023-07-25 00:00:00,FIL/USDT,4.494,4.54,4.38,4.402,1056.213,239.46782,245.931,55.04397,48,4.411
1690156800000,2023-07-24 00:00:00,FIL/USDT,4.579,4.583,4.337,4.52,1330.093,296.97173,574.201,128.72325,117,4.48
1690070400000,2023-07-23 00:00:00,FIL/USDT,4.451,5.9,4.444,4.545,6403.268,1347.8628,4009.819,825.6451,252,4.783
1689984000000,2023-07-22 00:00:00,FIL/USDT,4.511,4.68,4.413,4.413,4180.608,925.73114,1974.083,434.77383,236,4.516
1689897600000,2023-07-21 00:00:00,FIL/USDT,4.41,4.546,4.41,4.472,160.539,35.96072,128.907,28.87064,52,4.464
1689811200000,2023-07-20 00:00:00,FIL/USDT,4.275,4.574,4.275,4.445,3237.02,729.40521,1963.363,445.26676,202,4.439
1689724800000,2023-07-19 00:00:00,FIL/USDT,4.281,4.381,3.6,4.238,2387.332,568.58066,766.904,177.2235,90,4.204
1689638400000,2023-07-18 00:00:00,FIL/USDT,4.361,4.361,4.18,4.27,278.559,66.06538,68.321,16.09988,48,4.216
1689552000000,2023-07-17 00:00:00,FIL/USDT,4.39,4.62,4.218,4.341,1857.66,424.8361,877.234,198.19254,165,4.374
1689465600000,2023-07-16 00:00:00,FIL/USDT,4.454,4.454,4.324,4.338,472.088,107.94554,304.669,69.56371,64,4.373
1689379200000,2023-07-15 00:00:00,FIL/USDT,4.419,4.472,4.389,4.42,5884.906,1329.62859,1878.915,425.4513,105,4.426
1689292800000,2023-07-14 00:00:00,FIL/USDT,4.655,4.73,4.371,4.427,7207.479,1570.33132,2383.275,519.30583,276,4.591
1689206400000,2023-07-13 00:00:00,FIL/USDT,4.236,4.69,4.198,4.681,5424.763,1205.94093,3130.813,701.63099,247,4.5
1689120000000,2023-07-12 00:00:00,FIL/USDT,4.293,4.339,4.193,4.193,609.077,142.76434,295.374,68.93946,62,4.266
1689033600000,2023-07-11 00:00:00,FIL/USDT,4.32,4.32,4.225,4.28,255.61,59.91105,63.71,14.96468,42,4.266
1688947200000,2023-07-10 00:00:00,FIL/USDT,4.294,4.394,4.18,4.29,2244.87,534.22894,282.267,66.70032,131,4.202
1688860800000,2023-07-09 00:00:00,FIL/USDT,4.378,4.418,4.327,4.334,684.059,156.99931,553.542,126.96076,39,4.357
1688774400000,2023-07-08 00:00:00,FIL/USDT,4.404,4.415,4.228,4.307,620.689,144.35859,139.889,32.05947,71,4.3
1688688000000,2023-07-07 00:00:00,FIL/USDT,4.295,4.444,4.295,4.391,3504.012,796.54899,2233.48,506.76105,68,4.399
1688601600000,2023-07-06 00:00:00,FIL/USDT,4.58,4.668,4.359,4.369,2928.211,646.45108,1415.865,311.64862,213,4.531
1688515200000,2023-07-05 00:00:00,FIL/USDT,4.541,4.842,4.35,4.61,7994.218,1746.345,4425.661,967.67516,414,4.579
1688428800000,2023-07-04 00:00:00,FIL/USDT,4.696,4.711,4.477,4.583,3971.212,855.06596,1459.272,314.63522,234,4.645
1688342400000,2023-07-03 00:00:00,FIL/USDT,4.127,5.1,4.088,4.737,22188.431,4755.82731,14207.361,3044.60396,772,4.668
1688256000000,2023-07-02 00:00:00,FIL/USDT,4.103,4.106,3.976,4.106,3507.054,863.8101,1112.469,274.72603,88,4.06
1688169600000,2023-07-01 00:00:00,FIL/USDT,3.94,4.197,3.916,4.085,5659.737,1388.46678,3956.966,968.04374,242,4.076
1688083200000,2023-06-30 00:00:00,FIL/USDT,3.84,4.026,3.7,3.947,3336.211,860.53921,403.387,103.45335,224,3.88
1687996800000,2023-06-29 00:00:00,FIL/USDT,3.793,3.865,3.79,3.815,900.417,236.88305,781.858,205.62878,28,3.801
1687910400000,2023-06-28 00:00:00,FIL/USDT,3.98,4.026,3.743,3.743,1047.225,268.45901,344.011,87.1559,120,3.902
1687824000000,2023-06-27 00:00:00,FIL/USDT,3.97,4.075,3.97,4.031,454.185,113.51738,282.103,70.28908,44,4.001
1687737600000,2023-06-26 00:00:00,FIL/USDT,4.144,4.144,3.905,3.95,2294.578,572.84583,1110.766,277.93814,144,4.006
1687651200000,2023-06-25 00:00:00,FIL/USDT,3.93,4.256,3.93,4.13,1263.747,308.07603,926.883,225.75363,156,4.102
1687564800000,2023-06-24 00:00:00,FIL/USDT,4,4.06,3.843,3.889,1834.461,458.20594,282.523,70.92422,128,4.004
1687478400000,2023-06-23 00:00:00,FIL/USDT,3.934,4.133,3.934,4.034,3433.765,854.73208,1717.516,426.95188,152,4.017
1687392000000,2023-06-22 00:00:00,FIL/USDT,3.978,4.078,3.904,3.923,1980.471,499.19751,396.473,100.16891,134,3.967
1687305600000,2023-06-21 00:00:00,FIL/USDT,3.816,3.963,3.752,3.952,880.923,229.57897,302.013,78.56554,84,3.837
1687219200000,2023-06-20 00:00:00,FIL/USDT,3.71,3.799,3.596,3.778,9787.44,2659.30251,4905.098,1332.68992,2924,3.68
1687132800000,2023-06-19 00:00:00,FIL/USDT,3.677,3.679,3.6,3.674,718.729,196.87667,528.873,144.68537,38,3.65
1687046400000,2023-06-18 00:00:00,FIL/USDT,3.711,3.728,3.651,3.667,721.113,195.72479,205.948,55.98992,53,3.684
1686960000000,2023-06-17 00:00:00,FIL/USDT,3.667,4.3,3.667,3.727,1092.867,281.14817,637.951,166.65762,50,3.901
1686873600000,2023-06-16 00:00:00,FIL/USDT,3.655,3.697,3.542,3.678,791.178,218.17871,372.619,102.32426,39,3.626
1686787200000,2023-06-15 00:00:00,FIL/USDT,3.57,4,3.518,3.684,1186.899,309.02296,261.896,70.80205,45,3.848
1686700800000,2023-06-14 00:00:00,FIL/USDT,3.688,3.688,3.486,3.486,1223.351,336.04996,507.737,139.10428,84,3.64
1686614400000,2023-06-13 00:00:00,FIL/USDT,3.514,3.727,3.505,3.652,1675.192,460.78887,698.628,192.77973,62,3.636
1686528000000,2023-06-12 00:00:00,FIL/USDT,3.316,3.579,3.308,3.572,279.876,81.53785,251.416,73.17801,16,3.435
1686441600000,2023-06-11 00:00:00,FIL/USDT,3.433,3.473,3.357,3.426,164.087,47.86877,75.95,22.07691,12,3.428
1686355200000,2023-06-10 00:00:00,FIL/USDT,3.999,4.218,2.839,3.527,4677.486,1346.03748,1383.011,397.90143,273,3.503
1686268800000,2023-06-09 00:00:00,FIL/USDT,4.085,4.125,3.996,4.01,732.983,180.86083,412.051,101.87544,84,4.053
1686182400000,2023-06-08 00:00:00,FIL/USDT,4.136,4.156,4.094,4.099,144.006,34.96384,48.715,11.82924,40,4.118
1686096000000,2023-06-07 00:00:00,FIL/USDT,4.399,4.399,4.07,4.135,1033.891,241.89755,613.372,140.84908,99,4.278
1686009600000,2023-06-06 00:00:00,FIL/USDT,4.231,4.429,4.16,4.384,811.29,188.94152,591.193,137.81903,81,4.295
1685923200000,2023-06-05 00:00:00,FIL/USDT,4.632,4.632,4.14,4.22,5348.762,1195.49289,1660.365,365.41728,242,4.48
1685836800000,2023-06-04 00:00:00,FIL/USDT,4.823,4.901,4.634,4.634,2782.143,586.04733,1359.986,283.8607,236,4.748
1685750400000,2023-06-03 00:00:00,FIL/USDT,4.956,4.956,4.3,4.822,1609.925,337.38427,900.292,191.90638,134,4.783
1685664000000,2023-06-02 00:00:00,FIL/USDT,4.72,5.017,4.72,4.972,4089.131,824.86716,2621.228,528.39254,234,4.957
1685577600000,2023-06-01 00:00:00,FIL/USDT,4.695,4.72,4.623,4.681,437.959,93.52284,298.443,63.67611,60,4.682
1685491200000,2023-05-31 00:00:00,FIL/USDT,4.821,4.89,4.632,4.665,610.103,129.5359,409.369,87.44481,92,4.71
1685404800000,2023-05-30 00:00:00,FIL/USDT,4.632,4.975,4.612,4.879,667.339,140.27095,351.54,73.02237,112,4.759
1685318400000,2023-05-29 00:00:00,FIL/USDT,4.657,4.999,4.611,4.639,147.738,31.39781,103.041,21.77485,40,4.708
1685232000000,2023-05-28 00:00:00,FIL/USDT,4.488,4.676,4.488,4.655,1073.442,233.68398,986.433,214.8862,74,4.593
1685145600000,2023-05-27 00:00:00,FIL/USDT,4.448,4.505,4.07,4.487,3908.811,890.7446,2063.956,461.30957,73,4.394
1685059200000,2023-05-26 00:00:00,FIL/USDT,4.408,4.483,4.384,4.421,972.22,220.00613,646.39,145.95381,46,4.419
1684972800000,2023-05-25 00:00:00,FIL/USDT,4.432,4.438,4.355,4.401,488.908,110.69992,241.626,54.71611,40,4.416
1684886400000,2023-05-24 00:00:00,FIL/USDT,4.513,4.513,4.356,4.469,1161.449,264.40725,491.785,111.75514,61,4.392
1684800000000,2023-05-23 00:00:00,FIL/USDT,4.451,5,4.451,4.516,325.356,69.80943,208.058,43.62756,56,4.672
1684713600000,2023-05-22 00:00:00,FIL/USDT,4.353,4.429,4.31,4.4,468.511,107.56601,191.251,43.66145,39,4.355
1684627200000,2023-05-21 00:00:00,FIL/USDT,4.508,4.509,4.358,4.371,856.117,193.81238,350.627,79.41198,73,4.417
1684540800000,2023-05-20 00:00:00,FIL/USDT,4.474,4.517,4.459,4.507,118.411,26.37498,96.507,21.47522,16,4.489
1684454400000,2023-05-19 00:00:00,FIL/USDT,4.449,4.506,4.432,4.501,1119.981,251.44602,814.268,182.69521,34,4.454
