https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume BTC
1650153600000,2022-04-17 00:00:00,BTC/USDT,40373.31,40587.33,39600.0,39700.34,1849146.1093581715,46.57758874
1650067200000,2022-04-16 00:00:00,BTC/USDT,40564.81,40686.32,39967.83,40403.73,1860075.320366618,46.03721786
1649980800000,2022-04-15 00:00:00,BTC/USDT,39913.12,40819.62,39779.95,40553.07,1626220.6820460702,40.10104986
1649894400000,2022-04-14 00:00:00,BTC/USDT,41136.52,41483.49,39603.86,39945.54,1259520.159369759,31.53093335
1649808000000,2022-04-13 00:00:00,BTC/USDT,40097.69,41520.19,39628.15,41133.73,1361029.7435939647,33.08792428
1649721600000,2022-04-12 00:00:00,BTC/USDT,39520.09,40672.66,39296.25,40094.0,1815769.3350608202,45.28780703
1649635200000,2022-04-11 00:00:00,BTC/USDT,42147.64,42403.83,39227.07,39522.45,1957547.893086555,49.5300239
1649548800000,2022-04-10 00:00:00,BTC/USDT,42769.2,42769.2,42665.99,42665.99,25508.1185440999,0.59785601
1649462400000,2022-04-09 00:00:00,BTC/USDT,42230.82,42786.81,42137.61,42751.82,1043633.183145287,24.41143285
1649376000000,2022-04-08 00:00:00,BTC/USDT,43443.0,43947.19,42142.48,42257.98,1766776.7102717704,41.80930348
1649289600000,2022-04-07 00:00:00,BTC/USDT,43179.13,43885.69,42770.9,43449.73,1582903.5529692671,36.4306879
1649203200000,2022-04-06 00:00:00,BTC/USDT,45496.93,45504.29,43158.0,43187.78,2068593.3460593869,47.89765406
1649116800000,2022-04-05 00:00:00,BTC/USDT,46585.43,47170.9,45432.71,45487.32,1854101.7259852763,40.76084777
