https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USD
1686700800,2023-06-14 00:00:00,LTC/USD,77.33,78.09,71.37,73.15,21497.89140617,1572570.7563613357
1686614400,2023-06-13 00:00:00,LTC/USD,77.48,79.67,76.33,77.38,4004.54830488,309871.9478316144
1686528000,2023-06-12 00:00:00,LTC/USD,77.72,77.84,75.13,77.66,3821.55584255,296782.02673243295
1686441600,2023-06-11 00:00:00,LTC/USD,77.17,78.95,76.30,77.63,3615.80782228,280695.1612435964
1686355200,2023-06-10 00:00:00,LTC/USD,89.27,89.29,74.23,77.26,24687.20809413,1907333.697352484
1686268800,2023-06-09 00:00:00,LTC/USD,88.39,89.97,86.78,89.31,4432.09213468,395830.14854827075
1686182400,2023-06-08 00:00:00,LTC/USD,88.79,89.51,87.19,88.47,4329.41262244,383023.13470726676
1686096000,2023-06-07 00:00:00,LTC/USD,90.95,91.36,87.45,88.93,10848.98811896,964800.5134191129
1686009600,2023-06-06 00:00:00,LTC/USD,87.76,91.45,85.69,90.94,8277.35563583,752742.7215223801
1685923200,2023-06-05 00:00:00,LTC/USD,94.09,94.52,83.21,87.79,26335.80250971,2312020.102327441
1685836800,2023-06-04 00:00:00,LTC/USD,95.96,96.47,93.86,94.11,4079.22557015,383895.9184068165
1685750400,2023-06-03 00:00:00,LTC/USD,95.42,97.51,94.25,96.05,4058.97929477,389864.9612626585
1685664000,2023-06-02 00:00:00,LTC/USD,94.06,95.64,92.56,95.61,5560.33066291,531623.2146808251
1685577600,2023-06-01 00:00:00,LTC/USD,90.45,95.97,89.26,94.20,15395.71417474,1450276.275260508
1685491200,2023-05-31 00:00:00,LTC/USD,92.25,92.74,87.69,90.46,14495.39542479,1311253.4701265034
1685404800,2023-05-30 00:00:00,LTC/USD,90.88,93.27,90.59,92.32,9464.40185835,873753.579562872
1685318400,2023-05-29 00:00:00,LTC/USD,91.57,92.16,90.16,91.07,11867.06528784,1080733.6357635886
1685232000,2023-05-28 00:00:00,LTC/USD,88.55,92.23,88.28,91.49,13588.53562174,1243215.1240329926
1685145600,2023-05-27 00:00:00,LTC/USD,87.18,88.82,86.96,88.64,4568.23439121,404928.29643685435
1685059200,2023-05-26 00:00:00,LTC/USD,86.59,88.22,86.13,87.12,12401.16582830,1080389.5669614961
1684972800,2023-05-25 00:00:00,LTC/USD,85.82,86.76,82.59,86.63,14233.63623083,1233059.9066768028
1684886400,2023-05-24 00:00:00,LTC/USD,91.79,91.79,84.42,86.16,20472.50956381,1763911.4240178694
1684800000,2023-05-23 00:00:00,LTC/USD,90.79,93.07,90.50,91.59,2674.55004396,244962.0385262964
1684713600,2023-05-22 00:00:00,LTC/USD,92.39,92.74,89.97,90.80,2524.21830953,229199.022505324
1684627200,2023-05-21 00:00:00,LTC/USD,92.14,93.45,91.24,92.30,1657.72313306,153007.845181438
1684540800,2023-05-20 00:00:00,LTC/USD,91.70,92.70,90.59,92.39,2491.43778945,230183.93736728549
1684454400,2023-05-19 00:00:00,LTC/USD,90.89,93.23,90.77,91.75,6859.79894491,629386.5531954925
1684368000,2023-05-18 00:00:00,LTC/USD,94.05,94.08,89.44,90.37,5952.90955699,537964.4366651863
1684281600,2023-05-17 00:00:00,LTC/USD,90.24,94.98,89.71,93.84,34011.36275405,3191626.2808400523
1684195200,2023-05-16 00:00:00,LTC/USD,86.97,90.50,86.26,89.99,26755.19413838,2407699.920512816
1684108800,2023-05-15 00:00:00,LTC/USD,83.87,88.50,82.36,86.87,22491.48672782,1953835.4520457236
1684022400,2023-05-14 00:00:00,LTC/USD,80.07,83.97,79.64,83.41,9201.72105024,767515.5528005183
1683936000,2023-05-13 00:00:00,LTC/USD,80.42,81.00,80.01,80.26,3744.92083587,300567.3462869262
