https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume LINK,Volume USDT,tradecount
1695686400000,2023-09-26,LINKUSDT,7.494,7.576,7.248,7.356,3877254.09,28698339.6908,89315
1695600000000,2023-09-25,LINKUSDT,6.972,7.509,6.908,7.494,4956186.61,36254757.87521,117755
1695513600000,2023-09-24,LINKUSDT,7.189,7.25,6.95,6.972,3149084.7,22447202.1664,67208
1695427200000,2023-09-23,LINKUSDT,6.959,7.232,6.917,7.189,6314709.67,44634284.59624,122052
1695340800000,2023-09-22,LINKUSDT,6.665,6.972,6.593,6.958,3083344.65,20920452.02912,70689
1695254400000,2023-09-21,LINKUSDT,6.907,6.946,6.605,6.664,4270233.81,28782510.53296,84267
1695168000000,2023-09-20,LINKUSDT,6.846,7.045,6.741,6.905,4549051.69,31296697.6995,96566
1695081600000,2023-09-19,LINKUSDT,6.566,6.969,6.515,6.846,5536761.2,37469548.31765,101598
1694995200000,2023-09-18,LINKUSDT,6.146,6.84,6.099,6.567,7921921.79,52394596.90155,167064
1694908800000,2023-09-17,LINKUSDT,6.279,6.282,6.051,6.146,1503567.78,9266864.64517,31517
1694822400000,2023-09-16,LINKUSDT,6.367,6.421,6.184,6.281,1902334.13,11975787.79091,36221
1694736000000,2023-09-15,LINKUSDT,6.152,6.381,6.099,6.367,2517925.91,15627812.25801,45630
1694649600000,2023-09-14,LINKUSDT,6.021,6.213,6.006,6.151,3421841.03,20841059.89002,51052
1694563200000,2023-09-13,LINKUSDT,5.958,6.094,5.927,6.02,2998925.26,17982601.98484,46215
1694476800000,2023-09-12,LINKUSDT,5.827,6.077,5.808,5.957,3107349.35,18501829.29665,53244
1694390400000,2023-09-11,LINKUSDT,6.016,6.035,5.737,5.829,4285220.96,25228436.64476,67601
1694304000000,2023-09-10,LINKUSDT,6.165,6.165,5.949,6.015,2940010.89,17796169.16604,58876
1694217600000,2023-09-09,LINKUSDT,6.28,6.293,6.157,6.165,1037278.42,6446688.80844,22849
1694131200000,2023-09-08,LINKUSDT,6.388,6.404,6.144,6.28,2003043.64,12556152.42122,40705
1694044800000,2023-09-07,LINKUSDT,6.301,6.47,6.195,6.387,3097345.2,19579151.59193,52394
1693958400000,2023-09-06,LINKUSDT,6.138,6.35,6.094,6.302,4754687.99,29452089.43283,70340
1693872000000,2023-09-05,LINKUSDT,6.013,6.154,5.906,6.137,2961423.42,17908408.67184,45557
1693785600000,2023-09-04,LINKUSDT,6.03,6.164,5.944,6.012,2785879.47,16887315.62009,45996
1693699200000,2023-09-03,LINKUSDT,5.972,6.064,5.948,6.027,1783671.76,10723458.90361,33433
1693612800000,2023-09-02,LINKUSDT,5.941,5.999,5.89,5.972,1272779.56,7567146.35702,27310
1693526400000,2023-09-01,LINKUSDT,5.878,6.034,5.817,5.941,3668052.2,21825755.99281,61556
1693440000000,2023-08-31,LINKUSDT,5.925,6.064,5.73,5.879,4186968.01,24744528.63329,67128
1693353600000,2023-08-30,LINKUSDT,6.193,6.198,5.881,5.925,3206141.49,19254648.7181,53280
1693267200000,2023-08-29,LINKUSDT,5.981,6.318,5.842,6.194,5586925.4,34084138.22278,90791
1693180800000,2023-08-28,LINKUSDT,6.029,6.051,5.85,5.981,3374414.54,20081827.71261,57854
1693094400000,2023-08-27,LINKUSDT,6.005,6.045,5.953,6.03,1327983.29,7962966.91621,25376
1693008000000,2023-08-26,LINKUSDT,6.014,6.043,5.955,6.006,1636733.49,9831736.03779,23375
1692921600000,2023-08-25,LINKUSDT,6.084,6.085,5.913,6.014,3107452.3,18608605.44722,62455
1692835200000,2023-08-24,LINKUSDT,6.351,6.368,5.984,6.084,3008240.96,18546918.51151,63496
1692748800000,2023-08-23,LINKUSDT,6.116,6.435,6.103,6.352,3611220.57,22737210.35024,74956
1692662400000,2023-08-22,LINKUSDT,6.175,6.255,5.865,6.112,3937580.0,23952607.66752,75981
1692576000000,2023-08-21,LINKUSDT,6.22,6.256,6.002,6.174,3063645.91,18883471.00535,56499
1692489600000,2023-08-20,LINKUSDT,6.18,6.236,6.118,6.22,1272820.99,7858884.07283,27650
1692403200000,2023-08-19,LINKUSDT,6.175,6.264,6.114,6.181,2324385.09,14372813.9845,48510
1692316800000,2023-08-18,LINKUSDT,6.187,6.287,6.065,6.176,4839502.37,29925614.05555,116386
1692230400000,2023-08-17,LINKUSDT,6.763,6.871,5.6,6.189,8367039.19,53670816.42712,204833
