https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume LINK,Volume USDT,tradecount
1692144000000,2023-08-16,LINKUSDT,7.041,7.072,6.6,6.762,6063000.38,41664313.48086,117457
1692057600000,2023-08-15,LINKUSDT,7.412,7.434,6.8,7.043,6078471.09,43724704.40437,122242
1691971200000,2023-08-14,LINKUSDT,7.368,7.636,7.307,7.412,3793787.02,28406427.95521,86206
1691884800000,2023-08-13,LINKUSDT,7.443,7.56,7.313,7.369,2060255.56,15359384.74222,56406
1691798400000,2023-08-12,LINKUSDT,7.492,7.539,7.385,7.442,1315001.68,9790328.68597,36573
1691712000000,2023-08-11,LINKUSDT,7.619,7.642,7.405,7.492,1848871.59,13893134.68381,48078
1691625600000,2023-08-10,LINKUSDT,7.678,7.735,7.559,7.619,3233781.21,24705541.47516,72731
1691539200000,2023-08-09,LINKUSDT,7.458,7.919,7.378,7.678,5356202.6,41215740.17824,127801
1691452800000,2023-08-08,LINKUSDT,7.328,7.534,7.29,7.461,3984515.4,29462292.1506,92783
1691366400000,2023-08-07,LINKUSDT,7.101,7.397,6.94,7.324,3324085.3,23804328.42411,80022
1691280000000,2023-08-06,LINKUSDT,7.231,7.275,7.076,7.102,1700576.48,12166000.93645,68990
1691193600000,2023-08-05,LINKUSDT,7.143,7.246,7.103,7.231,1621170.15,11663367.45195,33751
1691107200000,2023-08-04,LINKUSDT,7.125,7.265,7.007,7.143,3081770.63,21997724.22843,67326
1691020800000,2023-08-03,LINKUSDT,7.35,7.409,7.07,7.125,3398269.99,24663930.98646,77068
1690934400000,2023-08-02,LINKUSDT,7.643,7.715,7.334,7.351,4200718.29,31652892.57016,96563
1690848000000,2023-08-01,LINKUSDT,7.55,7.648,7.139,7.641,3839827.85,28623340.7318,84706
1690761600000,2023-07-31,LINKUSDT,7.555,7.716,7.433,7.547,3457040.23,26205888.14845,76176
1690675200000,2023-07-30,LINKUSDT,7.843,7.863,7.343,7.555,2980351.07,22776451.57149,74338
1690588800000,2023-07-29,LINKUSDT,7.77,7.897,7.724,7.842,1906734.68,14842881.05157,45515
1690502400000,2023-07-28,LINKUSDT,7.987,8.092,7.763,7.77,3119106.93,24614248.80612,76598
1690416000000,2023-07-27,LINKUSDT,7.741,8.145,7.68,7.989,5477383.07,43653133.66119,138845
1690329600000,2023-07-26,LINKUSDT,7.391,7.835,7.275,7.742,5983258.79,45440095.29291,140219
1690243200000,2023-07-25,LINKUSDT,7.584,7.643,7.34,7.392,3513090.68,26226693.55354,79790
1690156800000,2023-07-24,LINKUSDT,7.89,7.89,7.435,7.586,5711968.64,43718207.75491,120956
1690070400000,2023-07-23,LINKUSDT,7.88,8.099,7.817,7.89,3092197.0,24648696.65829,71551
1689984000000,2023-07-22,LINKUSDT,8.128,8.383,7.76,7.881,6296766.28,50608756.07241,157072
1689897600000,2023-07-21,LINKUSDT,8.361,8.449,8.042,8.133,8987313.71,73612142.85919,228371
1689811200000,2023-07-20,LINKUSDT,6.916,8.464,6.884,8.361,24470179.81,196113775.1554,596608
1689724800000,2023-07-19,LINKUSDT,6.913,7.048,6.773,6.915,4134376.74,28568055.62795,103996
1689638400000,2023-07-18,LINKUSDT,7.186,7.3,6.757,6.911,8507881.88,59930882.30374,183335
1689552000000,2023-07-17,LINKUSDT,6.608,7.265,6.45,7.186,8290250.05,56668213.86962,207634
1689465600000,2023-07-16,LINKUSDT,6.918,6.921,6.567,6.607,2658534.07,17987739.65552,72840
1689379200000,2023-07-15,LINKUSDT,6.957,7.02,6.832,6.918,1900374.37,13187178.03788,48804
1689292800000,2023-07-14,LINKUSDT,7.125,7.343,6.687,6.958,7159768.77,50557965.59913,174552
1689206400000,2023-07-13,LINKUSDT,6.252,7.198,6.211,7.124,6685843.19,44787595.15615,172947
1689120000000,2023-07-12,LINKUSDT,6.205,6.35,6.196,6.252,2069557.14,12947430.73593,48705
1689033600000,2023-07-11,LINKUSDT,6.169,6.238,6.121,6.206,1065079.1,6582530.78199,30070
1688947200000,2023-07-10,LINKUSDT,6.149,6.303,6.02,6.167,2162467.25,13261291.21174,54299
1688860800000,2023-07-09,LINKUSDT,6.198,6.24,6.123,6.15,1197225.34,7409719.1101,28779
1688774400000,2023-07-08,LINKUSDT,6.157,6.222,6.094,6.196,1286251.86,7927204.49372,30651
1688688000000,2023-07-07,LINKUSDT,6.08,6.223,6.012,6.156,2063365.14,12651805.0435,50101
1688601600000,2023-07-06,LINKUSDT,6.299,6.507,6.08,6.08,3733833.93,23372277.90622,84165
1688515200000,2023-07-05,LINKUSDT,6.523,6.571,6.214,6.299,3023680.6,19197166.58383,67905
1688428800000,2023-07-04,LINKUSDT,6.628,6.63,6.392,6.521,2606479.19,16983151.19632,56427
1688342400000,2023-07-03,LINKUSDT,6.541,6.692,6.468,6.628,3237642.64,21370876.96785,74120
1688256000000,2023-07-02,LINKUSDT,6.503,6.565,6.333,6.54,4086985.57,26326953.97029,86742
1688169600000,2023-07-01,LINKUSDT,6.313,6.524,6.122,6.503,5141414.75,32311506.39291,91691
1688083200000,2023-06-30,LINKUSDT,5.891,6.452,5.721,6.313,8723371.76,53632119.65402,183367
1687996800000,2023-06-29,LINKUSDT,5.814,6.183,5.787,5.891,4221854.85,25226398.90809,76269
1687910400000,2023-06-28,LINKUSDT,6.2,6.205,5.703,5.815,4135037.15,24680528.74771,85443
1687824000000,2023-06-27,LINKUSDT,6.058,6.255,6.046,6.198,3250133.19,20086360.6827,67302
1687737600000,2023-06-26,LINKUSDT,6.157,6.259,6.005,6.057,3875112.66,23755338.39903,88478
1687651200000,2023-06-25,LINKUSDT,6.133,6.378,6.059,6.157,3200149.72,19914491.44536,74584
1687564800000,2023-06-24,LINKUSDT,6.071,6.196,5.912,6.133,3204444.17,19412877.05974,75699
1687478400000,2023-06-23,LINKUSDT,5.557,6.154,5.551,6.07,6720273.6,39850155.7728,131266
1687392000000,2023-06-22,LINKUSDT,5.555,5.823,5.507,5.558,4647546.09,26318462.88739,90499
1687305600000,2023-06-21,LINKUSDT,5.267,5.588,5.242,5.556,5295791.26,28684063.09826,97463
1687219200000,2023-06-20,LINKUSDT,5.134,5.281,5.0,5.267,4247080.66,21819720.69244,71032
1687132800000,2023-06-19,LINKUSDT,5.157,5.194,4.993,5.133,3234945.88,16498548.28735,56642
1687046400000,2023-06-18,LINKUSDT,5.282,5.302,5.04,5.156,1966918.59,10277445.20759,39931
1686960000000,2023-06-17,LINKUSDT,5.325,5.396,5.221,5.279,1878846.73,9996244.35578,38938
1686873600000,2023-06-16,LINKUSDT,5.312,5.398,5.128,5.324,2176359.41,11473064.75639,44153
1686787200000,2023-06-15,LINKUSDT,5.25,5.419,5.163,5.312,2895922.21,15270873.03434,58825
1686700800000,2023-06-14,LINKUSDT,5.299,5.507,5.142,5.25,3786780.65,20245282.83326,78288
1686614400000,2023-06-13,LINKUSDT,5.16,5.412,5.11,5.3,2495494.52,13109533.55227,53413
1686528000000,2023-06-12,LINKUSDT,5.175,5.198,5.003,5.16,2746808.8,14080413.39215,50301
1686441600000,2023-06-11,LINKUSDT,5.233,5.254,5.089,5.175,2454695.33,12693018.52504,42613
1686355200000,2023-06-10,LINKUSDT,5.992,6.007,4.761,5.233,14028655.59,72264747.247205,254025
1686268800000,2023-06-09,LINKUSDT,5.994,6.081,5.92,5.993,1267537.07,7581782.2428,27432
1686182400000,2023-06-08,LINKUSDT,5.919,6.036,5.883,5.995,1426456.09,8520866.40416,29552
1686096000000,2023-06-07,LINKUSDT,6.261,6.269,5.829,5.917,2998801.55,18122151.28994,54618
1686009600000,2023-06-06,LINKUSDT,6.054,6.312,6.003,6.261,3709908.32,22843396.04315,63130
1685923200000,2023-06-05,LINKUSDT,6.45,6.492,5.961,6.054,4495305.78,27794982.01964,86536
1685836800000,2023-06-04,LINKUSDT,6.421,6.532,6.393,6.452,1209935.67,7847441.8643,20659
1685750400000,2023-06-03,LINKUSDT,6.451,6.459,6.361,6.421,868599.69,5572719.11046,16471
1685664000000,2023-06-02,LINKUSDT,6.344,6.481,6.306,6.45,2147074.04,13752657.82659,39184
1685577600000,2023-06-01,LINKUSDT,6.478,6.513,6.317,6.344,2163580.25,13878183.13948,37995
1685491200000,2023-05-31,LINKUSDT,6.611,6.636,6.396,6.478,2604021.56,16905433.54684,41151
1685404800000,2023-05-30,LINKUSDT,6.637,6.672,6.536,6.613,2395564.78,15815712.60994,44248
1685318400000,2023-05-29,LINKUSDT,6.636,6.678,6.527,6.637,2236832.15,14769767.0681,38608
1685232000000,2023-05-28,LINKUSDT,6.437,6.659,6.419,6.631,2028825.98,13274885.29828,38030
1685145600000,2023-05-27,LINKUSDT,6.344,6.441,6.327,6.438,1100851.23,7029342.70093,19800
1685059200000,2023-05-26,LINKUSDT,6.279,6.458,6.235,6.344,1704644.17,10775115.85727,28450
1684972800000,2023-05-25,LINKUSDT,6.321,6.345,6.164,6.278,1856294.47,11655528.18828,34142
1684886400000,2023-05-24,LINKUSDT,6.505,6.509,6.206,6.32,3090108.04,19547662.73559,60957
1684800000000,2023-05-23,LINKUSDT,6.534,6.635,6.474,6.504,1751271.68,11466306.23672,34165
1684713600000,2023-05-22,LINKUSDT,6.43,6.608,6.334,6.533,2602323.99,16922719.89121,49211
1684627200000,2023-05-21,LINKUSDT,6.505,6.545,6.356,6.43,1279377.69,8245380.7009,24275
1684540800000,2023-05-20,LINKUSDT,6.51,6.543,6.471,6.503,757320.01,4921349.17727,15173
1684454400000,2023-05-19,LINKUSDT,6.531,6.555,6.458,6.51,1421337.78,9243474.54892,31027
1684368000000,2023-05-18,LINKUSDT,6.758,6.767,6.428,6.531,2274544.86,15005340.96092,46950
1684281600000,2023-05-17,LINKUSDT,6.658,6.812,6.552,6.758,3299636.01,22073448.37542,60529
1684195200000,2023-05-16,LINKUSDT,6.635,6.728,6.552,6.659,2297423.01,15268349.50031,47918
1684108800000,2023-05-15,LINKUSDT,6.547,6.711,6.453,6.635,2328720.13,15445235.16361,46640
1684022400000,2023-05-14,LINKUSDT,6.49,6.61,6.41,6.547,1193769.45,7792947.53088,28405
1683936000000,2023-05-13,LINKUSDT,6.623,6.636,6.475,6.491,1742486.51,11411039.09437,31511
1683849600000,2023-05-12,LINKUSDT,6.36,6.64,6.224,6.623,3322966.84,21374197.95657,64539
1683763200000,2023-05-11,LINKUSDT,6.588,6.592,6.212,6.36,3969206.65,25378190.3406,73288
1683676800000,2023-05-10,LINKUSDT,6.521,6.696,6.3,6.588,4297013.06,28099337.64414,79848
1683590400000,2023-05-09,LINKUSDT,6.582,6.633,6.452,6.522,2199712.78,14392713.94019,41710
1683504000000,2023-05-08,LINKUSDT,6.911,6.913,6.394,6.582,5298917.35,35191093.98142,108033
1683417600000,2023-05-07,LINKUSDT,6.92,6.989,6.858,6.911,1677014.89,11617584.62952,34020
1683331200000,2023-05-06,LINKUSDT,7.226,7.279,6.866,6.92,2603213.92,18291039.57772,50054
1683244800000,2023-05-05,LINKUSDT,6.997,7.28,6.888,7.226,2888965.91,20568455.39198,59652
1683158400000,2023-05-04,LINKUSDT,7.129,7.162,6.959,6.998,1740570.99,12274252.01306,36047
1683072000000,2023-05-03,LINKUSDT,6.987,7.151,6.819,7.129,3262366.57,22744459.21031,67669
1682985600000,2023-05-02,LINKUSDT,6.896,7.013,6.8,6.987,2077200.39,14355313.93847,37650
1682899200000,2023-05-01,LINKUSDT,7.025,7.082,6.797,6.898,3285344.74,22770206.8544,67153
1682812800000,2023-04-30,LINKUSDT,7.185,7.305,7.014,7.025,2775030.59,19899522.30512,59188
1682726400000,2023-04-29,LINKUSDT,7.04,7.22,6.992,7.185,2390310.55,17030840.96356,47481
1682640000000,2023-04-28,LINKUSDT,7.17,7.187,6.949,7.04,3510662.05,24825457.35691,60094
1682553600000,2023-04-27,LINKUSDT,7.004,7.232,6.982,7.17,5324313.93,37864976.52222,99237
1682467200000,2023-04-26,LINKUSDT,7.275,7.503,6.703,7.004,7272868.62,51992232.75784,144850
1682380800000,2023-04-25,LINKUSDT,7.069,7.3,6.948,7.274,3659091.95,25952303.04914,72896
1682294400000,2023-04-24,LINKUSDT,7.082,7.269,6.996,7.068,4023418.3,28700514.76376,81022
1682208000000,2023-04-23,LINKUSDT,7.174,7.174,6.866,7.082,4150416.52,29179621.42612,88182
1682121600000,2023-04-22,LINKUSDT,7.113,7.242,7.08,7.175,3015617.24,21565753.41964,63758
1682035200000,2023-04-21,LINKUSDT,7.512,7.609,7.006,7.113,6884596.68,50478423.4445,128408
1681948800000,2023-04-20,LINKUSDT,7.752,7.967,7.453,7.512,7428716.2,57205335.10623,148713
1681862400000,2023-04-19,LINKUSDT,8.578,8.6,7.63,7.752,10140445.27,82052682.01753,213945
1681776000000,2023-04-18,LINKUSDT,8.161,8.798,8.03,8.578,9356075.46,79757906.32826,185540
1681689600000,2023-04-17,LINKUSDT,8.136,8.299,7.861,8.16,7702069.05,62536505.84512,163180
1681603200000,2023-04-16,LINKUSDT,8.005,8.19,7.902,8.14,4303246.65,34635875.44204,100098
1681516800000,2023-04-15,LINKUSDT,7.743,8.089,7.613,8.005,4830720.05,38047700.95187,99352
1681430400000,2023-04-14,LINKUSDT,7.458,7.899,7.457,7.743,7807389.3,60214451.34968,149691
1681344000000,2023-04-13,LINKUSDT,7.23,7.546,7.167,7.458,3853982.96,28459938.98811,72571
1681257600000,2023-04-12,LINKUSDT,7.3,7.372,7.1,7.23,3823180.7,27626823.71917,81299
1681171200000,2023-04-11,LINKUSDT,7.344,7.453,7.28,7.301,3009556.43,22172929.85957,65684
1681084800000,2023-04-10,LINKUSDT,7.203,7.367,7.131,7.343,2638647.13,19173014.02328,55502
1680998400000,2023-04-09,LINKUSDT,7.129,7.255,7.05,7.203,1281793.0,9153036.08161,34174
1680912000000,2023-04-08,LINKUSDT,7.267,7.297,7.076,7.13,1440334.33,10364315.76619,34801
1680825600000,2023-04-07,LINKUSDT,7.2,7.308,7.106,7.267,1893828.83,13634980.29792,45683
1680739200000,2023-04-06,LINKUSDT,7.322,7.333,7.113,7.201,2983063.07,21549604.48375,66574
1680652800000,2023-04-05,LINKUSDT,7.37,7.606,7.217,7.321,5169868.03,38379947.40469,105043
1680566400000,2023-04-04,LINKUSDT,7.244,7.477,7.202,7.37,4364091.42,32057752.6772,97462
1680480000000,2023-04-03,LINKUSDT,7.255,7.441,7.022,7.245,5219378.14,37805653.34694,125410
1680393600000,2023-04-02,LINKUSDT,7.545,7.546,7.191,7.255,2630646.16,19324327.35443,63291
1680307200000,2023-04-01,LINKUSDT,7.588,7.636,7.427,7.548,2706651.34,20400775.36766,59979
1680220800000,2023-03-31,LINKUSDT,7.23,7.69,7.225,7.588,6318296.29,47505613.77922,123639
1680134400000,2023-03-30,LINKUSDT,7.382,7.558,7.132,7.233,5273756.88,38692226.47443,112867
1680048000000,2023-03-29,LINKUSDT,6.947,7.499,6.927,7.382,5824927.72,42347891.15739,117030
1679961600000,2023-03-28,LINKUSDT,6.871,7.046,6.75,6.947,4084989.03,28070389.00778,84301
1679875200000,2023-03-27,LINKUSDT,7.26,7.274,6.747,6.87,4551721.99,31727920.31528,95050
1679788800000,2023-03-26,LINKUSDT,7.074,7.29,7.049,7.261,1964988.21,14143893.95785,46502
1679702400000,2023-03-25,LINKUSDT,7.191,7.254,6.97,7.075,3022565.33,21478926.48334,70405
1679616000000,2023-03-24,LINKUSDT,7.608,7.659,7.111,7.191,4842235.46,35722855.94783,118345
1679529600000,2023-03-23,LINKUSDT,7.173,7.637,7.086,7.61,5950130.81,44172430.96029,137801
1679443200000,2023-03-22,LINKUSDT,7.375,7.723,7.001,7.173,12062579.73,89425523.05166,288515
1679356800000,2023-03-21,LINKUSDT,7.05,7.47,6.838,7.375,6546284.62,47034209.42232,169380
1679270400000,2023-03-20,LINKUSDT,7.081,7.48,6.91,7.05,8993047.32,64932408.53673,225263
1679184000000,2023-03-19,LINKUSDT,6.922,7.281,6.916,7.081,3603006.94,25619028.29212,98411
1679097600000,2023-03-18,LINKUSDT,7.206,7.299,6.85,6.922,5649288.39,40291430.98778,136009
1679011200000,2023-03-17,LINKUSDT,6.656,7.258,6.597,7.207,6885611.19,48176993.16447,157259
1678924800000,2023-03-16,LINKUSDT,6.546,6.678,6.443,6.656,3617223.3,23828025.7148,109394
1678838400000,2023-03-15,LINKUSDT,6.959,7.11,6.379,6.546,6800328.84,45730101.22589,178019
1678752000000,2023-03-14,LINKUSDT,6.76,7.2,6.608,6.96,8906153.46,61574401.71164,204145
1678665600000,2023-03-13,LINKUSDT,6.552,6.885,6.395,6.761,7817274.03,51948034.91692,168544
1678579200000,2023-03-12,LINKUSDT,6.161,6.574,6.07,6.551,4811076.25,30170146.64141,106663
1678492800000,2023-03-11,LINKUSDT,6.214,6.392,5.92,6.162,5658192.38,34587171.82137,131411
1678406400000,2023-03-10,LINKUSDT,6.161,6.264,5.89,6.215,6622037.72,40558501.03733,139867
1678320000000,2023-03-09,LINKUSDT,6.578,6.69,6.007,6.16,5988809.54,38140540.92253,125513
1678233600000,2023-03-08,LINKUSDT,6.884,6.948,6.494,6.577,4098815.39,27510464.06733,100792
1678147200000,2023-03-07,LINKUSDT,6.857,6.974,6.667,6.881,3015787.65,20542030.2261,69549
1678060800000,2023-03-06,LINKUSDT,6.946,6.981,6.819,6.854,2608480.81,17978200.71398,61567
1677974400000,2023-03-05,LINKUSDT,6.857,7.017,6.807,6.945,1968494.16,13658001.79348,52176
1677888000000,2023-03-04,LINKUSDT,6.958,7.011,6.708,6.857,2738464.51,18824654.48917,64299
1677801600000,2023-03-03,LINKUSDT,7.275,7.276,6.655,6.958,5309534.51,36480196.78213,123692
1677715200000,2023-03-02,LINKUSDT,7.536,7.585,7.163,7.275,2870686.88,20987481.36674,72266
1677628800000,2023-03-01,LINKUSDT,7.196,7.547,7.146,7.536,3750777.74,27768618.58261,87704
1677542400000,2023-02-28,LINKUSDT,7.274,7.422,7.096,7.195,4034405.79,29419842.87225,97297
1677456000000,2023-02-27,LINKUSDT,7.494,7.508,7.121,7.274,4004585.73,29286764.82945,100711
1677369600000,2023-02-26,LINKUSDT,7.371,7.548,7.293,7.497,2541969.05,18856092.10065,66715
1677283200000,2023-02-25,LINKUSDT,7.466,7.491,7.168,7.373,4277893.98,31404475.91232,113972
1677196800000,2023-02-24,LINKUSDT,7.937,8.149,7.22,7.466,9713019.08,75162145.09463,243030
1677110400000,2023-02-23,LINKUSDT,7.717,8.21,7.67,7.935,10150106.82,80670114.08024,215511
1677024000000,2023-02-22,LINKUSDT,7.641,7.752,7.294,7.717,6496942.59,48803507.79223,137512
1676937600000,2023-02-21,LINKUSDT,8.019,8.077,7.505,7.64,5893974.86,45835031.50449,122144
1676851200000,2023-02-20,LINKUSDT,8.01,8.4,7.721,8.017,8065377.47,65299250.76544,186099
1676764800000,2023-02-19,LINKUSDT,7.986,8.289,7.82,8.014,9416026.58,75998996.05408,204560
1676678400000,2023-02-18,LINKUSDT,7.649,8.256,7.495,7.989,11389046.79,90689528.98713,218859
1676592000000,2023-02-17,LINKUSDT,7.011,7.711,6.972,7.65,8097968.31,59820622.23835,158332
1676505600000,2023-02-16,LINKUSDT,7.28,7.495,6.997,7.011,8199081.68,59698915.45343,161363
1676419200000,2023-02-15,LINKUSDT,6.808,7.31,6.726,7.281,5174614.29,36181020.0506,101980
1676332800000,2023-02-14,LINKUSDT,6.669,6.832,6.527,6.808,4395799.03,29402031.08378,96495
1676246400000,2023-02-13,LINKUSDT,6.81,6.847,6.4,6.669,5424849.87,35797891.451,134450
1676160000000,2023-02-12,LINKUSDT,7.003,7.09,6.685,6.808,3320809.33,23000593.11427,77871
1676073600000,2023-02-11,LINKUSDT,6.889,7.036,6.853,7.003,2293574.29,15897589.82762,56057
1675987200000,2023-02-10,LINKUSDT,6.983,7.12,6.777,6.89,6619057.31,45977522.77328,152760
1675900800000,2023-02-09,LINKUSDT,7.137,7.817,6.818,6.984,18751956.03,139108115.06778,387770
1675814400000,2023-02-08,LINKUSDT,7.199,7.3,6.952,7.136,4910694.89,35202886.85344,93463
1675728000000,2023-02-07,LINKUSDT,6.831,7.214,6.814,7.197,4543771.59,31940844.58184,87292
1675641600000,2023-02-06,LINKUSDT,6.985,7.063,6.765,6.832,3504454.35,24368382.10801,71794
1675555200000,2023-02-05,LINKUSDT,7.24,7.252,6.861,6.985,3416697.21,24029442.25939,79083
1675468800000,2023-02-04,LINKUSDT,7.293,7.364,7.126,7.237,3211192.96,23306427.94014,63126
1675382400000,2023-02-03,LINKUSDT,7.1,7.338,7.012,7.294,4395091.81,31580344.48917,97911
1675296000000,2023-02-02,LINKUSDT,7.214,7.484,7.035,7.099,5767987.46,41979312.77008,121741
1675209600000,2023-02-01,LINKUSDT,6.952,7.277,6.67,7.214,5493548.16,38229868.24028,123396
1675123200000,2023-01-31,LINKUSDT,6.915,7.074,6.855,6.952,3336356.54,23271447.02712,73440
1675036800000,2023-01-30,LINKUSDT,7.373,7.439,6.748,6.914,5014854.05,35325388.07901,109497
1674950400000,2023-01-29,LINKUSDT,7.21,7.518,7.144,7.372,5028035.0,37008071.6078,88697
1674864000000,2023-01-28,LINKUSDT,7.384,7.509,7.12,7.211,4021763.73,29341991.26285,75427
1674777600000,2023-01-27,LINKUSDT,7.17,7.496,6.922,7.384,6803663.45,49240075.45307,134636
1674691200000,2023-01-26,LINKUSDT,6.955,7.316,6.824,7.169,7008005.12,49340507.52614,119331
1674604800000,2023-01-25,LINKUSDT,6.661,7.099,6.51,6.954,6744418.44,45612002.73189,115210
1674518400000,2023-01-24,LINKUSDT,7.015,7.2,6.525,6.661,5392217.62,37589315.59651,105537
1674432000000,2023-01-23,LINKUSDT,6.983,7.234,6.848,7.015,6475146.95,45756617.40156,126162
1674345600000,2023-01-22,LINKUSDT,6.853,7.271,6.777,6.984,6817766.36,47764216.74929,130465
1674259200000,2023-01-21,LINKUSDT,6.942,7.11,6.802,6.853,6497547.24,45344248.1008,123985
1674172800000,2023-01-20,LINKUSDT,6.506,6.971,6.414,6.941,4178985.33,27830731.73289,81226
1674086400000,2023-01-19,LINKUSDT,6.333,6.545,6.314,6.506,3290241.13,21134635.4237,62176
1674000000000,2023-01-18,LINKUSDT,6.807,6.985,6.256,6.334,8425216.27,55881221.2481,166545
1673913600000,2023-01-17,LINKUSDT,6.67,6.995,6.543,6.804,6038879.49,40872760.76221,120105
1673827200000,2023-01-16,LINKUSDT,6.694,6.948,6.413,6.669,7143088.32,47802567.248,146344
1673740800000,2023-01-15,LINKUSDT,6.857,6.926,6.6,6.694,5652541.29,38136470.35041,107288
1673654400000,2023-01-14,LINKUSDT,6.604,7.107,6.45,6.856,10425339.64,70949747.81748,189448
1673568000000,2023-01-13,LINKUSDT,6.386,6.618,6.26,6.605,4441199.22,28529776.55137,79520
1673481600000,2023-01-12,LINKUSDT,6.284,6.412,6.05,6.387,5862705.97,36912811.99152,108371
1673395200000,2023-01-11,LINKUSDT,6.167,6.305,6.01,6.284,3599580.1,22079870.24658,59606
1673308800000,2023-01-10,LINKUSDT,6.064,6.3,5.968,6.166,3453264.89,21181878.72951,60673
1673222400000,2023-01-09,LINKUSDT,5.965,6.255,5.931,6.065,5682130.67,34742722.98921,95938
1673136000000,2023-01-08,LINKUSDT,5.832,5.977,5.755,5.963,2333904.16,13630980.5762,44493
1673049600000,2023-01-07,LINKUSDT,5.713,5.846,5.691,5.83,1991098.15,11501693.13655,35511
1672963200000,2023-01-06,LINKUSDT,5.661,5.73,5.523,5.712,2697540.01,15204458.9633,47808
1672876800000,2023-01-05,LINKUSDT,5.809,5.818,5.606,5.66,2841645.64,16251716.14117,47281
1672790400000,2023-01-04,LINKUSDT,5.621,5.895,5.61,5.809,3831647.37,22133875.52122,58805
1672704000000,2023-01-03,LINKUSDT,5.691,5.724,5.567,5.621,2144096.39,12105562.07781,38441
1672617600000,2023-01-02,LINKUSDT,5.63,5.76,5.548,5.691,2634300.76,14951181.60487,48511
1672531200000,2023-01-01,LINKUSDT,5.575,5.64,5.505,5.628,1468070.67,8172481.03839,26670
1672444800000,2022-12-31,LINKUSDT,5.475,5.627,5.387,5.575,2312337.82,12746327.87999,34599
1672358400000,2022-12-30,LINKUSDT,5.6,5.642,5.413,5.475,3416846.41,18768827.17925,57222
1672272000000,2022-12-29,LINKUSDT,5.676,5.731,5.5,5.601,3568750.37,20058605.6627,53472
1672185600000,2022-12-28,LINKUSDT,5.905,5.913,5.625,5.675,3313018.41,19035813.77013,55230
1672099200000,2022-12-27,LINKUSDT,6.048,6.068,5.846,5.903,2483617.2,14783476.51445,39111
1672012800000,2022-12-26,LINKUSDT,5.989,6.048,5.94,6.048,1779029.19,10661498.31252,31473
1671926400000,2022-12-25,LINKUSDT,5.915,5.996,5.887,5.99,1728090.48,10247507.22446,29272
1671840000000,2022-12-24,LINKUSDT,5.94,5.962,5.88,5.916,1051133.66,6223708.58438,22058
1671753600000,2022-12-23,LINKUSDT,6.005,6.053,5.924,5.941,2227204.91,13360754.86452,39732
1671667200000,2022-12-22,LINKUSDT,5.988,6.04,5.856,6.005,2921902.73,17402389.15747,48265
1671580800000,2022-12-21,LINKUSDT,6.014,6.044,5.885,5.989,2101320.78,12505987.81068,39051
1671494400000,2022-12-20,LINKUSDT,5.789,6.12,5.752,6.013,3550497.69,21314539.93941,62667
1671408000000,2022-12-19,LINKUSDT,5.95,6.066,5.671,5.79,4022803.84,23787722.11608,73506
1671321600000,2022-12-18,LINKUSDT,6.03,6.064,5.914,5.949,2206062.25,13226533.47215,38057
1671235200000,2022-12-17,LINKUSDT,5.892,6.067,5.789,6.03,4125251.26,24567920.30177,63489
1671148800000,2022-12-16,LINKUSDT,6.456,6.543,5.778,5.893,6985610.0,42799427.82887,125924
1671062400000,2022-12-15,LINKUSDT,6.719,6.732,6.386,6.456,4035740.38,26485632.78609,64051
1670976000000,2022-12-14,LINKUSDT,6.926,6.965,6.687,6.718,3469806.01,23701361.48376,69321
1670889600000,2022-12-13,LINKUSDT,6.702,7.101,6.466,6.926,6912945.43,47049528.39863,116158
1670803200000,2022-12-12,LINKUSDT,6.698,6.728,6.457,6.701,3916237.64,25899772.45907,67608
1670716800000,2022-12-11,LINKUSDT,6.857,6.96,6.646,6.7,2014728.27,13753519.50922,41176
1670630400000,2022-12-10,LINKUSDT,6.863,6.921,6.694,6.858,2430271.44,16610861.42092,43053
1670544000000,2022-12-09,LINKUSDT,7.001,7.054,6.796,6.863,3053488.23,21194713.01702,48581
1670457600000,2022-12-08,LINKUSDT,6.881,7.069,6.775,7.0,3737485.32,25863736.07694,61791
1670371200000,2022-12-07,LINKUSDT,7.132,7.158,6.77,6.881,4586810.78,31650320.0927,75523
1670284800000,2022-12-06,LINKUSDT,7.275,7.336,6.957,7.132,5417019.69,38902423.36086,97867
1670198400000,2022-12-05,LINKUSDT,7.442,7.594,7.16,7.275,5610549.45,41707402.26287,100862
1670112000000,2022-12-04,LINKUSDT,7.238,7.47,7.185,7.444,3401151.78,24955057.75554,67238
1670025600000,2022-12-03,LINKUSDT,7.611,7.633,7.207,7.235,3708734.4,27484803.09496,67054
1669939200000,2022-12-02,LINKUSDT,7.681,7.726,7.479,7.61,5062435.56,38484351.5025,104325
1669852800000,2022-12-01,LINKUSDT,7.673,7.812,7.441,7.681,7617442.3,57997359.00621,134924
1669766400000,2022-11-30,LINKUSDT,7.317,7.75,7.272,7.672,8332281.04,62610480.76876,166962
1669680000000,2022-11-29,LINKUSDT,7.194,7.513,7.123,7.318,9043323.82,66419163.60329,158405
1669593600000,2022-11-28,LINKUSDT,6.904,7.347,6.53,7.194,13592230.54,93251021.80269,244302
1669507200000,2022-11-27,LINKUSDT,7.157,7.278,6.858,6.902,4986550.69,35387622.00056,90351
