https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume SOL,Volume USDT,tradecount
1701993600000,2023-12-08,SOLUSDT,67.74,75.3,67.74,74.94,11314830.348,813635345.2478461,814049
1701907200000,2023-12-07,SOLUSDT,61.85,69.37,61.64,67.74,10648583.32,693832168.8671,771637
1701820800000,2023-12-06,SOLUSDT,61.04,66.68,61.03,61.85,11121135.68,708229617.1834,848401
1701734400000,2023-12-05,SOLUSDT,61.63,62.6,59.11,61.03,6032438.26,365959805.8631,399777
1701648000000,2023-12-04,SOLUSDT,62.99,65.25,59.75,61.64,7696216.19,480297269.4067,525683
1701561600000,2023-12-03,SOLUSDT,63.66,65.53,62.22,62.98,4675198.65,297939228.062,360268
1701475200000,2023-12-02,SOLUSDT,59.74,63.9,59.67,63.66,4898503.76,303922362.6854,364915
1701388800000,2023-12-01,SOLUSDT,59.3,61.9,58.6,59.75,5422494.06,328236649.1286,382246
1701302400000,2023-11-30,SOLUSDT,59.31,61.7,58.75,59.3,4597104.01,275587046.658,341750
1701216000000,2023-11-29,SOLUSDT,58.18,61.78,57.72,59.31,7574392.84,452934119.5893,484253
1701129600000,2023-11-28,SOLUSDT,55.06,58.65,53.94,58.18,5642915.95,318405563.2279,367903
1701043200000,2023-11-27,SOLUSDT,57.57,58.09,53.47,55.06,4618869.6,255149638.2161,357965
1700956800000,2023-11-26,SOLUSDT,58.81,59.04,56.12,57.57,3097837.47,178464407.2827,250802
1700870400000,2023-11-25,SOLUSDT,56.86,59.82,55.7,58.82,4095129.28,239441357.6541,314780
1700784000000,2023-11-24,SOLUSDT,56.52,58.79,56.2,56.86,3905651.92,224921680.8743,319344
1700697600000,2023-11-23,SOLUSDT,57.55,59.63,56.14,56.51,4925635.15,284148025.1951,383230
1700611200000,2023-11-22,SOLUSDT,51.65,58.94,51.43,57.56,7891464.65,437326650.2853,471290
1700524800000,2023-11-21,SOLUSDT,56.57,57.4,51.23,51.65,10741088.9,586407080.0082,810170
1700438400000,2023-11-20,SOLUSDT,61.1,61.33,56.0,56.57,7127562.28,419235822.3655,593999
1700352000000,2023-11-19,SOLUSDT,58.56,62.1,56.61,61.1,7009650.09,420647369.4472,552196
1700265600000,2023-11-18,SOLUSDT,58.52,59.37,54.7,58.56,7374946.5,423498344.4916,554041
1700179200000,2023-11-17,SOLUSDT,57.81,60.57,54.1,58.51,11968303.78,691077611.1932,992117
1700092800000,2023-11-16,SOLUSDT,65.43,68.2,56.31,57.8,13868327.04,873421967.7829,1258736
1700006400000,2023-11-15,SOLUSDT,56.81,67.12,56.15,65.43,12800109.28,793157487.201,1286609
1699920000000,2023-11-14,SOLUSDT,51.6,57.99,51.12,56.81,12213778.24,669746384.3861,1083209
1699833600000,2023-11-13,SOLUSDT,56.27,59.86,51.28,51.6,11066863.24,619757525.5514,1105038
1699747200000,2023-11-12,SOLUSDT,56.36,61.86,54.5,56.28,10246085.39,593063677.35,937454
1699660800000,2023-11-11,SOLUSDT,56.67,63.95,53.55,56.34,13790858.3,802941068.374,1270979
1699574400000,2023-11-10,SOLUSDT,45.3,57.54,45.05,56.67,14708555.35,748150174.9656,1162737
1699488000000,2023-11-09,SOLUSDT,43.12,48.88,41.36,45.29,12546941.33,572434384.9024,827876
1699401600000,2023-11-08,SOLUSDT,42.93,43.88,42.25,43.13,4580371.01,197444613.609,257006
1699315200000,2023-11-07,SOLUSDT,42.16,44.78,40.08,42.93,8826660.47,372908004.0304,533222
1699228800000,2023-11-06,SOLUSDT,41.16,42.2,39.66,42.16,4866558.59,197526734.9915,311052
1699142400000,2023-11-05,SOLUSDT,42.41,42.85,40.1,41.15,4117962.39,170745448.0714,243247
1699056000000,2023-11-04,SOLUSDT,39.45,42.72,39.0,42.41,7452581.71,307758388.5108,375836
1698969600000,2023-11-03,SOLUSDT,40.24,40.26,37.98,39.45,10290073.48,402362618.1382,499933
1698883200000,2023-11-02,SOLUSDT,41.16,44.57,38.65,40.23,14743830.91,615193542.0957,803736
1698796800000,2023-11-01,SOLUSDT,38.41,46.9,37.81,41.15,19486359.98,804674930.0029,1118913
1698710400000,2023-10-31,SOLUSDT,34.94,38.62,34.82,38.4,9267665.69,337465622.3293,418248
1698624000000,2023-10-30,SOLUSDT,32.83,35.35,32.28,34.94,7627255.13,260895757.8188,302180
1698537600000,2023-10-29,SOLUSDT,31.62,33.19,31.27,32.83,3483834.9,113025329.7575,143590
1698451200000,2023-10-28,SOLUSDT,31.73,32.51,31.35,31.63,2594478.41,82954765.4507,115942
1698364800000,2023-10-27,SOLUSDT,32.78,33.35,31.2,31.73,6273331.35,202864018.835,267809
1698278400000,2023-10-26,SOLUSDT,32.43,33.28,30.73,32.77,6940180.71,222596123.3402,300882
1698192000000,2023-10-25,SOLUSDT,30.18,33.9,30.0,32.44,10582632.89,342328412.2615,441499
1698105600000,2023-10-24,SOLUSDT,31.88,32.61,29.5,30.17,11152278.09,348657613.8056,462785
1698019200000,2023-10-23,SOLUSDT,29.06,32.81,28.74,31.88,12178546.11,368359321.6522,470731
1697932800000,2023-10-22,SOLUSDT,29.33,30.01,28.09,29.05,5567480.03,161191207.2513,213565
1697846400000,2023-10-21,SOLUSDT,27.02,30.31,26.65,29.32,9576358.72,275425425.7736,346600
1697760000000,2023-10-20,SOLUSDT,24.92,27.5,24.73,27.03,7266627.01,192705209.5561,279364
1697673600000,2023-10-19,SOLUSDT,23.41,25.77,23.11,24.93,5889168.99,144450495.7131,195325
1697587200000,2023-10-18,SOLUSDT,23.94,24.43,23.36,23.42,2982409.96,71109877.9128,96869
1697500800000,2023-10-17,SOLUSDT,23.95,24.56,23.46,23.93,4456015.31,107191830.7672,165585
1697414400000,2023-10-16,SOLUSDT,21.93,24.75,21.89,23.95,6973642.82,163524930.9762,247014
1697328000000,2023-10-15,SOLUSDT,22.0,22.17,21.66,21.93,1455965.78,31890986.6125,48984
1697241600000,2023-10-14,SOLUSDT,21.85,22.31,21.8,22.0,1303774.54,28705566.0171,43884
1697155200000,2023-10-13,SOLUSDT,21.29,22.23,21.11,21.84,2403623.09,51985427.7056,74853
1697068800000,2023-10-12,SOLUSDT,22.01,22.05,20.93,21.28,2921129.02,62502282.2977,89434
1696982400000,2023-10-11,SOLUSDT,22.11,22.43,21.62,22.01,2734211.94,60337421.9816,95593
1696896000000,2023-10-10,SOLUSDT,22.09,22.48,21.69,22.11,2334716.24,51580637.1773,90922
1696809600000,2023-10-09,SOLUSDT,23.21,23.37,21.59,22.1,4186290.48,93745879.4345,199566
1696723200000,2023-10-08,SOLUSDT,23.29,23.64,23.06,23.22,1934466.13,45188043.053,73711
1696636800000,2023-10-07,SOLUSDT,23.41,24.21,23.08,23.3,2949841.72,69543092.1686,101895
1696550400000,2023-10-06,SOLUSDT,22.7,23.76,22.66,23.41,4366362.12,101516273.266,158535
1696464000000,2023-10-05,SOLUSDT,23.13,23.76,22.53,22.7,3287722.78,75895759.5138,128809
1696377600000,2023-10-04,SOLUSDT,23.61,23.86,22.58,23.13,3945261.33,91358908.5365,164119
1696291200000,2023-10-03,SOLUSDT,23.38,24.77,23.21,23.6,5894722.26,141345651.82,242698
1696204800000,2023-10-02,SOLUSDT,23.88,24.8,22.9,23.37,6313085.51,151138394.8727,266005
1696118400000,2023-10-01,SOLUSDT,21.37,24.5,21.13,23.87,6416328.5,147394194.9449,250790
1696032000000,2023-09-30,SOLUSDT,20.28,21.81,20.07,21.37,3565357.52,75104202.503,120229
1695945600000,2023-09-29,SOLUSDT,19.97,20.46,19.85,20.28,2724984.42,55001555.0016,79328
1695859200000,2023-09-28,SOLUSDT,19.13,19.98,19.1,19.96,2804835.46,54608721.0076,75243
1695772800000,2023-09-27,SOLUSDT,19.03,19.48,18.73,19.14,2446438.2,46717096.3049,69839
1695686400000,2023-09-26,SOLUSDT,19.39,19.53,18.84,19.03,1977195.6,38045923.2588,51826
1695600000000,2023-09-25,SOLUSDT,19.36,19.74,19.07,19.39,1702995.14,33180641.1587,52018
1695513600000,2023-09-24,SOLUSDT,19.48,19.68,19.2,19.36,1091026.97,21286773.3658,38377
1695427200000,2023-09-23,SOLUSDT,19.42,19.57,19.29,19.49,897913.0,17455702.8811,30406
1695340800000,2023-09-22,SOLUSDT,19.45,19.81,19.15,19.43,1857771.33,36258735.7943,63414
1695254400000,2023-09-21,SOLUSDT,20.29,20.29,19.29,19.46,2959370.24,58335226.1091,98554
1695168000000,2023-09-20,SOLUSDT,20.02,20.54,19.8,20.29,2588399.2,52138246.8347,98759
1695081600000,2023-09-19,SOLUSDT,19.65,20.42,19.58,20.03,3110481.29,62239325.0748,211645
1694995200000,2023-09-18,SOLUSDT,18.81,20.15,18.58,19.64,3731851.86,72857443.4693,130244
1694908800000,2023-09-17,SOLUSDT,19.12,19.14,18.63,18.81,1073239.72,20277133.883,41993
1694822400000,2023-09-16,SOLUSDT,19.15,19.46,18.86,19.12,1416418.73,27107934.4685,57493
1694736000000,2023-09-15,SOLUSDT,18.85,19.5,18.55,19.14,2087888.26,39672434.6332,82808
1694649600000,2023-09-14,SOLUSDT,18.4,19.33,18.38,18.85,4397747.38,83152569.967,134383
1694563200000,2023-09-13,SOLUSDT,17.91,18.56,17.69,18.4,4063710.36,73823254.1175,131254
1694476800000,2023-09-12,SOLUSDT,17.72,18.8,17.57,17.92,4818249.11,87276943.0381,140802
1694390400000,2023-09-11,SOLUSDT,18.23,18.46,17.33,17.72,4755172.77,84740705.2826,148667
1694304000000,2023-09-10,SOLUSDT,19.43,19.44,17.78,18.24,5630975.71,103500551.9531,183349
1694217600000,2023-09-09,SOLUSDT,19.6,19.61,19.38,19.44,646379.52,12603416.1473,25500
1694131200000,2023-09-08,SOLUSDT,19.92,20.28,19.37,19.61,1972054.86,38871204.3314,62435
1694044800000,2023-09-07,SOLUSDT,19.63,20.0,19.32,19.92,2375627.15,46704804.4122,64638
1693958400000,2023-09-06,SOLUSDT,20.26,20.39,19.14,19.64,3429947.48,67450770.1299,106644
1693872000000,2023-09-05,SOLUSDT,19.52,20.6,19.03,20.26,4197171.75,83331680.1958,129532
1693785600000,2023-09-04,SOLUSDT,19.57,20.05,19.15,19.52,2206040.45,43282188.0348,70789
1693699200000,2023-09-03,SOLUSDT,19.5,19.67,19.23,19.57,1032117.62,20100346.6546,34732
1693612800000,2023-09-02,SOLUSDT,19.33,19.69,19.13,19.5,1419243.59,27635764.6698,46090
1693526400000,2023-09-01,SOLUSDT,19.74,19.93,19.02,19.33,2517375.38,49096752.3059,79529
1693440000000,2023-08-31,SOLUSDT,20.82,21.07,19.43,19.74,3342646.88,67332480.3367,100944
1693353600000,2023-08-30,SOLUSDT,21.79,21.99,20.6,20.82,2462706.77,52276975.2441,87991
1693267200000,2023-08-29,SOLUSDT,20.57,22.05,20.12,21.79,5271801.95,112370312.9134,154885
1693180800000,2023-08-28,SOLUSDT,20.79,20.8,20.03,20.56,1622343.78,33203550.06,57505
1693094400000,2023-08-27,SOLUSDT,20.28,20.92,20.24,20.79,1103526.81,22767336.9163,42259
1693008000000,2023-08-26,SOLUSDT,20.42,20.44,20.19,20.29,743690.27,15106443.2397,31762
1692921600000,2023-08-25,SOLUSDT,21.05,21.06,20.09,20.42,2321828.3,47660754.9463,84045
1692835200000,2023-08-24,SOLUSDT,21.74,22.02,20.67,21.06,2719332.54,58030701.1228,94349
1692748800000,2023-08-23,SOLUSDT,20.59,21.82,20.33,21.74,3704350.5,78082936.8294,109572
1692662400000,2023-08-22,SOLUSDT,21.2,21.26,19.35,20.59,3635900.71,74265939.7045,111941
1692576000000,2023-08-21,SOLUSDT,21.78,21.79,20.3,21.2,2646392.48,55880117.1629,92666
1692489600000,2023-08-20,SOLUSDT,21.89,22.04,21.57,21.77,1053613.37,22975768.0599,39239
1692403200000,2023-08-19,SOLUSDT,21.34,22.18,21.29,21.9,1694233.32,36834078.2759,61202
1692316800000,2023-08-18,SOLUSDT,21.67,22.2,20.9,21.34,3890112.81,84162797.6669,138029
1692230400000,2023-08-17,SOLUSDT,22.82,23.43,20.0,21.66,6294552.09,140793386.6388,252049
1692144000000,2023-08-16,SOLUSDT,23.91,24.03,22.36,22.82,4333224.4,100697586.3594,150330
1692057600000,2023-08-15,SOLUSDT,25.19,25.42,23.74,23.9,3856498.57,94605194.4731,117585
1691971200000,2023-08-14,SOLUSDT,24.22,25.3,24.06,25.18,2935003.9,72516463.8837,91465
1691884800000,2023-08-13,SOLUSDT,24.91,24.95,24.21,24.23,2013530.94,49547712.2162,57328
1691798400000,2023-08-12,SOLUSDT,24.63,25.24,24.4,24.91,1814019.36,44812274.9433,53245
1691712000000,2023-08-11,SOLUSDT,24.63,24.93,24.34,24.62,2415119.74,59437169.2551,66124
1691625600000,2023-08-10,SOLUSDT,24.39,24.89,24.13,24.62,2556841.66,62687048.1736,80719
1691539200000,2023-08-09,SOLUSDT,24.22,24.99,24.1,24.38,3857674.95,94808230.4201,132872
1691452800000,2023-08-08,SOLUSDT,23.11,24.79,23.02,24.22,4652753.86,111090298.3643,148381
1691366400000,2023-08-07,SOLUSDT,23.2,23.67,22.27,23.12,3303008.9,75746901.1799,98066
1691280000000,2023-08-06,SOLUSDT,22.66,23.48,22.58,23.2,2662470.7,61527018.5438,83194
1691193600000,2023-08-05,SOLUSDT,22.8,22.94,22.23,22.65,1781301.39,40302201.422,63306
1691107200000,2023-08-04,SOLUSDT,22.65,23.57,22.48,22.8,3225053.92,74192665.6663,106095
1691020800000,2023-08-03,SOLUSDT,23.14,23.38,22.44,22.65,2981853.02,68128726.6414,101471
1690934400000,2023-08-02,SOLUSDT,24.06,24.29,22.82,23.15,3308680.67,77670104.6778,105659
1690848000000,2023-08-01,SOLUSDT,23.72,24.07,22.84,24.05,3598080.21,84313016.4271,127563
1690761600000,2023-07-31,SOLUSDT,24.25,24.79,23.52,23.73,3167365.08,76731579.0872,105119
1690675200000,2023-07-30,SOLUSDT,25.17,25.21,23.47,24.25,2774658.63,67970555.1828,101722
1690588800000,2023-07-29,SOLUSDT,24.82,25.39,24.75,25.17,1768964.07,44445373.719,66090
1690502400000,2023-07-28,SOLUSDT,25.1,25.56,24.54,24.82,2736684.18,68413824.7713,95583
1690416000000,2023-07-27,SOLUSDT,25.18,25.65,24.66,25.1,4207657.06,105905173.1477,157065
1690329600000,2023-07-26,SOLUSDT,23.28,25.68,23.17,25.17,6033716.58,148145864.3815,227754
1690243200000,2023-07-25,SOLUSDT,23.36,23.6,22.73,23.27,2522195.44,58601388.8823,93871
1690156800000,2023-07-24,SOLUSDT,24.76,24.83,22.89,23.37,4042066.22,95589118.3535,160445
1690070400000,2023-07-23,SOLUSDT,24.52,25.26,24.15,24.76,2341589.79,57939891.7406,89045
1689984000000,2023-07-22,SOLUSDT,25.51,25.97,24.0,24.52,2382898.21,60174223.5534,103233
1689897600000,2023-07-21,SOLUSDT,25.38,26.0,25.06,25.5,3295444.38,83937045.0701,123630
1689811200000,2023-07-20,SOLUSDT,26.31,27.38,25.03,25.38,4977278.58,130841441.1932,194457
1689724800000,2023-07-19,SOLUSDT,25.54,26.99,25.35,26.31,4966905.24,130869739.9305,193252
1689638400000,2023-07-18,SOLUSDT,26.8,27.09,24.76,25.54,6327315.88,162539120.383,238967
1689552000000,2023-07-17,SOLUSDT,27.41,28.49,25.55,26.8,8662837.64,233808383.0853,303749
1689465600000,2023-07-16,SOLUSDT,27.47,28.7,26.46,27.42,6708916.61,185949789.3068,254712
1689379200000,2023-07-15,SOLUSDT,26.67,29.12,26.45,27.46,11042658.65,308185912.933,428646
1689292800000,2023-07-14,SOLUSDT,26.01,32.13,25.23,26.67,19571913.81,548113747.1387,885958
1689206400000,2023-07-13,SOLUSDT,21.93,26.82,21.42,26.01,16102139.02,395883099.3332,603877
1689120000000,2023-07-12,SOLUSDT,22.06,22.8,21.74,21.94,6086113.95,135359662.4727,189342
1689033600000,2023-07-11,SOLUSDT,21.3,22.37,21.2,22.07,4616810.71,101337891.1135,157161
1688947200000,2023-07-10,SOLUSDT,21.32,21.81,20.47,21.3,5671089.94,119669352.0442,196646
1688860800000,2023-07-09,SOLUSDT,21.82,22.38,20.99,21.32,3867361.76,83516230.0646,154175
