Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume TRX,Volume USD
1598659200.0,2020-08-29,TRXUSD,0.02411,0.02562,0.02405,0.0256,52100.08,1296.22
1598572800.0,2020-08-28,TRXUSD,0.02334,0.02471,0.02324,0.02411,35744.11,862.01
1598486400.0,2020-08-27,TRXUSD,0.02375,0.02495,0.02252,0.02334,99345.34,2365.03
1598400000.0,2020-08-26,TRXUSD,0.02329,0.02461,0.02329,0.02375,22549.11,540.22
1598313600.0,2020-08-25,TRXUSD,0.0253,0.02541,0.02319,0.02329,41808.71,1026.17
1598227200.0,2020-08-24,TRXUSD,0.02471,0.02573,0.02451,0.0253,34924.82,878.96
1598140800.0,2020-08-23,TRXUSD,0.02562,0.02573,0.02411,0.02471,42713.77,1065.66
1598054400.0,2020-08-22,TRXUSD,0.02568,0.02573,0.02419,0.02562,47108.32,1178.22
1597968000.0,2020-08-21,TRXUSD,0.0276,0.02869,0.02476,0.02568,105530.57,2847.78
1597881600.0,2020-08-20,TRXUSD,0.0271,0.02848,0.02662,0.0276,105236.11,2888.18
1597795200.0,2020-08-19,TRXUSD,0.0291,0.02948,0.02584,0.0271,707717.66,19553.09
1597708800.0,2020-08-18,TRXUSD,0.03103,0.032,0.0284,0.0291,203506.58,6142.13
1597622400.0,2020-08-17,TRXUSD,0.0277,0.03104,0.02667,0.03103,251547.39,7320.45
1597536000.0,2020-08-16,TRXUSD,0.025,0.02843,0.02447,0.0277,508520.39,13239.41
1597449600.0,2020-08-15,TRXUSD,0.02369,0.02549,0.02334,0.025,184635.88,4451.19
1597363200.0,2020-08-14,TRXUSD,0.0221,0.0255,0.02151,0.02369,596361.56,14158.71
1597276800.0,2020-08-13,TRXUSD,0.02042,0.02255,0.01975,0.0221,437105.16,9479.47
1597190400.0,2020-08-12,TRXUSD,0.02009,0.02044,0.0196,0.02042,59854.99,1191.02
1597104000.0,2020-08-11,TRXUSD,0.02101,0.02173,0.01989,0.02009,96161.55,2026.31
1597017600.0,2020-08-10,TRXUSD,0.02034,0.02181,0.02034,0.02101,291264.1,6167.35
1596931200.0,2020-08-09,TRXUSD,0.02009,0.02069,0.02009,0.02034,37444.94,764.17
1596844800.0,2020-08-08,TRXUSD,0.02027,0.0206,0.0197,0.02009,54932.47,1112.25
1596758400.0,2020-08-07,TRXUSD,0.02036,0.02072,0.01968,0.02027,221464.44,4481.61
1596672000.0,2020-08-06,TRXUSD,0.01989,0.02056,0.01945,0.02036,98939.46,1979.6
1596585600.0,2020-08-05,TRXUSD,0.02057,0.0206,0.01989,0.01989,159827.97,3263.6
1596499200.0,2020-08-04,TRXUSD,0.02017,0.02061,0.01957,0.02057,40523.06,810.58
1596412800.0,2020-08-03,TRXUSD,0.01876,0.0203,0.01876,0.02017,29892.84,583.82
1596326400.0,2020-08-02,TRXUSD,0.02097,0.02099,0.0187,0.01876,105988.05,2063.51
1596240000.0,2020-08-01,TRXUSD,0.02,0.021,0.01879,0.02097,103033.83,2077.13
1596153600.0,2020-07-31,TRXUSD,0.01834,0.02,0.01834,0.02,31819.64,613.64
1596067200.0,2020-07-30,TRXUSD,0.01927,0.01956,0.01821,0.01834,83317.4,1579.88
1595980800.0,2020-07-29,TRXUSD,0.01925,0.01995,0.0181,0.01927,81996.25,1594.3
1595894400.0,2020-07-28,TRXUSD,0.01822,0.01926,0.0181,0.01925,56810.98,1061.72
1595808000.0,2020-07-27,TRXUSD,0.019,0.0191,0.0177,0.01822,65113.17,1188.6
1595721600.0,2020-07-26,TRXUSD,0.0186,0.0191,0.01834,0.019,72753.3,1370.48
1595635200.0,2020-07-25,TRXUSD,0.01814,0.01886,0.018,0.0186,18118.01,334.48
1595548800.0,2020-07-24,TRXUSD,0.01815,0.01815,0.01765,0.01814,17397.29,313.89
1595462400.0,2020-07-23,TRXUSD,0.01795,0.01841,0.01751,0.01815,44180.71,782.76
1595376000.0,2020-07-22,TRXUSD,0.01752,0.01807,0.01751,0.01795,24505.24,435.99
1595289600.0,2020-07-21,TRXUSD,0.0174,0.01839,0.0174,0.01752,35762.91,639.19
1595203200.0,2020-07-20,TRXUSD,0.01756,0.01798,0.0174,0.0174,38931.75,689.8
1595116800.0,2020-07-19,TRXUSD,0.017,0.01798,0.017,0.01756,8202.07,145.99
1595030400.0,2020-07-18,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1594944000.0,2020-07-17,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1594857600.0,2020-07-16,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1594771200.0,2020-07-15,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1594684800.0,2020-07-14,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1594598400.0,2020-07-13,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1594512000.0,2020-07-12,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1594425600.0,2020-07-11,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1594339200.0,2020-07-10,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1594252800.0,2020-07-09,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1594166400.0,2020-07-08,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1594080000.0,2020-07-07,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1593993600.0,2020-07-06,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1593907200.0,2020-07-05,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1593820800.0,2020-07-04,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1593734400.0,2020-07-03,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1593648000.0,2020-07-02,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1593561600.0,2020-07-01,TRXUSD,0.017,0.017,0.017,0.017,0.0,0.0
1593475200.0,2020-06-30,TRXUSD,0.01648,0.017,0.01648,0.017,13434.91,225.89
1593388800.0,2020-06-29,TRXUSD,0.01611,0.01661,0.01611,0.01648,9099.87,149.14
1593302400.0,2020-06-28,TRXUSD,0.0164,0.01655,0.0161,0.01611,9216.06,149.28
1593216000.0,2020-06-27,TRXUSD,0.0167,0.0175,0.0161,0.0164,65054.27,1073.78
1593129600.0,2020-06-26,TRXUSD,0.01667,0.0167,0.0161,0.0167,50055.68,832.37
1593043200.0,2020-06-25,TRXUSD,0.01678,0.01678,0.0161,0.01667,33559.25,545.91
1592956800.0,2020-06-24,TRXUSD,0.01636,0.0169,0.01635,0.01678,25231.07,420.86
1592870400.0,2020-06-23,TRXUSD,0.01679,0.0169,0.01635,0.01636,10315.11,172.63
1592784000.0,2020-06-22,TRXUSD,0.01597,0.0168,0.01597,0.01679,28987.59,479.17
1592697600.0,2020-06-21,TRXUSD,0.01592,0.01651,0.01592,0.01597,19235.73,314.47
1592611200.0,2020-06-20,TRXUSD,0.0166,0.0166,0.01573,0.01592,17771.48,283.95
1592524800.0,2020-06-19,TRXUSD,0.01615,0.01664,0.01579,0.0166,59985.06,960.16
1592438400.0,2020-06-18,TRXUSD,0.01617,0.01665,0.016,0.01615,49951.39,813.18
1592352000.0,2020-06-17,TRXUSD,0.01612,0.0167,0.0161,0.01617,32257.7,528.31
1592265600.0,2020-06-16,TRXUSD,0.01635,0.0168,0.0161,0.01612,24545.31,399.01
1592179200.0,2020-06-15,TRXUSD,0.0171,0.0171,0.0159,0.01635,73033.0,1181.46
1592092800.0,2020-06-14,TRXUSD,0.01723,0.01723,0.01636,0.0171,22455.16,379.82
1592006400.0,2020-06-13,TRXUSD,0.0167,0.01723,0.0167,0.01723,22821.24,387.39
1591920000.0,2020-06-12,TRXUSD,0.0165,0.01724,0.01622,0.0167,58395.66,980.74
1591833600.0,2020-06-11,TRXUSD,0.01753,0.01785,0.01613,0.0165,107168.32,1801.94
1591747200.0,2020-06-10,TRXUSD,0.01769,0.01843,0.01735,0.01753,40263.83,708.72
1591660800.0,2020-06-09,TRXUSD,0.01826,0.01878,0.0176,0.01769,30122.69,540.47
1591574400.0,2020-06-08,TRXUSD,0.01823,0.019,0.01741,0.01826,43551.62,804.16
1591488000.0,2020-06-07,TRXUSD,0.01728,0.01823,0.01706,0.01823,69432.61,1230.45
1591401600.0,2020-06-06,TRXUSD,0.01756,0.01756,0.0168,0.01728,27776.26,474.74
1591315200.0,2020-06-05,TRXUSD,0.0169,0.01756,0.0169,0.01756,42157.57,720.57
1591228800.0,2020-06-04,TRXUSD,0.01729,0.01763,0.01657,0.0169,67494.56,1169.45
1591142400.0,2020-06-03,TRXUSD,0.01664,0.01729,0.01608,0.01729,137668.85,2279.31
1591056000.0,2020-06-02,TRXUSD,0.01649,0.0174,0.016,0.01664,93083.7,1548.46
1590969600.0,2020-06-01,TRXUSD,0.01578,0.01699,0.01578,0.01649,58612.55,970.95
1590883200.0,2020-05-31,TRXUSD,0.01636,0.017,0.01576,0.01578,108871.94,1798.62
1590796800.0,2020-05-30,TRXUSD,0.015,0.01636,0.015,0.01636,27624.3,430.94
1590710400.0,2020-05-29,TRXUSD,0.01529,0.0157,0.015,0.015,52287.91,799.23
1590624000.0,2020-05-28,TRXUSD,0.01483,0.01532,0.0147,0.01529,88036.29,1333.16
1590537600.0,2020-05-27,TRXUSD,0.01454,0.01528,0.01454,0.01483,28008.07,423.87
1590451200.0,2020-05-26,TRXUSD,0.0148,0.01532,0.01453,0.01454,43514.5,638.56
1590364800.0,2020-05-25,TRXUSD,0.0146,0.01535,0.0144,0.0148,21426.27,316.36
1590278400.0,2020-05-24,TRXUSD,0.01517,0.0155,0.0146,0.0146,60118.51,908.67
1590192000.0,2020-05-23,TRXUSD,0.01573,0.0159,0.01494,0.01517,120494.88,1859.52
1590105600.0,2020-05-22,TRXUSD,0.01467,0.01573,0.01411,0.01573,46169.76,694.03
1590019200.0,2020-05-21,TRXUSD,0.015,0.0157,0.01427,0.01467,120655.76,1811.38
1589932800.0,2020-05-20,TRXUSD,0.01599,0.01619,0.0149,0.015,93187.28,1433.84
1589846400.0,2020-05-19,TRXUSD,0.01555,0.01625,0.0151,0.01599,118935.66,1875.6
1589760000.0,2020-05-18,TRXUSD,0.01532,0.01646,0.01508,0.01555,55379.44,849.78
1589673600.0,2020-05-17,TRXUSD,0.01503,0.01535,0.015,0.01532,20225.23,306.59
1589587200.0,2020-05-16,TRXUSD,0.01515,0.01676,0.01486,0.01503,148153.63,2321.77
1589500800.0,2020-05-15,TRXUSD,0.01511,0.01524,0.01476,0.01515,49628.19,740.59
1589414400.0,2020-05-14,TRXUSD,0.015,0.01561,0.01485,0.01511,60544.67,924.84
1589328000.0,2020-05-13,TRXUSD,0.01447,0.01579,0.01447,0.015,101103.64,1540.27
1589241600.0,2020-05-12,TRXUSD,0.01382,0.01519,0.01382,0.01447,81306.06,1199.9
1589155200.0,2020-05-11,TRXUSD,0.01463,0.01538,0.01329,0.01382,129624.87,1841.01
1589068800.0,2020-05-10,TRXUSD,0.01593,0.01593,0.01395,0.01463,77525.09,1126.47
1588982400.0,2020-05-09,TRXUSD,0.01578,0.0165,0.01578,0.01593,16314.03,265.69
1588896000.0,2020-05-08,TRXUSD,0.01512,0.01647,0.01512,0.01578,102236.2,1614.38
1588809600.0,2020-05-07,TRXUSD,0.0158,0.01624,0.01512,0.01512,72337.0,1150.95
1588723200.0,2020-05-06,TRXUSD,0.01586,0.01626,0.01576,0.0158,27680.79,442.35
1588636800.0,2020-05-05,TRXUSD,0.016,0.0166,0.01586,0.01586,33598.42,545.74
1588550400.0,2020-05-04,TRXUSD,0.01636,0.01636,0.0153,0.016,134851.45,2140.51
1588464000.0,2020-05-03,TRXUSD,0.01601,0.01656,0.01582,0.01636,47585.16,773.25
1588377600.0,2020-05-02,TRXUSD,0.01604,0.01636,0.01569,0.01601,30873.36,491.22
1588291200.0,2020-05-01,TRXUSD,0.01536,0.01646,0.01536,0.01604,19984.69,318.8
1588204800.0,2020-04-30,TRXUSD,0.01634,0.01749,0.01499,0.01536,110293.35,1745.67
1588118400.0,2020-04-29,TRXUSD,0.01569,0.01649,0.01517,0.01634,114910.56,1812.19
1588032000.0,2020-04-28,TRXUSD,0.01449,0.01581,0.0144,0.01569,192386.74,2986.53
1587945600.0,2020-04-27,TRXUSD,0.01402,0.0149,0.01402,0.01449,55141.61,812.15
1587859200.0,2020-04-26,TRXUSD,0.01439,0.01468,0.01351,0.01402,130891.63,1879.65
1587772800.0,2020-04-25,TRXUSD,0.01399,0.0145,0.01363,0.01439,102079.86,1441.94
1587686400.0,2020-04-24,TRXUSD,0.0139,0.0146,0.01319,0.01399,25760.9,359.63
1587600000.0,2020-04-23,TRXUSD,0.013,0.0139,0.013,0.0139,138033.41,1831.56
1587513600.0,2020-04-22,TRXUSD,0.01297,0.0132,0.01253,0.013,47649.99,620.25
1587427200.0,2020-04-21,TRXUSD,0.01279,0.01306,0.0117,0.01297,132403.8,1691.96
1587340800.0,2020-04-20,TRXUSD,0.0134,0.01348,0.01271,0.01279,69106.42,905.92
1587254400.0,2020-04-19,TRXUSD,0.01339,0.01359,0.0132,0.0134,60890.49,817.44
1587168000.0,2020-04-18,TRXUSD,0.0132,0.0137,0.0131,0.01339,95156.46,1272.89
1587081600.0,2020-04-17,TRXUSD,0.01332,0.01336,0.01301,0.0132,63744.97,841.74
1586995200.0,2020-04-16,TRXUSD,0.01287,0.0137,0.01272,0.01332,113479.18,1506.58
1586908800.0,2020-04-15,TRXUSD,0.01295,0.0137,0.01279,0.01287,90600.59,1200.78
1586822400.0,2020-04-14,TRXUSD,0.0138,0.0139,0.01281,0.01295,88153.3,1169.52
1586736000.0,2020-04-13,TRXUSD,0.01354,0.014,0.0127,0.0138,387658.14,5207.85
1586649600.0,2020-04-12,TRXUSD,0.01311,0.01366,0.0127,0.01354,95214.06,1250.75
1586563200.0,2020-04-11,TRXUSD,0.01321,0.01365,0.01271,0.01311,203214.6,2682.32
1586476800.0,2020-04-10,TRXUSD,0.01407,0.01407,0.0127,0.01321,239327.91,3144.07
1586390400.0,2020-04-09,TRXUSD,0.01403,0.01439,0.01355,0.01407,163470.05,2287.39
1586304000.0,2020-04-08,TRXUSD,0.01358,0.0141,0.01355,0.01403,73655.36,1016.84
1586217600.0,2020-04-07,TRXUSD,0.0136,0.0141,0.0135,0.01358,117863.62,1631.85
1586131200.0,2020-04-06,TRXUSD,0.01289,0.0137,0.01289,0.0136,35761.81,482.22
1586044800.0,2020-04-05,TRXUSD,0.01249,0.01315,0.01216,0.01289,67683.18,857.72
1585958400.0,2020-04-04,TRXUSD,0.01239,0.0128,0.01152,0.01249,254297.02,3139.57
1585872000.0,2020-04-03,TRXUSD,0.0123,0.0125,0.01206,0.01239,90304.56,1110.17
1585785600.0,2020-04-02,TRXUSD,0.01209,0.0127,0.01173,0.0123,141203.43,1732.05
1585699200.0,2020-04-01,TRXUSD,0.01232,0.01245,0.01152,0.01209,164034.78,2004.09
1585612800.0,2020-03-31,TRXUSD,0.01238,0.0125,0.01184,0.01232,111539.61,1366.92
1585526400.0,2020-03-30,TRXUSD,0.01137,0.01238,0.0112,0.01238,134156.47,1605.35
1585440000.0,2020-03-29,TRXUSD,0.01241,0.01241,0.01117,0.01137,301504.79,3559.09
1585353600.0,2020-03-28,TRXUSD,0.01219,0.01241,0.01116,0.01241,107028.01,1245.74
1585267200.0,2020-03-27,TRXUSD,0.01238,0.0128,0.01201,0.01219,63846.79,781.33
1585180800.0,2020-03-26,TRXUSD,0.01189,0.0125,0.01168,0.01238,101513.13,1231.61
1585094400.0,2020-03-25,TRXUSD,0.01193,0.01203,0.01163,0.01189,16070.83,191.4
1585008000.0,2020-03-24,TRXUSD,0.01202,0.0128,0.0115,0.01193,178565.75,2177.5
1584921600.0,2020-03-23,TRXUSD,0.01126,0.0128,0.01059,0.01202,206731.58,2370.04
1584835200.0,2020-03-22,TRXUSD,0.01209,0.01289,0.011,0.01126,293691.08,3513.59
1584748800.0,2020-03-21,TRXUSD,0.01145,0.01377,0.01079,0.01209,505707.41,6011.7
1584662400.0,2020-03-20,TRXUSD,0.01259,0.01394,0.0112,0.01145,180104.18,2226.63
1584576000.0,2020-03-19,TRXUSD,0.01081,0.01391,0.01071,0.01259,177098.3,2103.17
1584489600.0,2020-03-18,TRXUSD,0.01077,0.0115,0.01037,0.01081,187339.41,2025.17
1584403200.0,2020-03-17,TRXUSD,0.01007,0.012,0.01007,0.01077,262878.08,2807.34
1584316800.0,2020-03-16,TRXUSD,0.01104,0.01116,0.009524,0.01007,157003.38,1628.96
1584230400.0,2020-03-15,TRXUSD,0.01106,0.012,0.01086,0.01104,128141.44,1448.88
1584144000.0,2020-03-14,TRXUSD,0.0111,0.0129,0.01105,0.01106,97749.17,1118.01
1584057600.0,2020-03-13,TRXUSD,0.011,0.01375,0.0105,0.0111,102174.27,1180.57
1583971200.0,2020-03-12,TRXUSD,0.01556,0.01556,0.011,0.011,154272.23,1984.43
1583884800.0,2020-03-11,TRXUSD,0.0159,0.01609,0.01534,0.01556,75112.6,1175.21
1583798400.0,2020-03-10,TRXUSD,0.01541,0.0163,0.01518,0.0159,25395.72,399.61
1583712000.0,2020-03-09,TRXUSD,0.01598,0.017,0.01501,0.01541,114174.31,1799.32
1583625600.0,2020-03-08,TRXUSD,0.01741,0.01807,0.01598,0.01598,96455.47,1666.67
1583539200.0,2020-03-07,TRXUSD,0.01836,0.02,0.0171,0.01741,83506.68,1556.57
1583452800.0,2020-03-06,TRXUSD,0.01837,0.019,0.0183,0.01836,16558.3,308.67
1583366400.0,2020-03-05,TRXUSD,0.01797,0.019,0.01797,0.01837,17531.63,321.93
1583280000.0,2020-03-04,TRXUSD,0.01798,0.01835,0.0175,0.01797,39966.91,710.91
1583193600.0,2020-03-03,TRXUSD,0.01856,0.01856,0.01712,0.01798,119549.95,2132.47
1583107200.0,2020-03-02,TRXUSD,0.0173,0.0188,0.01698,0.01856,33682.21,605.47
1583020800.0,2020-03-01,TRXUSD,0.01722,0.01763,0.01695,0.0173,51349.35,889.96
1582934400.0,2020-02-29,TRXUSD,0.01792,0.01792,0.0172,0.01722,55428.82,970.64
1582848000.0,2020-02-28,TRXUSD,0.0177,0.01812,0.01697,0.01792,74063.8,1291.13
1582761600.0,2020-02-27,TRXUSD,0.01715,0.0189,0.01684,0.0177,222866.05,3972.46
1582675200.0,2020-02-26,TRXUSD,0.0195,0.0195,0.0167,0.01715,232932.1,4211.44
1582588800.0,2020-02-25,TRXUSD,0.02018,0.02112,0.01926,0.0195,139106.86,2864.57
1582502400.0,2020-02-24,TRXUSD,0.02082,0.02178,0.01967,0.02018,132244.68,2737.3
1582416000.0,2020-02-23,TRXUSD,0.02057,0.02215,0.02014,0.02082,170628.99,3579.84
1582329600.0,2020-02-22,TRXUSD,0.02022,0.02084,0.01998,0.02057,137206.21,2764.35
1582243200.0,2020-02-21,TRXUSD,0.02049,0.02094,0.02009,0.02022,58350.0,1188.57
1582156800.0,2020-02-20,TRXUSD,0.02083,0.02247,0.02,0.02049,79987.53,1645.52
1582070400.0,2020-02-19,TRXUSD,0.02221,0.02341,0.02083,0.02083,64332.19,1434.49
1581984000.0,2020-02-18,TRXUSD,0.02204,0.0233,0.02101,0.02221,116295.81,2578.34
1581897600.0,2020-02-17,TRXUSD,0.02333,0.02333,0.02028,0.02204,105561.04,2244.68
1581811200.0,2020-02-16,TRXUSD,0.02338,0.02462,0.02101,0.02333,234804.95,5387.67
1581724800.0,2020-02-15,TRXUSD,0.02582,0.02652,0.02302,0.02338,130216.29,3207.7
1581638400.0,2020-02-14,TRXUSD,0.02401,0.02648,0.02365,0.02582,329402.19,8340.53
1581552000.0,2020-02-13,TRXUSD,0.0238,0.02569,0.02301,0.02401,232479.72,5636.82
1581465600.0,2020-02-12,TRXUSD,0.0225,0.02455,0.02241,0.0238,127403.71,3004.51
1581379200.0,2020-02-11,TRXUSD,0.0223,0.02281,0.0214,0.0225,169095.82,3693.07
1581292800.0,2020-02-10,TRXUSD,0.02245,0.02246,0.021,0.0223,137181.49,2986.97
1581206400.0,2020-02-09,TRXUSD,0.02228,0.02351,0.02161,0.02245,104824.49,2332.31
1581120000.0,2020-02-08,TRXUSD,0.02157,0.023,0.02113,0.02228,89067.29,1946.99
1581033600.0,2020-02-07,TRXUSD,0.02215,0.02371,0.0215,0.02157,79682.36,1792.75
1580947200.0,2020-02-06,TRXUSD,0.02001,0.0229,0.02001,0.02215,234810.69,5066.3
1580860800.0,2020-02-05,TRXUSD,0.0195,0.02053,0.01904,0.02001,182695.77,3630.94
1580774400.0,2020-02-04,TRXUSD,0.01939,0.0197,0.01841,0.0195,44021.44,843.43
1580688000.0,2020-02-03,TRXUSD,0.01915,0.0195,0.01909,0.01939,96726.71,1849.53
1580601600.0,2020-02-02,TRXUSD,0.01906,0.0197,0.01866,0.01915,60889.1,1174.07
1580515200.0,2020-02-01,TRXUSD,0.01875,0.01914,0.01851,0.01906,14584.84,274.55
1580428800.0,2020-01-31,TRXUSD,0.0194,0.01955,0.01834,0.01875,66481.28,1265.2
1580342400.0,2020-01-30,TRXUSD,0.01907,0.01944,0.01831,0.0194,144570.63,2771.45
1580256000.0,2020-01-29,TRXUSD,0.0184,0.01932,0.0182,0.01907,97153.73,1843.64
1580169600.0,2020-01-28,TRXUSD,0.0173,0.0186,0.01667,0.0184,265178.87,4735.13
1580083200.0,2020-01-27,TRXUSD,0.0169,0.01759,0.0165,0.0173,185430.17,3159.77
1579996800.0,2020-01-26,TRXUSD,0.01657,0.017,0.01618,0.0169,11266.5,185.65
1579910400.0,2020-01-25,TRXUSD,0.01641,0.01702,0.01602,0.01657,46384.63,757.98
1579824000.0,2020-01-24,TRXUSD,0.01666,0.01794,0.01602,0.01641,58909.86,979.68
1579737600.0,2020-01-23,TRXUSD,0.01754,0.01754,0.0163,0.01666,21974.6,368.85
1579651200.0,2020-01-22,TRXUSD,0.0171,0.01826,0.01674,0.01754,35775.75,615.33
1579564800.0,2020-01-21,TRXUSD,0.0168,0.01731,0.0167,0.0171,53660.33,909.38
1579478400.0,2020-01-20,TRXUSD,0.01622,0.0174,0.01622,0.0168,26967.69,455.51
1579392000.0,2020-01-19,TRXUSD,0.01741,0.0187,0.016,0.01622,105463.49,1788.11
1579305600.0,2020-01-18,TRXUSD,0.0178,0.01823,0.01567,0.01741,43845.93,763.23
1579219200.0,2020-01-17,TRXUSD,0.01718,0.01877,0.017,0.0178,80842.56,1414.22
1579132800.0,2020-01-16,TRXUSD,0.01769,0.01769,0.01631,0.01718,36490.92,612.28
1579046400.0,2020-01-15,TRXUSD,0.01634,0.01805,0.01634,0.01769,78776.37,1362.86
1578960000.0,2020-01-14,TRXUSD,0.01527,0.01714,0.01515,0.01634,102230.88,1647.46
1578873600.0,2020-01-13,TRXUSD,0.01507,0.01527,0.01481,0.01527,11367.47,170.18
1578787200.0,2020-01-12,TRXUSD,0.01487,0.01528,0.01478,0.01507,31890.06,478.75
1578700800.0,2020-01-11,TRXUSD,0.01488,0.01527,0.01464,0.01487,9381.73,141.31
1578614400.0,2020-01-10,TRXUSD,0.0143,0.0156,0.0141,0.01488,44283.54,650.01
