https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATOM,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1671062400000,2022-12-15 00:00:00,ATOM/USDT,9.601,9.682,9.362,9.446,331671.446551129,34706.01671,165616.811953591,17331.741331,2485,9.556949866702856413
1670976000000,2022-12-14 00:00:00,ATOM/USDT,9.738,9.991,9.502,9.606,411260.076883262,41959.45201,206775.2305486,21098.423209,2693,9.802431838452164472
1670889600000,2022-12-13 00:00:00,ATOM/USDT,9.648,9.902,9.138,9.733,430529.482929729,44642.609511,218382.376470213,22627.220478,2618,9.64611095093662949
1670803200000,2022-12-12 00:00:00,ATOM/USDT,9.624,10.039,9.5,9.648,388376.59958176,40483.8143,189915.263298048,19793.138115,2856,9.593610144183182346
1670716800000,2022-12-11 00:00:00,ATOM/USDT,9.945,10.332,9.59,9.622,134168.283475796,13623.901852,67371.544780312,6840.305141,2878,9.848555751677149266
1670630400000,2022-12-10 00:00:00,ATOM/USDT,9.741,10.363,9.702,9.944,127142.505411011,12956.805453,66758.182788806,6799.169491,2852,9.813587045103833963
1670544000000,2022-12-09 00:00:00,ATOM/USDT,9.875,9.948,9.5,9.743,124697.636922947,12709.856458,62828.972010545,6403.903478,2239,9.811434384444578921
1670457600000,2022-12-08 00:00:00,ATOM/USDT,9.593,10.356,9.519,9.877,130980.977557901,13521.163011,70416.171675217,7263.697241,2235,9.688851754076941612
1670371200000,2022-12-07 00:00:00,ATOM/USDT,10.154,10.241,9.5,9.591,127094.008507272,12894.53815,60801.991098947,6167.714257,2604,9.86113726586176323
1670284800000,2022-12-06 00:00:00,ATOM/USDT,10.271,10.401,10.053,10.152,155263.786278481,15204.281379,74233.954442656,7266.817787,3090,10.212232421818643347
1670198400000,2022-12-05 00:00:00,ATOM/USDT,10.248,10.569,10.142,10.266,152385.494422817,14642.631827,76021.499652506,7303.702805,3151,10.407995065435443346
1670112000000,2022-12-04 00:00:00,ATOM/USDT,10.082,10.256,10.036,10.246,168247.383542387,16569.286918,80522.972003074,7929.391039,3140,10.154315319924296894
1670025600000,2022-12-03 00:00:00,ATOM/USDT,10.353,10.576,10.011,10.08,158032.494539593,15415.222203,79070.796039686,7712.212467,2850,10.251831737357917788
1669939200000,2022-12-02 00:00:00,ATOM/USDT,10.292,10.438,10.177,10.355,128290.05087286,12479.397419,61544.841978193,5985.535625,2327,10.280311660032157805
1669852800000,2022-12-01 00:00:00,ATOM/USDT,10.564,10.659,10.178,10.29,126915.708129546,12187.854091,61267.984862513,5883.721091,2566,10.414293978310793892
1669766400000,2022-11-30 00:00:00,ATOM/USDT,10.182,10.651,10.166,10.569,143298.736826953,13746.412815,69481.233514633,6662.855267,3026,10.42492016482199847
1669680000000,2022-11-29 00:00:00,ATOM/USDT,9.864,10.302,9.795,10.175,135475.371194133,13411.782613,67002.432270815,6631.798204,2838,10.101937741453190429
1669593600000,2022-11-28 00:00:00,ATOM/USDT,9.943,9.979,9.562,9.876,149823.0827792,15356.736996,75035.635975781,7690.025038,2934,9.756762558497838442
1669507200000,2022-11-27 00:00:00,ATOM/USDT,10.1,10.439,9.908,9.944,178794.988544196,17581.392761,86574.78694576,8512.144771,3460,10.169898495325539853
1669420800000,2022-11-26 00:00:00,ATOM/USDT,10.033,10.419,10.03,10.102,171796.244285789,16837.415202,85497.534592199,8378.029274,3500,10.203928983275457567
1669334400000,2022-11-25 00:00:00,ATOM/USDT,10.147,10.171,9.773,10.029,176988.746225301,17768.848272,86508.539454845,8685.553735,3650,9.960974940699734392
1669248000000,2022-11-24 00:00:00,ATOM/USDT,9.925,10.214,9.773,10.152,231073.38337321,23059.011946,116895.698264956,11663.312485,4600,10.02162880097057038
1669161600000,2022-11-23 00:00:00,ATOM/USDT,9.54,9.974,9.498,9.925,247066.988708659,25253.619357,119673.823005496,12226.01216,5111,9.78418967815159711
1669075200000,2022-11-22 00:00:00,ATOM/USDT,9.054,9.586,8.746,9.54,310153.724023518,33924.78345,158098.572554783,17282.689905,5802,9.147690419394148003
1668988800000,2022-11-21 00:00:00,ATOM/USDT,9.35,9.405,8.789,9.036,265798.761122418,29163.319452,132956.714246686,14589.540868,6088,9.11500423860492381
1668902400000,2022-11-20 00:00:00,ATOM/USDT,10.03,10.078,9.284,9.35,337884.887075841,34536.560965,168895.042905465,17267.004687,6756,9.787110962096642918
1668816000000,2022-11-19 00:00:00,ATOM/USDT,9.96,10.091,9.7,10.03,278104.562109081,28152.194345,137670.742283377,13934.345753,5042,9.879035916336883126
1668729600000,2022-11-18 00:00:00,ATOM/USDT,9.87,10.26,9.769,9.949,175980.031806159,17594.7922,94411.568612279,9437.994802,5825,10.003288852617951314
1668643200000,2022-11-17 00:00:00,ATOM/USDT,10.154,10.277,9.7,9.871,69846.750993257,6965.146958,35429.924486261,3535.205753,5431,10.029234762948567645
1668556800000,2022-11-16 00:00:00,ATOM/USDT,10.542,10.612,9.825,10.157,83155.662052119,8047.024806,42759.606087045,4135.965585,6528,10.337380116061494077
1668470400000,2022-11-15 00:00:00,ATOM/USDT,10.305,10.855,10.278,10.535,104214.336567722,9877.716555,51404.174146692,4872.703829,8002,10.551631465523061444
1668384000000,2022-11-14 00:00:00,ATOM/USDT,10.158,10.705,9.658,10.304,90976.301675417,8923.118452,46397.022432034,4544.244237,6785,10.20314681363909719
1668297600000,2022-11-13 00:00:00,ATOM/USDT,10.976,11.099,10.065,10.159,74143.84769737,6991.489031,36735.948101585,3463.418175,5399,10.613025130502887787
1668211200000,2022-11-12 00:00:00,ATOM/USDT,11.653,11.667,10.882,10.919,71120.699869296,6374.998693,33761.814409359,3028.116665,5076,11.159596156635600179
1668124800000,2022-11-11 00:00:00,ATOM/USDT,12.101,12.383,11.173,11.654,259667.11616898,21979.878663,140453.231783232,11870.317415,4296,11.819907536877863405
1668038400000,2022-11-10 00:00:00,ATOM/USDT,9.814,12.494,9.675,12.125,220945.422332967,19450.307209,114377.032195108,10058.911134,4298,11.40799228010201269
1667952000000,2022-11-09 00:00:00,ATOM/USDT,12.139,12.326,9.6,9.818,292131.619533931,25704.555631,135668.862405819,11865.948418,5426,11.407179982209100666
1667865600000,2022-11-08 00:00:00,ATOM/USDT,14.233,14.426,11.266,12.145,297236.552062715,22916.008074,119832.497721689,9154.18769,5084,13.012081036898392968
1667779200000,2022-11-07 00:00:00,ATOM/USDT,14.449,14.785,13.881,14.265,325758.071341285,22616.507952,158512.72481776,11001.62781,4931,14.406803200303302037
1667692800000,2022-11-06 00:00:00,ATOM/USDT,15.374,15.4,14.442,14.456,269043.360216536,17887.455317,127611.265983467,8473.103184,5022,15.04378419595238295
1667606400000,2022-11-05 00:00:00,ATOM/USDT,15.031,15.804,14.966,15.385,338149.394707368,21992.287586,164674.15831858,10713.641736,5205,15.378058834303994207
1667520000000,2022-11-04 00:00:00,ATOM/USDT,13.509,15.167,13.415,15.032,352493.070078313,24011.220112,183479.971597075,12493.425193,5956,14.69174569068662996
1667433600000,2022-11-03 00:00:00,ATOM/USDT,13.295,13.887,13.254,13.508,329052.830022991,24112.496783,162994.24397036,11944.605839,5661,13.647514430637328833
1667347200000,2022-11-02 00:00:00,ATOM/USDT,14.051,14.122,13.031,13.298,224145.690422231,16527.143578,112161.427397794,8257.886062,4600,13.567408715642027989
1667260800000,2022-11-01 00:00:00,ATOM/USDT,14.339,14.394,13.836,14.094,88069.457803816,6265.87939,54992.413969519,3917.800616,1449,14.056616785025650035
1667174400000,2022-10-31 00:00:00,ATOM/USDT,13.566,14.9,13.564,14.316,284377.486960428,20418.461158,142029.472034953,10189.621816,5193,13.929838428952100633
1667088000000,2022-10-30 00:00:00,ATOM/USDT,13.437,13.725,12.762,13.565,247485.729045951,18313.756849,125306.194094336,9271.911469,4355,13.514418925863681692
1667001600000,2022-10-29 00:00:00,ATOM/USDT,13.545,13.809,13.26,13.437,261195.737836444,19279.894405,131715.117993177,9723.117559,4739,13.548434001661350443
1666915200000,2022-10-28 00:00:00,ATOM/USDT,12.633,13.814,12.615,13.525,297950.137465207,22476.099276,142442.589594821,10750.440514,5454,13.262842722848355416
1666828800000,2022-10-27 00:00:00,ATOM/USDT,12.268,13.202,12.266,12.649,235572.275365712,18412.416764,118278.344283154,9246.45755,4017,12.79801814860514331
1666742400000,2022-10-26 00:00:00,ATOM/USDT,11.987,12.526,11.92,12.272,312068.479831188,25496.678659,154238.873579137,12600.002085,6024,12.240686998392981441
1666656000000,2022-10-25 00:00:00,ATOM/USDT,11.652,12.341,11.545,11.986,480233.56627937,40676.114101,322018.236168098,27298.938372,5836,11.808746761094960669
1666569600000,2022-10-24 00:00:00,ATOM/USDT,11.247,11.763,10.51,11.651,424660.600543771,37534.360069,224725.080497875,19858.568046,5850,11.31832176570899768
1666483200000,2022-10-23 00:00:00,ATOM/USDT,11.211,11.316,10.967,11.248,360319.782212133,32125.392136,200881.266707735,17909.319926,5420,11.21631729479352348
1666396800000,2022-10-22 00:00:00,ATOM/USDT,11.259,11.316,10.8,11.212,377352.196240092,33491.793593,195041.922112761,17307.671869,6471,11.26713513202395168
1666310400000,2022-10-21 00:00:00,ATOM/USDT,11.31,11.336,10.958,11.258,308143.733577334,27391.77864,164563.414308554,14616.659346,4548,11.249905182920166633
1666224000000,2022-10-20 00:00:00,ATOM/USDT,11.744,11.973,11.258,11.311,263564.209908597,22583.894069,131495.498584337,11270.804277,4290,11.674900999293836724
1666137600000,2022-10-19 00:00:00,ATOM/USDT,12.536,12.601,11.73,11.764,270936.296546499,22108.2707,141119.73692833,11519.598256,4292,12.257174176677364635
1666051200000,2022-10-18 00:00:00,ATOM/USDT,12.341,12.739,12.074,12.491,230172.120797115,18502.480261,118917.887192609,9557.798555,4211,12.441130618757378577
1665964800000,2022-10-17 00:00:00,ATOM/USDT,11.666,12.45,11.623,12.342,263517.699163187,22054.004278,134275.177293978,11235.270322,4642,11.954351086536402721
1665878400000,2022-10-16 00:00:00,ATOM/USDT,11.438,11.777,11.325,11.667,250432.359729981,21679.799846,127220.603487396,11013.628547,4004,11.551898783244227195
1665792000000,2022-10-15 00:00:00,ATOM/USDT,11.633,11.71,11.417,11.437,164532.764324572,14273.556449,81921.149309558,7105.769784,2787,11.527727110089326382
1665705600000,2022-10-14 00:00:00,ATOM/USDT,11.303,13.02,11.296,11.631,286851.941390203,24448.644966,144007.316687128,12268.896527,4588,11.734747585377789755
1665619200000,2022-10-13 00:00:00,ATOM/USDT,11.748,11.791,10.51,11.306,226260.788438368,20158.643245,112737.106896429,10049.560543,3900,11.229615315605310172
1665532800000,2022-10-12 00:00:00,ATOM/USDT,12.091,12.093,11.419,11.737,199242.965046482,16648.149128,97512.134198746,8146.60535,3419,11.968682742627302305
1665446400000,2022-10-11 00:00:00,ATOM/USDT,12.383,12.51,11.71,12.092,250453.559230825,20514.278638,120699.790148142,9882.188569,4346,12.209444486475736067
1665360000000,2022-10-10 00:00:00,ATOM/USDT,12.935,13,12.321,12.385,235285.845728707,18408.398259,115301.900820856,9015.74359,4171,12.782990305930796174
1665273600000,2022-10-09 00:00:00,ATOM/USDT,12.905,13.153,12.6,12.936,138055.308241558,10689.457017,68364.515989887,5292.067117,2433,12.915402543175773538
1665187200000,2022-10-08 00:00:00,ATOM/USDT,12.809,13.85,12.59,12.904,285535.412800605,22041.955305,145554.788568728,11233.895476,5069,12.955022642498395669
1665100800000,2022-10-07 00:00:00,ATOM/USDT,12.958,12.998,12.64,12.809,223120.4798094,17364.976432,113575.118289802,8840.2698,4449,12.849295571614098364
1665014400000,2022-10-06 00:00:00,ATOM/USDT,12.761,13.343,12.676,12.959,102747.176164194,7916.848628,53347.708795154,4111.513576,2782,12.979964304979162309
1664928000000,2022-10-05 00:00:00,ATOM/USDT,12.826,13.202,11.71,12.763,248729.801639656,19570.950683,125233.005002341,9849.406729,4424,12.709706991149050895
1664841600000,2022-10-04 00:00:00,ATOM/USDT,12.716,13.201,12.401,12.825,363622.074273977,28440.742478,183366.56025093,14343.354718,5956,12.785709159129644794
1664755200000,2022-10-03 00:00:00,ATOM/USDT,11.98,12.777,11.502,12.716,280237.126352519,22795.60652,139042.524382589,11313.847275,4632,12.296716308684772534
1664668800000,2022-10-02 00:00:00,ATOM/USDT,12.661,12.779,11.9,12.002,146881.42646126,11621.771163,75245.10083014,5951.581609,2253,12.639462699756343839
1664582400000,2022-10-01 00:00:00,ATOM/USDT,12.758,12.877,12.467,12.661,280010.948319703,22003.533326,140869.522094668,11069.677778,4939,12.726005999646675351
1664496000000,2022-09-30 00:00:00,ATOM/USDT,12.781,13.045,12.446,12.758,233478.562697012,18267.596674,119531.871445022,9352.684989,4239,12.781825617146976793
1664409600000,2022-09-29 00:00:00,ATOM/USDT,12.956,13.052,12.452,12.819,209709.774992239,16439.537716,103862.946851222,8142.267259,4255,12.757666621455140579
1664323200000,2022-09-28 00:00:00,ATOM/USDT,13.45,13.514,12.655,13.008,280885.095164579,21628.840142,144946.188386889,11161.574408,4915,12.988558881042076211
1664236800000,2022-09-27 00:00:00,ATOM/USDT,13.811,14.434,13.189,13.454,225657.468315479,16390.444772,110752.360484165,8043.04903,4126,13.777480435641774383
1664150400000,2022-09-26 00:00:00,ATOM/USDT,13.281,14.45,12.893,13.821,267018.681550982,19511.072175,131363.723362593,9599.731763,4877,13.690548651634572365
1664064000000,2022-09-25 00:00:00,ATOM/USDT,13.601,14.505,12.813,13.28,321179.952494895,23528.295259,168664.347609669,12352.755269,5141,13.651469252951716531
1663977600000,2022-09-24 00:00:00,ATOM/USDT,13.687,13.982,13.524,13.606,449616.514714994,32818.272066,220076.474841724,16063.181165,6724,13.700405887195224418
1663891200000,2022-09-23 00:00:00,ATOM/USDT,14.037,14.505,12.043,13.688,269050.10669555,19423.105599,129376.310093108,9340.112512,4492,13.85569498948294884
1663804800000,2022-09-22 00:00:00,ATOM/USDT,13.282,14.25,12.525,13.992,312140.807401157,22953.608305,177340.413687507,13016.742107,4496,13.606972768317843606
1663718400000,2022-09-21 00:00:00,ATOM/USDT,13.86,14.505,13,13.283,284831.889868189,20797.753027,135737.954306665,9922.566642,4596,13.698854490362090197
1663632000000,2022-09-20 00:00:00,ATOM/USDT,14.523,14.616,13.855,13.866,292490.955408181,20563.67885,139223.589663613,9788.537269,5300,14.22767051856339899
1663545600000,2022-09-19 00:00:00,ATOM/USDT,14.031,15,13.889,14.522,287735.860775324,20141.865099,144419.73364996,10103.956499,4911,14.289338394236373404
1663459200000,2022-09-18 00:00:00,ATOM/USDT,15.128,15.236,12,14.031,427747.415144256,29102.039723,211327.373585926,14379.322661,7374,14.707133281206319782
1663372800000,2022-09-17 00:00:00,ATOM/USDT,14.965,15.601,14.965,15.129,342429.708551538,22463.926815,169026.444115082,11087.362144,6049,15.244124620991809404
1663286400000,2022-09-16 00:00:00,ATOM/USDT,14.615,15.5,13.837,15.069,231793.17886815,15931.871344,112422.514268373,7727.861757,4647,14.551828591713926671
1663200000000,2022-09-15 00:00:00,ATOM/USDT,13.923,14.952,13.26,14.616,194428.06703873,13751.923157,96204.585824419,6797.996433,4298,14.147106563559590702
1663113600000,2022-09-14 00:00:00,ATOM/USDT,13.868,14.316,13.393,13.924,85934.868313068,6184.685837,42069.059465571,3025.325158,2321,13.89742242542024932
1663027200000,2022-09-13 00:00:00,ATOM/USDT,15.317,15.601,13.7,13.869,138700.628290339,9390.407031,65440.015626246,4413.490192,3395,14.785463683906991582
1662940800000,2022-09-12 00:00:00,ATOM/USDT,15.42,16.209,13.701,15.32,290541.387126066,18953.988051,140702.776774649,9176.043233,5313,15.331766624498415645
1662854400000,2022-09-11 00:00:00,ATOM/USDT,15.933,15.934,14.89,15.42,159304.59772355,10237.712956,77784.183724785,4996.504365,3596,15.561959303120590499
1662768000000,2022-09-10 00:00:00,ATOM/USDT,15.761,15.952,14.746,15.931,131015.072640644,8372.499083,64607.668324331,4128.941803,3047,15.649169461765740942
1662681600000,2022-09-09 00:00:00,ATOM/USDT,13.44,16.478,13.401,15.76,11615.318712993,780.703986,10127.033027854,682.60861,568,14.926162906829600878
1662595200000,2022-09-08 00:00:00,ATOM/USDT,12.255,13.43,12.252,13.43,35081.922190893,2717.668094,19448.358100917,1502.890457,1057,12.912789045077152018
1662508800000,2022-09-07 00:00:00,ATOM/USDT,11.73,12.499,11.42,12.258,81478.469773973,6969.986124,38270.760431526,3271.661257,2116,11.692914811910977583
1662422400000,2022-09-06 00:00:00,ATOM/USDT,12.586,12.81,11.788,11.844,231508.413211316,18795.930757,114054.323740795,9264.084141,3985,12.32010368283081622
1662336000000,2022-09-05 00:00:00,ATOM/USDT,12.805,13,12.473,12.585,243383.577965868,19261.37765,119578.706422055,9463.961089,4364,12.636321901286028984
1662249600000,2022-09-04 00:00:00,ATOM/USDT,12.528,12.89,12.367,12.791,217103.253333075,17180.635894,111024.176405684,8785.765467,3898,12.637761279283468962
1662163200000,2022-09-03 00:00:00,ATOM/USDT,12.451,12.681,12.146,12.524,227216.83499771,18320.694041,128074.281152969,10318.348368,4177,12.403537720049852718
1662076800000,2022-09-02 00:00:00,ATOM/USDT,11.998,12.891,11.421,12.452,61159.759447287,4965.366984,30792.018876512,2497.749158,2458,12.322115139712325356
1661990400000,2022-09-01 00:00:00,ATOM/USDT,11.613,12.25,11.476,12.002,147266.670840249,12497.476351,74920.988499065,6355.307841,5340,11.785603555464519556
1661904000000,2022-08-31 00:00:00,ATOM/USDT,11.526,12,11.419,11.615,172824.483465311,14788.911484,87466.187046519,7484.356524,5343,11.686420539276048647
1661817600000,2022-08-30 00:00:00,ATOM/USDT,11.015,11.695,10.955,11.527,147331.674970135,13062.96315,74589.686041705,6613.47723,5101,11.280292495061778542
1661731200000,2022-08-29 00:00:00,ATOM/USDT,10.609,11.162,10,11.016,164964.711535693,15557.198126,83041.736703221,7825.28469,5497,10.610642846025926792
1661644800000,2022-08-28 00:00:00,ATOM/USDT,10.903,10.945,10.48,10.506,209080.499991415,19394.995337,104880.016979888,9725.714658,7243,10.780766719094950327
1661558400000,2022-08-27 00:00:00,ATOM/USDT,11.53,11.544,10.501,10.904,162208.967023592,14960.724651,78820.032888708,7269.402628,5380,10.844711893327953424
1661472000000,2022-08-26 00:00:00,ATOM/USDT,12.764,13.088,11.391,11.492,117112.639867339,9448.061584,56811.404801832,4577.850638,4202,12.407326826268082671
1661385600000,2022-08-25 00:00:00,ATOM/USDT,12.581,13.1,12.144,12.763,32701.595406906,2565.137709,17008.950702345,1333.47177,1298,12.748890010965621825
1661299200000,2022-08-24 00:00:00,ATOM/USDT,12.1,13,11.578,12.583,15656.088454173,1283.795642,9504.783632257,774.877843,1748,12.208918406480486251
1661212800000,2022-08-23 00:00:00,ATOM/USDT,10.953,12.1,10.877,12.089,19028.62706338,1624.561527,13053.749034387,1108.311296,1820,11.719370582311346272
1661126400000,2022-08-22 00:00:00,ATOM/USDT,10.611,11.04,10.083,10.995,11649.930760723,1110.374757,7000.216386763,669.479982,1892,10.496894733125011514
1661040000000,2022-08-21 00:00:00,ATOM/USDT,10.212,10.738,10.162,10.666,10604.157994352,1008.454534,5252.552879967,499.530046,2028,10.517346460859754943
1660953600000,2022-08-20 00:00:00,ATOM/USDT,10.784,10.862,9.973,10.18,11114.453316749,1068.613097,5507.993237515,529.29059,1407,10.407715321066794467
1660867200000,2022-08-19 00:00:00,ATOM/USDT,11.44,11.489,10.321,10.708,18989.595998942,1776.217559,8555.415481695,801.688433,2636,10.69431082002520346
1660780800000,2022-08-18 00:00:00,ATOM/USDT,11.594,11.997,11.443,11.481,8038.016031311,682.565274,4178.818442269,354.742981,1079,11.777600166486546423
1660694400000,2022-08-17 00:00:00,ATOM/USDT,11.403,11.807,11.199,11.566,6818.585848231,599.148192,3792.939611174,334.446848,929,11.38310410446217628
1660608000000,2022-08-16 00:00:00,ATOM/USDT,11.354,11.571,11.22,11.407,6761.217562549,592.7213,3538.408714002,310.249735,1267,11.407468103581695223
1660521600000,2022-08-15 00:00:00,ATOM/USDT,11.529,11.855,11.182,11.373,5959.172408938,521.427918,3374.997286955,295.620516,1021,11.429870104665521598
1660435200000,2022-08-14 00:00:00,ATOM/USDT,11.835,11.891,11.3,11.564,5631.792922454,481.84018,2056.244442043,175.203326,819,11.689342590689019574
1660348800000,2022-08-13 00:00:00,ATOM/USDT,11.749,11.984,11.501,11.813,3817.809810238,323.819876,2216.948398945,188.175161,704,11.791075158916768381
1660262400000,2022-08-12 00:00:00,ATOM/USDT,11.757,11.858,11.443,11.646,6306.80596157,541.809635,2843.292655505,243.846353,1061,11.640783827497017804
1660176000000,2022-08-11 00:00:00,ATOM/USDT,11.79,12.255,11.677,11.767,9743.139375936,812.064566,4098.439295883,342.421763,1247,11.999197994411894076
1660089600000,2022-08-10 00:00:00,ATOM/USDT,11.38,12.5,10.23,11.837,11592.199605941,1045.742496,4066.084797028,357.158044,1883,11.10780014413516476
1660003200000,2022-08-09 00:00:00,ATOM/USDT,11.68,11.86,11.13,11.28,14488.29314693,1266.961512,7407.13589432,646.035242,2700,11.438972169651490954
1659916800000,2022-08-08 00:00:00,ATOM/USDT,11.27,11.76,10.6,11.69,23001.80949076,2004.400038,11306.04408534,984.686499,3737,11.478113408493542458
1659830400000,2022-08-07 00:00:00,ATOM/USDT,10.64,11.38,10.51,11.26,6625.08878868,600.89689,3157.88832778,286.641698,1376,11.032969084843694118
1659744000000,2022-08-06 00:00:00,ATOM/USDT,10.65,10.99,10.38,10.63,984.76941139,91.714851,558.80177005,51.898772,299,10.739869244775060248
1659657600000,2022-08-05 00:00:00,ATOM/USDT,10.55,10.66,10.1,10.12,379.33833727,35.94522,222.69187315,20.94872,33,10.556403341146273581
1659571200000,2022-08-04 00:00:00,ATOM/USDT,10.47,11,9.85,10.55,278.79717942,27.045583,129.57400319,12.327897,32,10.316771169652889872
1659484800000,2022-08-03 00:00:00,ATOM/USDT,9.93,11,9.65,9.85,979.78727534,96.841293,478.36792442,46.216185,47,10.13185088815668757
1659398400000,2022-08-02 00:00:00,ATOM/USDT,11,11,9.97,9.97,95.25044383,9.348482,17.686273,1.607843,4,10.202606382701408562
1659312000000,2022-08-01 00:00:00,ATOM/USDT,10.3563,10.3563,10.3563,10.3563,0,0,0,0,0,10.767647312749861454
1659225600000,2022-07-31 00:00:00,ATOM/USDT,10.65064911,10.94482508,10.354,10.3563,10590.63503825,985.61533181,0,0,0,10.74520119
1659139200000,2022-07-30 00:00:00,ATOM/USDT,11.24300292,11.24300292,10.52632527,10.65455526,6599.42494376,608.83296517,0,0,0,10.83946717
1659052800000,2022-07-29 00:00:00,ATOM/USDT,10.85666853,11.34418995,10.36946356,11.14271846,18603.48679943,1729.62004639,0,0,0,10.75582283
1658966400000,2022-07-28 00:00:00,ATOM/USDT,10.28048566,11.14233902,10.11241949,10.85213855,33862.24560255,3197.52972407,0,0,0,10.59012691
1658880000000,2022-07-27 00:00:00,ATOM/USDT,9.14925011,10.30291427,9.04907931,10.30291427,16609.48676662,1719.84106525,0,0,0,9.65757075
1658793600000,2022-07-26 00:00:00,ATOM/USDT,8.96452321,9.65650651,8.6,9.23159336,17000.52128986,1872.19425283,0,0,0,9.08053278
1658707200000,2022-07-25 00:00:00,ATOM/USDT,9.9497911,9.97060941,8.9867605,9.00809196,9563.3843326,1021.94607301,0,0,0,9.3580127
1658620800000,2022-07-24 00:00:00,ATOM/USDT,10.1596724,10.3126,9.91758648,10.0253646,9583.76229268,944.36576019,0,0,0,10.1483585
1658534400000,2022-07-23 00:00:00,ATOM/USDT,10.60249955,11.17972546,9.7792962,10.10153,8943.53877431,876.69860376,0,0,0,10.20138361
1658448000000,2022-07-22 00:00:00,ATOM/USDT,11.02721084,11.31550639,10.35507351,10.6485,7990.19693235,736.65382148,0,0,0,10.8466103
1658361600000,2022-07-21 00:00:00,ATOM/USDT,9.7943537,11.24300292,9.63655401,11.0433285,20075.12527304,1914.19341674,0,0,0,10.48751139
1658275200000,2022-07-20 00:00:00,ATOM/USDT,10.48149901,10.65455526,9.59882776,9.7414513,10571.75086831,1042.29297591,0,0,0,10.14278241
1658188800000,2022-07-19 00:00:00,ATOM/USDT,9.52163555,10.78512772,9.25996969,10.55951958,11621.03797631,1153.91722727,0,0,0,10.0709459
1658102400000,2022-07-18 00:00:00,ATOM/USDT,8.90330341,9.86766995,8.90330341,9.62640277,29286.92098382,3041.53016171,0,0,0,9.62900889
1658016000000,2022-07-17 00:00:00,ATOM/USDT,9.28896051,9.32464268,8.90330341,8.90660109,2865.58685022,315.41026814,0,0,0,9.0852681
1657929600000,2022-07-16 00:00:00,ATOM/USDT,9.0204501,9.3984998,8.80298339,9.23355698,4889.11775363,534.6567928,0,0,0,9.14440407
1657843200000,2022-07-15 00:00:00,ATOM/USDT,8.94279757,9.44577872,8.88339521,9.03155834,6478.68456995,712.71382256,0,0,0,9.09016264
1657756800000,2022-07-14 00:00:00,ATOM/USDT,8.23566555,9.03248374,8.08784416,8.98917519,8983.30142522,1060.72147069,0,0,0,8.46904835
1657670400000,2022-07-13 00:00:00,ATOM/USDT,7.85661866,8.21658789,7.43471038,8.19483886,8070.22982203,1049.5782984,0,0,0,7.68902123
1657584000000,2022-07-12 00:00:00,ATOM/USDT,8.1743267,8.3897007,7.77067111,7.78583128,6524.14483023,809.7120662,0,0,0,8.05736397
1657497600000,2022-07-11 00:00:00,ATOM/USDT,8.69002981,9.087,8.189,8.189,7006.95074585,814.43149321,0,0,0,8.60348697
1657411200000,2022-07-10 00:00:00,ATOM/USDT,9.0052832,9.0052832,8.51640233,8.80791417,12635.98319837,1445.12562594,0,0,0,8.74386487
1657324800000,2022-07-09 00:00:00,ATOM/USDT,9.0585637,9.33382427,8.9867605,9.0052832,4481.00890141,489.40824442,0,0,0,9.15597346
1657238400000,2022-07-08 00:00:00,ATOM/USDT,9.37893627,9.72589469,8.931,9.0585537,7629.09308027,823.43932743,0,0,0,9.26491221
1657152000000,2022-07-07 00:00:00,ATOM/USDT,8.91550769,9.56366004,8.74842089,9.41356933,12908.89955209,1405.33740324,0,0,0,9.18562298
1657065600000,2022-07-06 00:00:00,ATOM/USDT,8.991,9.4,8.777,8.90660109,40301.12629568,4383.91147535,0,0,0,9.19296078
1656979200000,2022-07-05 00:00:00,ATOM/USDT,8.72858391,9.286,8.41082941,8.991,9816.46849168,1102.73421968,0,0,0,8.90193513
1656892800000,2022-07-04 00:00:00,ATOM/USDT,8.14328821,8.90660109,7.909,8.80294738,7991.18625488,948.9826499,0,0,0,8.42079278
1656806400000,2022-07-03 00:00:00,ATOM/USDT,8.05410022,8.29053718,7.80606055,8.11754079,3762.31727889,468.63489714,0,0,0,8.02824822
1656720000000,2022-07-02 00:00:00,ATOM/USDT,8.13066208,8.32291785,7.97747118,8.07066225,7478.38342622,922.37957005,0,0,0,8.10770714
1656633600000,2022-07-01 00:00:00,ATOM/USDT,7.55313492,8.34342972,7.20398954,8.07066225,8774.50732662,1131.75605948,0,0,0,7.75300229
1656547200000,2022-06-30 00:00:00,ATOM/USDT,7.312589,7.61744225,6.92648809,7.53933635,7049.29880938,975.42736165,0,0,0,7.22688237
1656460800000,2022-06-29 00:00:00,ATOM/USDT,7.36728086,7.47766837,7.05286844,7.35584612,3307.05333651,457.85512042,0,0,0,7.2229253
1656374400000,2022-06-28 00:00:00,ATOM/USDT,7.81813973,8,7.26680493,7.29589357,8422.37193598,1079.38668168,0,0,0,7.80292371
1656288000000,2022-06-27 00:00:00,ATOM/USDT,8.11199504,8.59285977,7.773,7.84254619,7228.33136053,884.47938306,0,0,0,8.17241362
1656201600000,2022-06-26 00:00:00,ATOM/USDT,8.68156591,8.70836764,8,8.0359825,6428.19414427,760.47886753,0,0,0,8.45282415
