https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume APT,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1688774400000,2023-07-08 00:00:00,APT/USDT,7.088,7.088,6.963,6.963,4.04,0.57609,4.04,0.57609,4,7.013
1688688000000,2023-07-07 00:00:00,APT/USDT,7.339,7.562,6.842,7.562,66.485,9.18721,39.278,5.2558,8,7.248
1688601600000,2023-07-06 00:00:00,APT/USDT,7.261,7.261,7.2,7.2,2.02,0.27938,2.02,0.27938,2,7.23
1688515200000,2023-07-05 00:00:00,APT/USDT,7.595,7.708,7.241,7.241,661.325,86.26353,101.022,13.10661,10,7.667
1688428800000,2023-07-04 00:00:00,APT/USDT,8.192,8.192,7.616,7.704,362.338,44.68611,35.62,4.36723,13,8.11
1688342400000,2023-07-03 00:00:00,APT/USDT,7.502,9.77,6.751,7.532,1332.581,176.02855,951.354,123.88692,38,7.614
1688256000000,2023-07-02 00:00:00,APT/USDT,7.775,7.775,7.21,7.271,34.819,4.78402,21.752,2.97163,6,7.28
1688169600000,2023-07-01 00:00:00,APT/USDT,7.948,8.355,7.374,7.374,51.348,6.70758,37.769,4.89519,15,7.666
1688083200000,2023-06-30 00:00:00,APT/USDT,7.243,8.15,7.08,7.858,284.112,37.24245,148.945,18.72812,47,7.652
1687996800000,2023-06-29 00:00:00,APT/USDT,7.717,8.066,7.068,7.348,11.801,1.57114,8.545,1.11053,9,7.525
1687910400000,2023-06-28 00:00:00,APT/USDT,7.323,7.836,6.354,6.354,133.638,19.61415,26.5,3.65405,15,6.831
1687824000000,2023-06-27 00:00:00,APT/USDT,7.856,8.128,7.572,7.572,4.029,0.51698,4.029,0.51698,5,7.799
1687737600000,2023-06-26 00:00:00,APT/USDT,7.856,7.856,7.3,7.59,508.303,68.89159,502.303,68.10108,11,7.379
1687651200000,2023-06-25 00:00:00,APT/USDT,7.767,7.856,7.56,7.856,107.029,13.78217,107.029,13.78217,3,7.765
1687564800000,2023-06-24 00:00:00,APT/USDT,8.31,8.5,6.856,7.178,192.688,26.33593,71.731,9.10468,16,7.342
1687478400000,2023-06-23 00:00:00,APT/USDT,7.41,8.363,7.41,8.25,369.269,47.88842,179.187,22.83517,13,7.721
1687392000000,2023-06-22 00:00:00,APT/USDT,7.845,7.845,7.4,7.736,51.425,6.73889,51.425,6.73889,5,7.634
1687305600000,2023-06-21 00:00:00,APT/USDT,7.769,7.8,7.085,7.53,351.41,46.9679,209.93,27.16982,8,7.494
1687219200000,2023-06-20 00:00:00,APT/USDT,7.001,7.8,6.523,7.8,1073.417,152.16434,160.282,22.88563,15,7.054
1687132800000,2023-06-19 00:00:00,APT/USDT,6.918,6.918,6.13,6.13,26.442,3.99027,16.82,2.43147,3,6.647
1687046400000,2023-06-18 00:00:00,APT/USDT,7.071,7.071,6.667,6.667,139.39,19.77056,0,0,7,7.051
1686960000000,2023-06-17 00:00:00,APT/USDT,6.998,7.124,6.749,7.124,141.582,20.86865,20.235,2.88868,7,6.785
1686873600000,2023-06-16 00:00:00,APT/USDT,6.999,6.999,5.5,6.905,341.915,54.66438,120.254,17.45948,17,6.287
1686787200000,2023-06-15 00:00:00,APT/USDT,6.799,6.799,5.991,5.991,98.974,16.29938,7.666,1.20186,8,6.075
1686700800000,2023-06-14 00:00:00,APT/USDT,6.799,6.799,6.799,6.799,5.999,0.88248,5.999,0.88248,1,6.799
1686614400000,2023-06-13 00:00:00,APT/USDT,6.75,7.899,6.048,6.1,798.189,122.42208,218.701,30.34313,18,6.557
1686528000000,2023-06-12 00:00:00,APT/USDT,6.218,7.777,6.2,6.2,977.761,154.16316,7.547,0.98375,16,6.365
1686441600000,2023-06-11 00:00:00,APT/USDT,7.899,7.899,7.899,7.899,0,0,0,0,0,6.691
1686355200000,2023-06-10 00:00:00,APT/USDT,7.201,7.899,6.001,7.899,605.398,90.73088,306.524,47.15254,39,6.691
1686268800000,2023-06-09 00:00:00,APT/USDT,8,8,7.416,7.416,126.204,16.53498,78.445,10.3306,28,7.636
1686182400000,2023-06-08 00:00:00,APT/USDT,7.611,7.611,7.535,7.535,48.669,6.40608,9.287,1.22124,5,7.597
1686096000000,2023-06-07 00:00:00,APT/USDT,7.701,8.21,7.7,7.7,192.397,24.22997,93.609,11.40194,4,7.948
1686009600000,2023-06-06 00:00:00,APT/USDT,7.947,8.742,7.719,8.19,1046.212,129.28167,684.461,84.3827,22,8.094
1685923200000,2023-06-05 00:00:00,APT/USDT,9.18,9.18,8.091,8.091,724.906,86.08122,38.201,4.24601,17,8.429
1685836800000,2023-06-04 00:00:00,APT/USDT,8.93,9.262,8.93,9.238,87.047,9.4886,42.594,4.62911,7,9.174
1685750400000,2023-06-03 00:00:00,APT/USDT,9.048,9.048,9.048,9.048,0,0,0,0,0,8.929
1685664000000,2023-06-02 00:00:00,APT/USDT,8.58,9.199,8.58,9.048,696.074,77.98296,378.48,42.77469,16,8.929
1685577600000,2023-06-01 00:00:00,APT/USDT,8.455,8.552,8.455,8.552,9.562,1.11946,9.562,1.11946,2,8.541
1685491200000,2023-05-31 00:00:00,APT/USDT,8.499,8.499,8.163,8.346,2648.319,316.80519,13.602,1.64103,11,8.359
1685404800000,2023-05-30 00:00:00,APT/USDT,8.486,8.528,8.43,8.497,147.854,17.39198,108.216,12.70874,7,8.501
1685318400000,2023-05-29 00:00:00,APT/USDT,8.44,9.2,7.86,8.43,686.15,80.8726,381.342,44.70072,15,8.49
1685232000000,2023-05-28 00:00:00,APT/USDT,8.306,8.38,8.306,8.38,10.246,1.22384,10.246,1.22384,4,8.372
1685145600000,2023-05-27 00:00:00,APT/USDT,8.052,8.152,7.923,8.142,38.438,4.74074,23.766,2.91763,8,8.108
1685059200000,2023-05-26 00:00:00,APT/USDT,7.955,8.264,7.648,8.149,1272.378,160.65067,694.165,86.20468,24,7.924
1684972800000,2023-05-25 00:00:00,APT/USDT,7.899,8.247,7.899,7.997,318.379,40.15444,232.813,29.43848,11,7.929
1684886400000,2023-05-24 00:00:00,APT/USDT,8.217,8.665,7.501,8.057,614.201,75.78867,350.83,42.89058,27,8.107
1684800000000,2023-05-23 00:00:00,APT/USDT,8.236,9.042,8.236,9.042,60.359,7.21998,7.445,0.8264,4,8.366
1684713600000,2023-05-22 00:00:00,APT/USDT,8.126,8.975,8.126,8.975,25.374,3.08354,3.452,0.38587,5,8.237
1684627200000,2023-05-21 00:00:00,APT/USDT,8.255,8.283,8.106,8.126,276.599,33.81849,91.609,11.15621,33,8.179
1684540800000,2023-05-20 00:00:00,APT/USDT,8.365,8.365,8.355,8.355,30.879,3.69199,0,0,2,8.363
1684454400000,2023-05-19 00:00:00,APT/USDT,8.473,8.495,8.297,8.297,248.283,29.46853,223.908,26.57762,6,8.425
1684368000000,2023-05-18 00:00:00,APT/USDT,8.499,9.545,7,7,1423.631,169.49609,444.85,49.64101,127,8.445
1684281600000,2023-05-17 00:00:00,APT/USDT,8.659,9.613,8.223,8.72,516.598,58.64522,203.204,22.59487,40,8.825
1684195200000,2023-05-16 00:00:00,APT/USDT,8.661,8.661,7.203,8.528,24.032,2.95439,16.987,1.97639,3,8.187
1684108800000,2023-05-15 00:00:00,APT/USDT,9.357,9.517,8.442,8.723,101.269,11.33717,51.593,5.51214,7,8.952
1684022400000,2023-05-14 00:00:00,APT/USDT,7.945,9.77,7.945,8.452,1987.825,230.57594,1829.043,210.93291,18,8.675
1683936000000,2023-05-13 00:00:00,APT/USDT,8.516,8.531,8.1,8.53,49.517,5.84872,24.006,2.82953,9,8.468
1683849600000,2023-05-12 00:00:00,APT/USDT,7.965,8.847,7.001,8.475,892.351,111.66068,703.527,86.92938,26,8.007
1683763200000,2023-05-11 00:00:00,APT/USDT,8.507,8.507,8,8,226.012,28.0943,189.32,23.5203,13,8.045
1683676800000,2023-05-10 00:00:00,APT/USDT,8.364,8.584,8.2,8.584,220.686,26.72313,12.877,1.51774,6,8.259
1683590400000,2023-05-09 00:00:00,APT/USDT,8.142,9.33,8.142,8.217,639.882,76.58014,416.22,49.33197,14,8.368
1683504000000,2023-05-08 00:00:00,APT/USDT,8.901,9.33,8.2,8.899,1170.461,133.53206,125.794,14.01159,20,8.77
1683417600000,2023-05-07 00:00:00,APT/USDT,9.335,9.769,9.056,9.056,268.214,28.85315,128.32,13.64677,7,9.298
1683331200000,2023-05-06 00:00:00,APT/USDT,9.62,9.913,8.9,8.9,2348.208,249.17131,14.761,1.49974,14,9.426
1683244800000,2023-05-05 00:00:00,APT/USDT,9.52,9.895,9.466,9.7,959.58,99.07076,847.155,87.25145,10,9.686
1683158400000,2023-05-04 00:00:00,APT/USDT,9.786,9.786,9.479,9.479,128.621,13.32541,0,0,4,9.652
1683072000000,2023-05-03 00:00:00,APT/USDT,9.625,10.623,9.612,9.77,114.557,11.83359,5.864,0.55209,5,9.685
1682985600000,2023-05-02 00:00:00,APT/USDT,10.002,10.85,9.641,10.71,746.099,71.45809,615.985,58.09542,13,10.463
1682899200000,2023-05-01 00:00:00,APT/USDT,10.181,10.445,9.577,9.992,2629.348,263.27955,519.746,51.91588,21,9.993
1682812800000,2023-04-30 00:00:00,APT/USDT,10.923,12.65,8.8,10.439,3489.432,314.44856,2581.783,219.95189,34,11.233
1682726400000,2023-04-29 00:00:00,APT/USDT,11.148,11.148,9.729,10.781,781.262,73.01859,379.375,34.65987,19,10.705
1682640000000,2023-04-28 00:00:00,APT/USDT,10.862,10.862,9.925,9.925,19.542,1.90501,0,0,3,10.278
1682553600000,2023-04-27 00:00:00,APT/USDT,10.16,12.5,8.55,10.862,1579.077,152.78899,677.233,61.71041,68,10.399
1682467200000,2023-04-26 00:00:00,APT/USDT,10.317,12.5,9.6,9.856,1562.783,141.87355,882.699,76.09617,30,11.097
1682380800000,2023-04-25 00:00:00,APT/USDT,9.837,10.317,9.791,10.317,264.878,26.33101,109.031,10.5692,7,10.065
1682294400000,2023-04-24 00:00:00,APT/USDT,10.499,10.619,10.105,10.211,497.345,48.18289,475.745,46.0663,7,10.324
1682208000000,2023-04-23 00:00:00,APT/USDT,10.378,11.863,9.791,10.02,1459.021,142.26514,725.545,68.35118,26,10.273
1682121600000,2023-04-22 00:00:00,APT/USDT,10.156,10.299,10.156,10.299,12.999,1.27729,1.999,0.19419,2,10.177
1682035200000,2023-04-21 00:00:00,APT/USDT,11.098,11.153,10,10.156,2519.714,233.05925,557.713,50.21078,32,10.828
1681948800000,2023-04-20 00:00:00,APT/USDT,11.425,11.425,11.001,11.001,1000.431,87.77264,993.33,87.13464,10,11.398
1681862400000,2023-04-19 00:00:00,APT/USDT,12.999,13.098,11.17,11.17,2004.162,166.1758,744.714,58.70405,26,12.088
1681776000000,2023-04-18 00:00:00,APT/USDT,12.602,12.891,10.01,12.891,4685.968,388.81883,1864.283,149.71517,54,12.088
1681689600000,2023-04-17 00:00:00,APT/USDT,12.41,12.412,12.127,12.332,2351.11,191.65752,1154.505,94.1714,30,12.267
1681603200000,2023-04-16 00:00:00,APT/USDT,12.327,12.676,12.327,12.51,605.633,48.49247,367.566,29.50101,18,12.49
1681516800000,2023-04-15 00:00:00,APT/USDT,12.532,12.818,12.311,12.617,735.185,57.75135,182.656,14.46772,11,12.73
1681430400000,2023-04-14 00:00:00,APT/USDT,13.184,13.855,11.101,12.816,6585.767,514.33257,3423.27,264.57904,74,12.817
1681344000000,2023-04-13 00:00:00,APT/USDT,11.552,13.643,11.118,13.403,2146.533,178.85431,1818.071,150.71225,53,12.02
1681257600000,2023-04-12 00:00:00,APT/USDT,11.75,12.289,11,11.368,2855,252.16635,741.464,65.12175,22,11.323
1681171200000,2023-04-11 00:00:00,APT/USDT,11.663,11.909,11.663,11.718,273.028,23.28708,121.598,10.38777,4,11.724
1681084800000,2023-04-10 00:00:00,APT/USDT,10.968,11.908,10.935,11.306,1258.041,110.64915,697.13,59.5,9,11.385
1680998400000,2023-04-09 00:00:00,APT/USDT,11.793,11.818,10.893,11.724,78.065,6.91605,35.08,2.97001,6,11.305
1680912000000,2023-04-08 00:00:00,APT/USDT,11.632,11.632,10.001,10.804,1922.349,175.95728,996.926,91.10718,25,10.928
1680825600000,2023-04-07 00:00:00,APT/USDT,11.33,11.33,11,11.107,1026.341,92.10139,581.373,52.24567,14,11.144
1680739200000,2023-04-06 00:00:00,APT/USDT,11.451,11.697,11.298,11.543,1548.988,134.51731,1259.19,109.33877,14,11.515
1680652800000,2023-04-05 00:00:00,APT/USDT,12.117,12.387,11.321,11.538,2529.895,215.63144,928.12,76.1428,50,11.744
1680566400000,2023-04-04 00:00:00,APT/USDT,11.201,12.023,11.2,11.366,2357.958,209.32426,1243.713,110.05436,17,11.265
1680480000000,2023-04-03 00:00:00,APT/USDT,12.045,12.185,11.189,12.185,1898.994,162.09395,217.537,18.10782,23,11.72
1680393600000,2023-04-02 00:00:00,APT/USDT,11.021,13.521,11.021,11.966,2638.338,217.61754,1165.408,95.49515,32,12.137
1680307200000,2023-04-01 00:00:00,APT/USDT,11.379,11.379,11.236,11.346,692.584,61.42985,629.533,55.8889,6,11.274
1680220800000,2023-03-31 00:00:00,APT/USDT,10.99,11.429,10.99,11.198,199.553,17.83191,156.691,13.97471,8,11.192
1680134400000,2023-03-30 00:00:00,APT/USDT,11.681,11.717,10.914,11.439,1616.166,143.19742,725.483,64.35966,17,11.289
1680048000000,2023-03-29 00:00:00,APT/USDT,11.383,11.556,11.328,11.556,1094.474,96.06106,888.74,78.04663,10,11.394
1679961600000,2023-03-28 00:00:00,APT/USDT,10.764,11.31,10.764,11.31,87.668,7.94984,62.444,5.6122,5,11.03
1679875200000,2023-03-27 00:00:00,APT/USDT,12.278,12.278,10.9,10.975,929.48,81.65379,210.07,18.91015,14,11.391
1679788800000,2023-03-26 00:00:00,APT/USDT,11.639,11.882,11.639,11.881,1823.141,154.68595,1309.739,111.11824,6,11.786
1679702400000,2023-03-25 00:00:00,APT/USDT,12.19,12.19,11.429,11.518,1700.852,141.94676,439.059,36.17872,14,11.983
1679616000000,2023-03-24 00:00:00,APT/USDT,13.192,13.192,12.139,12.139,395.026,31.51179,120.293,9.8374,10,12.541
1679529600000,2023-03-23 00:00:00,APT/USDT,12.776,14.79,12.402,13.254,7851.078,603.14544,4376.132,332.54915,43,13.032
1679443200000,2023-03-22 00:00:00,APT/USDT,11.967,13,11.59,13,2631.812,218.74864,1926.85,159.55007,25,12.039
1679356800000,2023-03-21 00:00:00,APT/USDT,12.066,12.175,11.783,12,6039.601,503.83458,2339.135,196.02156,33,11.987
1679270400000,2023-03-20 00:00:00,APT/USDT,12.89,13.145,12.077,12.183,1054.854,81.14846,462.305,35.57793,16,13
1679184000000,2023-03-19 00:00:00,APT/USDT,13.107,13.846,12.841,13.845,1774.936,131.01977,468.674,34.99408,19,13.556
1679097600000,2023-03-18 00:00:00,APT/USDT,13.492,14.712,13.02,13.128,3179.192,229.99247,873.507,63.19847,42,13.826
1679011200000,2023-03-17 00:00:00,APT/USDT,12.622,13.778,12.205,13.29,2925.676,224.27854,2219.514,169.18304,24,13.048
1678924800000,2023-03-16 00:00:00,APT/USDT,11.917,12.548,11.28,12.307,2021.379,165.71224,700.026,57.22152,20,12.198
1678838400000,2023-03-15 00:00:00,APT/USDT,13.301,14.128,12.167,12.167,3820.395,300.71288,1881.712,145.81782,24,12.73
1678752000000,2023-03-14 00:00:00,APT/USDT,11.97,14.5,11.97,13.154,5943.452,451.76505,2305.267,170.82126,34,13.183
1678665600000,2023-03-13 00:00:00,APT/USDT,11.9,15.89,10.6,12.243,4683.565,378.69631,3093.755,248.77865,60,12.419
1678579200000,2023-03-12 00:00:00,APT/USDT,10.246,11.9,10.221,11.9,238.142,22.35757,162.81,15.04548,17,10.66
1678492800000,2023-03-11 00:00:00,APT/USDT,10.931,11.299,10.047,10.833,717.85,67.3032,375.599,33.68477,9,10.694
1678406400000,2023-03-10 00:00:00,APT/USDT,11.117,11.42,9.654,10.164,2139.705,207.90478,204.232,20.16545,28,10.309
1678320000000,2023-03-09 00:00:00,APT/USDT,10.623,11.446,10.132,10.911,860.716,79.0441,415.627,38.34312,25,10.898
1678233600000,2023-03-08 00:00:00,APT/USDT,11.212,11.212,10.495,10.495,173.679,15.55564,27.93,2.52504,7,11.167
1678147200000,2023-03-07 00:00:00,APT/USDT,11.687,11.959,10.682,10.9,629.91,57.88655,68.793,6.2084,17,10.885
1678060800000,2023-03-06 00:00:00,APT/USDT,10.866,11.467,9.89,11.467,1125.157,101.28597,1016.964,90.83699,13,11.117
1677974400000,2023-03-05 00:00:00,APT/USDT,11.403,11.787,9.5,11.313,691.017,68.43269,28.182,2.44932,13,10.106
1677888000000,2023-03-04 00:00:00,APT/USDT,11.8,11.801,10.602,10.602,1111.975,95.93401,40.514,3.60806,14,11.6
1677801600000,2023-03-03 00:00:00,APT/USDT,12.29,12.884,11.553,11.711,4917.801,416.41285,953.227,80.72516,30,11.817
1677715200000,2023-03-02 00:00:00,APT/USDT,13.26,13.301,12.291,12.856,1029.611,80.346,437.769,34.03345,21,12.818
1677628800000,2023-03-01 00:00:00,APT/USDT,12.554,13.998,12.554,13.459,976.557,73.18664,363.943,27.33276,22,13.358
1677542400000,2023-02-28 00:00:00,APT/USDT,12.956,13.699,12,12.001,1239.758,102.32234,385.98,31.24228,27,12.12
1677456000000,2023-02-27 00:00:00,APT/USDT,12.551,12.551,12.029,12.029,557.98,45.12707,0,0,6,12.365
1677369600000,2023-02-26 00:00:00,APT/USDT,13.648,14.819,12.001,12.323,799.339,58.64994,323.862,22.13366,18,13.689
1677283200000,2023-02-25 00:00:00,APT/USDT,12.774,12.784,11.599,12.01,905.097,74.95252,228.722,18.56989,20,12.08
1677196800000,2023-02-24 00:00:00,APT/USDT,13.703,13.703,12.864,12.864,749.694,57.1499,304.081,23.03709,10,13.126
1677110400000,2023-02-23 00:00:00,APT/USDT,13.655,14.224,13.366,13.378,482.145,35.49058,69.287,5.06499,12,13.586
1677024000000,2023-02-22 00:00:00,APT/USDT,13.25,14.424,13.2,13.812,1310.422,99.09497,28.639,1.99163,8,13.226
1676937600000,2023-02-21 00:00:00,APT/USDT,13.909,14.006,13.2,13.395,3571.355,265.10488,175.765,12.69043,30,13.479
1676851200000,2023-02-20 00:00:00,APT/USDT,13.909,14.137,13.907,14.137,2212.887,158.06304,1800.508,128.55609,12,14
1676764800000,2023-02-19 00:00:00,APT/USDT,14.021,14.493,14.021,14.166,824.003,58.31488,67.346,4.65077,10,14.131
1676678400000,2023-02-18 00:00:00,APT/USDT,14.921,14.921,14.112,14.316,2333.231,157.707,699.098,47.21934,21,14.796
1676592000000,2023-02-17 00:00:00,APT/USDT,14.718,16.999,14.073,14.643,4921.269,336.32163,2703.22,184.49972,51,14.644
1676505600000,2023-02-16 00:00:00,APT/USDT,15.943,16.995,14.596,14.596,4255.251,268.33838,1277.259,78.7791,79,15.885
1676419200000,2023-02-15 00:00:00,APT/USDT,14.585,16.5,14.001,15.977,4348.248,292.17757,3099.707,206.59685,44,14.901
1676332800000,2023-02-14 00:00:00,APT/USDT,13.995,14.534,13.693,14.534,2525.518,180.91961,1852.499,132.61535,26,13.96
1676246400000,2023-02-13 00:00:00,APT/USDT,13.063,16.5,12.74,14.036,1823.817,138.4223,941.886,69.41792,29,13.205
1676160000000,2023-02-12 00:00:00,APT/USDT,13.8,16.499,13.071,13.071,2519.541,186.26828,1303.123,94.6647,35,13.538
1676073600000,2023-02-11 00:00:00,APT/USDT,13.761,14.7,13.303,13.77,2098.59776318,153.52662,749.11160376,55.15369,23,13.673093779372918881
1675987200000,2023-02-10 00:00:00,APT/USDT,13.247,13.705,12.747,13.317,3655.96683737,281.81351,192.67518852,14.51616,44,12.976026076461727026
1675900800000,2023-02-09 00:00:00,APT/USDT,14.7,14.7,13.247,13.247,14648.59558529,1056.77276,3936.38219921,276.66595,88,13.879671297505472433
1675814400000,2023-02-08 00:00:00,APT/USDT,16.008,16.19,14.87,15.132,2735.84344992,177.97258,1259.92053295,83.42232,27,15.3836887200073071
1675728000000,2023-02-07 00:00:00,APT/USDT,15.279,16.321,15.205,16.048,4054.3279783,257.75726,2610.5050639,166.25165,42,15.73640417610960203
1675641600000,2023-02-06 00:00:00,APT/USDT,15,16.523,14.501,14.683,5423.57048891,362.09339,980.89228508,64.37586,46,14.986259881713224158
1675555200000,2023-02-05 00:00:00,APT/USDT,16.9,17.587,15,15.528,2301.97560313,147.509,388.57759722,23.32511,43,15.639504713947445936
1675468800000,2023-02-04 00:00:00,APT/USDT,16.649,16.974,16.271,16.611,3288.92162361,197.20566,1296.29144383,77.81539,34,16.679150956878174256
1675382400000,2023-02-03 00:00:00,APT/USDT,16.865,17.175,16.507,16.924,1563.65205903,92.40865,890.65099882,52.64639,21,16.921910393464095251
1675296000000,2023-02-02 00:00:00,APT/USDT,17.861,18.627,17.007,17.296,2204.63054408,121.22249,1298.48022376,71.1526,677,18.189359398513817803
1675209600000,2023-02-01 00:00:00,APT/USDT,16.836,18.51,15.646,18.24,7432.80451275,447.50068,3062.0605337,184.25663,1672,16.628509445032761462
1675123200000,2023-01-31 00:00:00,APT/USDT,17.24,17.883,16.331,16.837,6654.58546518,395.89615,4045.14330606,239.9778,1622,16.813981409971429424
1675036800000,2023-01-30 00:00:00,APT/USDT,18.301,20.834,16.146,17.22,12415.12491837,707.87609,6988.62213372,397.31826,1754,17.584236764359317577
1674950400000,2023-01-29 00:00:00,APT/USDT,17.974,18.864,16.666,18.308,15649.06112175,862.76334,6211.52063978,342.91156,1556,18.141958064236859384
1674864000000,2023-01-28 00:00:00,APT/USDT,17.812,18.978,16.875,18.017,10817.85815702,604.10693,5350.16199583,297.76688,1653,17.916238757821559968
1674777600000,2023-01-27 00:00:00,APT/USDT,18.484,18.933,17.345,17.831,10007.38179976,559.28372,4768.60038287,266.1338,1650,17.895493547679955087
1674691200000,2023-01-26 00:00:00,APT/USDT,18.51,20.404,17.293,18.157,17456.47588864,935.99745,8291.44507439,441.64422,1844,18.666499378203417528
1674604800000,2023-01-25 00:00:00,APT/USDT,12.539,19,12.275,18.611,19404.19210523,1228.44192,10491.3393907,658.6378,1512,16.004932033668884875
1674518400000,2023-01-24 00:00:00,APT/USDT,12.889,13.64,11.67,12.241,6753.51142293,529.15443,3279.17909282,258.02092,1270,12.775895984304854078
1674432000000,2023-01-23 00:00:00,APT/USDT,13.252,14.427,12.503,12.721,6219.40951536,467.62204,3012.82039612,226.46525,1418,13.311126674209420075
1674345600000,2023-01-22 00:00:00,APT/USDT,11.825,14.875,11.5,13.339,16039.69861698,1173.01391,5975.42242097,437.41327,1696,13.687045837317947799
1674259200000,2023-01-21 00:00:00,APT/USDT,11.4,15,10.867,11.772,9706.54147098,787.63307,4843.34267767,388.80069,1614,12.365170288209156431
1674172800000,2023-01-20 00:00:00,APT/USDT,7.818,11.439,7.738,11.204,6350.29960784,710.5892,3857.15098035,431.35263,1366,9.05087643665428746
1674086400000,2023-01-19 00:00:00,APT/USDT,7.597,8.224,7.421,7.825,6596.125666,849.4924,3324.90902076,425.85854,1668,7.766776329342655244
1674000000000,2023-01-18 00:00:00,APT/USDT,7.819,8.4,7.171,7.613,5719.38737439,727.837,3363.38374957,421.9857,1465,7.871258677633028137
1673913600000,2023-01-17 00:00:00,APT/USDT,8.361,10,7.514,7.605,6724.18648529,834.88387,3541.49931498,434.76867,1732,8.069525376860749748
1673827200000,2023-01-16 00:00:00,APT/USDT,7.96,8.999,7.687,8.155,4944.6499204,600.03562,2714.07400319,327.13739,1373,8.24494866909821576
1673740800000,2023-01-15 00:00:00,APT/USDT,7.42,10.218,7.22,8.034,4897.44914832,612.39368,2351.80390939,291.63748,1154,8.04310830952157215
1673654400000,2023-01-14 00:00:00,APT/USDT,7.118,8.333,6.865,7.353,4212.32474984,555.21063,2368.65122699,312.35758,1141,7.596660997674627214
1673568000000,2023-01-13 00:00:00,APT/USDT,6.29,7.5,5.45,7.018,5279.15122254,797.52874,2721.06685572,412.85345,1428,6.633684239226278501
1673481600000,2023-01-12 00:00:00,APT/USDT,5.183,6.546,5.066,6.39,3577.27403852,645.77349,1867.58496946,339.99856,1199,5.575463499281314484
1673395200000,2023-01-11 00:00:00,APT/USDT,5.462,5.51,4.924,5.183,4809.53845361,918.21579,1676.68547407,319.04978,1478,5.240869652335639193
1673308800000,2023-01-10 00:00:00,APT/USDT,4.96,6.8,4.96,5.51,3480.20659961,618.13726,1805.31661756,319.61042,1402,5.64113353025416101
1673222400000,2023-01-09 00:00:00,APT/USDT,4.035,6.8,3.961,5.241,5401.21040113,1180.3628,3681.655383,787.03469,1358,4.62626098548444875
1673136000000,2023-01-08 00:00:00,APT/USDT,3.898,4.127,3.527,4.034,3351.41097712,886.81264,1770.08424078,468.40939,1309,3.78308404157340948
1673049600000,2023-01-07 00:00:00,APT/USDT,3.941,4.299,3.05,3.984,6008.12236753,1544.85067,2948.40078387,757.1254,2134,3.890017864477369312
1672963200000,2023-01-06 00:00:00,APT/USDT,3.727,3.995,3.337,3.752,13646.50281833,3657.13016,6729.43335114,1800.19399,3330,3.737637683665129226
1672876800000,2023-01-05 00:00:00,APT/USDT,3.835,4.107,3.698,3.749,10712.73103294,2789.35436,5471.65333499,1424.48314,3140,3.841230366541191281
1672790400000,2023-01-04 00:00:00,APT/USDT,3.893,4.178,3.759,3.768,12578.35478154,3212.38625,6210.64224562,1584.9162,3790,3.91700084285252821
1672704000000,2023-01-03 00:00:00,APT/USDT,3.719,4.137,3.556,3.788,14628.60898751,3925.73103,7279.56782856,1953.91735,4278,3.728780710340369732
1672617600000,2023-01-02 00:00:00,APT/USDT,3.611,3.841,3.423,3.72,15070.33336379,4110.49516,7604.61748454,2073.53521,4269,3.6676009095840895
1672531200000,2023-01-01 00:00:00,APT/USDT,3.357,4.017,3.337,3.492,9367.11084603,2648.15301,4715.30567651,1332.01222,2548,3.54007983059577874
1672444800000,2022-12-31 00:00:00,APT/USDT,3.218,3.587,3.141,3.37,15830.37054092,4766.81296,8176.27305959,2460.1159,4207,3.323622338059027538
1672358400000,2022-12-30 00:00:00,APT/USDT,3.246,3.499,2.53,3.217,12423.52838587,3943.05426,5699.23871542,1793.9117,3757,3.158271709200217041
1672272000000,2022-12-29 00:00:00,APT/USDT,3.267,3.5,3.012,3.245,8367.87071436,2567.82857,4062.93174363,1244.96853,2423,3.259144879987497211
1672185600000,2022-12-28 00:00:00,APT/USDT,3.633,4.338,3.013,3.268,14590.49219598,4285.50594,6797.05922567,1994.25498,3955,3.41056909981790009
1672099200000,2022-12-27 00:00:00,APT/USDT,3.741,4.315,3.407,3.632,16892.81877972,4665.75709,8586.04446493,2367.39212,4477,3.621846748653301896
1672012800000,2022-12-26 00:00:00,APT/USDT,3.58,4.3,3.497,3.67,15096.68833552,4166.85379,7593.80548925,2095.80705,4396,3.624635523615287842
1671926400000,2022-12-25 00:00:00,APT/USDT,3.848,4.299,3.5,3.581,15526.37874096,4133.85589,7722.63258712,2056.15316,4343,3.761986004002159047
1671840000000,2022-12-24 00:00:00,APT/USDT,3.819,4.296,3.516,3.849,14189.43284669,3677.65554,7096.08077789,1836.91555,4017,3.867377196509761441
1671753600000,2022-12-23 00:00:00,APT/USDT,3.969,5.2,3.529,3.82,8282.01876931,2165.52182,4151.21122576,1081.87059,1854,3.829904978176119255
1671667200000,2022-12-22 00:00:00,APT/USDT,3.604,4.429,3.447,3.936,685.51374685,179.18797,382.53268346,99.41621,175,3.842230431327213826
1671580800000,2022-12-21 00:00:00,APT/USDT,3.936,5.298,3.555,3.641,2082.25355333,535.89919,1069.92042204,274.37549,334,3.89210953736848477
1671494400000,2022-12-20 00:00:00,APT/USDT,3.785,3.952,3.632,3.775,4688.87160395,1218.90122,2514.15945932,653.94334,697,3.847474375901478166
