https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume APT,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1692921600000,2023-08-25 00:00:00,APT/USDT,5.829,5.975,5.538,5.696,8505245.035,1493928.43432,4250828.929,746624.66382,123401,5.693
1692835200000,2023-08-24 00:00:00,APT/USDT,6.019,6.11,5.624,5.844,7145069.016,1206892.4009,3604685.035,608883.00603,102648,5.922
1692748800000,2023-08-23 00:00:00,APT/USDT,5.86,6.236,5.815,6.018,8658679.383,1453802.69068,4385514.097,736384.08683,126082,5.957
1692662400000,2023-08-22 00:00:00,APT/USDT,5.948,6.13,5.755,5.849,7830560.684,1333338.0011,3959195.766,674178.06761,111017,5.873
1692576000000,2023-08-21 00:00:00,APT/USDT,6.081,6.398,5.564,5.948,9468950.463,1576534.49172,4822814.964,803010.6672,134673,6.006
1692489600000,2023-08-20 00:00:00,APT/USDT,6.021,6.344,5.941,6.085,15862519.695,2622906.39866,8055393.647,1331981.24878,226135,6.047
1692403200000,2023-08-19 00:00:00,APT/USDT,5.838,6.151,5.707,6.022,10071704.777,1690459.54138,5093053.929,854812.9781,197182,5.958
1692316800000,2023-08-18 00:00:00,APT/USDT,5.64,6.167,5.357,5.841,4784537,831006.70144,2400254.584,416909.87801,136306,5.759
1692230400000,2023-08-17 00:00:00,APT/USDT,6.168,6.374,5.341,5.601,4370235.719,704713.82297,2199613.462,354644.8527,121937,6.207
1692144000000,2023-08-16 00:00:00,APT/USDT,6.534,6.767,6.039,6.181,3246537.604,510436.50188,1632065.197,256562.71383,92116,6.362
1692057600000,2023-08-15 00:00:00,APT/USDT,7.074,7.135,6.404,6.534,3931192.416,568191.81832,1986207.731,287052.89968,93235,6.922
1691971200000,2023-08-14 00:00:00,APT/USDT,7.066,7.245,7.006,7.075,3529245.105,499023.31505,1785374.533,252444.27673,100742,7.072
1691884800000,2023-08-13 00:00:00,APT/USDT,7.264,7.457,7.054,7.069,4446969.565,618344.13241,2248836.691,312698.06552,124448,7.192
1691798400000,2023-08-12 00:00:00,APT/USDT,7.112,7.477,7.05,7.27,4433602.784,618819.05908,2229563.002,311196.65277,129556,7.164
1691712000000,2023-08-11 00:00:00,APT/USDT,7.141,7.427,6.894,7.082,4505056.732,635412.85415,2266236.6,319629.2465,126600,7.09
1691625600000,2023-08-10 00:00:00,APT/USDT,7.419,7.74,7.022,7.193,6857871.329,933419.68929,3463304.772,471404.12329,189907,7.348
1691539200000,2023-08-09 00:00:00,APT/USDT,6.695,7.9,6.64,7.42,3865771.244,544667.55581,1949105.513,274617.661,106859,7.116
1691452800000,2023-08-08 00:00:00,APT/USDT,6.668,6.758,6.495,6.699,6562217.663,984201.547,3309857.087,496413.56058,182543,6.667
1691366400000,2023-08-07 00:00:00,APT/USDT,6.709,6.77,6.011,6.669,7459052.559,1119182.37076,3770973.73,565797.62261,211367,6.665
1691280000000,2023-08-06 00:00:00,APT/USDT,6.704,7.091,6.389,6.709,4103644.16,609910.70956,2081533.588,309369.24945,118787,6.728
1691193600000,2023-08-05 00:00:00,APT/USDT,6.712,7.063,6.353,6.709,884305.357,132441.49353,448975.623,67244.4235,48918,6.677
1691107200000,2023-08-04 00:00:00,APT/USDT,6.887,7.908,5.601,6.725,1131935.054,164356.34542,568342.141,82524.6599,89783,6.891
1691020800000,2023-08-03 00:00:00,APT/USDT,6.967,7.928,6.722,6.891,928623.247,129602.64528,471958.815,65871.37491,70335,7.172
1690934400000,2023-08-02 00:00:00,APT/USDT,7.018,8.244,6.861,6.974,407049.045,55880.36643,205206.751,28181.93936,30844,7.291
1690848000000,2023-08-01 00:00:00,APT/USDT,6.802,6.9,6.8,6.899,141.299,20.65863,0,0,7,6.839
1690761600000,2023-07-31 00:00:00,APT/USDT,7.256,8.245,7.034,8.245,117.142,15.54507,18.451,2.48425,19,7.538
1690675200000,2023-07-30 00:00:00,APT/USDT,7.045,7.274,6.898,7.274,111.515,15.83389,1.087,0.14954,6,7.042
1690588800000,2023-07-29 00:00:00,APT/USDT,7.069,7.342,7.069,7.074,698.561,98.67843,540.426,76.42203,23,7.079
1690502400000,2023-07-28 00:00:00,APT/USDT,7.062,7.069,7.062,7.067,704.492,99.69046,703.382,99.53332,61,7.066
1690416000000,2023-07-27 00:00:00,APT/USDT,7.404,7.538,7.06,7.06,30.749,4.15706,28.749,3.87386,11,7.403
1690329600000,2023-07-26 00:00:00,APT/USDT,6.94,6.94,6.94,6.94,105.181,15.15582,0,0,2,6.94
1690243200000,2023-07-25 00:00:00,APT/USDT,7.079,7.079,7.079,7.079,1.345,0.19009,1.345,0.19009,1,7.079
1690156800000,2023-07-24 00:00:00,APT/USDT,7.471,7.802,7.056,7.056,1418.826,190.41414,21.979,3.02067,27,7.451
1690070400000,2023-07-23 00:00:00,APT/USDT,8.16,8.161,7.471,7.471,181.832,23.25823,94.999,11.64076,5,7.833
1689984000000,2023-07-22 00:00:00,APT/USDT,7.592,7.593,7.525,7.55,30.206,3.98713,28.206,3.72135,5,7.576
1689897600000,2023-07-21 00:00:00,APT/USDT,7.655,7.655,7.655,7.655,0,0,0,0,0,7.572
1689811200000,2023-07-20 00:00:00,APT/USDT,7.599,7.655,7.527,7.655,15.352,2.02736,14.148,1.86747,9,7.572
1689724800000,2023-07-19 00:00:00,APT/USDT,7.638,8.383,6.752,7.244,264.96,35.63976,18.007,2.18046,18,7.444
1689638400000,2023-07-18 00:00:00,APT/USDT,7.989,7.99,7.512,7.595,325.157,42.51799,248.542,32.61832,11,7.649
1689552000000,2023-07-17 00:00:00,APT/USDT,7.809,7.853,7.577,7.837,70.493,9.21139,68.489,8.95559,11,7.654
1689465600000,2023-07-16 00:00:00,APT/USDT,7.563,7.822,7.416,7.416,46.429,6.09315,34.237,4.50373,5,7.622
1689379200000,2023-07-15 00:00:00,APT/USDT,7.437,7.573,7.348,7.497,36.179,4.83196,26.643,3.53435,8,7.488
1689292800000,2023-07-14 00:00:00,APT/USDT,7.923,7.931,7.272,7.363,475.371,61.989,264.253,33.72852,32,7.674
1689206400000,2023-07-13 00:00:00,APT/USDT,7.042,8.21,7.042,7.464,322.888,42.62325,94.759,12.42474,46,7.58
1689120000000,2023-07-12 00:00:00,APT/USDT,7.094,7.094,6.811,6.811,95.853,13.7456,32.185,4.54044,4,6.974
1689033600000,2023-07-11 00:00:00,APT/USDT,8.9,8.999,6.975,6.975,18.587,2.38932,8.612,0.95932,4,7.903
1688947200000,2023-07-10 00:00:00,APT/USDT,6.866,6.949,6.862,6.862,5.03,0.72952,3.03,0.43823,4,6.895
1688860800000,2023-07-09 00:00:00,APT/USDT,7.148,7.148,7.047,7.047,14.901,2.11166,1.476,0.2066,2,7.057
