https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVAX,Volume USD
1697328000,2023-10-15 00:00:00,AVAX/USD,9.14872,9.25338,9.09962,9.19000,3077.92812870,28286.159502753
1697241600,2023-10-14 00:00:00,AVAX/USD,9.14111,9.24112,9.13091,9.13839,6254.08596367,57152.276629542284
1697155200,2023-10-13 00:00:00,AVAX/USD,9.15695,9.29999,9.04211,9.14955,6196.02112909,56690.805121665406
1697068800,2023-10-12 00:00:00,AVAX/USD,9.31533,9.31533,8.91000,9.12514,11999.34588929,109495.71114819575
1696982400,2023-10-11 00:00:00,AVAX/USD,9.53133,9.53133,9.25444,9.30502,1851.61328615,17229.298659891476
1696896000,2023-10-10 00:00:00,AVAX/USD,9.55069,9.83238,9.48838,9.54145,1079.61505712,10301.093086757624
1696809600,2023-10-09 00:00:00,AVAX/USD,10.06078,10.06078,9.36630,9.48635,4338.12759832,41152.99674232293
1696723200,2023-10-08 00:00:00,AVAX/USD,10.33817,10.52806,9.99539,10.08668,4295.20405355,43324.34882286171
1696636800,2023-10-07 00:00:00,AVAX/USD,10.68041,11.81999,10.25709,10.37994,7970.37019947,82731.96444828663
1696550400,2023-10-06 00:00:00,AVAX/USD,10.30999,10.78676,10.30999,10.72772,2763.56174141,29646.716564558887
1696464000,2023-10-05 00:00:00,AVAX/USD,10.12999,10.27200,9.84100,10.18935,3598.86755953,36670.121167697005
1696377600,2023-10-04 00:00:00,AVAX/USD,9.39172,10.22000,9.19692,10.16999,2952.37476333,30025.62181931847
1696291200,2023-10-03 00:00:00,AVAX/USD,9.33626,9.42678,9.28452,9.41003,959.48394339,9028.772691818203
1696204800,2023-10-02 00:00:00,AVAX/USD,9.75079,9.79578,9.24796,9.30988,1418.15096390,13202.815295793333
1696118400,2023-10-01 00:00:00,AVAX/USD,9.33138,9.79107,9.33138,9.74906,660.84011885,6442.56996907578
1696032000,2023-09-30 00:00:00,AVAX/USD,9.13187,9.30107,9.12021,9.23095,825.74234212,7622.386272992614
1695945600,2023-09-29 00:00:00,AVAX/USD,9.29500,9.30912,9.09992,9.12224,1172.55579287,10696.335355950428
1695859200,2023-09-28 00:00:00,AVAX/USD,8.94336,9.32819,8.92115,9.24827,2624.41550410,24271.303174102904
1695772800,2023-09-27 00:00:00,AVAX/USD,9.05562,9.15510,8.84893,8.90866,1200.03293676,10690.68542239634
1695686400,2023-09-26 00:00:00,AVAX/USD,8.95999,9.03034,8.92000,9.02024,827.88196587,7467.694023819208
1695600000,2023-09-25 00:00:00,AVAX/USD,8.73851,8.94774,8.64000,8.92987,951.88275725,8500.189277484058
1695513600,2023-09-24 00:00:00,AVAX/USD,8.93373,9.01583,8.75206,8.75206,445.98421204,3903.2805828268024
1695427200,2023-09-23 00:00:00,AVAX/USD,8.87609,8.95779,8.84706,8.90271,506.36318775,4508.004615213803
1695340800,2023-09-22 00:00:00,AVAX/USD,8.89081,8.89301,8.79088,8.86925,1912.84079498,16965.463220876365
1695254400,2023-09-21 00:00:00,AVAX/USD,9.06807,9.08010,8.79644,8.83829,2803.33550493,24776.69215986777
1695168000,2023-09-20 00:00:00,AVAX/USD,9.16147,9.16147,8.95000,9.04419,2763.36466094,24992.39503282694
1695081600,2023-09-19 00:00:00,AVAX/USD,9.10394,9.29056,9.05114,9.21548,1227.35764774,11310.689855595014
1694995200,2023-09-18 00:00:00,AVAX/USD,9.09607,9.30095,8.85860,9.16203,6059.11542562,55513.7973029932
1694908800,2023-09-17 00:00:00,AVAX/USD,9.30820,9.30820,9.02942,9.07319,649.19544059,5890.273579606782
1694822400,2023-09-16 00:00:00,AVAX/USD,9.51712,9.57112,9.36811,9.36811,465.65567218,4362.31355910618
1694736000,2023-09-15 00:00:00,AVAX/USD,9.48275,9.48276,9.23032,9.39357,709.42860029,6664.067216826135
1694649600,2023-09-14 00:00:00,AVAX/USD,9.40733,9.42778,9.25771,9.40488,3327.20481755,31291.962044479646
1694563200,2023-09-13 00:00:00,AVAX/USD,9.20919,9.43442,9.15845,9.33162,6404.77405723,59766.91768792861
1694476800,2023-09-12 00:00:00,AVAX/USD,9.28470,9.47963,9.22060,9.22104,3819.49883765,35219.75156192416
1694390400,2023-09-11 00:00:00,AVAX/USD,9.43729,9.50895,9.05000,9.23847,13206.65358428,122009.27293876324
1694304000,2023-09-10 00:00:00,AVAX/USD,9.61684,9.67145,9.28217,9.51935,1237.14868796,11776.851362732024
1694217600,2023-09-09 00:00:00,AVAX/USD,9.90899,9.90899,9.85544,9.86810,138.55085225,1367.2336650882248
