https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE,Volume USD
1702944000,2023-12-19,DOGE/USD,0.08995,0.08995,0.08995,0.08995,185.0,16.64075
1702857600,2023-12-18,DOGE/USD,0.09217,0.09217,0.09018,0.09018,1000.0,90.17999999999999
1702684800,2023-12-16,DOGE/USD,0.09357,0.09475,0.09357,0.09392,3547.315394,333.16386180448
1702598400,2023-12-15,DOGE/USD,0.0935,0.0935,0.0935,0.0935,500.0,46.75
1702425600,2023-12-13,DOGE/USD,0.091,0.093,0.091,0.093,12320.0,1145.76
1702339200,2023-12-12,DOGE/USD,0.09598,0.09598,0.09408,0.09408,10150.0,954.9119999999999
1702252800,2023-12-11,DOGE/USD,0.105,0.105,0.09185,0.09185,50612.0,4648.7122
1702166400,2023-12-10,DOGE/USD,0.10215,0.10215,0.10215,0.10215,977.484092,99.84999999780001
1702080000,2023-12-09,DOGE/USD,0.1014,0.10179,0.098,0.098,4300.523262,421.451279676
1701993600,2023-12-08,DOGE/USD,0.0975,0.0975,0.0975,0.0975,319.825702,31.183005944999998
1701907200,2023-12-07,DOGE/USD,0.096,0.096,0.0903,0.096,280101.1051,26889.7060896
1701820800,2023-12-06,DOGE/USD,0.099,0.10278,0.09538,0.09538,13054.337486,1245.1227094146802
1701734400,2023-12-05,DOGE/USD,0.0918,0.095,0.0918,0.09342,11858.387331,1107.81054446202
1701648000,2023-12-04,DOGE/USD,0.0875,0.0911,0.0875,0.0911,123943.087214,11291.2152451954
1701561600,2023-12-03,DOGE/USD,0.08635,0.08635,0.08635,0.08635,250000.0,21587.5
1701302400,2023-11-30,DOGE/USD,0.0831,0.08346,0.0831,0.08346,646.237966,53.93502064236001
1701216000,2023-11-29,DOGE/USD,0.0829,0.0829,0.0829,0.0829,250.0,20.725
1701129600,2023-11-28,DOGE/USD,0.0771,0.0771,0.0771,0.0771,15441.0,1190.5011
1701043200,2023-11-27,DOGE/USD,0.08025,0.0813,0.07818,0.07818,28869.802254,2257.0411402177197
1700956800,2023-11-26,DOGE/USD,0.07779,0.07779,0.07779,0.07779,1605.0,124.85294999999999
1700697600,2023-11-23,DOGE/USD,0.07619,0.07619,0.07619,0.07619,349.960878,26.663519294819995
1700611200,2023-11-22,DOGE/USD,0.07376,0.07446,0.07376,0.07445,3429.42,255.320319
1700524800,2023-11-21,DOGE/USD,0.077,0.077,0.07164,0.07164,233334.137584,16716.05761651776
1700265600,2023-11-18,DOGE/USD,0.0837,0.08505,0.0809,0.0809,380724.225314,30800.589827902597
1700179200,2023-11-17,DOGE/USD,0.0823,0.08547,0.08,0.08,301447.272997,24115.781839760002
1700092800,2023-11-16,DOGE/USD,0.0775,0.0825,0.077,0.0825,17843.24722,1472.06789565
1700006400,2023-11-15,DOGE/USD,0.0753,0.0753,0.0753,0.0753,25000.0,1882.5000000000002
1699920000,2023-11-14,DOGE/USD,0.074,0.0748,0.074,0.0748,3684.835894,275.6257248712
1699833600,2023-11-13,DOGE/USD,0.0792,0.0792,0.0764,0.0764,36135.316002,2760.7381425527997
1699747200,2023-11-12,DOGE/USD,0.0768,0.078,0.0768,0.078,3330.0,259.74
1699660800,2023-11-11,DOGE/USD,0.078,0.07954,0.078,0.07868,10070.11461,792.3166175148
1699488000,2023-11-09,DOGE/USD,0.07608,0.077,0.0675,0.0675,8078.189966,545.2778227050001
1699401600,2023-11-08,DOGE/USD,0.0767,0.0767,0.0749,0.0749,5737.869231,429.76640540189993
1699228800,2023-11-06,DOGE/USD,0.075,0.0754,0.075,0.0754,10295.0,776.2429999999999
1698883200,2023-11-02,DOGE/USD,0.068,0.068,0.068,0.068,12300.0,836.4000000000001
1698796800,2023-11-01,DOGE/USD,0.0672,0.0687,0.0672,0.0687,17445.0,1198.4714999999999
1698710400,2023-10-31,DOGE/USD,0.067,0.067,0.0664,0.0664,2493.0,165.5352
1698537600,2023-10-29,DOGE/USD,0.07003,0.07003,0.07003,0.07003,15522.026945,1087.0075469583498
1698451200,2023-10-28,DOGE/USD,0.0685,0.0688,0.0685,0.0688,1641.659146,112.9461492448
1698278400,2023-10-26,DOGE/USD,0.07,0.07187,0.07,0.07187,857.0,61.59259
1698105600,2023-10-24,DOGE/USD,0.06916,0.06916,0.0666,0.0666,1862.432215,124.03798551900002
1698019200,2023-10-23,DOGE/USD,0.0635,0.06565,0.0635,0.06565,152535.779723,10013.97393881495
1697328000,2023-10-15,DOGE/USD,0.05969,0.05969,0.05969,0.05969,1341.0,80.04429
