https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume SOL
1649894400000,2022-04-14 00:00:00,SOL/USDT,105.2,113.242791,99.367904,100.55,44089.562970334,438.48396788
1649808000000,2022-04-13 00:00:00,SOL/USDT,103.706711,116.5,101.0,105.177501,60424.23500676955,574.49772463
1649721600000,2022-04-12 00:00:00,SOL/USDT,101.517795,109.9,98.85,103.8762,22761.889098928776,219.12516148
1649635200000,2022-04-11 00:00:00,SOL/USDT,112.1,117.0,98.5,99.4,33868.4227406,340.728599
1649548800000,2022-04-10 00:00:00,SOL/USDT,112.0,112.0,112.0,112.0,25.01722048,0.22336804
1649462400000,2022-04-09 00:00:00,SOL/USDT,110.936179,112.979935,109.584115,112.053139,27866.728187149023,248.69207981
1649376000000,2022-04-08 00:00:00,SOL/USDT,119.376142,122.214072,109.1566,109.1566,21067.843695965137,193.00567896
1649289600000,2022-04-07 00:00:00,SOL/USDT,112.0,118.996636,112.0,118.814566,30139.971659008468,253.67236252
1649203200000,2022-04-06 00:00:00,SOL/USDT,126,127.75,112.83849,112.83849,36989.66020527825,327.81066288
1649116800000,2022-04-05 00:00:00,SOL/USDT,130.365863,136.69536,126.521,126.725236,53965.032901285194,425.84282819
