https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume DOGE,Volume USDT,tradecount
1685145600000,2023-05-27,DOGEUSDT,0.07097,0.07344,0.0707,0.07255,369096577.0,26550948.20374,60361
1685059200000,2023-05-26,DOGEUSDT,0.07087,0.07137,0.0703,0.07097,408192832.0,28910532.88862,57237
1684972800000,2023-05-25,DOGEUSDT,0.07065,0.07116,0.06856,0.07088,486062691.0,34138191.19772,79015
1684886400000,2023-05-24,DOGEUSDT,0.07288,0.07289,0.06931,0.07064,630159786.0,44692285.89208,100648
1684800000000,2023-05-23,DOGEUSDT,0.07292,0.07396,0.07241,0.07289,334965527.0,24472118.15259,59718
1684713600000,2023-05-22,DOGEUSDT,0.07212,0.07402,0.07071,0.07291,461513189.0,33490951.20569,87588
1684627200000,2023-05-21,DOGEUSDT,0.07362,0.074,0.07198,0.07212,313624488.0,22822477.394,52293
1684540800000,2023-05-20,DOGEUSDT,0.07351,0.07389,0.07306,0.07361,203083357.0,14909334.15031,36743
1684454400000,2023-05-19,DOGEUSDT,0.07344,0.07406,0.073,0.0735,335992593.0,24709136.40663,59222
1684368000000,2023-05-18,DOGEUSDT,0.07484,0.07492,0.07161,0.07344,792415671.0,58380360.04293,135432
1684281600000,2023-05-17,DOGEUSDT,0.07276,0.07547,0.07228,0.07483,763341382.0,56280535.56051,133875
1684195200000,2023-05-16,DOGEUSDT,0.0719,0.07325,0.07087,0.07275,356844405.0,25692401.03431,73596
1684108800000,2023-05-15,DOGEUSDT,0.07195,0.07368,0.07084,0.07191,501437549.0,36358595.30732,91791
1684022400000,2023-05-14,DOGEUSDT,0.07168,0.07265,0.07111,0.07196,239907331.0,17259594.14006,52968
1683936000000,2023-05-13,DOGEUSDT,0.07235,0.0724,0.0713,0.07167,331390133.0,23815893.30418,61747
1683849600000,2023-05-12,DOGEUSDT,0.07193,0.07275,0.06933,0.07235,977393789.0,69458052.04665,162677
1683763200000,2023-05-11,DOGEUSDT,0.07312,0.07317,0.06908,0.07193,786571281.0,55998376.11246,126581
1683676800000,2023-05-10,DOGEUSDT,0.0731,0.0747,0.07033,0.07312,830157442.0,60522277.66061,149261
1683590400000,2023-05-09,DOGEUSDT,0.07239,0.07333,0.07206,0.0731,581336500.0,42258155.60482,95352
1683504000000,2023-05-08,DOGEUSDT,0.07652,0.07711,0.06982,0.07239,1086840054.0,79628457.60321,176749
1683417600000,2023-05-07,DOGEUSDT,0.07672,0.07756,0.07617,0.07652,440286253.0,33891198.22708,59889
1683331200000,2023-05-06,DOGEUSDT,0.08017,0.08049,0.07566,0.07672,866161917.0,67227701.04909,125573
1683244800000,2023-05-05,DOGEUSDT,0.07837,0.08147,0.07705,0.08017,751560591.0,59529191.18827,114228
1683158400000,2023-05-04,DOGEUSDT,0.07961,0.0797,0.07794,0.07838,521626133.0,41092883.63729,76795
1683072000000,2023-05-03,DOGEUSDT,0.07876,0.08072,0.07711,0.07962,666847319.0,52320813.83607,111458
1682985600000,2023-05-02,DOGEUSDT,0.07882,0.0791,0.07754,0.07876,429294264.0,33714938.36088,68314
1682899200000,2023-05-01,DOGEUSDT,0.0795,0.08003,0.07733,0.07882,687515788.0,53952152.51666,106334
1682812800000,2023-04-30,DOGEUSDT,0.08157,0.08174,0.07923,0.07951,585421236.0,47268607.64167,96527
1682726400000,2023-04-29,DOGEUSDT,0.08033,0.08197,0.08019,0.08157,590694438.0,47944031.70227,93474
1682640000000,2023-04-28,DOGEUSDT,0.08013,0.08074,0.07892,0.08033,490310858.0,39253517.41812,82755
1682553600000,2023-04-27,DOGEUSDT,0.07859,0.081,0.07837,0.08014,1030067337.0,82262796.38021,149076
1682467200000,2023-04-26,DOGEUSDT,0.07976,0.08358,0.0748,0.07859,1881668380.0,149998083.45042,305395
1682380800000,2023-04-25,DOGEUSDT,0.07875,0.07996,0.07752,0.07976,649768816.0,51142344.77902,109714
1682294400000,2023-04-24,DOGEUSDT,0.07876,0.08,0.07715,0.07873,835608693.0,65856879.7429,132203
1682208000000,2023-04-23,DOGEUSDT,0.08029,0.08083,0.07651,0.07878,776127337.0,61336770.23922,130904
1682121600000,2023-04-22,DOGEUSDT,0.07842,0.08101,0.07817,0.08028,807742799.0,64238303.35178,134440
1682035200000,2023-04-21,DOGEUSDT,0.0839,0.0847,0.0762,0.07842,2208532603.0,180073455.19149,364961
1681948800000,2023-04-20,DOGEUSDT,0.08787,0.0935,0.08251,0.08389,4572088496.0,405243878.00491,788998
1681862400000,2023-04-19,DOGEUSDT,0.09412,0.09413,0.0842,0.08788,2757696460.0,246110718.74936,493596
1681776000000,2023-04-18,DOGEUSDT,0.09137,0.095,0.08974,0.09411,1670819556.0,155092708.65906,290077
1681689600000,2023-04-17,DOGEUSDT,0.09043,0.09488,0.08807,0.09137,2941097287.0,271006609.15772,501953
1681603200000,2023-04-16,DOGEUSDT,0.08889,0.09183,0.0875,0.09043,1204599668.0,108253908.88845,215121
1681516800000,2023-04-15,DOGEUSDT,0.08866,0.09057,0.08714,0.08888,873116413.0,77655204.38557,157443
1681430400000,2023-04-14,DOGEUSDT,0.08729,0.09138,0.08527,0.08866,2129880806.0,189231712.15334,372467
1681344000000,2023-04-13,DOGEUSDT,0.08346,0.08886,0.08279,0.08729,1824584606.0,157357744.60448,286227
1681257600000,2023-04-12,DOGEUSDT,0.08409,0.0851,0.08036,0.08346,1733885327.0,142830877.84801,269293
1681171200000,2023-04-11,DOGEUSDT,0.08474,0.08607,0.08359,0.08408,1001623427.0,84939344.79105,168258
1681084800000,2023-04-10,DOGEUSDT,0.08318,0.08541,0.08225,0.08473,948759612.0,79305135.84204,172420
1680998400000,2023-04-09,DOGEUSDT,0.08135,0.08393,0.08107,0.08318,922447755.0,76124495.14707,178859
1680912000000,2023-04-08,DOGEUSDT,0.08222,0.08383,0.08035,0.08134,1218517909.0,100545723.08015,209441
1680825600000,2023-04-07,DOGEUSDT,0.08541,0.0862,0.08113,0.08222,2228211181.0,185239007.69662,383356
1680739200000,2023-04-06,DOGEUSDT,0.09268,0.09275,0.08415,0.08541,3278113280.0,292046353.99595,568729
1680652800000,2023-04-05,DOGEUSDT,0.0951,0.09917,0.09055,0.09267,3340986573.0,319834428.25492,603428
1680566400000,2023-04-04,DOGEUSDT,0.09601,0.1035,0.09219,0.09512,7327021779.0,716578007.53248,1278802
1680480000000,2023-04-03,DOGEUSDT,0.07903,0.105,0.076,0.096,8818532284.0,821481103.77787,1705069
1680393600000,2023-04-02,DOGEUSDT,0.08181,0.08559,0.07724,0.07903,2199172283.0,180272715.73546,422957
1680307200000,2023-04-01,DOGEUSDT,0.07695,0.085,0.07586,0.08181,1854882421.0,147661797.9769,322648
1680220800000,2023-03-31,DOGEUSDT,0.07421,0.07789,0.0734,0.07695,838503016.0,63548707.33059,136729
1680134400000,2023-03-30,DOGEUSDT,0.07557,0.07685,0.07327,0.07422,827561063.0,61952613.90326,139394
1680048000000,2023-03-29,DOGEUSDT,0.07381,0.07692,0.07351,0.07557,1004337728.0,76025066.02587,160165
1679961600000,2023-03-28,DOGEUSDT,0.07289,0.07404,0.07165,0.07381,644358903.0,46885848.93685,109919
1679875200000,2023-03-27,DOGEUSDT,0.07436,0.07639,0.07124,0.07287,1127427328.0,83039932.30309,189712
1679788800000,2023-03-26,DOGEUSDT,0.07401,0.07558,0.07334,0.07436,480451959.0,35759913.97781,85987
1679702400000,2023-03-25,DOGEUSDT,0.07453,0.07597,0.07244,0.07402,658593695.0,48943134.82286,129045
1679616000000,2023-03-24,DOGEUSDT,0.07736,0.07749,0.07295,0.07453,836571352.0,62827175.58121,155743
1679529600000,2023-03-23,DOGEUSDT,0.07385,0.07922,0.07294,0.07736,1770056622.0,135718021.44322,294875
1679443200000,2023-03-22,DOGEUSDT,0.07661,0.0781,0.07137,0.07385,1912919819.0,144018154.80185,356966
1679356800000,2023-03-21,DOGEUSDT,0.07136,0.07788,0.07031,0.0766,1544655030.0,115386368.45879,296122
1679270400000,2023-03-20,DOGEUSDT,0.07451,0.07557,0.07035,0.07137,1079402871.0,78945442.3721,210799
1679184000000,2023-03-19,DOGEUSDT,0.07296,0.07652,0.07295,0.0745,818390779.0,61245154.46238,154719
1679097600000,2023-03-18,DOGEUSDT,0.07642,0.0789,0.07234,0.07295,1383588746.0,105320529.73824,272138
1679011200000,2023-03-17,DOGEUSDT,0.07256,0.07724,0.07143,0.07642,1234974838.0,92021094.02443,232164
1678924800000,2023-03-16,DOGEUSDT,0.06964,0.07407,0.06868,0.07256,842159396.0,59454354.64497,170220
1678838400000,2023-03-15,DOGEUSDT,0.07455,0.07589,0.06735,0.06963,1326712138.0,94694707.61349,257636
1678752000000,2023-03-14,DOGEUSDT,0.07279,0.07762,0.07108,0.07456,1507610170.0,112334812.11679,282007
1678665600000,2023-03-13,DOGEUSDT,0.07051,0.07353,0.06814,0.07279,1285142360.0,91287481.56805,246217
1678579200000,2023-03-12,DOGEUSDT,0.06604,0.07082,0.06516,0.07051,950190978.0,64281816.91018,191700
1678492800000,2023-03-11,DOGEUSDT,0.06572,0.06821,0.06324,0.06604,1096354085.0,71739394.07497,207015
1678406400000,2023-03-10,DOGEUSDT,0.06597,0.06618,0.06253,0.06572,1320901834.0,85635534.72495,212149
1678320000000,2023-03-09,DOGEUSDT,0.07112,0.0723,0.06393,0.06595,1514038685.0,102992131.90937,268553
1678233600000,2023-03-08,DOGEUSDT,0.07407,0.07432,0.07,0.07112,710430111.0,51578068.01431,130177
1678147200000,2023-03-07,DOGEUSDT,0.0748,0.07597,0.07234,0.07407,715751875.0,53134764.75956,118313
1678060800000,2023-03-06,DOGEUSDT,0.07475,0.07515,0.07316,0.07479,601290505.0,44598491.06599,105247
1677974400000,2023-03-05,DOGEUSDT,0.07462,0.07612,0.07429,0.07474,473247429.0,35616591.62325,82040
1677888000000,2023-03-04,DOGEUSDT,0.07684,0.07727,0.07255,0.07462,646573785.0,48320706.02664,113220
1677801600000,2023-03-03,DOGEUSDT,0.08057,0.08062,0.0732,0.07684,1391618480.0,105146374.86489,239119
1677715200000,2023-03-02,DOGEUSDT,0.08193,0.08226,0.07959,0.08056,396580116.0,31970325.35816,72829
1677628800000,2023-03-01,DOGEUSDT,0.08085,0.08284,0.08023,0.08193,449680442.0,36808992.52678,89117
1677542400000,2023-02-28,DOGEUSDT,0.08136,0.08312,0.0799,0.08085,782956200.0,63984919.93669,124371
1677456000000,2023-02-27,DOGEUSDT,0.08217,0.08231,0.07992,0.08136,535217985.0,43460355.71943,88650
1677369600000,2023-02-26,DOGEUSDT,0.08075,0.08264,0.08041,0.08216,375150914.0,30560244.62016,74380
1677283200000,2023-02-25,DOGEUSDT,0.08091,0.08216,0.07836,0.08075,671481093.0,54081162.09407,130910
1677196800000,2023-02-24,DOGEUSDT,0.08424,0.08499,0.07922,0.08092,1006076322.0,82530619.10414,193843
1677110400000,2023-02-23,DOGEUSDT,0.0855,0.08642,0.0835,0.08425,708234194.0,60199078.9712,134706
1677024000000,2023-02-22,DOGEUSDT,0.08546,0.08882,0.08286,0.0855,1754704513.0,149908952.30165,285275
1676937600000,2023-02-21,DOGEUSDT,0.08829,0.08884,0.08429,0.08546,984199238.0,85232827.50392,159862
1676851200000,2023-02-20,DOGEUSDT,0.08698,0.08875,0.08513,0.08829,774767125.0,68018886.37176,141122
1676764800000,2023-02-19,DOGEUSDT,0.08882,0.09,0.08559,0.08697,933849140.0,82306169.70701,172888
1676678400000,2023-02-18,DOGEUSDT,0.08771,0.09049,0.08675,0.08882,741187928.0,65484108.61835,124096
1676592000000,2023-02-17,DOGEUSDT,0.08489,0.08851,0.0843,0.08771,778220031.0,67464093.70005,147847
1676505600000,2023-02-16,DOGEUSDT,0.08927,0.09199,0.08468,0.08489,1730290902.0,153466131.89796,300626
1676419200000,2023-02-15,DOGEUSDT,0.0836,0.08961,0.08265,0.08928,1906740485.0,164949294.3783,292835
1676332800000,2023-02-14,DOGEUSDT,0.08209,0.08371,0.08002,0.0836,785765214.0,64655649.89362,143143
1676246400000,2023-02-13,DOGEUSDT,0.08217,0.08648,0.07936,0.08209,1742593714.0,143487770.81344,279187
1676160000000,2023-02-12,DOGEUSDT,0.08226,0.08582,0.08115,0.08215,932273677.0,77945701.92521,175891
1676073600000,2023-02-11,DOGEUSDT,0.08087,0.08259,0.08063,0.08225,409857675.0,33503674.85925,83803
1675987200000,2023-02-10,DOGEUSDT,0.08144,0.08305,0.07922,0.08089,1054839195.0,86212843.91808,185526
1675900800000,2023-02-09,DOGEUSDT,0.09017,0.09093,0.07878,0.08144,1673139025.0,142361404.06135,311212
1675814400000,2023-02-08,DOGEUSDT,0.09252,0.09339,0.08842,0.09018,817449844.0,74379602.36862,137022
1675728000000,2023-02-07,DOGEUSDT,0.08956,0.09274,0.0894,0.09253,846234202.0,77109347.86988,141463
1675641600000,2023-02-06,DOGEUSDT,0.09203,0.09329,0.0885,0.08955,969968684.0,88589762.69373,158301
1675555200000,2023-02-05,DOGEUSDT,0.09567,0.097,0.09042,0.09203,1602924250.0,149908407.08889,289517
1675468800000,2023-02-04,DOGEUSDT,0.09293,0.0998,0.0925,0.09567,2334550634.0,224027690.67981,357687
1675382400000,2023-02-03,DOGEUSDT,0.09099,0.09334,0.09025,0.09293,1151670924.0,105797231.01273,190593
1675296000000,2023-02-02,DOGEUSDT,0.09403,0.09594,0.09006,0.09099,1627338143.0,151906573.29594,263896
1675209600000,2023-02-01,DOGEUSDT,0.09613,0.09717,0.08812,0.09403,2518388790.0,232047408.39588,452304
1675123200000,2023-01-31,DOGEUSDT,0.08833,0.09867,0.08822,0.09612,3424868562.0,320351628.1616,601040
1675036800000,2023-01-30,DOGEUSDT,0.09009,0.09286,0.0845,0.08837,1972615630.0,173498545.0761,328676
1674950400000,2023-01-29,DOGEUSDT,0.08773,0.09102,0.08725,0.09009,1040667224.0,93296963.54751,173837
1674864000000,2023-01-28,DOGEUSDT,0.08723,0.09381,0.08671,0.08773,1403207343.0,125749168.1936,241025
1674777600000,2023-01-27,DOGEUSDT,0.08634,0.088,0.08352,0.08723,754008754.0,64748605.57932,143243
1674691200000,2023-01-26,DOGEUSDT,0.08655,0.08771,0.08451,0.08633,798277511.0,68849219.36763,152823
1674604800000,2023-01-25,DOGEUSDT,0.08392,0.08818,0.08165,0.08654,1051938532.0,89023124.93685,210375
1674518400000,2023-01-24,DOGEUSDT,0.08851,0.0908,0.0821,0.08392,1125073702.0,98857383.52138,209960
1674432000000,2023-01-23,DOGEUSDT,0.08822,0.09151,0.08621,0.08851,1434286413.0,127519821.96884,230236
1674345600000,2023-01-22,DOGEUSDT,0.08468,0.09343,0.08432,0.08824,1738503746.0,154544824.96444,292651
1674259200000,2023-01-21,DOGEUSDT,0.08616,0.08913,0.0837,0.08467,1633128413.0,141751024.85559,285263
1674172800000,2023-01-20,DOGEUSDT,0.08159,0.087,0.0806,0.08617,918640712.0,76449430.40969,164321
1674086400000,2023-01-19,DOGEUSDT,0.08,0.08218,0.07971,0.08161,691282040.0,55964579.6094,125843
1674000000000,2023-01-18,DOGEUSDT,0.08286,0.08976,0.0778,0.08,2493642731.0,211395207.84248,456990
1673913600000,2023-01-17,DOGEUSDT,0.08369,0.08505,0.08194,0.08285,756342910.0,63352297.83481,146304
1673827200000,2023-01-16,DOGEUSDT,0.08607,0.08833,0.08155,0.08368,1287934489.0,109522663.45943,233644
1673740800000,2023-01-15,DOGEUSDT,0.08729,0.08794,0.08281,0.08608,1138888071.0,96754312.05574,198124
1673654400000,2023-01-14,DOGEUSDT,0.08449,0.09267,0.0825,0.08729,2545072024.0,222512084.13494,449936
1673568000000,2023-01-13,DOGEUSDT,0.08025,0.0852,0.07854,0.0845,1429185415.0,115752595.68956,221980
1673481600000,2023-01-12,DOGEUSDT,0.07816,0.08127,0.07514,0.08025,1968905283.0,155346645.66129,273803
1673395200000,2023-01-11,DOGEUSDT,0.07782,0.07856,0.07468,0.07814,1121053232.0,85960944.22423,154947
1673308800000,2023-01-10,DOGEUSDT,0.07565,0.0779,0.07372,0.07782,1467632421.0,112062301.6517,176903
1673222400000,2023-01-09,DOGEUSDT,0.07362,0.07963,0.07293,0.07566,2439547755.0,186972351.65935,302486
1673136000000,2023-01-08,DOGEUSDT,0.07219,0.07399,0.07121,0.07363,699742440.0,50605705.69885,95982
1673049600000,2023-01-07,DOGEUSDT,0.07242,0.07305,0.07167,0.07219,438575312.0,31694590.38024,64499
1672963200000,2023-01-06,DOGEUSDT,0.07151,0.07281,0.0695,0.07241,906514550.0,64536126.24467,118294
1672876800000,2023-01-05,DOGEUSDT,0.0731,0.07529,0.07035,0.07152,1201528327.0,87922505.89879,150659
1672790400000,2023-01-04,DOGEUSDT,0.07049,0.07362,0.07019,0.07311,790550617.0,57052787.85042,126570
1672704000000,2023-01-03,DOGEUSDT,0.07138,0.07231,0.06943,0.07049,732706343.0,51978935.55988,96280
1672617600000,2023-01-02,DOGEUSDT,0.07023,0.07374,0.06906,0.0714,1115176285.0,79799258.83904,132252
1672531200000,2023-01-01,DOGEUSDT,0.07024,0.07087,0.06906,0.07024,446408160.0,31186485.64412,63270
1672444800000,2022-12-31,DOGEUSDT,0.0684,0.07137,0.06796,0.07025,731983708.0,51145861.98305,94848
1672358400000,2022-12-30,DOGEUSDT,0.07093,0.07145,0.06581,0.0684,1196523595.0,81700730.80863,149611
1672272000000,2022-12-29,DOGEUSDT,0.07039,0.07162,0.06925,0.07094,772145313.0,54482042.05149,101804
1672185600000,2022-12-28,DOGEUSDT,0.07372,0.07391,0.06921,0.0704,1500166937.0,106932054.13658,190302
1672099200000,2022-12-27,DOGEUSDT,0.07569,0.07616,0.07256,0.07372,706850540.0,52536508.22954,98102
1672012800000,2022-12-26,DOGEUSDT,0.07599,0.07664,0.07421,0.07568,648289873.0,48977931.09659,97223
1671926400000,2022-12-25,DOGEUSDT,0.07751,0.07765,0.0732,0.07598,1157436298.0,87372540.41167,167059
1671840000000,2022-12-24,DOGEUSDT,0.07721,0.07814,0.07661,0.07752,360306517.0,27873485.87155,61232
1671753600000,2022-12-23,DOGEUSDT,0.07687,0.07904,0.07616,0.07721,1022963248.0,79365850.01985,159935
1671667200000,2022-12-22,DOGEUSDT,0.07369,0.07783,0.07327,0.07685,1485392938.0,112352367.36552,222912
1671580800000,2022-12-21,DOGEUSDT,0.07483,0.07502,0.07131,0.07374,912809062.0,66736940.20681,130731
1671494400000,2022-12-20,DOGEUSDT,0.07133,0.07566,0.07101,0.07483,1127168971.0,83335354.79225,171660
1671408000000,2022-12-19,DOGEUSDT,0.07846,0.07951,0.06997,0.07133,1529698798.0,114327112.53758,238169
1671321600000,2022-12-18,DOGEUSDT,0.07918,0.08005,0.07759,0.07847,630900319.0,49712793.28122,114069
1671235200000,2022-12-17,DOGEUSDT,0.07569,0.07949,0.07552,0.07919,1337164978.0,103394811.7583,208157
1671148800000,2022-12-16,DOGEUSDT,0.08483,0.08682,0.07391,0.07569,1755203327.0,141133921.67248,314905
1671062400000,2022-12-15,DOGEUSDT,0.08825,0.0888,0.08402,0.08485,899180340.0,77891926.4349,157299
1670976000000,2022-12-14,DOGEUSDT,0.09105,0.09247,0.087,0.08824,1247687146.0,112504453.05171,227095
1670889600000,2022-12-13,DOGEUSDT,0.09029,0.09555,0.08691,0.09105,1698390609.0,154313618.19646,297723
1670803200000,2022-12-12,DOGEUSDT,0.09266,0.093,0.08471,0.09029,1940139927.0,171806896.99201,328609
1670716800000,2022-12-11,DOGEUSDT,0.09632,0.09715,0.09161,0.09266,627479341.0,59688866.9125,104937
1670630400000,2022-12-10,DOGEUSDT,0.0967,0.09743,0.09603,0.09632,429034730.0,41524436.31136,84147
1670544000000,2022-12-09,DOGEUSDT,0.09847,0.09945,0.09561,0.0967,956187442.0,93229229.67496,184953
1670457600000,2022-12-08,DOGEUSDT,0.09575,0.09918,0.09459,0.09847,1031574520.0,99729660.18012,182457
1670371200000,2022-12-07,DOGEUSDT,0.1002,0.1012,0.09269,0.09575,1404880230.0,135777757.3463,253839
1670284800000,2022-12-06,DOGEUSDT,0.10149,0.10276,0.09802,0.10019,1145270821.0,114900368.09738,211910
1670198400000,2022-12-05,DOGEUSDT,0.10405,0.11192,0.09922,0.10149,2106903673.0,221556898.96696,409620
1670112000000,2022-12-04,DOGEUSDT,0.0997,0.10575,0.09954,0.10406,1609965913.0,166423671.45887,322634
1670025600000,2022-12-03,DOGEUSDT,0.1021,0.10319,0.09808,0.0997,1356635083.0,136598012.62243,251447
1669939200000,2022-12-02,DOGEUSDT,0.10175,0.1036,0.09665,0.1021,1560905751.0,155121388.51512,320252
1669852800000,2022-12-01,DOGEUSDT,0.10676,0.10777,0.10025,0.10175,1927610473.0,199176726.01191,380551
1669766400000,2022-11-30,DOGEUSDT,0.10146,0.11,0.09937,0.10677,2791151929.0,294206244.43044,569550
1669680000000,2022-11-29,DOGEUSDT,0.09512,0.10524,0.0936,0.10146,2909789625.0,296193400.37081,588058
1669593600000,2022-11-28,DOGEUSDT,0.0987,0.09975,0.09056,0.09513,3340654160.0,317224474.07536,736970
1669507200000,2022-11-27,DOGEUSDT,0.08892,0.108,0.0888,0.09868,4273685671.0,430213172.47513,892938
1669420800000,2022-11-26,DOGEUSDT,0.0895,0.09558,0.08712,0.08893,1914481802.0,176393357.21232,429225
1669334400000,2022-11-25,DOGEUSDT,0.08146,0.09191,0.08053,0.0895,2497331251.0,217699207.77863,517261
1669248000000,2022-11-24,DOGEUSDT,0.08197,0.08434,0.08013,0.08146,739233520.0,60581917.57296,157812
1669161600000,2022-11-23,DOGEUSDT,0.07877,0.08354,0.07779,0.08197,1258795497.0,101965278.21921,254198
1669075200000,2022-11-22,DOGEUSDT,0.07466,0.0797,0.07307,0.07876,1448103545.0,110246289.20831,272164
1668988800000,2022-11-21,DOGEUSDT,0.07705,0.07738,0.07131,0.07466,1869844515.0,140422752.99603,339519
1668902400000,2022-11-20,DOGEUSDT,0.08455,0.08584,0.07633,0.07703,1168377788.0,95094290.32851,237688
1668816000000,2022-11-19,DOGEUSDT,0.08474,0.085,0.08303,0.08455,489697622.0,41155367.50098,104289
1668729600000,2022-11-18,DOGEUSDT,0.08467,0.08679,0.08363,0.08474,818587592.0,69702485.03383,167670
1668643200000,2022-11-17,DOGEUSDT,0.08549,0.08729,0.08233,0.08467,1133495442.0,96129101.7608,273758
1668556800000,2022-11-16,DOGEUSDT,0.08705,0.09121,0.08338,0.08548,1621532204.0,141081880.99413,389739
1668470400000,2022-11-15,DOGEUSDT,0.08594,0.0895,0.0847,0.08706,1318756115.0,114993655.98584,338530
1668384000000,2022-11-14,DOGEUSDT,0.08496,0.0915,0.07917,0.08595,2525683803.0,215477469.71021,607486
1668297600000,2022-11-13,DOGEUSDT,0.08814,0.09157,0.08269,0.08495,2193482956.0,191097547.85205,512861
1668211200000,2022-11-12,DOGEUSDT,0.08511,0.0952,0.07845,0.08815,3871215593.0,343823332.72233,847178
1668124800000,2022-11-11,DOGEUSDT,0.08976,0.09355,0.08001,0.08509,2597129664.0,221816642.55829,588140
1668038400000,2022-11-10,DOGEUSDT,0.07452,0.09461,0.07306,0.08978,4922943119.0,417803493.34345,999408
1667952000000,2022-11-09,DOGEUSDT,0.08827,0.09219,0.07053,0.0745,5778334733.0,480982925.20811,1239937
1667865600000,2022-11-08,DOGEUSDT,0.11124,0.113,0.0777,0.08827,6869827495.0,670413319.38954,1370546
1667779200000,2022-11-07,DOGEUSDT,0.11477,0.11908,0.10717,0.11123,1960584662.0,225174032.74715,500514
1667692800000,2022-11-06,DOGEUSDT,0.12444,0.1277,0.11183,0.11477,1828089235.0,221758203.0087,485972
1667606400000,2022-11-05,DOGEUSDT,0.12612,0.136,0.12013,0.12445,2575911841.0,331281649.24698,695074
1667520000000,2022-11-04,DOGEUSDT,0.12262,0.12915,0.11552,0.12613,4491405373.0,548496239.72487,1005024
1667433600000,2022-11-03,DOGEUSDT,0.12766,0.13699,0.12,0.12262,3814668576.0,496730355.76447,906771
1667347200000,2022-11-02,DOGEUSDT,0.14211,0.148,0.122,0.12765,6438544218.0,867245133.9326899,1769568
1667260800000,2022-11-01,DOGEUSDT,0.12685,0.15893,0.12448,0.14211,9951558350.0,1411667775.59788,2491954
1667174400000,2022-10-31,DOGEUSDT,0.11774,0.1318,0.11373,0.12686,7416828751.0,911376670.59762,1775888
1667088000000,2022-10-30,DOGEUSDT,0.12176,0.1435,0.11122,0.11773,9155956957.0,1141170407.6575,2261840
1667001600000,2022-10-29,DOGEUSDT,0.08387,0.1515,0.08285,0.12176,15308814618.0,1798336067.3402898,3566595
1666915200000,2022-10-28,DOGEUSDT,0.07686,0.08849,0.0725,0.08387,6297011393.0,510559448.88093,1194899
1666828800000,2022-10-27,DOGEUSDT,0.07265,0.08552,0.07172,0.07689,5263995288.0,410779648.60063,1100604
1666742400000,2022-10-26,DOGEUSDT,0.06304,0.07361,0.0626,0.07265,2893785380.0,198449308.69507,541272
1666656000000,2022-10-25,DOGEUSDT,0.05944,0.06428,0.05913,0.06305,1024580884.0,63512078.12967,188566
1666569600000,2022-10-24,DOGEUSDT,0.06038,0.06092,0.05866,0.05945,344276898.0,20517881.69431,61518
1666483200000,2022-10-23,DOGEUSDT,0.05969,0.0605,0.05865,0.06038,249563654.0,14889542.95298,48364
1666396800000,2022-10-22,DOGEUSDT,0.05933,0.0599,0.0591,0.05968,198858373.0,11826382.24416,37146
1666310400000,2022-10-21,DOGEUSDT,0.05942,0.05951,0.05709,0.05933,287377970.0,16820454.62145,63406
1666224000000,2022-10-20,DOGEUSDT,0.05868,0.06037,0.05823,0.05942,340532633.0,20302196.85916,69988
1666137600000,2022-10-19,DOGEUSDT,0.05975,0.0608,0.05821,0.05868,458718503.0,27312151.22634,89851
1666051200000,2022-10-18,DOGEUSDT,0.05997,0.06116,0.05854,0.05976,351446283.0,20960813.99784,67255
1665964800000,2022-10-17,DOGEUSDT,0.0589,0.06017,0.05854,0.05998,194737870.0,11577811.77047,42910
1665878400000,2022-10-16,DOGEUSDT,0.05857,0.05946,0.05847,0.05891,160481253.0,9462727.56161,36500
1665792000000,2022-10-15,DOGEUSDT,0.05865,0.05978,0.05797,0.05857,249335168.0,14666740.85068,46626
1665705600000,2022-10-14,DOGEUSDT,0.05964,0.06103,0.05809,0.05866,327532810.0,19607691.71104,68949
1665619200000,2022-10-13,DOGEUSDT,0.05979,0.06024,0.05509,0.05965,761866013.0,44151859.8439,152393
1665532800000,2022-10-12,DOGEUSDT,0.06025,0.06099,0.05927,0.05981,252208137.0,15156606.6674,56777
1665446400000,2022-10-11,DOGEUSDT,0.05938,0.06099,0.0575,0.06025,478062235.0,28383618.84857,98457
1665360000000,2022-10-10,DOGEUSDT,0.0621,0.0625,0.0592,0.05938,386782574.0,23509791.67939,69301
1665273600000,2022-10-09,DOGEUSDT,0.06164,0.0624,0.06116,0.06212,226968934.0,14029368.68017,36649
1665187200000,2022-10-08,DOGEUSDT,0.06237,0.06268,0.06118,0.06165,230874372.0,14343832.54382,40902
1665100800000,2022-10-07,DOGEUSDT,0.06345,0.06383,0.06124,0.06235,500880550.0,31312992.836,82519
1665014400000,2022-10-06,DOGEUSDT,0.06479,0.06686,0.06279,0.06345,685939526.0,44477017.14141,123088
1664928000000,2022-10-05,DOGEUSDT,0.06584,0.06687,0.06262,0.06478,1259186373.0,81341592.85263,204016
1664841600000,2022-10-04,DOGEUSDT,0.06033,0.06645,0.05994,0.06584,1976517731.0,126403288.6458,255886
1664755200000,2022-10-03,DOGEUSDT,0.05926,0.06058,0.05879,0.06034,317408954.0,19020021.38669,53939
1664668800000,2022-10-02,DOGEUSDT,0.0606,0.06096,0.0588,0.05927,337873392.0,20272146.94784,51539
