https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume DAI
1660262400000,2022-08-12 00:00:00,DAI/USD,1.044809,1.060635,1.028275,1.052381,23451.01055035746,22283.76467302
1660176000000,2022-08-11 00:00:00,DAI/USD,1.069624,1.072499,1.035,1.043376,39771.15590042649,38117.75994505
1660089600000,2022-08-10 00:00:00,DAI/USD,1.061501,1.080918,1.061501,1.067612,14612.738114205242,13687.31160216
1660003200000,2022-08-09 00:00:00,DAI/USD,1.061331,1.062171,1.057233,1.057561,949.6897779999999,898.0
1659916800000,2022-08-08 00:00:00,DAI/USD,1.060018,1.066399,1.053501,1.059664,16340.75279684364,15420.69259392
1659830400000,2022-08-07 00:00:00,DAI/USD,1.06951,1.070037,1.0544,1.060191,17290.337358805144,16308.70037456
1659744000000,2022-08-06 00:00:00,DAI/USD,1.069871,1.0729,1.065001,1.068572,16208.154263453423,15168.05069144
1659657600000,2022-08-05 00:00:00,DAI/USD,1.073504,1.076196,1.06262,1.068953,17318.12214626084,16201.01365192
1659571200000,2022-08-04 00:00:00,DAI/USD,1.065054,1.076217,1.054293,1.074066,16931.727816158975,15764.14095238
1659484800000,2022-08-03 00:00:00,DAI/USD,1.058354,1.0686,1.0514,1.06496,16778.810401939456,15755.3433011
1659398400000,2022-08-02 00:00:00,DAI/USD,1.064385,1.066189,1.05367,1.058185,16274.436967967562,15379.5763198
1659312000000,2022-08-01 00:00:00,DAI/USD,1.068105,1.073999,1.060001,1.06415,16471.0198589123,15478.09975935
1659225600000,2022-07-31 00:00:00,DAI/USD,1.06334,1.070499,1.060023,1.069374,17177.045006650962,16062.71052658
1659139200000,2022-07-30 00:00:00,DAI/USD,1.064472,1.06915,1.060001,1.062845,16642.171676362523,15658.13611238
1659052800000,2022-07-29 00:00:00,DAI/USD,1.076761,1.077733,1.061695,1.065306,16557.130747933716,15542.13601344
1658966400000,2022-07-28 00:00:00,DAI/USD,1.096416,1.097284,1.070001,1.075125,17395.614011425376,16180.08511701
1658880000000,2022-07-27 00:00:00,DAI/USD,1.100217,1.1057,1.090778,1.09353,17492.586077596938,15996.43912613
1658793600000,2022-07-26 00:00:00,DAI/USD,1.097839,1.1057,1.08116,1.098032,17945.01891944247,16342.8924835
1658707200000,2022-07-25 00:00:00,DAI/USD,1.093002,1.104299,1.086385,1.097986,18031.27566506599,16422.13622493
1658620800000,2022-07-24 00:00:00,DAI/USD,1.084766,1.0942,1.081931,1.092665,16991.134259070262,15550.17709826
1658534400000,2022-07-23 00:00:00,DAI/USD,1.080897,1.088199,1.076983,1.083817,16948.98521790518,15638.23525365
1658448000000,2022-07-22 00:00:00,DAI/USD,1.077157,1.083499,1.0718,1.078451,16445.964475088338,15249.61678842
1658361600000,2022-07-21 00:00:00,DAI/USD,1.071076,1.080099,1.0678,1.077151,16744.54784276145,15545.21867664
1658275200000,2022-07-20 00:00:00,DAI/USD,1.079262,1.093929,1.05324,1.07451,17133.501572302892,15945.40913747
1658188800000,2022-07-19 00:00:00,DAI/USD,1.087564,1.095969,1.069468,1.084018,17863.015637620567,16478.52308506
1658102400000,2022-07-18 00:00:00,DAI/USD,1.094225,1.102727,1.083,1.086886,16968.340063904376,15611.88575794
1658016000000,2022-07-17 00:00:00,DAI/USD,1.095597,1.102799,1.082131,1.092651,17246.467845229836,15784.05899526
1657929600000,2022-07-16 00:00:00,DAI/USD,1.10146,1.104432,1.082121,1.096029,17323.14594154738,15805.37188482
1657843200000,2022-07-15 00:00:00,DAI/USD,1.093909,1.107213,1.090861,1.102242,17944.672924246326,16280.15710184
1657756800000,2022-07-14 00:00:00,DAI/USD,1.09264,1.106107,1.090861,1.09365,17349.85383119803,15864.17394157
1657670400000,2022-07-13 00:00:00,DAI/USD,1.097776,1.1049,1.083734,1.097149,17326.55840055916,15792.34762148
1657584000000,2022-07-12 00:00:00,DAI/USD,1.104099,1.108999,1.089301,1.099681,15303.272272367474,13916.10137155
1657497600000,2022-07-11 00:00:00,DAI/USD,1.099839,1.1068,1.091828,1.100373,15634.20648500587,14208.09714979
1657411200000,2022-07-10 00:00:00,DAI/USD,1.099486,1.10832,1.0893,1.102106,15522.282368299244,14084.20094646
1657324800000,2022-07-09 00:00:00,DAI/USD,1.097264,1.105799,1.0917,1.098697,15311.5428287171,13936.09232456
1657238400000,2022-07-08 00:00:00,DAI/USD,1.099958,1.1058,1.089647,1.098349,16117.475202460493,14674.27493671
1657152000000,2022-07-07 00:00:00,DAI/USD,1.092692,1.110501,1.091833,1.099162,16455.197450791,14970.67534248
1657065600000,2022-07-06 00:00:00,DAI/USD,1.098768,1.107099,1.086101,1.092365,15970.773913814246,14620.36399355
1656979200000,2022-07-05 00:00:00,DAI/USD,1.097347,1.10832,1.085201,1.101425,18518.468623382774,16813.19075142
1656892800000,2022-07-04 00:00:00,DAI/USD,1.100143,1.1061,1.084215,1.092414,15677.925269029702,14351.63341831
1656806400000,2022-07-03 00:00:00,DAI/USD,1.101598,1.108319,1.090601,1.09533,15413.312560906797,14071.8437009
1656720000000,2022-07-02 00:00:00,DAI/USD,1.104557,1.1152,1.082121,1.099994,15875.474877952334,14432.32861084
1656633600000,2022-07-01 00:00:00,DAI/USD,1.108772,1.12,1.092801,1.110429,16006.547077715735,14414.7415798
1656547200000,2022-06-30 00:00:00,DAI/USD,1.07881,1.12,1.078302,1.106459,19705.898222830525,17809.87657277
1656460800000,2022-06-29 00:00:00,DAI/USD,1.085714,1.092919,1.033,1.084804,16940.95369098622,15616.60326749
1656374400000,2022-06-28 00:00:00,DAI/USD,1.090403,1.094128,1.079889,1.086303,533.1140006636914,490.75994512
1656288000000,2022-06-27 00:00:00,DAI/USD,1.089398,1.103099,1.076077,1.091411,15998.40486555042,14658.46034679
1656201600000,2022-06-26 00:00:00,DAI/USD,1.083454,1.096307,1.074984,1.085111,15031.786327533704,13852.76375185
1656115200000,2022-06-25 00:00:00,DAI/USD,1.099315,1.09947,1.07129,1.084811,16327.080807855444,15050.6224659
1656028800000,2022-06-24 00:00:00,DAI/USD,1.098952,1.1047,1.09004,1.098833,15823.233421982884,14400.03478416
1655942400000,2022-06-23 00:00:00,DAI/USD,1.087633,1.1069,1.082689,1.09568,15297.914694519808,13962.0278681
1655856000000,2022-06-22 00:00:00,DAI/USD,1.087994,1.1083,1.064479,1.090467,19651.038272840357,18020.75466093
1655769600000,2022-06-21 00:00:00,DAI/USD,1.099979,1.1081,1.064884,1.085817,16412.86940107531,15115.68653012
1655683200000,2022-06-20 00:00:00,DAI/USD,1.09583,1.1068,1.0013,1.098557,27568.43418766681,25095.13314982
1655596800000,2022-06-19 00:00:00,DAI/USD,1.082742,1.105,1.064601,1.09469,17837.33030952108,16294.41239942
1655510400000,2022-06-18 00:00:00,DAI/USD,1.086257,1.096999,1.0641,1.085843,17021.51588501381,15675.85358566
1655424000000,2022-06-17 00:00:00,DAI/USD,1.082041,1.098979,1.075118,1.085315,15087.364055240805,13901.36877795
1655337600000,2022-06-16 00:00:00,DAI/USD,1.093699,1.093699,1.066001,1.08101,14190.7204737288,13127.27955683
1655251200000,2022-06-15 00:00:00,DAI/USD,1.076943,1.09898,1.054293,1.087869,17455.84941299609,16045.91123839
1655164800000,2022-06-14 00:00:00,DAI/USD,1.070696,1.093,1.060001,1.077793,15952.475751028638,14801.05711489
1655078400000,2022-06-13 00:00:00,DAI/USD,1.077022,1.088,1.06,1.073369,17944.308071584146,16717.74391806
1654992000000,2022-06-12 00:00:00,DAI/USD,1.057283,1.086569,1.04109,1.065672,17674.641079812067,16585.44193693
1654905600000,2022-06-11 00:00:00,DAI/USD,1.058126,1.076599,1.040683,1.056323,17472.146772034415,16540.53426086
1654819200000,2022-06-10 00:00:00,DAI/USD,1.055036,1.063749,1.040683,1.054268,15796.1943396528,14983.09190799
1654732800000,2022-06-09 00:00:00,DAI/USD,1.053872,1.059999,1.043809,1.052146,14583.460270944446,13860.68118963
1654646400000,2022-06-08 00:00:00,DAI/USD,1.051541,1.0592,1.042301,1.0526,14776.369495531791,14037.97215992
1654560000000,2022-06-07 00:00:00,DAI/USD,1.046653,1.0561,1.032395,1.049872,15226.795314343126,14503.4778662
1654473600000,2022-06-06 00:00:00,DAI/USD,1.061577,1.069999,1.015,1.047235,22813.43873688633,21784.45023026
1654387200000,2022-06-05 00:00:00,DAI/USD,1.058142,1.0647,1.052188,1.060605,15368.952127580988,14490.74078246
1654300800000,2022-06-04 00:00:00,DAI/USD,1.055032,1.06379,1.048915,1.057382,15582.688751238813,14737.04749205
1654214400000,2022-06-03 00:00:00,DAI/USD,1.048017,1.063789,1.034994,1.054799,15360.87737305458,14562.84787249
1654128000000,2022-06-02 00:00:00,DAI/USD,1.037451,1.070799,1.0341,1.047963,15424.551381290736,14718.60302443
1654041600000,2022-06-01 00:00:00,DAI/USD,1.038111,1.041724,1.033,1.036671,15783.133555362943,15224.82403324
1653955200000,2022-05-31 00:00:00,DAI/USD,1.072711,1.094211,1.033,1.037514,16238.527569338565,15651.38163855
1653868800000,2022-05-30 00:00:00,DAI/USD,1.091642,1.099899,1.058033,1.083478,18169.390118149036,16769.5053505
1653782400000,2022-05-29 00:00:00,DAI/USD,1.092266,1.099899,1.08,1.091542,16547.857398554414,15160.07391246
1653696000000,2022-05-28 00:00:00,DAI/USD,1.086688,1.103299,1.08075,1.090307,15711.282147669055,14409.96173341
1653609600000,2022-05-27 00:00:00,DAI/USD,1.097464,1.1025,1.08075,1.087406,15987.696432851773,14702.6008987
1653523200000,2022-05-26 00:00:00,DAI/USD,1.110762,1.119,1.095,1.098818,16640.33477731452,15143.84982528
1653436800000,2022-05-25 00:00:00,DAI/USD,1.114639,1.125,1.1015,1.113071,16165.288456987058,14523.14224069
1653350400000,2022-05-24 00:00:00,DAI/USD,1.112034,1.194491,1.100101,1.114022,14078.26841682723,12637.33428678
1653264000000,2022-05-23 00:00:00,DAI/USD,1.111879,1.15743,1.09685,1.111893,15938.716629479375,14334.75759761
1653177600000,2022-05-22 00:00:00,DAI/USD,1.107624,1.124242,1.09685,1.111196,14773.867006344735,13295.46453222
1653091200000,2022-05-21 00:00:00,DAI/USD,1.115655,1.1291,1.0982,1.108304,16360.401281235883,14761.6549983
1653004800000,2022-05-20 00:00:00,DAI/USD,1.103555,1.1975,1.095001,1.121066,15995.290005633175,14267.92892268
1652918400000,2022-05-19 00:00:00,DAI/USD,1.108866,1.14372,1.0962,1.101278,16485.33608345835,14969.27758791
1652832000000,2022-05-18 00:00:00,DAI/USD,1.102023,1.128078,1.095,1.110802,15922.278879197622,14334.03872085
1652745600000,2022-05-17 00:00:00,DAI/USD,1.10389,1.1625,1.093681,1.102911,15732.766975148314,14264.76567479
1652659200000,2022-05-16 00:00:00,DAI/USD,1.101362,1.1288,1.078893,1.100569,15495.965865294274,14079.95851718
1652572800000,2022-05-15 00:00:00,DAI/USD,1.102144,1.116696,1.0955,1.101969,15870.691938150407,14402.12196364
1652486400000,2022-05-14 00:00:00,DAI/USD,1.100754,1.131119,1.0789,1.102923,16441.411175148285,14907.12513489
1652400000000,2022-05-13 00:00:00,DAI/USD,1.104408,1.131175,1.09055,1.098828,16537.252903129778,15049.90126128
