Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
1528675200.0,2018-06-11,ETHUSD,532.83,536.2,529.82,533.32,282.12,150557.19
1528502400.0,2018-06-09,ETHUSD,599.77,608.81,597.2,598.85,6931.55,4183800.77
1528416000.0,2018-06-08,ETHUSD,606.28,609.5,593.61,599.77,10009.33,6009559.9
1528329600.0,2018-06-07,ETHUSD,606.4,616.48,601.76,606.28,11076.43,6741711.37
1528243200.0,2018-06-06,ETHUSD,610.02,611.48,594.7,606.4,11664.34,7048536.88
1528156800.0,2018-06-05,ETHUSD,594.3,614.58,581.58,610.02,13088.99,7820153.44
1528070400.0,2018-06-04,ETHUSD,618.67,625.05,583.36,594.3,13093.75,7876150.81
1527984000.0,2018-06-03,ETHUSD,589.73,624.86,588.83,618.67,12249.8,7482042.35
1527897600.0,2018-06-02,ETHUSD,579.81,597.28,576.32,589.73,12805.3,7544304.07
1527811200.0,2018-06-01,ETHUSD,579.17,590.61,567.73,579.81,10547.19,6091816.34
1527724800.0,2018-05-31,ETHUSD,559.62,584.98,556.18,579.17,11516.49,6600427.21
1527638400.0,2018-05-30,ETHUSD,567.42,587.93,545.43,559.62,11626.19,6558922.74
1527552000.0,2018-05-29,ETHUSD,515.03,573.44,513.23,567.42,12857.07,7030119.61
1527465600.0,2018-05-28,ETHUSD,574.38,579.25,511.37,515.03,15321.61,8255214.99
1527379200.0,2018-05-27,ETHUSD,590.46,595.86,561.34,574.38,9100.29,5262491.94
1527292800.0,2018-05-26,ETHUSD,590,608.48,584.36,590.46,9531.34,5704495.24
1527206400.0,2018-05-25,ETHUSD,603.04,616.98,573.52,590,11274.25,6714597.94
1527120000.0,2018-05-24,ETHUSD,579.34,610.94,559.67,603.04,12704.37,7444181.1
1527033600.0,2018-05-23,ETHUSD,645.12,652.68,573.53,579.34,14540.59,8885304.01
1526947200.0,2018-05-22,ETHUSD,699.25,701.12,641.75,645.12,9698.2,6567380.86
1526860800.0,2018-05-21,ETHUSD,714.94,719.73,690.25,699.25,7737.94,5470231.5
1526774400.0,2018-05-20,ETHUSD,696.25,722.06,688.92,714.94,7710.38,5474825.96
1526688000.0,2018-05-19,ETHUSD,692.22,714.24,683.28,696.25,9011.83,6272830.53
1526601600.0,2018-05-18,ETHUSD,670.76,694.14,659.5,692.22,8787.17,5954371.77
1526515200.0,2018-05-17,ETHUSD,705.61,717.6,666.86,670.76,9476.72,6587081.33
1526428800.0,2018-05-16,ETHUSD,708.99,712.4,677.31,705.61,8326.71,5793459.04
1526342400.0,2018-05-15,ETHUSD,730.98,738.93,698.66,708.99,8762.48,6341733.2
1526256000.0,2018-05-14,ETHUSD,733.98,742.74,694.01,730.98,8966.91,6474768.85
1526169600.0,2018-05-13,ETHUSD,686.91,742.89,672.71,733.98,4794.27,3400683.72
1526083200.0,2018-05-12,ETHUSD,680.41,696.19,642.53,686.91,6772.22,4554560.05
1525996800.0,2018-05-11,ETHUSD,725.57,738.93,668.27,680.41,13928.38,9758218.45
1525910400.0,2018-05-10,ETHUSD,752.58,768.57,725,725.57,9325.97,7033698.3
1525824000.0,2018-05-09,ETHUSD,752.26,759.4,710.38,752.58,10855.89,8020524.63
1525737600.0,2018-05-08,ETHUSD,755.04,775.48,721,752.26,10108.72,7566974.07
1525651200.0,2018-05-07,ETHUSD,793.72,797.22,699.39,755.04,14666.16,10847003.24
1525564800.0,2018-05-06,ETHUSD,820.7,840.93,758.17,793.72,9636.12,7658630.76
1525478400.0,2018-05-05,ETHUSD,785.22,831.97,782.99,820.7,10652.97,8661968.43
1525392000.0,2018-05-04,ETHUSD,780.97,809.51,764,785.22,11226.89,8822581.3
1525305600.0,2018-05-03,ETHUSD,686.73,792.91,686.61,780.97,14138.29,10452648.72
1525219200.0,2018-05-02,ETHUSD,671.23,691.11,664.24,686.73,8848.62,6008149.23
1525132800.0,2018-05-01,ETHUSD,672.37,678.72,634.96,671.23,10643.12,7008593.03
1525046400.0,2018-04-30,ETHUSD,692.64,698.51,667.02,672.37,11467.44,7853199.86
1524960000.0,2018-04-29,ETHUSD,685.51,699.99,667.36,692.64,8877.17,6082744.66
1524873600.0,2018-04-28,ETHUSD,648.95,694,647.91,685.51,9305.48,6294264.74
1524787200.0,2018-04-27,ETHUSD,664.36,688.96,647.53,648.95,9992.16,6682229.26
1524700800.0,2018-04-26,ETHUSD,625.91,667.48,604.15,664.36,10935.71,6980089.16
1524614400.0,2018-04-25,ETHUSD,706.78,708.35,602.91,625.91,16723.43,10744319.02
1524528000.0,2018-04-24,ETHUSD,657.51,720.87,656.07,706.78,11733.97,8185042.78
1524441600.0,2018-04-23,ETHUSD,637.37,663.99,635.71,657.51,8076.4,5281829.96
1524355200.0,2018-04-22,ETHUSD,616.93,659.53,602.55,637.37,8555.3,5443121.1
1524268800.0,2018-04-21,ETHUSD,625.4,631.8,586.01,616.93,9307.91,5721348.55
1524182400.0,2018-04-20,ETHUSD,582.8,631.97,569.33,625.4,11190.06,6688525.81
1524096000.0,2018-04-19,ETHUSD,537.05,584.79,532.7,582.8,9733.08,5425622.77
1524009600.0,2018-04-18,ETHUSD,516.61,537.29,515.68,537.05,7876.17,4155742.9
1523923200.0,2018-04-17,ETHUSD,525.84,534.88,514.95,516.61,6868.06,3614351.52
