https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT
1701648000,2023-12-04 00:00:00,ETH/USDT,2194.8,2271.8,2193.7,2242.4,518.46071976,1162596.3179898239
1701561600,2023-12-03 00:00:00,ETH/USDT,2163.3,2212.5,2151.0,2190.5,167.76583885,367491.070000925
1701475200,2023-12-02 00:00:00,ETH/USDT,2088.6,2182.9,2088.2,2164.4,282.26482090,610933.9783559601
1701388800,2023-12-01 00:00:00,ETH/USDT,2053.4,2110.0,2047.5,2087.4,138.01099691,288084.154949934
1701302400,2023-11-30 00:00:00,ETH/USDT,2028.0,2052.6,2023.0,2052.3,60.72904106,124634.210967438
1701216000,2023-11-29 00:00:00,ETH/USDT,2044.3,2074.3,2020.0,2029.0,113.23423448,229752.26175992
1701129600,2023-11-28 00:00:00,ETH/USDT,2027.4,2072.5,1996.9,2048.3,202.22382419,414215.059088377
1701043200,2023-11-27 00:00:00,ETH/USDT,2061.3,2071.2,1989.4,2027.1,122.36534996,248046.800903916
1700956800,2023-11-26 00:00:00,ETH/USDT,2082.3,2089.2,2040.0,2066.2,193.50984480,399830.04132575996
1700870400,2023-11-25 00:00:00,ETH/USDT,2080.3,2090.4,2067.3,2083.4,44.97017711,93690.86699097401
1700784000,2023-11-24 00:00:00,ETH/USDT,2061.9,2130.0,2059.7,2076.5,198.93772255,413094.180875075
1700697600,2023-11-23 00:00:00,ETH/USDT,2060.9,2087.4,2042.6,2060.8,143.64400247,296021.560290176
1700611200,2023-11-22 00:00:00,ETH/USDT,1930.0,2090.0,1928.5,2063.7,182.51999829,376666.52047107293
1700524800,2023-11-21 00:00:00,ETH/USDT,2021.3,2032.3,1935.0,1936.5,423.84097803,820768.053955095
1700438400,2023-11-20 00:00:00,ETH/USDT,2010.7,2060.3,1995.2,2024.3,215.30801095,435848.00656608504
1700352000,2023-11-19 00:00:00,ETH/USDT,1959.1,2013.5,1944.7,2012.5,124.14871188,249849.2826585
1700265600,2023-11-18 00:00:00,ETH/USDT,1958.4,1970.0,1916.8,1962.4,100.35538532,196937.408151968
1700179200,2023-11-17 00:00:00,ETH/USDT,1974.9,1990.0,1905.7,1956.9,351.47471872,687800.877063168
1700092800,2023-11-16 00:00:00,ETH/USDT,2057.3,2084.6,1940.0,1965.1,242.81938356,477164.370633756
1700006400,2023-11-15 00:00:00,ETH/USDT,1979.6,2061.6,1968.2,2058.5,170.78298529,351556.775219465
1699920000,2023-11-14 00:00:00,ETH/USDT,2053.4,2064.7,1931.5,1979.3,516.63601878,1022577.6719712539
1699833600,2023-11-13 00:00:00,ETH/USDT,2044.3,2117.2,2031.6,2061.9,259.66880797,535411.115153343
1699747200,2023-11-12 00:00:00,ETH/USDT,2054.0,2065.7,2016.4,2047.1,74.13005828,151751.642304988
1699660800,2023-11-11 00:00:00,ETH/USDT,2077.8,2089.0,2031.3,2053.0,146.11899992,299982.30683576
1699574400,2023-11-10 00:00:00,ETH/USDT,2119.8,2135.5,2068.9,2078.0,149.30150673,310248.53098494
1699488000,2023-11-09 00:00:00,ETH/USDT,1889.2,2130.5,1883.3,2122.8,901.39441355,1913480.06108394
1699401600,2023-11-08 00:00:00,ETH/USDT,1886.1,1903.3,1874.1,1888.6,93.16328294,175948.176160484
1699315200,2023-11-07 00:00:00,ETH/USDT,1896.6,1905.8,1855.6,1887.4,153.91699550,290502.93730670004
1699228800,2023-11-06 00:00:00,ETH/USDT,1890.4,1912.6,1869.0,1900.5,70.36474004,133728.18844602
1699142400,2023-11-05 00:00:00,ETH/USDT,1856.4,1911.6,1849.2,1894.7,133.83670942,253580.41333807402
1699056000,2023-11-04 00:00:00,ETH/USDT,1828.8,1863.4,1826.5,1855.9,64.28705390,119310.34333301001
1698969600,2023-11-03 00:00:00,ETH/USDT,1797.7,1833.9,1779.5,1831.3,115.20115680,210967.87844784002
1698883200,2023-11-02 00:00:00,ETH/USDT,1848.3,1870.6,1780.0,1798.0,243.78793832,438330.71309936
1698796800,2023-11-01 00:00:00,ETH/USDT,1814.8,1856.0,1784.2,1845.5,128.61670112,237362.12191695996
1698710400,2023-10-31 00:00:00,ETH/USDT,1808.6,1818.5,1781.9,1811.5,86.47061181,156641.513293815
1698624000,2023-10-30 00:00:00,ETH/USDT,1794.8,1826.5,1761.0,1811.1,273.18668836,494768.411288796
1698537600,2023-10-29 00:00:00,ETH/USDT,1775.2,1810.0,1771.2,1796.7,27.33486235,49112.547184245006
1698451200,2023-10-28 00:00:00,ETH/USDT,1784.0,1802.2,1773.6,1777.0,36.18912634,64308.07750618
1698364800,2023-10-27 00:00:00,ETH/USDT,1804.4,1804.4,1745.3,1779.3,178.40821550,317441.73783915
1698278400,2023-10-26 00:00:00,ETH/USDT,1785.5,1864.7,1763.8,1809.0,238.39336283,431253.59335947
1698192000,2023-10-25 00:00:00,ETH/USDT,1783.5,1815.0,1762.2,1786.0,126.40734970,225763.5265642
1698105600,2023-10-24 00:00:00,ETH/USDT,1765.1,1853.1,1758.6,1780.6,209.90222182,373751.89617269195
1698019200,2023-10-23 00:00:00,ETH/USDT,1664.0,1796.0,1657.4,1762.2,803.59998241,1416103.8890029022
1697932800,2023-10-22 00:00:00,ETH/USDT,1630.8,1666.0,1622.6,1661.0,155.93553913,259008.93049492998
